nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
892115347,5,450,-63.63999999999999,18.95,-68.8,-78.36999999999999,-14.2,-77.82,-13.5,-88.61,-42.870000000000005,300,-62.5,50,-33.33,450,-63.63999999999999,0,0,0,0,0,0,0,0,28.21039996333965,Medio,7.4399999999999995,118.7,0,-43.04,0,-7.91,0,3.37,0,279051.755,0,128967.63,0,22.36,0,-127.73,0,116.36999999999999,0,-50,0,8.709999999999999,0,-1.96,0,5.24,0,0.26
892115347,5,450,-63.63999999999999,18.95,-68.8,-78.36999999999999,-14.2,-77.82,-13.5,-88.61,-42.870000000000005,300,-62.5,50,-33.33,450,-63.63999999999999,0,0,0,0,0,0,0,0,28.21039996333965,Medio,18.23,0,-53.290000000000006,0,94.05,0,0.8200000000000001,0,-5.33,128967.63,305574.25,0,7.26,0,-24.099999999999998,0,-57.79,0,0,0,-46,0,-3.16,0,-10.96,0,45.97,0
892115347,5,450,-63.63999999999999,18.95,-68.8,-78.36999999999999,-14.2,-77.82,-13.5,-88.61,-42.870000000000005,300,-62.5,50,-33.33,450,-63.63999999999999,0,0,0,0,0,0,0,0,28.21039996333965,Medio,18.23,0,-53.290000000000006,0,94.05,0,0.8200000000000001,0,-5.33,279051.755,0,128967.63,0,22.36,0,-127.73,0,116.36999999999999,0,-50,0,8.709999999999999,0,-1.96,0,5.24,0,0.26
892120115,6,0,149.37,0,202.78,0,21.42,0,53.14,0,81.27,0,-57.14,0,-33.33,0,71.61999999999999,0,0,0,-31.18021653796773,0,1,0,1,6.329529689625523,Bajo,0.15,-13.16,0,-1.06,0,-2.7,0,4.9,0,40811.5,132457.72,0,34.239999999999995,0,3057.5,0,-69.19,0,-20,0,-82.08,0,-6.67,0,-2.97,0,22.88,0
892120115,6,0,149.37,0,202.78,0,21.42,0,53.14,0,81.27,0,-57.14,0,-33.33,0,71.61999999999999,0,0,0,-31.18021653796773,0,1,0,1,6.329529689625523,Bajo,0.15,-13.16,0,-1.06,0,-2.7,0,4.9,0,59472.72,0,40811.5,0,4.82,0,-308.83,0,45.73,0,-37.5,0,5.29,0,-29.99,0,-0.61,0,6.65
892120115,6,0,149.37,0,202.78,0,21.42,0,53.14,0,81.27,0,-57.14,0,-33.33,0,71.61999999999999,0,0,0,-31.18021653796773,0,1,0,1,6.329529689625523,Bajo,2.19,0,-14.940000000000001,0,-21.18,0,2.26,0,0.38,40811.5,132457.72,0,34.239999999999995,0,3057.5,0,-69.19,0,-20,0,-82.08,0,-6.67,0,-2.97,0,22.88,0
892120115,6,0,149.37,0,202.78,0,21.42,0,53.14,0,81.27,0,-57.14,0,-33.33,0,71.61999999999999,0,0,0,-31.18021653796773,0,1,0,1,6.329529689625523,Bajo,2.19,0,-14.940000000000001,0,-21.18,0,2.26,0,0.38,59472.72,0,40811.5,0,4.82,0,-308.83,0,45.73,0,-37.5,0,5.29,0,-29.99,0,-0.61,0,6.65
892170002,4,0,1663.41,0,1065.76,0,-33.89,0,-33.33,0,53.73,0,600,0,300,0,278.46000000000004,0,0,0,-78.53814235556975,0,0,0,0,7.036540333751946,Bajo,-0.06999999999999999,6.65,0,29.25,0,-1.6199999999999999,0,3.84,0,50183.774999999994,74828.025,0,22.53,0,-105.85,0,-32.93,0,-37.5,0,-63.88,0,7.049999999999999,0,16.29,0,10.03,0
892170002,4,0,1663.41,0,1065.76,0,-33.89,0,-33.33,0,53.73,0,600,0,300,0,278.46000000000004,0,0,0,-78.53814235556975,0,0,0,0,7.036540333751946,Bajo,-0.06999999999999999,6.65,0,29.25,0,-1.6199999999999999,0,3.84,0,119514.25,0,50183.774999999994,0,26.63,0,-473.09999999999997,0,138.15,0,-60,0,3.58,0,-1.3,0,-29.56,0,9.92
892170002,4,0,1663.41,0,1065.76,0,-33.89,0,-33.33,0,53.73,0,600,0,300,0,278.46000000000004,0,0,0,-78.53814235556975,0,0,0,0,7.036540333751946,Bajo,-5,0,-47.4,0,-24.529999999999998,0,-1.44,0,-1.01,50183.774999999994,74828.025,0,22.53,0,-105.85,0,-32.93,0,-37.5,0,-63.88,0,7.049999999999999,0,16.29,0,10.03,0
892170002,4,0,1663.41,0,1065.76,0,-33.89,0,-33.33,0,53.73,0,600,0,300,0,278.46000000000004,0,0,0,-78.53814235556975,0,0,0,0,7.036540333751946,Bajo,-5,0,-47.4,0,-24.529999999999998,0,-1.44,0,-1.01,119514.25,0,50183.774999999994,0,26.63,0,-473.09999999999997,0,138.15,0,-60,0,3.58,0,-1.3,0,-29.56,0,9.92
892280033,5,58.089999999999996,3.26,64.03999999999999,-12.65,3.7600000000000002,-15.4,-2.59,-16.77,77.52,-42.42,125,-4.17,0,0,44.14,18.75,1,1,-8.820448355332067,15.005630630630629,0,0,0,0,12.561470272073015,Bajo,1.09,-36.51,0,-8.59,0,2.92,0,8.61,0,118593.68000000001,165147.31,0,20.22,0,-412.73999999999995,0,-28.189999999999998,0,233.32999999999998,0,-89.39,0,0.41000000000000003,0,-3.36,0,14.82,0
892280033,5,58.089999999999996,3.26,64.03999999999999,-12.65,3.7600000000000002,-15.4,-2.59,-16.77,77.52,-42.42,125,-4.17,0,0,44.14,18.75,1,1,-8.820448355332067,15.005630630630629,0,0,0,0,12.561470272073015,Bajo,1.09,-36.51,0,-8.59,0,2.92,0,8.61,0,104193.79000000001,0,118593.68000000001,0,10.780000000000001,0,-458.03000000000003,0,-12.139999999999999,0,-25,0,5.48,0,0.01,0,0.49,0,-2.17
892280033,5,58.089999999999996,3.26,64.03999999999999,-12.65,3.7600000000000002,-15.4,-2.59,-16.77,77.52,-42.42,125,-4.17,0,0,44.14,18.75,1,1,-8.820448355332067,15.005630630630629,0,0,0,0,12.561470272073015,Bajo,3.0700000000000003,0,9.030000000000001,0,-22.82,0,-1.16,0,-1.11,118593.68000000001,165147.31,0,20.22,0,-412.73999999999995,0,-28.189999999999998,0,233.32999999999998,0,-89.39,0,0.41000000000000003,0,-3.36,0,14.82,0
892280033,5,58.089999999999996,3.26,64.03999999999999,-12.65,3.7600000000000002,-15.4,-2.59,-16.77,77.52,-42.42,125,-4.17,0,0,44.14,18.75,1,1,-8.820448355332067,15.005630630630629,0,0,0,0,12.561470272073015,Bajo,3.0700000000000003,0,9.030000000000001,0,-22.82,0,-1.16,0,-1.11,104193.79000000001,0,118593.68000000001,0,10.780000000000001,0,-458.03000000000003,0,-12.139999999999999,0,-25,0,5.48,0,0.01,0,0.49,0,-2.17
892300175,4,10700,72.22,91878.85,55.279999999999994,751.6600000000001,-9.84,193.23999999999998,37.96,21938.18,-59.48,1900,30,100,0,4500,78.25999999999999,0,0,-57.407407407407405,3.5063113604488105,0,1,0,1,12.264237747594128,Bajo,5.56,69.49,0,-2.65,0,-2.5700000000000003,0,5.42,0,1643865.215,5102035.4399999995,0,-54.85,0,-40.22,0,-67.78,0,70,0,-83.44,0,-9.25,0,-2.42,0,8.34,0
892300175,4,10700,72.22,91878.85,55.279999999999994,751.6600000000001,-9.84,193.23999999999998,37.96,21938.18,-59.48,1900,30,100,0,4500,78.25999999999999,0,0,-57.407407407407405,3.5063113604488105,0,1,0,1,12.264237747594128,Bajo,5.56,69.49,0,-2.65,0,-2.5700000000000003,0,5.42,0,1900327.19,0,1643865.215,0,19.25,0,-167.65,0,15.6,0,-52.94,0,-15.920000000000002,0,3.9800000000000004,0,-25.3,0,4.18
892300175,4,10700,72.22,91878.85,55.279999999999994,751.6600000000001,-9.84,193.23999999999998,37.96,21938.18,-59.48,1900,30,100,0,4500,78.25999999999999,0,0,-57.407407407407405,3.5063113604488105,0,1,0,1,12.264237747594128,Bajo,-8.9,0,-23.810000000000002,0,31.630000000000003,0,-7.109999999999999,0,-3.5000000000000004,1643865.215,5102035.4399999995,0,-54.85,0,-40.22,0,-67.78,0,70,0,-83.44,0,-9.25,0,-2.42,0,8.34,0
892300175,4,10700,72.22,91878.85,55.279999999999994,751.6600000000001,-9.84,193.23999999999998,37.96,21938.18,-59.48,1900,30,100,0,4500,78.25999999999999,0,0,-57.407407407407405,3.5063113604488105,0,1,0,1,12.264237747594128,Bajo,-8.9,0,-23.810000000000002,0,31.630000000000003,0,-7.109999999999999,0,-3.5000000000000004,1900327.19,0,1643865.215,0,19.25,0,-167.65,0,15.6,0,-52.94,0,-15.920000000000002,0,3.9800000000000004,0,-25.3,0,4.18
892300179,5,9.01,-20.47,113.84,-31.1,96.16,-13.36,10,21.21,360.83,-42.21,23.26,-18.87,0,0,45.45,-21.25,0,0,33.42877594846099,-0.977722772277223,0,0,1,0,19.44347138428532,Medio,2.07,19.28,0,9.3,0,-4.24,0,3.45,0,73428.655,109703.035,0,-0.8699999999999999,0,-251.2,0,-33.07,0,33.33,0,1.08,0,-9.370000000000001,0,-8.89,0,9.68,0
892300179,5,9.01,-20.47,113.84,-31.1,96.16,-13.36,10,21.21,360.83,-42.21,23.26,-18.87,0,0,45.45,-21.25,0,0,33.42877594846099,-0.977722772277223,0,0,1,0,19.44347138428532,Medio,2.07,19.28,0,9.3,0,-4.24,0,3.45,0,34142.06,0,73428.655,0,11.92,0,-300.43,0,-53.5,0,-75,0,7.32,0,3.7900000000000005,0,-20.080000000000002,0,7.960000000000001
892300179,5,9.01,-20.47,113.84,-31.1,96.16,-13.36,10,21.21,360.83,-42.21,23.26,-18.87,0,0,45.45,-21.25,0,0,33.42877594846099,-0.977722772277223,0,0,1,0,19.44347138428532,Medio,-4.08,0,-26.07,0,-80.85,0,-0.61,0,-1.69,73428.655,109703.035,0,-0.8699999999999999,0,-251.2,0,-33.07,0,33.33,0,1.08,0,-9.370000000000001,0,-8.89,0,9.68,0
892300179,5,9.01,-20.47,113.84,-31.1,96.16,-13.36,10,21.21,360.83,-42.21,23.26,-18.87,0,0,45.45,-21.25,0,0,33.42877594846099,-0.977722772277223,0,0,1,0,19.44347138428532,Medio,-4.08,0,-26.07,0,-80.85,0,-0.61,0,-1.69,34142.06,0,73428.655,0,11.92,0,-300.43,0,-53.5,0,-75,0,7.32,0,3.7900000000000005,0,-20.080000000000002,0,7.960000000000001
892300209,4,0,60.74,0,34.9,0,-16.07,0,-25,0,-11.85,0,10,0,0,0,3.85,0,0,0,-35.393423370522605,0,0,0,0,7.433268600878543,Bajo,2.98,10.979999999999999,0,-53.790000000000006,0,-1.08,0,8.81,0,62091.155,193662.315,0,29.7,0,-162.26,0,-67.94,0,62.5,0,-72.98,0,-7.5,0,-7.89,0,-1.6500000000000001,0
892300209,4,0,60.74,0,34.9,0,-16.07,0,-25,0,-11.85,0,10,0,0,0,3.85,0,0,0,-35.393423370522605,0,0,0,0,7.433268600878543,Bajo,2.98,10.979999999999999,0,-53.790000000000006,0,-1.08,0,8.81,0,227955.125,0,62091.155,0,21.82,0,-104.92999999999999,0,267.13,0,115.38,0,-1.51,0,-20.57,0,-18.56,0,5.79
892300209,4,0,60.74,0,34.9,0,-16.07,0,-25,0,-11.85,0,10,0,0,0,3.85,0,0,0,-35.393423370522605,0,0,0,0,7.433268600878543,Bajo,-2.94,0,9.89,0,79.10000000000001,0,-1.67,0,-3.38,62091.155,193662.315,0,29.7,0,-162.26,0,-67.94,0,62.5,0,-72.98,0,-7.5,0,-7.89,0,-1.6500000000000001,0
892300209,4,0,60.74,0,34.9,0,-16.07,0,-25,0,-11.85,0,10,0,0,0,3.85,0,0,0,-35.393423370522605,0,0,0,0,7.433268600878543,Bajo,-2.94,0,9.89,0,79.10000000000001,0,-1.67,0,-3.38,227955.125,0,62091.155,0,21.82,0,-104.92999999999999,0,267.13,0,115.38,0,-1.51,0,-20.57,0,-18.56,0,5.79
892300343,5,-38.29,63.5,-4.51,-5.81,54.730000000000004,-42.39,228.57,-40.87,-33.160000000000004,-66.02,83.33,-90.91,0,-66.67,14.860000000000001,-8.24,1,1,86.13138686131391,-43.87605042016808,0,0,0,0,6.445645080492825,Bajo,7.8100000000000005,54.33,0,-86.95,0,3.4799999999999995,0,6.950000000000001,0,11890.985,88423.34,0,-11.559999999999999,0,-123.10000000000001,0,-86.55000000000001,0,100,0,0,0,-3.35,0,-0.96,0,9.180000000000001,0
892300343,5,-38.29,63.5,-4.51,-5.81,54.730000000000004,-42.39,228.57,-40.87,-33.160000000000004,-66.02,83.33,-90.91,0,-66.67,14.860000000000001,-8.24,1,1,86.13138686131391,-43.87605042016808,0,0,0,0,6.445645080492825,Bajo,7.8100000000000005,54.33,0,-86.95,0,3.4799999999999995,0,6.950000000000001,0,329278.065,0,11890.985,0,56.96,0,-2862.24,0,2669.1400000000003,0,50,0,5.6000000000000005,0,12.770000000000001,0,-19.5,0,4.5
892300343,5,-38.29,63.5,-4.51,-5.81,54.730000000000004,-42.39,228.57,-40.87,-33.160000000000004,-66.02,83.33,-90.91,0,-66.67,14.860000000000001,-8.24,1,1,86.13138686131391,-43.87605042016808,0,0,0,0,6.445645080492825,Bajo,-5.3,0,-17.560000000000002,0,48.53,0,2.5,0,-1.04,11890.985,88423.34,0,-11.559999999999999,0,-123.10000000000001,0,-86.55000000000001,0,100,0,0,0,-3.35,0,-0.96,0,9.180000000000001,0
892300343,5,-38.29,63.5,-4.51,-5.81,54.730000000000004,-42.39,228.57,-40.87,-33.160000000000004,-66.02,83.33,-90.91,0,-66.67,14.860000000000001,-8.24,1,1,86.13138686131391,-43.87605042016808,0,0,0,0,6.445645080492825,Bajo,-5.3,0,-17.560000000000002,0,48.53,0,2.5,0,-1.04,329278.065,0,11890.985,0,56.96,0,-2862.24,0,2669.1400000000003,0,50,0,5.6000000000000005,0,12.770000000000001,0,-19.5,0,4.5
892300358,6,0,186.97,0,9.94,0,-61.69,0,75.61,0,-88.88000000000001,0,27.27,0,-33.33,0,73.85000000000001,0,0,0,-39.418646822571766,0,0,0,0,10.450102471897235,Bajo,4.79,9.379999999999999,0,-0.26,0,0.84,0,7.19,0,180742.31,160531.665,0,10.89,0,-57.28,0,12.590000000000002,0,475,0,-54.74,0,-8.83,0,-7.359999999999999,0,9.04,0
892300358,6,0,186.97,0,9.94,0,-61.69,0,75.61,0,-88.88000000000001,0,27.27,0,-33.33,0,73.85000000000001,0,0,0,-39.418646822571766,0,0,0,0,10.450102471897235,Bajo,4.79,9.379999999999999,0,-0.26,0,0.84,0,7.19,0,125655.345,0,180742.31,0,-6.17,0,-250.25,0,-30.48,0,-82.61,0,-1.49,0,5,0,-29.64,0,6.01
892300358,6,0,186.97,0,9.94,0,-61.69,0,75.61,0,-88.88000000000001,0,27.27,0,-33.33,0,73.85000000000001,0,0,0,-39.418646822571766,0,0,0,0,10.450102471897235,Bajo,-1.04,0,-1.68,0,-63.05,0,-0.69,0,-1.77,180742.31,160531.665,0,10.89,0,-57.28,0,12.590000000000002,0,475,0,-54.74,0,-8.83,0,-7.359999999999999,0,9.04,0
892300358,6,0,186.97,0,9.94,0,-61.69,0,75.61,0,-88.88000000000001,0,27.27,0,-33.33,0,73.85000000000001,0,0,0,-39.418646822571766,0,0,0,0,10.450102471897235,Bajo,-1.04,0,-1.68,0,-63.05,0,-0.69,0,-1.77,125655.345,0,180742.31,0,-6.17,0,-250.25,0,-30.48,0,-82.61,0,-1.49,0,5,0,-29.64,0,6.01
892300387,5,-50,-36.449999999999996,50.89,-33.839999999999996,201.77999999999997,4.1000000000000005,68.87,25,220.41,1.82,300,-25,-25,33.33,-53.849999999999994,-20.369999999999997,1,1,-7.692307692307687,25.29956427015252,0,0,0,0,18.01588454743787,Medio,1.55,69.23,0,-65.22,0,-0.22999999999999998,0,9.28,0,21390.315,53803.305,0,0.03,0,-182.64000000000001,0,-60.24,0,-20,0,0,0,-3.2399999999999998,0,-5.680000000000001,0,2.41,0
892300387,5,-50,-36.449999999999996,50.89,-33.839999999999996,201.77999999999997,4.1000000000000005,68.87,25,220.41,1.82,300,-25,-25,33.33,-53.849999999999994,-20.369999999999997,1,1,-7.692307692307687,25.29956427015252,0,0,0,0,18.01588454743787,Medio,1.55,69.23,0,-65.22,0,-0.22999999999999998,0,9.28,0,259904.245,0,21390.315,0,27.68,0,46.04,0,1115.0600000000002,0,0,0,4.35,0,-5.58,0,-25.41,0,2.63
892300387,5,-50,-36.449999999999996,50.89,-33.839999999999996,201.77999999999997,4.1000000000000005,68.87,25,220.41,1.82,300,-25,-25,33.33,-53.849999999999994,-20.369999999999997,1,1,-7.692307692307687,25.29956427015252,0,0,0,0,18.01588454743787,Medio,4.93,0,10.76,0,-100,0,1.4000000000000001,0,-2.03,21390.315,53803.305,0,0.03,0,-182.64000000000001,0,-60.24,0,-20,0,0,0,-3.2399999999999998,0,-5.680000000000001,0,2.41,0
892300387,5,-50,-36.449999999999996,50.89,-33.839999999999996,201.77999999999997,4.1000000000000005,68.87,25,220.41,1.82,300,-25,-25,33.33,-53.849999999999994,-20.369999999999997,1,1,-7.692307692307687,25.29956427015252,0,0,0,0,18.01588454743787,Medio,4.93,0,10.76,0,-100,0,1.4000000000000001,0,-2.03,259904.245,0,21390.315,0,27.68,0,46.04,0,1115.0600000000002,0,0,0,4.35,0,-5.58,0,-25.41,0,2.63
892399994,4,393.15000000000003,-29.580000000000002,86.53999999999999,14.360000000000001,-62.17,62.41,-38.04,98.08,-68.89,29.15,71.78999999999999,-19.400000000000002,0,0,92.96,-27.74,0,0,-60.87245696400626,2.621690493672535,1,1,1,1,20.954677479252943,Medio,0.5499999999999999,-34.27,0,-45.43,0,3.36,0,8.25,0,8134.73,0,0,10.83,0,-175.78,0,0,0,133.32999999999998,0,-90.92,0,-1.51,0,-3.9600000000000004,0,11.17,0
892399994,4,393.15000000000003,-29.580000000000002,86.53999999999999,14.360000000000001,-62.17,62.41,-38.04,98.08,-68.89,29.15,71.78999999999999,-19.400000000000002,0,0,92.96,-27.74,0,0,-60.87245696400626,2.621690493672535,1,1,1,1,20.954677479252943,Medio,0.5499999999999999,-34.27,0,-45.43,0,3.36,0,8.25,0,14004.17,0,8134.73,0,17.59,0,-214.90999999999997,0,72.15,0,28.57,0,19.63,0,0.53,0,-2.83,0,3.9899999999999998
892399994,4,393.15000000000003,-29.580000000000002,86.53999999999999,14.360000000000001,-62.17,62.41,-38.04,98.08,-68.89,29.15,71.78999999999999,-19.400000000000002,0,0,92.96,-27.74,0,0,-60.87245696400626,2.621690493672535,1,1,1,1,20.954677479252943,Medio,3.29,0,-17.57,0,52.6,0,0.6799999999999999,0,0.52,8134.73,0,0,10.83,0,-175.78,0,0,0,133.32999999999998,0,-90.92,0,-1.51,0,-3.9600000000000004,0,11.17,0
892399994,4,393.15000000000003,-29.580000000000002,86.53999999999999,14.360000000000001,-62.17,62.41,-38.04,98.08,-68.89,29.15,71.78999999999999,-19.400000000000002,0,0,92.96,-27.74,0,0,-60.87245696400626,2.621690493672535,1,1,1,1,20.954677479252943,Medio,3.29,0,-17.57,0,52.6,0,0.6799999999999999,0,0.52,14004.17,0,8134.73,0,17.59,0,-214.90999999999997,0,72.15,0,28.57,0,19.63,0,0.53,0,-2.83,0,3.9899999999999998
897001459-4,5,11141.67,-30.39,3308.64,22.21,-69.67999999999999,75.57000000000001,-89.13,67.57,36.49,51.21,6400,32.31,300,0,3033.33,-42.02,1,1,-72.1275018532246,-16.70575306460018,0,1,0,1,9.220252232532214,Bajo,-2.53,-29.720000000000002,0,-53.56999999999999,0,-1.3299999999999998,0,4.31,0,31252.63,162007.855,0,-13.139999999999999,0,195.23999999999998,0,-80.71000000000001,0,750,0,-67.49000000000001,0,-4.9799999999999995,0,-19.81,0,6.710000000000001,0
897001459-4,5,11141.67,-30.39,3308.64,22.21,-69.67999999999999,75.57000000000001,-89.13,67.57,36.49,51.21,6400,32.31,300,0,3033.33,-42.02,1,1,-72.1275018532246,-16.70575306460018,0,1,0,1,9.220252232532214,Bajo,-2.53,-29.720000000000002,0,-53.56999999999999,0,-1.3299999999999998,0,4.31,0,0,0,31252.63,0,17.62,0,26.27,0,-100,0,-76.47,0,-0.33999999999999997,0,-2.04,0,-31.2,0,7.359999999999999
897001459-4,5,11141.67,-30.39,3308.64,22.21,-69.67999999999999,75.57000000000001,-89.13,67.57,36.49,51.21,6400,32.31,300,0,3033.33,-42.02,1,1,-72.1275018532246,-16.70575306460018,0,1,0,1,9.220252232532214,Bajo,-0.95,0,21.15,0,89.23,0,2.15,0,2.52,31252.63,162007.855,0,-13.139999999999999,0,195.23999999999998,0,-80.71000000000001,0,750,0,-67.49000000000001,0,-4.9799999999999995,0,-19.81,0,6.710000000000001,0
897001459-4,5,11141.67,-30.39,3308.64,22.21,-69.67999999999999,75.57000000000001,-89.13,67.57,36.49,51.21,6400,32.31,300,0,3033.33,-42.02,1,1,-72.1275018532246,-16.70575306460018,0,1,0,1,9.220252232532214,Bajo,-0.95,0,21.15,0,89.23,0,2.15,0,2.52,0,0,31252.63,0,17.62,0,26.27,0,-100,0,-76.47,0,-0.33999999999999997,0,-2.04,0,-31.2,0,7.359999999999999
899999032,5,105.89,-12.75,-25.040000000000003,33,-63.59,52.44,-74.36,89.14999999999999,-65.99000000000001,18.87,333.33,-30.769999999999996,0,0,39.31,-16.64,0,0,-32.33481541974804,-4.459190124662616,1,1,1,1,8.703531631521232,Bajo,-1.5,-39.64,0,-54.84,0,1.0699999999999998,0,3.9600000000000004,0,2944.9700000000003,3727.31,0,15.379999999999999,0,-145.09,0,-20.990000000000002,0,181.82,0,46.089999999999996,0,-2.3,0,4.42,0,-6.99,0
899999032,5,105.89,-12.75,-25.040000000000003,33,-63.59,52.44,-74.36,89.14999999999999,-65.99000000000001,18.87,333.33,-30.769999999999996,0,0,39.31,-16.64,0,0,-32.33481541974804,-4.459190124662616,1,1,1,1,8.703531631521232,Bajo,-1.5,-39.64,0,-54.84,0,1.0699999999999998,0,3.9600000000000004,0,1584.33,0,2944.9700000000003,0,14.66,0,675.6,0,-46.2,0,29.03,0,16.7,0,2.5700000000000003,0,2.6100000000000003,0,0.05
899999032,5,105.89,-12.75,-25.040000000000003,33,-63.59,52.44,-74.36,89.14999999999999,-65.99000000000001,18.87,333.33,-30.769999999999996,0,0,39.31,-16.64,0,0,-32.33481541974804,-4.459190124662616,1,1,1,1,8.703531631521232,Bajo,9.32,0,-12.16,0,-23.77,0,0.44999999999999996,0,1.29,2944.9700000000003,3727.31,0,15.379999999999999,0,-145.09,0,-20.990000000000002,0,181.82,0,46.089999999999996,0,-2.3,0,4.42,0,-6.99,0
899999032,5,105.89,-12.75,-25.040000000000003,33,-63.59,52.44,-74.36,89.14999999999999,-65.99000000000001,18.87,333.33,-30.769999999999996,0,0,39.31,-16.64,0,0,-32.33481541974804,-4.459190124662616,1,1,1,1,8.703531631521232,Bajo,9.32,0,-12.16,0,-23.77,0,0.44999999999999996,0,1.29,1584.33,0,2944.9700000000003,0,14.66,0,675.6,0,-46.2,0,29.03,0,16.7,0,2.5700000000000003,0,2.6100000000000003,0,0.05
899999147,4,4536.67,73.76,535.42,27.71,-86.3,-26.5,-86.55000000000001,-25.540000000000003,-80.49,-17.89,240,5.88,33.33,0,1540,8.540000000000001,0,0,-64.62976276060388,-37.53645418125675,1,1,0,1,4.711040057072817,Bajo,0.13999999999999999,26.450000000000003,0,-29.93,0,-1.34,0,3.5700000000000003,0,25691.82,32436.605,0,-18.33,0,51.54,0,-20.79,0,100,0,0,0,-0.27999999999999997,0,-14.64,0,35.809999999999995,0
899999147,4,4536.67,73.76,535.42,27.71,-86.3,-26.5,-86.55000000000001,-25.540000000000003,-80.49,-17.89,240,5.88,33.33,0,1540,8.540000000000001,0,0,-64.62976276060388,-37.53645418125675,1,1,0,1,4.711040057072817,Bajo,0.13999999999999999,26.450000000000003,0,-29.93,0,-1.34,0,3.5700000000000003,0,1620.695,0,25691.82,0,5.04,0,-154.70999999999998,0,-93.69,0,0,0,7.779999999999999,0,0.33,0,-26.06,0,2.5700000000000003
899999147,4,4536.67,73.76,535.42,27.71,-86.3,-26.5,-86.55000000000001,-25.540000000000003,-80.49,-17.89,240,5.88,33.33,0,1540,8.540000000000001,0,0,-64.62976276060388,-37.53645418125675,1,1,0,1,4.711040057072817,Bajo,-0.22,0,0.8,0,87.85,0,1.17,0,0.72,25691.82,32436.605,0,-18.33,0,51.54,0,-20.79,0,100,0,0,0,-0.27999999999999997,0,-14.64,0,35.809999999999995,0
899999147,4,4536.67,73.76,535.42,27.71,-86.3,-26.5,-86.55000000000001,-25.540000000000003,-80.49,-17.89,240,5.88,33.33,0,1540,8.540000000000001,0,0,-64.62976276060388,-37.53645418125675,1,1,0,1,4.711040057072817,Bajo,-0.22,0,0.8,0,87.85,0,1.17,0,0.72,1620.695,0,25691.82,0,5.04,0,-154.70999999999998,0,-93.69,0,0,0,7.779999999999999,0,0.33,0,-26.06,0,2.5700000000000003
899999150,5,-22.11,37.29,-61.09,21,-50.03999999999999,-11.86,41.449999999999996,-15.160000000000002,-91.31,-4.38,61.11,34.48,0,0,0,-11.899999999999999,0,0,28.38983050847459,-35.83186360964139,1,1,1,1,11.492800707822868,Bajo,-3.39,-0.61,0,-11.23,0,5.43,0,10.4,0,10739.2,63558.13,0,0.79,0,-232.82,0,-83.1,0,250,0,0,0,-5.45,0,-31.91,0,-1.58,0
899999150,5,-22.11,37.29,-61.09,21,-50.03999999999999,-11.86,41.449999999999996,-15.160000000000002,-91.31,-4.38,61.11,34.48,0,0,0,-11.899999999999999,0,0,28.38983050847459,-35.83186360964139,1,1,1,1,11.492800707822868,Bajo,-3.39,-0.61,0,-11.23,0,5.43,0,10.4,0,3614.475,0,10739.2,0,7.430000000000001,0,-295.8,0,-66.34,0,0,0,17.94,0,0.6799999999999999,0,-22.42,0,-3.95
899999150,5,-22.11,37.29,-61.09,21,-50.03999999999999,-11.86,41.449999999999996,-15.160000000000002,-91.31,-4.38,61.11,34.48,0,0,0,-11.899999999999999,0,0,28.38983050847459,-35.83186360964139,1,1,1,1,11.492800707822868,Bajo,17.23,0,-40.62,0,-90.57,0,0.9299999999999999,0,-2.54,10739.2,63558.13,0,0.79,0,-232.82,0,-83.1,0,250,0,0,0,-5.45,0,-31.91,0,-1.58,0
