nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
804013885,5,0,-10.99,-13.68,29.849999999999998,-13.68,45.879999999999995,2.16,76.19,-67.69,34.36,316.67,12,-25,33.33,13.950000000000001,-10.2,0,0,13.953488372093027,0.8818342151675429,1,0,1,0,13.083372928006474,Bajo,-5.67,15.299999999999999,0,-95.02000000000001,0,5.390000000000001,0,7.39,0,53405.149999999994,72815.98,0,-25.259999999999998,0,-15.110000000000001,0,-26.66,0,0,0,0,0,-9.81,0,-7.23,0,7.62,0
804013885,5,0,-10.99,-13.68,29.849999999999998,-13.68,45.879999999999995,2.16,76.19,-67.69,34.36,316.67,12,-25,33.33,13.950000000000001,-10.2,0,0,13.953488372093027,0.8818342151675429,1,0,1,0,13.083372928006474,Bajo,-5.67,15.299999999999999,0,-95.02000000000001,0,5.390000000000001,0,7.39,0,220494.685,0,53405.149999999994,0,0.95,0,-158.05,0,312.87,0,-50,0,1.87,0,0.88,0,-28.89,0,11.91
804013885,5,0,-10.99,-13.68,29.849999999999998,-13.68,45.879999999999995,2.16,76.19,-67.69,34.36,316.67,12,-25,33.33,13.950000000000001,-10.2,0,0,13.953488372093027,0.8818342151675429,1,0,1,0,13.083372928006474,Bajo,54.67999999999999,0,-14.06,0,-45.95,0,6.88,0,7.57,53405.149999999994,72815.98,0,-25.259999999999998,0,-15.110000000000001,0,-26.66,0,0,0,0,0,-9.81,0,-7.23,0,7.62,0
804013885,5,0,-10.99,-13.68,29.849999999999998,-13.68,45.879999999999995,2.16,76.19,-67.69,34.36,316.67,12,-25,33.33,13.950000000000001,-10.2,0,0,13.953488372093027,0.8818342151675429,1,0,1,0,13.083372928006474,Bajo,54.67999999999999,0,-14.06,0,-45.95,0,6.88,0,7.57,220494.685,0,53405.149999999994,0,0.95,0,-158.05,0,312.87,0,-50,0,1.87,0,0.88,0,-28.89,0,11.91
804014637,5,48.68,-23.01,13.469999999999999,5.9799999999999995,-23.68,37.65,15.010000000000002,0,-47.19,90.67,58.330000000000005,-31.580000000000002,-25,33.33,31.819999999999997,-20.69,0,0,-11.34352373290426,3.012286959968291,1,1,1,1,13.90734457892546,Bajo,-4.66,-48.39,0,0,0,8.290000000000001,0,9.55,0,309043.94,281676.36,0,8.82,0,674.07,0,9.719999999999999,0,0,0,0,0,-5.25,0,-14.84,0,1.32,0
804014637,5,48.68,-23.01,13.469999999999999,5.9799999999999995,-23.68,37.65,15.010000000000002,0,-47.19,90.67,58.330000000000005,-31.580000000000002,-25,33.33,31.819999999999997,-20.69,0,0,-11.34352373290426,3.012286959968291,1,1,1,1,13.90734457892546,Bajo,-4.66,-48.39,0,0,0,8.290000000000001,0,9.55,0,278696.44,0,309043.94,0,-2.76,0,-220.23000000000002,0,-9.82,0,150,0,15.8,0,7.090000000000001,0,-31.369999999999997,0,7.51
804014637,5,48.68,-23.01,13.469999999999999,5.9799999999999995,-23.68,37.65,15.010000000000002,0,-47.19,90.67,58.330000000000005,-31.580000000000002,-25,33.33,31.819999999999997,-20.69,0,0,-11.34352373290426,3.012286959968291,1,1,1,1,13.90734457892546,Bajo,16.02,0,-74.32,0,612.12,0,7.969999999999999,0,0.91,309043.94,281676.36,0,8.82,0,674.07,0,9.719999999999999,0,0,0,0,0,-5.25,0,-14.84,0,1.32,0
804014637,5,48.68,-23.01,13.469999999999999,5.9799999999999995,-23.68,37.65,15.010000000000002,0,-47.19,90.67,58.330000000000005,-31.580000000000002,-25,33.33,31.819999999999997,-20.69,0,0,-11.34352373290426,3.012286959968291,1,1,1,1,13.90734457892546,Bajo,16.02,0,-74.32,0,612.12,0,7.969999999999999,0,0.91,278696.44,0,309043.94,0,-2.76,0,-220.23000000000002,0,-9.82,0,150,0,15.8,0,7.090000000000001,0,-31.369999999999997,0,7.51
804014810,5,24.14,54.169999999999995,14.39,62.46000000000001,-7.85,5.38,-2.81,8.959999999999999,-31.61,30.91,1800,26.32,33.33,0,11.110000000000001,22,1,1,-10.49382716049384,-20.864864864864863,0,0,0,0,9.384451104731413,Bajo,-4.79,-56.45,0,-71.84,0,7.920000000000001,0,9.78,0,0,41786.355,0,-1.9900000000000002,0,-99.26,0,-100,0,100,0,0,0,-5.4399999999999995,0,-34.699999999999996,0,-3.44,0
804014810,5,24.14,54.169999999999995,14.39,62.46000000000001,-7.85,5.38,-2.81,8.959999999999999,-31.61,30.91,1800,26.32,33.33,0,11.110000000000001,22,1,1,-10.49382716049384,-20.864864864864863,0,0,0,0,9.384451104731413,Bajo,-4.79,-56.45,0,-71.84,0,7.920000000000001,0,9.78,0,94432.17,0,0,0,25.96,0,3478.13,0,0,0,0,0,28.08,0,-4.04,0,-30.520000000000003,0,1.6500000000000001
804014810,5,24.14,54.169999999999995,14.39,62.46000000000001,-7.85,5.38,-2.81,8.959999999999999,-31.61,30.91,1800,26.32,33.33,0,11.110000000000001,22,1,1,-10.49382716049384,-20.864864864864863,0,0,0,0,9.384451104731413,Bajo,3.92,0,30.17,0,346.94,0,16.3,0,5.93,0,41786.355,0,-1.9900000000000002,0,-99.26,0,-100,0,100,0,0,0,-5.4399999999999995,0,-34.699999999999996,0,-3.44,0
804014810,5,24.14,54.169999999999995,14.39,62.46000000000001,-7.85,5.38,-2.81,8.959999999999999,-31.61,30.91,1800,26.32,33.33,0,11.110000000000001,22,1,1,-10.49382716049384,-20.864864864864863,0,0,0,0,9.384451104731413,Bajo,3.92,0,30.17,0,346.94,0,16.3,0,5.93,94432.17,0,0,0,25.96,0,3478.13,0,0,0,0,0,28.08,0,-4.04,0,-30.520000000000003,0,1.6500000000000001
804014835,5,150,16,59.56,100,-36.17,72.41,-34.78,18.67,-56.76,268.19,85,5.41,0,0,93.10000000000001,25,0,0,-22.758620689655164,7.75862068965516,0,1,0,1,13.670162257132791,Bajo,-0.63,151.72,0,-75,0,-3.4299999999999997,0,0.51,0,223209.225,144233.875,0,-6.32,0,-169.11,0,54.76,0,0,0,301.65999999999997,0,-3.02,0,-5.58,0,2.21,0
804014835,5,150,16,59.56,100,-36.17,72.41,-34.78,18.67,-56.76,268.19,85,5.41,0,0,93.10000000000001,25,0,0,-22.758620689655164,7.75862068965516,0,1,0,1,13.670162257132791,Bajo,-0.63,151.72,0,-75,0,-3.4299999999999997,0,0.51,0,174539.24,0,223209.225,0,1.69,0,-272.3,0,-21.8,0,-50,0,9.74,0,-1.41,0,-31.47,0,4.41
804014835,5,150,16,59.56,100,-36.17,72.41,-34.78,18.67,-56.76,268.19,85,5.41,0,0,93.10000000000001,25,0,0,-22.758620689655164,7.75862068965516,0,1,0,1,13.670162257132791,Bajo,1.47,0,4.72,0,300,0,12.72,0,6.05,223209.225,144233.875,0,-6.32,0,-169.11,0,54.76,0,0,0,301.65999999999997,0,-3.02,0,-5.58,0,2.21,0
804014835,5,150,16,59.56,100,-36.17,72.41,-34.78,18.67,-56.76,268.19,85,5.41,0,0,93.10000000000001,25,0,0,-22.758620689655164,7.75862068965516,0,1,0,1,13.670162257132791,Bajo,1.47,0,4.72,0,300,0,12.72,0,6.05,174539.24,0,223209.225,0,1.69,0,-272.3,0,-21.8,0,-50,0,9.74,0,-1.41,0,-31.47,0,4.41
804015047,5,133.32999999999998,-13.61,62,64.72,-30.570000000000004,90.66,-7.6899999999999995,20,-17.82,337,144.44,-4.55,-25,33.33,87.88,3.2300000000000004,1,0,-19.480519480519487,19.4818389636779,0,1,0,1,13.672755388201956,Bajo,-3.2099999999999995,-23.56,0,-10,0,3.46,0,8.43,0,29085.495,111905.66500000001,0,-14.13,0,-85.33,0,-74.00999999999999,0,25,0,-97.99,0,-4.18,0,-7.62,0,4.18,0
804015047,5,133.32999999999998,-13.61,62,64.72,-30.570000000000004,90.66,-7.6899999999999995,20,-17.82,337,144.44,-4.55,-25,33.33,87.88,3.2300000000000004,1,0,-19.480519480519487,19.4818389636779,0,1,0,1,13.672755388201956,Bajo,-3.2099999999999995,-23.56,0,-10,0,3.46,0,8.43,0,20296.765,0,29085.495,0,65.55,0,6192.34,0,-30.220000000000002,0,0,0,2.4699999999999998,0,9.049999999999999,0,-14.860000000000001,0,12.659999999999998
804015047,5,133.32999999999998,-13.61,62,64.72,-30.570000000000004,90.66,-7.6899999999999995,20,-17.82,337,144.44,-4.55,-25,33.33,87.88,3.2300000000000004,1,0,-19.480519480519487,19.4818389636779,0,1,0,1,13.672755388201956,Bajo,5.52,0,-26.08,0,-42.92,0,4.390000000000001,0,0.8099999999999999,29085.495,111905.66500000001,0,-14.13,0,-85.33,0,-74.00999999999999,0,25,0,-97.99,0,-4.18,0,-7.62,0,4.18,0
804015047,5,133.32999999999998,-13.61,62,64.72,-30.570000000000004,90.66,-7.6899999999999995,20,-17.82,337,144.44,-4.55,-25,33.33,87.88,3.2300000000000004,1,0,-19.480519480519487,19.4818389636779,0,1,0,1,13.672755388201956,Bajo,5.52,0,-26.08,0,-42.92,0,4.390000000000001,0,0.8099999999999999,20296.765,0,29085.495,0,65.55,0,6192.34,0,-30.220000000000002,0,0,0,2.4699999999999998,0,9.049999999999999,0,-14.860000000000001,0,12.659999999999998
804015069,5,26.669999999999998,1.05,20.62,5.96,-4.77,4.859999999999999,-14.29,40.83,-3.53,-22.509999999999998,144.44,-4.55,-25,0,19.05,-14.000000000000002,1,1,-6.015037593984984,-14.89583333333332,0,0,1,0,12.738026781815956,Bajo,7.630000000000001,-19.42,0,0,0,0.09,0,5.79,0,74502.005,107037.91,0,-38.25,0,325.24,0,-30.4,0,0,0,0,0,-3.7900000000000005,0,-26.88,0,4.25,0
804015069,5,26.669999999999998,1.05,20.62,5.96,-4.77,4.859999999999999,-14.29,40.83,-3.53,-22.509999999999998,144.44,-4.55,-25,0,19.05,-14.000000000000002,1,1,-6.015037593984984,-14.89583333333332,0,0,1,0,12.738026781815956,Bajo,7.630000000000001,-19.42,0,0,0,0.09,0,5.79,0,41066.42,0,74502.005,0,-8.780000000000001,0,-30.39,0,-44.879999999999995,0,0,0,10.979999999999999,0,-11.23,0,-16.5,0,5.1499999999999995
804015069,5,26.669999999999998,1.05,20.62,5.96,-4.77,4.859999999999999,-14.29,40.83,-3.53,-22.509999999999998,144.44,-4.55,-25,0,19.05,-14.000000000000002,1,1,-6.015037593984984,-14.89583333333332,0,0,1,0,12.738026781815956,Bajo,21.3,0,124.62,0,156.94,0,0.03,0,0.9299999999999999,74502.005,107037.91,0,-38.25,0,325.24,0,-30.4,0,0,0,0,0,-3.7900000000000005,0,-26.88,0,4.25,0
804015069,5,26.669999999999998,1.05,20.62,5.96,-4.77,4.859999999999999,-14.29,40.83,-3.53,-22.509999999999998,144.44,-4.55,-25,0,19.05,-14.000000000000002,1,1,-6.015037593984984,-14.89583333333332,0,0,1,0,12.738026781815956,Bajo,21.3,0,124.62,0,156.94,0,0.03,0,0.9299999999999999,41066.42,0,74502.005,0,-8.780000000000001,0,-30.39,0,-44.879999999999995,0,0,0,10.979999999999999,0,-11.23,0,-16.5,0,5.1499999999999995
804015127,5,-61.339999999999996,-10.870000000000001,-76.59,146.04999999999998,-39.45,176.06,-16.97,19.830000000000002,-61.38,480.91999999999996,50,-19.05,0,0,-41.07,-3.0300000000000002,0,0,52.44565217391306,8.795269770879521,0,0,0,0,12.937584396507415,Bajo,-1.5599999999999998,29.74,0,-8.4,0,6.23,0,8.260000000000002,0,215719.96,244513.795,0,-23.27,0,-329.44,0,-11.78,0,0,0,0,0,-9.06,0,-32.940000000000005,0,-8.09,0
804015127,5,-61.339999999999996,-10.870000000000001,-76.59,146.04999999999998,-39.45,176.06,-16.97,19.830000000000002,-61.38,480.91999999999996,50,-19.05,0,0,-41.07,-3.0300000000000002,0,0,52.44565217391306,8.795269770879521,0,0,0,0,12.937584396507415,Bajo,-1.5599999999999998,29.74,0,-8.4,0,6.23,0,8.260000000000002,0,165182.065,0,215719.96,0,7.430000000000001,0,-223.45000000000002,0,-23.43,0,200,0,26.640000000000004,0,1.3299999999999998,0,-8.790000000000001,0,8.91
804015127,5,-61.339999999999996,-10.870000000000001,-76.59,146.04999999999998,-39.45,176.06,-16.97,19.830000000000002,-61.38,480.91999999999996,50,-19.05,0,0,-41.07,-3.0300000000000002,0,0,52.44565217391306,8.795269770879521,0,0,0,0,12.937584396507415,Bajo,-5.56,0,-18.64,0,40.400000000000006,0,-2.21,0,3.8,215719.96,244513.795,0,-23.27,0,-329.44,0,-11.78,0,0,0,0,0,-9.06,0,-32.940000000000005,0,-8.09,0
804015127,5,-61.339999999999996,-10.870000000000001,-76.59,146.04999999999998,-39.45,176.06,-16.97,19.830000000000002,-61.38,480.91999999999996,50,-19.05,0,0,-41.07,-3.0300000000000002,0,0,52.44565217391306,8.795269770879521,0,0,0,0,12.937584396507415,Bajo,-5.56,0,-18.64,0,40.400000000000006,0,-2.21,0,3.8,165182.065,0,215719.96,0,7.430000000000001,0,-223.45000000000002,0,-23.43,0,200,0,26.640000000000004,0,1.3299999999999998,0,-8.790000000000001,0,8.91
804015154,5,-2.78,-7.140000000000001,-48.36,70.72,-46.88,83.85000000000001,70.11,50.660000000000004,-87.67,320.43,92.86,-48.15,0,-25,39.39,-15.22,1,1,43.37662337662338,-8.695652173913038,0,1,0,1,16.830806336270573,Medio,-2.4299999999999997,-85.66,0,0,0,-1.37,0,1.91,0,74128.89,75898.84,0,-13.26,0,-48.69,0,-2.33,0,100,0,-86.36,0,-4.83,0,-19.07,0,4.390000000000001,0
804015154,5,-2.78,-7.140000000000001,-48.36,70.72,-46.88,83.85000000000001,70.11,50.660000000000004,-87.67,320.43,92.86,-48.15,0,-25,39.39,-15.22,1,1,43.37662337662338,-8.695652173913038,0,1,0,1,16.830806336270573,Medio,-2.4299999999999997,-85.66,0,0,0,-1.37,0,1.91,0,109400.16,0,74128.89,0,20.560000000000002,0,242.20000000000002,0,47.58,0,-50,0,7.79,0,4.31,0,-31,0,-3.83
804015154,5,-2.78,-7.140000000000001,-48.36,70.72,-46.88,83.85000000000001,70.11,50.660000000000004,-87.67,320.43,92.86,-48.15,0,-25,39.39,-15.22,1,1,43.37662337662338,-8.695652173913038,0,1,0,1,16.830806336270573,Medio,3.74,0,400,0,251.9,0,3.0300000000000002,0,3.5900000000000003,74128.89,75898.84,0,-13.26,0,-48.69,0,-2.33,0,100,0,-86.36,0,-4.83,0,-19.07,0,4.390000000000001,0
804015154,5,-2.78,-7.140000000000001,-48.36,70.72,-46.88,83.85000000000001,70.11,50.660000000000004,-87.67,320.43,92.86,-48.15,0,-25,39.39,-15.22,1,1,43.37662337662338,-8.695652173913038,0,1,0,1,16.830806336270573,Medio,3.74,0,400,0,251.9,0,3.0300000000000002,0,3.5900000000000003,109400.16,0,74128.89,0,20.560000000000002,0,242.20000000000002,0,47.58,0,-50,0,7.79,0,4.31,0,-31,0,-3.83
804015164,6,52.27,0,-3.4799999999999995,12.8,-36.61,12.8,-29.880000000000003,-2.3800000000000003,-41.82,50.62,80,0,0,0,43.9,-15.25,1,0,-5.496905715325795,-15.254237288135586,0,0,1,1,17.602446975165904,Medio,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
804015164,6,52.27,0,-3.4799999999999995,12.8,-36.61,12.8,-29.880000000000003,-2.3800000000000003,-41.82,50.62,80,0,0,0,43.9,-15.25,1,0,-5.496905715325795,-15.254237288135586,0,0,1,1,17.602446975165904,Medio,2.2399999999999998,56.04,0,9.92,0,2.6,0,5.54,0,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
804015164,6,52.27,0,-3.4799999999999995,12.8,-36.61,12.8,-29.880000000000003,-2.3800000000000003,-41.82,50.62,80,0,0,0,43.9,-15.25,1,0,-5.496905715325795,-15.254237288135586,0,0,1,1,17.602446975165904,Medio,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,12.47,24.720000000000002,0,0.83,0,-116.66000000000001,0,-49.559999999999995,0,150,0,-66.97,0,-6.329999999999999,0,-1.32,0,16.36,0
804015164,6,52.27,0,-3.4799999999999995,12.8,-36.61,12.8,-29.880000000000003,-2.3800000000000003,-41.82,50.62,80,0,0,0,43.9,-15.25,1,0,-5.496905715325795,-15.254237288135586,0,0,1,1,17.602446975165904,Medio,1.68,0,-0.76,0,-44.68,0,0.8099999999999999,0,1.69,3.15,0,12.47,0,16.439999999999998,0,-267.79,0,-74.74,0,-40,0,0,0,2.16,0,1.4000000000000001,0,2.26
804015655,5,10.81,-12.2,-33.67,56.08,-40.14,77.75999999999999,-47.19,55.65,-45.4,146.16,-33.33,10,-25,0,-14.71,6.9,0,1,-23.027259684361557,21.74329501915708,0,0,1,0,11.999336887634488,Bajo,1.5,-2.52,0,-100,0,8.92,0,7.9,0,384797.905,177792.475,0,-14.96,0,-98.25,0,116.42999999999999,0,-25,0,0,0,-10.89,0,-30.959999999999997,0,5.8500000000000005,0
804015655,5,10.81,-12.2,-33.67,56.08,-40.14,77.75999999999999,-47.19,55.65,-45.4,146.16,-33.33,10,-25,0,-14.71,6.9,0,1,-23.027259684361557,21.74329501915708,0,0,1,0,11.999336887634488,Bajo,1.5,-2.52,0,-100,0,8.92,0,7.9,0,425490.26499999996,0,384797.905,0,11.67,0,1005.86,0,10.57,0,0,0,0.16,0,-1.49,0,-31.619999999999997,0,-2.7199999999999998
804015655,5,10.81,-12.2,-33.67,56.08,-40.14,77.75999999999999,-47.19,55.65,-45.4,146.16,-33.33,10,-25,0,-14.71,6.9,0,1,-23.027259684361557,21.74329501915708,0,0,1,0,11.999336887634488,Bajo,-1.41,0,-43.87,0,0,0,4.68,0,6.83,384797.905,177792.475,0,-14.96,0,-98.25,0,116.42999999999999,0,-25,0,0,0,-10.89,0,-30.959999999999997,0,5.8500000000000005,0
804015655,5,10.81,-12.2,-33.67,56.08,-40.14,77.75999999999999,-47.19,55.65,-45.4,146.16,-33.33,10,-25,0,-14.71,6.9,0,1,-23.027259684361557,21.74329501915708,0,0,1,0,11.999336887634488,Bajo,-1.41,0,-43.87,0,0,0,4.68,0,6.83,425490.26499999996,0,384797.905,0,11.67,0,1005.86,0,10.57,0,0,0,0.16,0,-1.49,0,-31.619999999999997,0,-2.7199999999999998
804015920,5,7.84,-12.73,-11.62,3.46,-18.04,18.55,38.46,11.110000000000001,-44.51,28.98,222.22,-6.9,-20,0,4.26,4.08,0,1,-3.326885880077368,19.260204081632647,1,1,1,0,20.760960156959733,Medio,-4.88,40.21,0,-27.1,0,5.56,0,11.77,0,60728.155,90596.395,0,53.06999999999999,0,-252.51999999999998,0,-32.97,0,166.67000000000002,0,-67.92,0,4.51,0,-33.48,0,3.1,0
804015920,5,7.84,-12.73,-11.62,3.46,-18.04,18.55,38.46,11.110000000000001,-44.51,28.98,222.22,-6.9,-20,0,4.26,4.08,0,1,-3.326885880077368,19.260204081632647,1,1,1,0,20.760960156959733,Medio,-4.88,40.21,0,-27.1,0,5.56,0,11.77,0,271.065,0,60728.155,0,-14.71,0,-150.67999999999998,0,-99.55000000000001,0,0,0,10,0,3.2399999999999998,0,-19.12,0,-0.06999999999999999
804015920,5,7.84,-12.73,-11.62,3.46,-18.04,18.55,38.46,11.110000000000001,-44.51,28.98,222.22,-6.9,-20,0,4.26,4.08,0,1,-3.326885880077368,19.260204081632647,1,1,1,0,20.760960156959733,Medio,-4.58,0,8.3,0,-8,0,-1.29,0,-1.01,60728.155,90596.395,0,53.06999999999999,0,-252.51999999999998,0,-32.97,0,166.67000000000002,0,-67.92,0,4.51,0,-33.48,0,3.1,0
804015920,5,7.84,-12.73,-11.62,3.46,-18.04,18.55,38.46,11.110000000000001,-44.51,28.98,222.22,-6.9,-20,0,4.26,4.08,0,1,-3.326885880077368,19.260204081632647,1,1,1,0,20.760960156959733,Medio,-4.58,0,8.3,0,-8,0,-1.29,0,-1.01,271.065,0,60728.155,0,-14.71,0,-150.67999999999998,0,-99.55000000000001,0,0,0,10,0,3.2399999999999998,0,-19.12,0,-0.06999999999999999
804016288,4,0,4.65,0,51.88,0,45.129999999999995,0,59.309999999999995,0,26.72,0,10,0,0,0,-5,0,1,0,-9.222222222222221,0,0,0,0,14.3955952173438,Bajo,-6.5,-80.46,0,-62.07,0,-7.9799999999999995,0,-1.6199999999999999,0,0,138768.085,0,-2.4,0,-94.99,0,-100,0,0,0,0,0,-3.52,0,-10.7,0,12.770000000000001,0
804016288,4,0,4.65,0,51.88,0,45.129999999999995,0,59.309999999999995,0,26.72,0,10,0,0,0,-5,0,1,0,-9.222222222222221,0,0,0,0,14.3955952173438,Bajo,-6.5,-80.46,0,-62.07,0,-7.9799999999999995,0,-1.6199999999999999,0,103690.24,0,0,0,9.78,0,988.8,0,0,0,300,0,-1.8399999999999999,0,0.16999999999999998,0,-31.05,0,2.87
804016288,4,0,4.65,0,51.88,0,45.129999999999995,0,59.309999999999995,0,26.72,0,10,0,0,0,-5,0,1,0,-9.222222222222221,0,0,0,0,14.3955952173438,Bajo,-1.5599999999999998,0,35.64,0,6.819999999999999,0,13.69,0,11.52,0,138768.085,0,-2.4,0,-94.99,0,-100,0,0,0,0,0,-3.52,0,-10.7,0,12.770000000000001,0
804016288,4,0,4.65,0,51.88,0,45.129999999999995,0,59.309999999999995,0,26.72,0,10,0,0,0,-5,0,1,0,-9.222222222222221,0,0,0,0,14.3955952173438,Bajo,-1.5599999999999998,0,35.64,0,6.819999999999999,0,13.69,0,11.52,103690.24,0,0,0,9.78,0,988.8,0,0,0,300,0,-1.8399999999999999,0,0.16999999999999998,0,-31.05,0,2.87
804016365,7,61.4,50,-31.15,1310.73,-57.34,840.49,15.559999999999999,6.069999999999999,-73.82,5722.0599999999995,46.150000000000006,7.89,-20,0,79.55,39.24,0,0,11.240118577075098,-7.1729957805907185,1,1,1,1,28.745079579707333,Medio,1.52,-12.959999999999999,0,24.240000000000002,0,-0.38,0,3.49,0,35646.02,112563.10500000001,0,-13.69,0,-84.19,0,-68.33,0,0,0,-61.5,0,-4.21,0,-23.28,0,4.83,0
804016365,7,61.4,50,-31.15,1310.73,-57.34,840.49,15.559999999999999,6.069999999999999,-73.82,5722.0599999999995,46.150000000000006,7.89,-20,0,79.55,39.24,0,0,11.240118577075098,-7.1729957805907185,1,1,1,1,28.745079579707333,Medio,1.52,-12.959999999999999,0,24.240000000000002,0,-0.38,0,3.49,0,39723.11,0,35646.02,0,25.95,0,-1162.97,0,11.44,0,-25,0,11.65,0,4.12,0,-26.56,0,8.07
804016365,7,61.4,50,-31.15,1310.73,-57.34,840.49,15.559999999999999,6.069999999999999,-73.82,5722.0599999999995,46.150000000000006,7.89,-20,0,79.55,39.24,0,0,11.240118577075098,-7.1729957805907185,1,1,1,1,28.745079579707333,Medio,-10.09,0,-35.54,0,-43.09,0,7.48,0,6.460000000000001,35646.02,112563.10500000001,0,-13.69,0,-84.19,0,-68.33,0,0,0,-61.5,0,-4.21,0,-23.28,0,4.83,0
804016365,7,61.4,50,-31.15,1310.73,-57.34,840.49,15.559999999999999,6.069999999999999,-73.82,5722.0599999999995,46.150000000000006,7.89,-20,0,79.55,39.24,0,0,11.240118577075098,-7.1729957805907185,1,1,1,1,28.745079579707333,Medio,-10.09,0,-35.54,0,-43.09,0,7.48,0,6.460000000000001,39723.11,0,35646.02,0,25.95,0,-1162.97,0,11.44,0,-25,0,11.65,0,4.12,0,-26.56,0,8.07
804017401,5,23.810000000000002,-21.790000000000003,-0.36,28.139999999999997,-19.52,63.85999999999999,-9.09,80,-57.28,56.14,18.18,76.92,-50,100,18.18,-10.26,0,0,-4.545454545454552,14.754098360655732,0,0,0,0,11.13930789795599,Bajo,-3.73,-60.650000000000006,0,-73.92,0,5.2,0,8.16,0,0,284346.17,0,1.17,0,-136.67000000000002,0,-100,0,100,0,0,0,-2.26,0,-35.33,0,0.88,0
804017401,5,23.810000000000002,-21.790000000000003,-0.36,28.139999999999997,-19.52,63.85999999999999,-9.09,80,-57.28,56.14,18.18,76.92,-50,100,18.18,-10.26,0,0,-4.545454545454552,14.754098360655732,0,0,0,0,11.13930789795599,Bajo,-3.73,-60.650000000000006,0,-73.92,0,5.2,0,8.16,0,234299.19,0,0,0,0.11,0,-584.75,0,0,0,0,0,8.84,0,-4.49,0,-20.82,0,10.75
804017401,5,23.810000000000002,-21.790000000000003,-0.36,28.139999999999997,-19.52,63.85999999999999,-9.09,80,-57.28,56.14,18.18,76.92,-50,100,18.18,-10.26,0,0,-4.545454545454552,14.754098360655732,0,0,0,0,11.13930789795599,Bajo,-8.290000000000001,0,-22.27,0,-67.06,0,1.05,0,-0.77,0,284346.17,0,1.17,0,-136.67000000000002,0,-100,0,100,0,0,0,-2.26,0,-35.33,0,0.88,0
804017401,5,23.810000000000002,-21.790000000000003,-0.36,28.139999999999997,-19.52,63.85999999999999,-9.09,80,-57.28,56.14,18.18,76.92,-50,100,18.18,-10.26,0,0,-4.545454545454552,14.754098360655732,0,0,0,0,11.13930789795599,Bajo,-8.290000000000001,0,-22.27,0,-67.06,0,1.05,0,-0.77,234299.19,0,0,0,0.11,0,-584.75,0,0,0,0,0,8.84,0,-4.49,0,-20.82,0,10.75
804017570,5,0,7.95,0,42.89,0,32.36,0,11.73,0,43.68,0,1400,0,200,0,13.889999999999999,0,1,0,5.4970760233918226,0,1,0,1,17.739133780454505,Medio,-3.37,-39.019999999999996,0,-68.88,0,2.42,0,6.23,0,43216.085,74581.87,0,57.730000000000004,0,-442.18,0,-42.059999999999995,0,0,0,56.120000000000005,0,-2.5700000000000003,0,-27.83,0,1.23,0
804017570,5,0,7.95,0,42.89,0,32.36,0,11.73,0,43.68,0,1400,0,200,0,13.889999999999999,0,1,0,5.4970760233918226,0,1,0,1,17.739133780454505,Medio,-3.37,-39.019999999999996,0,-68.88,0,2.42,0,6.23,0,636526.315,0,43216.085,0,-14.899999999999999,0,-113.39999999999999,0,1372.8899999999999,0,-60,0,5.1499999999999995,0,-0.18,0,-14.879999999999999,0,17.2
