nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3,IRCC,IRCCG
900196347,5,10.38,18.8,627.79,-23.87,559.37,-35.92,36.64,-17.01,4309.82,-55.50000000000001,55.559999999999995,-7.140000000000001,-25,0,33.96,8.450000000000001,1,1,21.36752136752136,-8.71415543621441,0,1,0,1,17.759190860089248,Medio
900196366,5,2.8899999999999997,0,-2.86,0,-5.58,0,0,0,-3.85,0,108.7,0,33.33,0,-8.4,0,1,0,-10.97630063261258,0,0,0,0,0,8.368645910591404,Bajo
900205773,5,9.09,87.5,-31.31,20.25,-37.03,-35.870000000000005,-42.52,-12.620000000000001,-27.800000000000004,-64.74,150,-30,200,-33.33,-15.790000000000001,150,1,1,-22.807017543859654,33.33333333333335,0,0,0,0,12.471971626243173,Bajo
900206237,5,109.60000000000001,27.860000000000003,100.74000000000001,27.250000000000004,-4.2299999999999995,-0.48,5.2299999999999995,-9.06,-12.83,4.97,94.74000000000001,-13.51,0,0,88.1,21.52,1,1,-10.259905488913123,-4.961269601360286,0,0,0,0,11.928446391260866,Bajo
900208532,5,2462.0699999999997,54.24,432.96999999999997,234.04,-79.2,116.57,-77.84,93.04,-88.31,88.1,500,94.44,300,0,472.40999999999997,41.57,1,1,-77.65814266487214,-8.216636178220726,0,0,0,0,5.251885417469667,Bajo
900211460,5,162.54,13.56,167.11,-4.37,1.7399999999999998,-15.790000000000001,-22.759999999999998,3.66,127.42999999999999,-48.39,55.559999999999995,-8.57,0,0,80.28,8.59,0,0,-31.331384533616802,-4.374350986500519,1,1,1,1,8.781338580070292,Bajo
900211468,5,52.15,-1.95,34.55,37.480000000000004,-11.57,40.22,-10.08,31.240000000000002,-28.4,55.95,80,-16.669999999999998,-20,0,38.22,-4.15,0,0,-9.154842007820163,-2.2388972717262923,1,1,1,1,6.013013208951999,Bajo
900211477,5,72.50999999999999,8.28,66.03,13.56,-3.75,4.88,66.38,6.97,-26.52,-4.03,45.83,-24.29,-20,0,49.68,-5.53,0,0,-13.231488853503182,-12.7567467993,0,0,1,1,6.38699603565416,Bajo
900283194,5,0,381.4,0,353.57,0,-5.779999999999999,0,10.48,0,-17.5,0,350,0,200,0,145.23999999999998,0,1,0,-49.056820795951225,0,0,0,0,6.233199731313251,Bajo
900290890,5,168,16.42,-95.56,27.33,-98.34,9.379999999999999,-67.73,-54.400000000000006,-99.31,90.31,155.56,-21.740000000000002,50,-33.33,95,17.95,0,0,-27.23880597014925,1.3149243918474607,1,1,1,1,47.277732104584565,Alto
900625317,5,3347.83,11.1,27.88,38.48,-96.28999999999999,24.65,-98.37,5.67,-83.69,31.830000000000002,468.41999999999996,11.110000000000001,25,-20,631.25,14.96,0,0,-78.79098360655738,3.4745869592634815,0,1,1,1,21.114119668239873,Medio
900807482,5,0,463.87,0,877.9999999999999,0,73.45,0,188,0,208.21999999999997,0,71.88,0,0,0,167.86,0,1,0,-52.49627421758569,0,1,0,1,8.397613516080673,Bajo
900958564,4,0,-20.580000000000002,0,-63,0,-53.410000000000004,0,0.33999999999999997,0,-94.07,0,2.4699999999999998,0,0,0,-0.15,0,1,0,25.732563091336623,0,1,0,1,19.13761293289502,Medio
900959048,4,565600,-82.94,3763851.2600000002,-98.54,565.36,-91.45,-76.84,-57.57,0,-99.24,7900,-57.49999999999999,300,25,379400,-75.7,0,0,-32.914972600318194,42.4223036856513,1,1,1,1,42.01913237499248,Alto
900959051,5,501100,-60.97,56578.04,-14.04,-88.69,120.25999999999999,-98.27,108.52999999999999,0,2.53,6900,2.86,400,0,456000,-65.12,0,0,-8.998403830806067,-10.617536695258856,1,1,1,1,6.326820717604671,Bajo
900971006,5,-36.89,-17.62,-55.769999999999996,52.400000000000006,-29.92,85,3.3099999999999996,32.37,-62.480000000000004,90.99000000000001,-15.65,14.430000000000001,0,0,-7.340000000000001,3.95,0,0,46.80922612803946,26.181272038657433,1,1,1,1,4.209630941854785,Bajo
901108114-5,5,0,38200,0,3489.3300000000004,0,-90.63,0,-98.44000000000001,0,0,0,2200,0,300,0,18000,0,0,0,-52.74151436031331,0,0,0,0,10.75013961076402,Bajo
919004318,4,0,209.38,0,1097.33,0,287.02,0,500,0,841.59,0,700,0,200,0,103.50999999999999,0,1,0,-34.21938685096579,0,0,0,0,8.282985071289245,Bajo
932000002-1,6,20.72,-6.16,-15.98,69.99,-30.4,81.14,20,102.25999999999999,-55.42,44.82,21.740000000000002,135.71,0,0,17.14,34.150000000000006,0,0,-2.9637526652452006,42.94719487950345,0,1,1,1,6.196864007738637,Bajo
937000286-6,6,85.25,-13.309999999999999,113.9,200.09,15.459999999999999,246.18,14.21,11.64,36.68,3081.8,100,-1.5599999999999998,0,0,81.56,-18.75,0,0,-1.9942318153359673,-6.270868113522521,1,1,1,0,20.14439832736494,Medio
981501104-0,5,-21.15,0.8099999999999999,48.22,16.689999999999998,87.99,15.75,47.81,30.55,46.08,23.49,84.21,8.57,0,0,-28.860000000000003,-17.919999999999998,0,0,-9.77246685218529,-18.58642726719415,0,1,0,1,28.31910222565592,Medio
ND1,6,719.55,-87.08,24.85,54.21,-84.77,1093.31,-85.87,840.23,-58.699999999999996,362.56,156.86,-63.36000000000001,0,0,156.38,-44.81,1,0,-68.71644186403276,327.0457500044522,0,0,0,0,29.170707900601663,Medio
ND10,6,121.08000000000001,30.73,118.30000000000001,74.92999999999999,-1.26,33.81,-4.51,20.77,11.690000000000001,35.370000000000005,128.11999999999998,10.96,0,-25,127.49999999999999,16.48,1,1,2.905679513184589,-10.897791115013767,0,0,0,1,22.71945587624236,Medio
ND11,6,439.09000000000003,-21.66,-58.26,647.87,-92.25999999999999,854.6099999999999,-87.99,-28.939999999999998,-96.11,3630.78,3150,67.69,0,0,66.28,73.42999999999999,0,0,-69.15538912976832,121.36901559978486,0,0,0,0,20.430830313512054,Medio
ND12,7,30.48,-17.52,19.91,-26.119999999999997,-8.1,-10.43,2.86,11.110000000000001,-11.24,-49.11,84.61999999999999,-29.17,0,0,25.71,-22.73,0,0,-3.649635036496346,-6.315366049879312,1,1,1,1,13.970886529294047,Bajo
ND13,6,101.27999999999999,-4.15,107.48,11.4,3.08,16.220000000000002,42.08,40.28,89.75,-33.51,58.81999999999999,16.669999999999998,0,0,40.050000000000004,12.889999999999999,1,0,-30.42196386751421,17.778662397415367,1,1,1,1,5.436090803957766,Bajo
ND14,7,282.03999999999996,-30.880000000000003,193.27,-16.16,-23.24,21.3,-31.8,48.480000000000004,-0.45999999999999996,61.839999999999996,50,-13.889999999999999,0,0,67.86,-7.8,1,0,-56.062472010747875,33.384795998777776,1,0,1,0,11.155593014408753,Bajo
ND15,6,-29.23,-20.05,119.03999999999999,33.739999999999995,209.52,67.28,45.29,121.51,425.14000000000004,30.459999999999997,24.14,-40.28,0,0,19.38,-7.140000000000001,0,0,68.68891135827435,16.141562365127314,0,1,0,1,18.37144500627765,Medio
ND16,6,65.29,51.72,33.86,19.17,-19.009999999999998,-21.45,17.22,-20.03,-63.970000000000006,22.21,47.83,-7.35,0,0,29.2,7.53,1,1,-21.83415740245016,-29.123244829543626,1,1,1,1,5.0337138847389244,Bajo
ND17,7,55.67999999999999,-2.78,-17.130000000000003,127.56,-46.77,134.06,-16.32,45.62,-84.82,2249.68,-54.55,-40,0,-75,10.42,-7.55,0,1,-29.072627314814813,-4.9056603773584895,0,0,0,0,11.878337799048632,Bajo
ND18,6,-37.12,-31.35,76.55,-45.89,180.79000000000002,-21.18,100.33000000000001,-7.6899999999999995,861.72,-69.57,78.57,-28.000000000000004,-40,0,17.06,-19.1,0,0,86.16906716920177,17.85092127303183,1,1,1,1,7.9059280081960255,Bajo
ND19,6,75,1.79,29.2,3.4000000000000004,-26.169999999999998,1.59,-5.1499999999999995,15.010000000000002,-40.57,3.9600000000000004,400,-6.67,100,0,45.83,-27.139999999999997,1,1,-16.666666666666664,-28.421052631578945,0,0,0,0,17.02437352613226,Medio
ND2,4,142,-12.06,-9.17,17.72,-62.470000000000006,33.86,-64.36,42.699999999999996,-58.13,3.61,54.55,2.52,-20,0,72.78,-14.75,0,1,-28.60333769424678,-3.058856096926532,1,1,1,1,6.3110053437329094,Bajo
ND20,6,118.58,-18.5,56.220000000000006,8.709999999999999,-28.53,33.39,-26.36,-47.58,-56.34,66.61,87.76,-23.91,-20,0,73.72999999999999,3.4099999999999997,0,0,-20.51906779661018,26.889121651952742,1,1,1,1,18.52421640213939,Medio
ND21,6,53.849999999999994,-51.43,114.83000000000001,-92.16,39.64,-83.87,17.4,-78.63,117.02999999999999,-94.24,0,0,0,0,27.41,-33.14,0,0,-17.18518518518518,37.653898768809846,0,0,0,0,10.628457368633208,Bajo
ND22,7,0,12,-9.51,91.06,-9.51,70.59,-5.76,12.540000000000001,-19.49,677.27,106.25,12.120000000000001,0,0,2.11,8.25,0,0,2.1052631578947434,-3.350515463917525,0,0,0,0,12.358658207221112,Bajo
ND23,6,24.54,-56.3,5.8500000000000005,-47.29,-15.010000000000002,20.61,-20.06,16.75,-5.37,1.44,183.32999999999998,-35.29,0,-20,9.94,-26.63,0,1,-11.719965043769353,67.8885223664334,0,1,0,1,8.899631752861914,Bajo
ND24,6,271.74,-39.47,79.54,-50.62,-51.7,-18.41,-30.64,-8.33,-40.14,-58.57,842.8599999999999,-33.33,0,-25,122.61999999999999,-35.83,1,1,-40.114174324700635,6.021855382469199,0,1,1,1,15.240561128639909,Medio
ND25,6,787.1,25.09,220.88,84.09,-63.83,47.160000000000004,-69.08999999999999,140.12,-45.48,13.930000000000001,-73.91,233.32999999999998,-50,100,304.17,16.49,0,0,-54.439393939393945,-6.871853272596507,0,0,0,0,10.825003082550289,Bajo
ND26,4,4.93,-19.13,40.67,-5.24,34.06,17.169999999999998,30.19,22.55,35.35,93.45,143.23999999999998,-11.110000000000001,0,0,-2.4,-18.4,1,0,-6.980669533416384,0.893516279306561,1,1,1,1,10.275470073057832,Bajo
ND27,6,-17.94,-40.29,-20.61,-42.449999999999996,-3.25,-3.61,49.84,-33.33,-65.53999999999999,50.09,41.18,33.33,0,0,-13.59,-38.99,0,1,5.309261831000978,2.1792582239821945,0,0,0,0,5.2745488254212445,Bajo
ND28,6,129.51999999999998,49.61,-31.380000000000003,94.75,-70.1,30.18,-74.94,-30.79,-87.09,117.93,337.5,-97.14,0,-75,19.509999999999998,-0.6799999999999999,1,1,-47.929069841879524,-33.6126029359112,1,1,1,1,9.066467038773327,Bajo
ND29,1,-4.32,-5.93,28.389999999999997,62.870000000000005,34.19,73.15,145.56,32.59,12.94,61.71,300,-8.33,0,0,-25.81,-17.93,0,0,-22.453070894842362,-12.759498629063849,1,1,1,1,16.334563573225218,Medio
ND3,6,0,261.53,0,233.97,0,-7.62,0,0,0,-36.7,0,100,0,50,0,55.08,0,1,0,-57.105587180912075,0,0,0,0,7.186157863020059,Bajo
ND30,6,30.7,73.15,73.91,20.72,33.06,-30.28,50.64999999999999,-60.24,48.66,-10.639999999999999,30.769999999999996,105.88,-33.33,100,43.64,56.96,0,0,9.89627821842587,-9.351388480031398,1,1,1,1,18.545454132387007,Medio
ND31,6,41.67,26.8,55.720000000000006,49.91,9.92,18.23,-2.04,2.08,57.85,-3.6799999999999997,13.639999999999999,-4,-20,0,18.29,4.12,1,1,-16.499282639885227,-17.881815283239433,0,0,0,0,9.305741061826348,Bajo
ND32,6,429.84999999999997,-35.35,16.96,-9.8,-77.92999999999999,39.53,-91.9,25.330000000000002,-57.18,3.63,493.75,-18.95,66.67,-20,251.52,-30.17,0,0,-33.65770379854888,8.012170385395546,0,0,0,0,13.20238992655224,Bajo
ND33,3,109.75999999999999,9.53,34.22,34.94,-36.01,23.189999999999998,-6.36,16.5,-66.23,59.13,46.88,40.43,0,0,49.02,-9.87,0,0,-28.955768353853173,-17.71426975081014,0,0,0,0,6.534048156761102,Bajo
ND35,6,5.13,-69.44,-5.89,-76.42,-10.489999999999998,-22.84,12.36,-46.28,-60.029999999999994,-11.04,78.25999999999999,-17.07,33.33,-25,24.75,-61.14000000000001,0,0,18.655101602966884,27.153010033444815,0,0,0,0,6.8687663951725195,Bajo
ND36,5,56.42,-12.43,-19.79,11.62,-48.72,27.46,-20.810000000000002,36.6,-89.2,37.87,265.22,-2.3800000000000003,0,0,61.029999999999994,-10.2,1,1,2.9493337675377873,2.539233515188255,1,1,1,1,10.675354350421989,Bajo
ND37,7,28.74,-29.459999999999997,29.68,11.28,0.73,57.769999999999996,14.34,4.07,5.7299999999999995,81.47,11.110000000000001,-90,-25,-66.67,43.59,-14.29,0,0,11.538461538461519,21.518987341772156,0,0,0,1,13.479401666413084,Bajo
ND38,7,-21.21,38.46,12.06,-8.540000000000001,42.230000000000004,-33.94,81.82000000000001,-48.75,17.93,5.99,58.330000000000005,-21.05,-25,33.33,-21.05,30,0,0,0.2024291497975561,-6.1111111111111,1,0,1,0,15.73992777025467,Medio
ND39,6,-82.99,1800,-99.31,3305.8500000000004,-95.94,79.25999999999999,-10.639999999999999,-35.83,-99.2,290.03000000000003,-59.260000000000005,472.72999999999996,0,0,-77.23,634.7800000000001,0,0,33.90099009900991,-61.327231121281464,0,0,0,0,21.033617591627372,Medio
ND4,6,476.68,13.33,110.71,41.38,-63.46000000000001,24.759999999999998,-11.44,30,-52.82,33.72,60.980000000000004,-22.73,0,0,177.74,-17.740000000000002,0,0,-51.838409408986365,-27.412515455813658,0,0,0,0,4.64590919621237,Bajo
ND40,6,1572,-52.99,367.78,-89.69,-72.02,-78.07,-89.3,-41.65,-26.009999999999998,-94.77,137.5,-97.37,0,-75,922.86,-65.64,0,1,-38.82433356117566,-26.91372766429272,0,0,1,0,10.231048134853225,Bajo
ND41,6,61.760000000000005,43.03,99.79,36.04,23.51,-4.89,27.16,-30.659999999999997,-8.73,6.279999999999999,200,16.669999999999998,0,0,87.72,18.69,1,1,16.044657097288663,-17.016473942658006,0,1,0,1,15.097538786232066,Medio
ND42,6,140.28,-21.099999999999998,67.63,0.08,-30.23,26.840000000000003,-57.98,-33.33,8.51,104.91,195.23999999999998,-38.71,0,0,107.27,-25.44,0,0,-13.73620599054125,-5.500931816721288,0,0,0,0,33.17375375793389,Alto
ND43,6,162.5,55.559999999999995,52.059999999999995,70.05,-42.07,9.32,-72.77,59.27,24.21,2.32,418.18,1.7500000000000002,33.33,0,141.67000000000002,-1.15,0,0,-7.936507936507942,-36.45320197044335,0,1,0,1,22.882870453012405,Medio
ND45,6,93.02,-60.24,108.39000000000001,286.98,7.960000000000001,873.32,28.28,55.910000000000004,-5.34,2649.06,123.53,-42.11,0,0,45.45,-47.92,0,1,-24.64403066812706,30.99747474747474,0,0,0,1,33.70701295315292,Alto
ND46,6,-44.59,-22.99,-51.300000000000004,-48.449999999999996,-12.120000000000001,-33.07,-11.959999999999999,-56.67,-1.31,-11.82,180,-42.86,33.33,-25,-16.669999999999998,-40,0,0,50.38314176245211,-22.089552238805975,0,0,0,0,8.60025651735113,Bajo
ND49,6,-92.86,0,-49.230000000000004,0,610.72,0,986.06,0,0,0,0,0,-66.67,0,-92.86,0,0,0,0,0,0,0,0,0,30.396804614711503,Alto
ND5,4,91.27,-8.780000000000001,81.13,-1.69,-5.3,7.7700000000000005,0.77,-2.77,7.35,-10.22,40,-10.32,-20,0,19.48,-5.8999999999999995,0,0,-37.53365278789007,3.1551552203208155,1,1,1,1,6.412271366956281,Bajo
ND6,4,0,61.7,0,91.17,0,18.22,0,41.18,0,-14.469999999999999,0,75,0,0,0,50.17,0,1,0,-7.135125030800992,0,0,0,0,5.205646771788014,Bajo
ND7,6,0,44.769999999999996,0,384.09,0,234.39999999999998,0,200,0,516.2099999999999,0,310,0,300,0,296.3,0,0,0,173.75137096093817,0,0,0,0,47.300189956789744,Alto
ND8,6,232.83999999999997,4.65,310.15999999999997,-15.76,23.23,-19.5,-23.330000000000002,-5.07,562.6,-47.02,91.07,-25.230000000000004,25,-20,78.31,-16.32,1,1,-46.42848723052414,-20.036171457038275,0,0,0,0,15.24755550909876,Medio
ND9,5,2958.1800000000003,125.21,866.47,181.17000000000002,-68.4,24.85,-82.6,58.379999999999995,-12.49,5.13,2900,133.32999999999998,33.33,0,2332.4300000000003,55.88999999999999,0,1,-20.46148407622842,-30.78006570456411,0,1,0,1,2.780115888818075,Bajo
