nit_entidad,orden_entidad,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_contratistas_dif_r_2,num_contratistas_dif_r_3,num_HHI,val_HHI,r_cont_cerrada_2,r_cont_cerrada_3,pnum_ganadoras_r_2,pnum_ganadoras_r_3,pnum_ic4k,pval_ic4k,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3
800138311,5,0,20,0,41.730000000000004,0,18.11,0,68.71000000000001,0,-37.36,0,-23.330000000000002,0,0,0,10.14,2.0636705951391265,21.716356165910643,0,0,0,-8.212560386473445,17.832167832167833,61.85661681842999,0,0,0,0
800138968,5,92.54,25.7,87.4,25.040000000000003,-2.67,-0.52,8.49,-16.36,18.87,45.25,34.21,-19.61,0,0,82.76,-5.66,5.105051249955266,3.039669995948367,0,0,-5.081350169985432,-24.95111252047989,31.261889663918836,28.641195619526595,1,1,1,1
800139366,6,0,440.73,0,1718.61,0,236.33,0,-18.48,0,680.75,0,89.74,0,25,0,143.17,0.4107455243154143,5.47753491664018,0,0,0,-55.02980166202607,3.398363750786658,37.735231795089774,0,0,0,0
800139704,5,133.9,-25.36,108.42,-33.31,-10.89,-10.65,4.58,-33.71,-47.64,24.4,225,-19.23,100,0,53.059999999999995,-34.67,1.3844444444444446,1.9629153840334295,1,0,-34.56078083407276,-12.466019417475726,12.666666666666668,18.103974067853763,1,1,1,1
800143438,3,110.87,-25.09,420.05999999999995,-39.879999999999995,146.63,-19.75,21.709999999999997,6.1899999999999995,732.37,-67.83,105.88,-8.57,100,0,86.42,-26.490000000000002,0.730753519393993,2.3689370230084887,1,1,-11.59475626829578,-1.874354456528371,7.727975270479134,22.818514533112218,0,1,0,1
800150497,5,2600,205.92999999999998,6090.43,77.41,129.28,-42.01,-36,-62.5,981.26,253.35999999999999,4600,-6.38,100,0,1420,98.68,0.8282947853071688,15.415490221001637,0,0,-43.7037037037037,-35.0547980119791,7.233273056057866,58.5944863004362,0,0,0,0
800152970,5,98.06,-38.48,74.09,1.27,-12.1,64.62,-4.760000000000001,13.100000000000001,-0.52,69.55,305.88,-33.33,-20,0,77.88000000000001,-28.110000000000003,0.6472651942931604,1.8364219308791556,0,0,-10.18570889894419,16.860127059330242,7.167630057803468,18.89177948085147,1,0,1,0
800154347,5,0,1903.6999999999998,0,361.73,0,-76.96,0,-62.46000000000001,0,-62.19,0,30.769999999999996,0,-20,0,447.27,0.5010414600277723,2.28494403305672,0,0,0,-72.68694337086204,4.401408450704225,25.274773358597763,0,1,0,1
800155000,4,0,-43.05,0,161,0,358.32,0,80.11,0,2037.48,0,-40.739999999999995,0,0,0,-25.36,2.2242538248781916,16.294586070581914,0,1,0,31.063768115942004,23.222060957910013,61.75609288224157,0,0,0,0
800155633,6,19.439999999999998,-2.33,11.59,105.98,-6.58,110.89,-18,126.49999999999999,13.969999999999999,158.92,133.32999999999998,-14.29,0,0,-15.379999999999999,27.27,3.2579741820913877,5.379675785745638,1,1,-29.159212880143095,30.303030303030276,23.140495867768596,37.893675315017006,1,1,0,1
800160400,5,83.48,-18.01,-72.88,-27.24,-85.22,-11.25,-62.49,36.32,-88.44999999999999,-75.42,18.18,-38.46,-50,100,77.5,-9.86,1.5562186497242982,16.60158496991742,0,0,-3.258293838862558,9.940568265081806,14.228456913827653,62.65574366333971,1,1,1,1
800165050,5,67.35,13.41,-6.35,56.53,-44.04,38.019999999999996,-52.33,33.33,-41.57,65.89,-9.09,-70,0,-33.33,25.53,-3.39,1.2276785714285714,2.4492558435597744,1,1,-24.987026466009333,-14.816839803171133,11.607142857142858,23.149005933255957,0,0,0,0
800174123,5,-86.49,-93.33,-84.03,-14.01,18.21,1189.8899999999999,-33.33,9042.86,2.92,0,-75,-88.89,-33.33,-50,-79.17,-93.33,1.8414036828073654,11.517779659375941,0,0,54.16666666666665,0,14.960629921259844,59.809177392672844,0,0,0,0
800174375,6,534.03,-27.089999999999996,142.24,-12.1,-61.79,20.549999999999997,-81.85,186.53,-30.669999999999998,-55.08,204.35,-48.57,0,0,174.29,8.68,0.39417952683517754,1.7952774982593573,1,1,-56.739412528017,49.05113564867247,4.070021881838075,19.14798101260093,1,1,1,1
800174995,5,178.77,-13.71,-9.16,-0.25,-67.41,15.590000000000002,-85.17,10.69,-45.22,-1.66,390,-2.04,33.33,0,-22.99,-13.54,3.33257325531356,2.4514777794362588,1,1,-72.37675818990698,0.1927368634611515,31.678486997635936,24.16596193765928,1,1,1,1
800182136,4,0,60.709999999999994,0,117.17,0,35.13,0,41.839999999999996,0,61.739999999999995,0,-18.75,0,-33.33,0,53.66,2.445737161443673,15.450955021468246,0,1,0,-4.390243902439028,23.28767123287671,52.28040841144198,0,0,0,0
800191643,5,252.63,-19.98,75.85,10.57,-50.129999999999995,38.17,-46.97,-14.29,-77.82,55.11000000000001,137.5,-5.26,300,0,56.19,-11.89,0.34262990536469123,3.7346613452133175,1,0,-55.70717839374555,10.105591909577605,3.746556473829201,34.51017761510292,0,1,1,1
800193392,5,148.07999999999998,2.33,121.61,55.7,-10.67,52.16,-41.28,15.190000000000001,52,52.400000000000006,130,-4.35,50,0,70.73,15.709999999999999,1.113617572905715,5.020841846105332,0,0,-31.17791643032709,13.084415584415598,10.223642172523961,36.913115688938234,0,0,0,0
800193490,5,60.260000000000005,8.799999999999999,-34.64,71.12,-59.21999999999999,57.28,-39.39,37.5,-68.97,139.1,43.75,39.129999999999995,0,33.33,3.39,6.5600000000000005,1.311335613160345,2.006329679244194,0,0,-35.48474576271187,-2.061234329797479,11.504424778761061,19.69104900601868,1,1,1,1
800193912,5,1171.43,-54.120000000000005,644.85,97.64,-41.42,330.77,45.62,63.5,-67.47999999999999,1045.78,1800,-26.32,200,-33.33,690.48,-43.669999999999995,0.3775734710499806,11.801893550989323,1,1,-37.827715355805246,22.766166707646928,4.38489646772229,44.822882158627436,0,0,0,0
800194328,6,-1.02,-11.34,-47.870000000000005,14.860000000000001,-47.33,29.549999999999997,-25.900000000000002,48.339999999999996,-81.91000000000001,29.94,228.57,21.740000000000002,0,0,-5.56,0,1.6273856714074038,4.062704498076009,0,0,-4.581901489118001,12.790697674418606,13.87900355871886,34.588219272749335,0,0,0,0
800194627,5,113.04,15.65,107.41000000000001,19.64,-2.65,3.46,20.87,12.25,-6.45,0.59,400,-80,0,-75,50.88,3.49,1.0993583720368332,3.089140718180188,0,0,-29.18009308986752,-10.512995896032818,9.067357512953366,26.203747536199845,1,1,1,1
800196939,5,-59.78,0,100.75,0,399.07,0,326.87,0,101.6,0,1200,0,100,0,11.379999999999999,0,0.06942883791981551,0.44446373490349717,0,0,176.90460702533102,0,0.6910569105691057,8.638335256128206,1,0,1,0
800197177,5,-77.42,0,-79.96,0,-11.24,0,-18.08,0,85.26,0,-53.12,0,-25,0,-61.75000000000001,0,1.4927487063613096,5.850209133182391,0,0,69.3877551020408,0,16.33393829401089,38.35772337953928,1,0,1,0
800201197,4,0,25,0,62.480000000000004,0,29.98,0,31.39,0,37.11,0,28.57,0,0,0,21.43,0.9374362187382821,17.545720627248137,0,0,0,-2.857142857142858,11.11111111111111,62.77671056985744,0,0,0,0
800202398,5,336.84,-24.099999999999998,102.88999999999999,63.190000000000005,-53.55,114.99999999999999,-81.91000000000001,82.19,35.55,96.17999999999999,280,-57.89,50,-33.33,243.75,-38.18,2.391184573002755,4.467597555133325,1,1,-21.31024096385541,-18.55699855699856,20.606060606060606,35.201153115954085,0,0,0,0
800204153,5,95.57,-32.6,143.18,32.029999999999994,24.34,95.88,-28.1,198.13,29.470000000000002,91.79,340,-1.52,0,0,70.95,-20.39,0.21182568887180253,3.4075365575587795,0,0,-12.589046621425915,18.1057615199556,2.2600372241425153,30.605888661737556,1,1,1,1
800209488-1,1,1962.5,0,8212.470000000001,0,303.03,0,-46.94,0,398.23,0,2500,0,100,0,1893.33,0,0.37254836446256134,3.1244068974079244,1,0,-3.353535353535364,0,4.0462427745664735,24.645659120708828,0,0,0,0
800212070,5,942.8599999999999,-93.15,3038.26,-95.09,200.93,-28.28,135.4,13.28,455.42999999999995,-61.75000000000001,800,-83.33,200,-33.33,614.29,-92,2.3391003460207616,5.287945924005745,0,1,-31.506849315068497,16.799999999999994,18.823529411764707,32.4904379625293,0,0,0,0
800213942,5,236.73000000000002,50,127.98,49.220000000000006,-32.300000000000004,-0.52,-53.22,14.299999999999999,55.559999999999995,-28.73,1300,107.13999999999999,100,0,76.36,34.02,1.0884709876057748,1.5453518331524934,0,0,-47.62534435261707,-10.652920962199296,9.317443120260021,15.453240197736656,0,0,0,0
800216303,5,-94.05,0,-99.47,0,-91.11,0,-53.1,0,-98.31,0,-68.57,0,-50,0,-91.88,0,1.2200677131425053,42.86179168665225,0,0,36.60156249999999,0,16.140350877192983,76.68505866479494,0,0,0,0
800216538,5,-93.99,0,-92.97999999999999,0,16.74,0,29.770000000000003,0,-46.28,0,-66.67,0,-20,0,-72.86,0,0.08747125871818318,0.4822850922837504,0,0,351.3643659711074,0,0.6054811982154238,8.84571884432813,1,0,1,0
800217641,5,-95.41,0,-95.67,0,-5.57,0,-50.760000000000005,0,1.3299999999999998,0,-60.61,0,-25,0,-94.37,0,0.3216275319992378,1.8074310066069996,0,0,22.860238353196106,0,4.384485666104553,21.630145363555663,0,0,0,0
800219600,5,-63.59,0,-67.55,0,-10.879999999999999,0,67.77,0,-66.77,0,-1.8900000000000001,0,0,0,-36.059999999999995,0,0.04458110818449193,1.136249401965786,1,0,75.6243516019393,0,0.519311911716975,16.092697858335388,0,0,0,0
800220011-7,5,-92.15,0,-82.35,0,124.92000000000002,0,584.9,0,-22.56,0,-19.23,0,-20,0,-93.42,0,0.14623145760320924,2.560566172700591,0,0,-16.11559139784947,0,3.9906103286384975,26.105484389469925,0,0,0,0
800227877,5,0,-62.11,0,32.05,0,248.45999999999998,0,191.67000000000002,0,319.89,0,-37.14,0,-25,0,-59.3,2.5901753977040958,26.758578380996205,0,1,0,7.3966408268733685,21.755725190839694,62.74447177757767,0,1,0,1
800231215,5,77.95,179.54000000000002,-20.150000000000002,109.82000000000001,-55.13,-24.94,-22.400000000000002,-6.88,-56.82000000000001,-38.66,9300,19.15,0,0,57.76,78.69,0.5529835390946501,1.620622619185059,0,0,-11.34602007353671,-36.07740408991044,6.349206349206349,18.469836205823086,0,0,0,0
800247350,3,13.209999999999999,2.5,20.39,8.93,6.34,6.2700000000000005,4.33,19.81,3.5000000000000004,-46.71,138.46,-3.2300000000000004,-25,0,0,5.48,1.1239644994704476,2.061884963429736,0,0,-11.66666666666667,2.9067824924824626,9.742120343839542,21.028062522885623,1,1,1,1
800248276-3,5,-98.36,0,-98.72999999999999,0,-22.67,0,112.65,0,-59.519999999999996,0,-90,0,-50,0,-97.08,0,1.0218522372528616,3.5451291670385263,0,0,78.36257309941521,0,11.935483870967742,28.513427197079128,0,0,0,0
800254850,5,3128.5699999999997,-8.41,378.52000000000004,10.530000000000001,-85.18,20.669999999999998,-82.22,17,-87.15,51.05,4300,-4.55,0,0,1460,-8.97,2.3760330578512394,8.940052846881212,0,0,-51.681415929203546,-0.619348445435397,22.045454545454547,44.58691296516981,0,0,0,0
800400695-8,5,25.88,28.970000000000002,23.78,69.85,-1.67,31.69,23.68,23.669999999999998,-29.470000000000002,153.96,200,25,0,0,38.64,36.07,1.4196510560146924,2.75737940115112,1,0,10.131690739167354,5.500118793062492,14.848484848484848,24.423237624095073,0,0,0,0
801001440-8,5,-99.14,-57.14,-78.8,-78.24,2358.7599999999998,-49.230000000000004,5261.93,1.73,366.99,-81.41000000000001,300,-25,-33.33,0,-98.22,-25,0.6141924331492237,10.61445437778043,0,0,106.22222222222221,75.00000000000003,4.257907542579076,56.31553718093505,0,0,0,0
801002325,6,1711.1100000000001,-22.7,5013.84,62.83,182.36,110.65,148.96,68.75,340.52,524.48,0,200,0,200,377.78000000000003,-11.63,3.1890455384892573,4.838224308364774,0,0,-73.61963190184049,14.322628276116657,21.812080536912752,34.61314843653733,0,1,0,1
802004549,5,0,-6.81,0,2.7199999999999998,0,10.22,0,25,0,-39.269999999999996,0,-72.72999999999999,0,-66.67,0,-8.55,1.0241699380950764,2.0126136973081166,0,0,0,-1.8665633275205096,8.748481166464156,20.687312987636407,0,0,0,0
802006267,5,0,9760,0,1131.85,0,-87.51,0,-88.02,0,-43.95,0,900,0,100,0,2233.33,0.674132272060128,2.908782726726132,0,0,0,-76.33536173089925,5.421686746987951,23.731268830067613,0,0,0,0
802006728,5,85.83,232.03,45.879999999999995,10.780000000000001,-21.5,-66.63,-33.33,-86,-37.79,-40.550000000000004,90.91,-19.05,0,0,66.67,78.75,0.5783747913692211,4.384162334872683,1,0,-10.31227305737109,-46.163877952755904,8.385650224215247,33.186301956833674,1,1,1,1
802009766,5,0,125.89999999999999,0,300.9,0,77.47,0,43.519999999999996,0,137.25,0,200,0,200,0,34.13,0.5238323291048073,7.240093613376734,0,0,0,-40.62282835302293,4.76878612716763,42.92838402941149,0,0,0,0
802009806,5,0,917.8599999999999,0,663.37,0,-25,0,82.41000000000001,0,33.72,0,350,0,100,0,566.67,1.2197736018536474,12.416983426966318,0,0,0,-34.50292397660819,15.335463258785943,53.98177703008328,0,0,0,0
802009856,5,84.55,7.21,83.67,10.100000000000001,-0.48,2.69,27.500000000000004,0,-29.2,-4.03,-66.67,500,-50,100,73.42,-17.52,0.9469864869999114,2.7968398721902923,0,0,-6.031792758316179,-23.064743417198407,9.608540925266903,25.73418719891865,0,0,0,0
802013023,6,2538.49,-47.97,274.31,-3.19,-85.81,86.06,-84.19,50,-5.140000000000001,-33.57,190.48000000000002,6.5600000000000005,0,25,742.6999999999999,8.53,0.15064897380510855,0.719867521332207,1,1,-68.06145030415121,108.598354160317,1.4247913698351313,11.348878970761177,0,1,0,1
804003072,5,66.67,13.750000000000002,70.12,45.23,2.07,27.67,-15.709999999999999,18.52,-0.69,189.37,47.06,4,0,0,62.160000000000004,-16.669999999999998,1.5825358103459057,8.484503765828475,0,0,-2.7027027027027195,-26.739926739926734,14.15525114155251,50.66017442998088,1,1,1,1
804005182,5,23.5,-19.72,45.989999999999995,-31.230000000000004,18.21,-14.34,-27.47,42.04,303.86,-74.55000000000001,218.18,-28.57,0,0,19.54,-14.42,0.9906583044603308,2.536860982905623,0,0,-3.2096408543133226,6.602287798408479,9.933774834437086,23.42892492720346,0,0,1,1
804005555,5,853.19,-46.21,3581.0299999999997,-54.89000000000001,286.18,-16.14,-13.48,60,7701.860000000001,-80.57,3400,-2.86,200,33.33,283.33,-42.86,0.862476370510397,16.821411375092953,1,1,-59.78422619047619,6.224066390041494,8.967391304347826,56.312222049810266,0,1,0,1
804005751,5,-22.830000000000002,-28.87,-19.45,-38.68,4.37,-13.79,10.01,-35.199999999999996,-4.279999999999999,-9.610000000000001,93.75,-25.81,0,0,-3.85,-28.000000000000004,1.1577971688541044,1.7252144133147413,0,1,24.59371614301191,1.2277227722772288,10.772833723653397,17.534979684606167,0,0,1,0
804006936,5,43.18,-29.020000000000003,-3.1199999999999997,13.81,-32.34,60.35,-52.43,138,-20.95,39.81,290.91,-2.33,0,0,-12.620000000000001,-2.1399999999999997,0.48925205968201274,5.057446925913995,0,0,-38.97047915739505,37.880781124532305,5.084745762711864,37.751749172059185,1,1,1,1
804007078,5,29.17,77.42,-4.33,-11,-25.929999999999996,-49.84,-48.64,-35.77,4.24,-68.04,1200,-38.46,0,-33.33,60,4.17,3.1074380165289255,4.21311561561303,1,1,23.870967741935488,-41.287878787878796,21.818181818181817,28.707402722872427,0,0,0,0
804007611,5,763.64,-30.53,671.3,-4.65,-10.69,37.24,-43.94,143.23999999999998,4.96,-5.55,2500,-26.919999999999998,33.33,0,440.00000000000006,-33.33,2.3729042725797727,4.107912238483689,0,0,-37.473684210526315,-4.040404040404044,19.76744186046512,32.54367157329139,0,1,0,1
804007868,5,67.35,-12.2,4.87,-12.46,-37.330000000000005,-0.3,25,-6.67,-70.57,-3.64,300,-29.17,33.33,0,40.54,-15.379999999999999,1.7496178019364703,4.632539345247903,0,0,-16.01845748187212,-3.6324786324786307,16.748768472906406,36.262448969766126,0,0,1,0
804008273,5,-20.830000000000002,-7.89,-34.97,62.129999999999995,-17.86,76.02,-32.57,84.17,8.44,38.41,0,11.110000000000001,-50,100,-18.18,-11.110000000000001,2.684242879584728,4.2672474076854465,1,0,3.349282296650724,-3.492063492063502,23.140495867768596,31.16944549364065,0,0,0,0
804008515,5,-36.809999999999995,-19.13,-34.4,-14.32,3.82,5.949999999999999,53.190000000000005,-6.7,-67.88,9.370000000000001,88.89,-11.76,0,0,5.71,-29.73,1.279421433267587,3.2587894266520614,0,1,67.304347826086925,-13.106655042138915,12.307692307692308,27.946350908975187,0,0,0,0
804008698,5,97.85000000000001,4.35,94.93,-0.44999999999999996,-1.48,-4.6,-7.539999999999999,-6.460000000000001,59.21999999999999,5.140000000000001,-45.45,150,-33.33,50,50.91,-8.43,1.3534217429453403,2.2337102779751223,1,1,-23.72529644268775,-12.248995983935751,12.366737739872068,20.655519207440186,0,1,0,1
804008746,5,183.32999999999998,61.760000000000005,391.87,66.75,73.6,3.08,8.95,8.16,262.94,-8.75,1700,33.33,100,0,140.91,3.7699999999999996,1.5292618370747966,3.241621959589332,1,1,-14.973262032085554,-35.849056603773576,12.871287128712872,25.10660120973114,0,1,0,1
804008770,5,165.15,-13.71,82.09,33.98,-31.330000000000002,55.279999999999994,38.09,38.18,-74.98,95.48,650,-33.33,33.33,0,98.11,-14.29,0.8043523531861725,2.2488982823780455,0,0,-25.283018867924522,-0.6622516556291314,7.3979591836734695,21.841712447348446,1,0,1,0
804009386,5,-41.18,0,-43.4,0,-3.7699999999999996,0,51.519999999999996,0,-38.81,0,150,0,0,0,-26.32,0,2.863511659807956,5.252349875744874,0,0,25.263157894736832,0,20.37037037037037,36.038363890492356,0,0,0,0
804009658,5,145.71,-8.14,157.76,-15.1,4.9,-7.57,-20.18,3.6999999999999997,104.78,-37.36,245.45,-28.95,0,0,85.71,-17.31,1.915,5.006804131545027,1,0,-24.418604651162802,-9.980525803310602,18,33.53415291341351,0,0,1,0
