nit_entidad,orden_entidad,num_contratos,val_contratos,val_contratos_media,val_contratos_median,val_contratos_desv,num_familias_dif,num_grupos_dif,num_contratistas_dif,pnum_cont_cerrada,pval_cont_cerrada,pnum_ganadoras,IRCC,IRCCG,adicion,ine_coberturaNeta_m,ine_tasaDesercion_m,ine_tasaRepitencia_m,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaCritica_m,inf_ingresos_m,inf_financiamiento_m,inf_desempennofiscal_m,inf_igpr_m,inf_nproyectos_m,inf_peducacion_m,inf_psalud_m,inf_regaliaspc_m,inf_vproyectos_m
890204895,5,275,15484939390,56308870.50909091,17100000,142688066.8623382,33,4,118,17.09090909090909,16.649901979370938,42.90909090909091,24.83167273911552,Bajo,2.762575675792897,7016.5,504.8333333333333,31.166666666666668,1007,7007,4597.8,4778.4,49073198333.333336,5807880000,83.258,63.95125,4.5,10.125,46.42333333333333,90123.79166666667,2188992377.7333336
890205335,2,563,7459521574,13249594.269982237,7040000,24179851.88790641,86,5,232,0,0,41.207815275310836,10.061603449169617,Bajo,4.0855081202270895,8264.333333333334,185.83333333333334,152.16666666666666,1062,7752,5625.2,5307.8,7416545000,-641281666.6666666,66.616,67.64750000000001,5,3.066666666666667,23.768333333333334,100485.25166666666,307046116.835
890205456,5,540,10771852668,19947875.31111111,10000000,53884679.94038312,53,4,272,46.666666666666664,34.350661451137476,50.37037037037037,10.872585451813993,Bajo,3.72295812735824,9455.666666666666,355.5,400.5,548,6773,5179.4,5195.6,21309476666.666668,4536878333.333333,71.576,66.223125,2,9.163333333333332,57.84833333333333,28139.388333333336,400548345.4
890205516,5,602,4564282563,7581864.722591362,4800000,10696318.035310742,67,4,264,38.70431893687707,34.09167220745532,43.85382059800664,6.9140482680475435,Bajo,6.364838005238897,7323.166666666667,326.5,5.333333333333333,1263,7338,4884.4,4987.2,17927425000,1089286666.6666667,71.22200000000001,60.06375,1.3333333333333333,7.125,33.73166666666667,43685.07,481587595.91
890205627,5,413,3656236298,8852872.392251816,5000000,12602070.790376747,56,4,179,4.116222760290557,2.5375738173911646,43.341404358353515,8.959829050067647,Bajo,2.9304899862258207,8527.5,239.5,160.33333333333334,593,7113,4527.6,4562.4,9851493333.333334,-426090000,60.006,72.005,4,5.003333333333333,34.721666666666664,77018.87,549761752.785
890205655,5,301,2111534984,7015066.392026578,4500000,6706249.40141537,48,4,89,1.9933554817275747,1.6499168265734023,29.568106312292358,16.47498889898909,Bajo,0,10685.5,245.83333333333334,181.33333333333334,958,6426,4983,4988.4,8671451666.666666,-64453333.333333336,67.922,75.225,1.75,4.95,31.115000000000002,54519.08333333333,348311235.5
890210222,5,298,1865490786,6260036.194630872,3625000,8599045.575792015,39,4,108,18.120805369127517,24.924837661460312,36.241610738255034,13.025312335455812,Bajo,0.28342625775395824,11315.833333333334,221.66666666666666,65.16666666666667,792,7340,4810.8,4939.6,8956615000,1268573333.3333333,63.806,75.18916666666667,3,6.681666666666667,31.18,151817.25666666665,260234793.94
890303448,5,1778,12769814817,7182123.069178852,3912300,24232729.028420024,90,4,410,89.31383577052868,90.53226060576475,23.059617547806525,4.693438023862171,Bajo,16.543021639627618,7794.166666666667,313.8333333333333,112.33333333333333,0,0,5140,5336.8,2899675281666.6665,117760413333.33333,80.176,73.16375,5.333333333333333,61.94,25.473333333333333,3977.2949999999996,5464185465.48
890305496,5,244,35147869199,144048644.2581967,11756625,1288189500.308412,30,4,173,99.18032786885246,95.57636611142209,70.90163934426229,31.106149729740626,Bajo,23.11927672457632,10109.5,303.3333333333333,234,667,6259,4752.6,5008.8,36853591666.666664,663108333.3333333,76.018,72.115625,4.666666666666667,9.321666666666667,61.21333333333333,50622.14166666667,491722362.6666667
890306950,4,443,37044918607,83622841.0993228,18859000,254889559.6074924,64,4,139,0,0,31.376975169300223,25.63756977408855,Bajo,0.4149337806092953,8581.333333333334,399.1666666666667,54.5,273,6908,5077.6,5257.4,148162273333.33334,7424908333.333334,73.032,71.84125,1.6666666666666667,64.80166666666666,22.906666666666666,7445.486666666667,449883634
890307040,5,967,3997927712,4134361.646328852,2610000,5874804.628536838,16,3,133,0,0,13.753877973112719,7.939640928176974,Bajo,0.06595744128263084,8960.833333333334,267.1666666666667,182.16666666666666,594,6929,4694,4870.2,11298970000,-175170000,67.718,62.79611111111111,3.3333333333333335,7.696666666666667,39.49166666666667,81782.98,3934311357.25
890309115,4,548,8690546202,15858660.952554744,4800000,67872015.64291912,62,4,179,1.6423357664233578,1.3008388353540221,32.66423357664234,19.090363844456864,Bajo,31.730753290315775,8739.166666666666,219,194.83333333333334,580,6096,4809.6,5078.2,22855315000,1575330000,76.47,71.0475,3,8.418333333333333,41.31166666666667,21105.398333333334,3528191703
890312380,5,334,3127920024,9365030.011976048,4175000,20152366.66123346,21,4,155,73.05389221556887,67.9511106323606,46.40718562874252,10.246786942658318,Bajo,4.600867177997254,9681.5,271.1666666666667,38,527,6603,5046.2,5297,17327888333.333332,-457336666.6666667,67.714,61.684374999999996,2.5,7.805,50.46,27880.896666666667,687145321
890397282,5,223,1882174482,8440244.313901346,6410000,11934410.462063536,22,4,99,88.34080717488789,89.70068918403284,44.39461883408072,12.565336051883737,Bajo,0,7599.166666666667,342.8333333333333,68.66666666666667,1530,6706,4621.4,4831,11560291666.666666,1110443333.3333333,62.518,66.11,2,5.221666666666667,33.653333333333336,32140.676666666666,357031278.65
890480113,5,320,92611568668,289411152.0875,149970000,385755723.87729955,45,4,97,9.0625,9.1159007318673,30.312499999999996,29.89213588219051,Bajo,0,10441.5,300.8333333333333,58.166666666666664,943,7544,5036,5136.6,57440768333.333336,4001945000,72.37,60.86,6.75,12.286666666666667,59.03666666666667,87806.18833333334,3350306747.27
890500810,5,1490,25309552179,16986276.630201343,5679100,182739893.25944373,72,5,317,99.53020134228187,68.72092513921046,21.2751677852349,12.794606815809278,Bajo,9.575854360895265,9488.666666666666,382.6666666666667,251.16666666666666,0,0,5232.8,5258,862046800000,79381975000,76.61,47.406875,3.5,62.47833333333333,28.166666666666664,5066.608333333334,22700537273.895
890501019,5,2454,39330276322,16027007.466177668,4500000,80411063.54672424,68,4,559,0,0,22.779136104319477,9.707726584287894,Bajo,5.586133435695865,7312.333333333333,302.6666666666667,129.5,373,8051,5520.2,5560,34037720000,816841666.6666666,72.852,66.525625,2,10.696666666666667,56.47333333333333,15863.291666666666,992550351.9
890501438,5,1588,270242576407,170177944.8406801,37200000,509602400.2058494,100,4,333,1.385390428211587,2.389741365281299,20.96977329974811,12.567708364751564,Bajo,6.341604893513192,9207.666666666666,350.5,119.33333333333333,929,7091,5373.8,5357.8,76345256666.66667,4535156666.666667,71.166,75.893125,2.6666666666666665,9.895,66.81333333333333,9595.026666666667,880884121.1166667
890680014-9,3,1434,31595488673,22033116.229428172,5448500,216412676.78578204,91,5,551,98.67503486750348,94.33038995364299,38.423988842398884,11.941680157510245,Bajo,1.33102985205908,8922.5,300.6666666666667,398.3333333333333,555,7431,4628.2,4852,13656098333.333334,1535790000,73.126,64.384375,4,4.183333333333334,40.016666666666666,47588.583333333336,176931223.185
890680025,5,2168,52846886479,24375870.14714022,7936800,101977413.33957447,78,4,1158,0,0,53.41328413284133,6.753574723672604,Bajo,0,9448.166666666666,481.5,149.33333333333334,316,7187,5100.8,5231,157703928333.33334,-315070000,78.17399999999999,0,1,66.52666666666667,21.315,226.59833333333333,0
890680027,5,5164,82135077723,15905321.015298218,6500000,109409451.3940066,111,4,1008,0.03872966692486445,0.03104641854239011,19.519752130131682,5.24598938439094,Bajo,19.17943537805945,8875.666666666666,320.5,295.6666666666667,563,7174,5354.4,5459.4,36863218333.333336,-3565401666.6666665,80.376,70.09,1.5,9.876666666666667,51.40833333333333,55872.556666666664,1114555997.79
