nit_entidad,orden_entidad,num_contratos,val_contratos,val_contratos_media,val_contratos_median,val_contratos_desv,num_familias_dif,num_grupos_dif,num_contratistas_dif,pnum_cont_cerrada,pval_cont_cerrada,pnum_ganadoras,IRCC,IRCCG,adicion,ine_coberturaNeta_m,ine_tasaDesercion_m,ine_tasaRepitencia_m,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaCritica_m,inf_ingresos_m,inf_financiamiento_m,inf_desempennofiscal_m,inf_igpr_m,inf_nproyectos_m,inf_peducacion_m,inf_psalud_m,inf_regaliaspc_m,inf_vproyectos_m
806007809,5,60,837234665,13953911.083333334,6000000,38270170.85041734,11,2,39,98.33333333333333,64.16775217973087,65,22.116269886385453,Bajo,0.6418918918918919,4481.166666666667,299,254.16666666666666,1182,7260,4182.8,4501.8,15410138333.333334,1189935000,64.144,73.926875,2,5.265,30.346666666666668,128667.71166666666,2868386005.7799997
806007813,5,18,32821500,1823416.6666666667,1660000,1203602.1822991574,1,1,17,0,0,94.44444444444444,22.392165348683516,Bajo,0,9996.5,252.16666666666666,88.66666666666667,1490,7251,4089.8,4322.6,29345461666.666668,1661641666.6666667,64.656,72.084375,1.5,10.301666666666666,42.873333333333335,109842.905,2469538207.245
806007923,5,1993,21199768476,10637114.137481185,3462900,46104610.21761031,19,3,489,7.375815353738083,15.964116904537839,24.535875564475663,5.4463186816669475,Bajo,0,8382.833333333334,392,130.66666666666666,1064,6975,4425.8,4651.2,64027650000,962568333.3333334,72.682,65.225625,3.8,10.035,60.324999999999996,71289.995,1971725377.5866666
806008082,5,137,623899993,4554014.547445255,3520000,2973811.9249577536,5,2,50,100,100,36.496350364963504,11.655258702122817,Bajo,0.19089656198494523,6425,313.3333333333333,252.66666666666666,1591,6499,4132.8,4452,14187560000,-425636666.6666667,60.236,70.2475,4,5.048333333333333,30.705,90609.95,356860123
806008270,5,27,169490442,6277423.777777778,4779000,5750296.508043499,19,3,22,81.48148148148148,83.2006644952876,81.48148148148148,24.745023677870655,Bajo,0,6533.666666666667,209.16666666666666,87.5,1038,5763,4190.4,4350.2,22117481666.666668,2647338333.3333335,66.344,58.17375,2,7.465,36.096666666666664,29758.595,940259848
806008930,4,40,213150000,5328750,4800000,5481225.385875792,5,1,31,100,100,77.5,17.492572240014937,Bajo,0,5501.5,310.3333333333333,31.833333333333332,1251,7004,4279.2,4662.2,14816063333.333334,-1523960000,54.476,64.184375,2,5.615,32.278333333333336,75946.66,0
806010305,5,1032,301261183951,291919751.8905039,28356666.5,1553863929.5604205,65,4,481,0.09689922480620156,0.00398325461070743,46.60852713178294,17.860262737178246,Bajo,5.989575290956024,9902.5,291.5,534,0,0,4835,5035.4,1581528345000,-46937441666.666664,78.682,47.906875,9,60.63666666666666,28.475,38333.6,19346450418.916664
806013598,4,240,6459397212,26914155.05,3768333.5,92700693.56276625,24,3,183,100,100,76.25,18.45045628714204,Bajo,0,9847,346.8333333333333,427.6666666666667,1014,6984,4760.4,4928,201836738333.33334,-5707093333.333333,75.78399999999999,46.361875,4.5,59.24,28.818333333333335,89188.29666666666,9917371265.63
806013761,5,159,1292482427,8128820.295597484,5096870,8624055.428767776,28,4,84,1.8867924528301887,3.0356777918497766,52.83018867924528,9.47693758374544,Bajo,0,9161.666666666666,274.1666666666667,340,1828,6946,4171.6,4392.6,14674340000,-139450000,55.394,61.684375,1.5,7.961666666666667,33.001666666666665,102910.57166666667,1156805977
807002015,5,575,4532925908,7883349.405217391,3500000,22149551.83322676,21,5,252,0.5217391304347827,0.7297714692759104,43.826086956521735,9.612041429498815,Bajo,15.007255560634034,9488.666666666666,382.6666666666667,251.16666666666666,0,0,5232.8,5258,862046800000,79381975000,76.61,47.406875,3.5,62.47833333333333,28.166666666666664,5066.608333333334,22700537273.895
807004352,5,13188,111847583147,8481011.764255384,2420000,51894683.554362826,57,4,2459,0.015165301789505611,0.05751977663696669,18.645738550197148,2.9394957900862195,Bajo,7.667414916994888,9488.666666666666,382.6666666666667,251.16666666666666,0,0,5232.8,5258,862046800000,79381975000,76.61,47.406875,3.5,62.47833333333333,28.166666666666664,5066.608333333334,22700537273.895
807004393,5,2580,33595049458,13021336.999224806,6900333.5,66791096.61030744,88,5,582,62.67441860465116,44.55408290650894,22.55813953488372,7.4494539241830084,Bajo,3.487689184373922,8409.5,282.3333333333333,162.16666666666666,270,7303,5255,5276.2,60384423333.333336,3540048333.3333335,79.848,80.18062499999999,2,9.511666666666667,58.468333333333334,22280.995,805009595
807004631,5,1403,28235820793,20125317.742694225,9000000,35258056.32827898,52,4,442,0,0,31.50392017106201,10.906889979355018,Bajo,2.0284702920814572,7957.666666666667,397.6666666666667,82.83333333333333,344,6783,5120.8,5191.6,85966726666.66667,5268928333.333333,74.31400000000001,73.49187500000001,7.333333333333333,7.233333333333333,70.53,23503.823333333334,30785502886.986668
807004665,4,1822,27041392963,14841598.772228321,3000000,269337544.7012119,54,4,374,0,0,20.52689352360044,22.590866027905673,Bajo,4.87932491534616,9592.666666666666,326.5,23,834,6416,4705.2,4846.6,25891405000,1980641666.6666667,71.166,80.704375,4,8.721666666666668,50.62833333333333,57798.19666666666,471362822.6666667
807008824,6,379,10671606298,28157272.55408971,10956000,49418933.038693756,51,4,86,0,0,22.691292875989447,18.672130603543057,Bajo,6.357814338861946,9488.666666666666,382.6666666666667,251.16666666666666,0,0,5232.8,5258,862046800000,79381975000,76.61,47.406875,3.5,62.47833333333333,28.166666666666664,5066.608333333334,22700537273.895
807008827,5,1747,63548301445,36375673.40870063,5000000,809107380.7211138,54,4,433,0.05724098454493417,0.0012966514938454465,24.785346307956495,28.068657681673564,Bajo,2.1854843843644094,8439.333333333334,238.33333333333334,230.16666666666666,434,7414,5326,5356.8,14864140000,616270000,70.042,64.82333333333332,4,8.783333333333333,44.27,47440.136666666665,15688451577.96
807008842,6,2187,50097005434,22906724.02103338,3600000,217295856.5130599,50,4,444,0,0,20.301783264746227,18.05461339116423,Bajo,4.817743025224964,7468.833333333333,409.5,165,1713,6442,5034,5080.6,29500458333.333332,-127395000,68.258,80.03770833333334,3.6666666666666665,9.128333333333334,57.02333333333333,54351.91333333333,4166437031.495
807008843,6,849,3911678093,4607394.691401649,2000000,7363232.21491411,41,4,170,0,0,20.023557126030624,9.75644666840003,Bajo,0.1469982310058082,9488.666666666666,382.6666666666667,251.16666666666666,0,0,5232.8,5258,862046800000,79381975000,76.61,47.406875,3.5,62.47833333333333,28.166666666666664,5066.608333333334,22700537273.895
808003500,5,1974,13447198473,6812157.281155015,3909770,25796174.337837033,76,4,450,1.1144883485309016,1.8228332131199294,22.796352583586625,4.811184532126658,Bajo,13.685296914224892,8439.833333333334,351.6666666666667,26.833333333333332,530,7372,4866.2,5010.2,24982210000,3314418333.333333,74.87,53.68625,1.5,7.795,48.37833333333333,28905.658333333333,2056663433.2
809000383,5,524,2424545764,4626995.732824427,3400000,5213387.04004845,29,4,163,100,100,31.106870229007633,8.137502690096513,Bajo,2.338832350050614,7149.833333333333,433.5,36,1446,6912,4647,4680.2,7846916666.666667,378271666.6666667,58.992,63.125,5,5.306666666666667,25.698333333333334,39059.685000000005,419359256.4133333
809001159,5,108,918362804,8503359.296296297,4379000,11818689.734683443,16,4,48,95.37037037037037,89.61679419237454,44.44444444444444,17.256201784835312,Bajo,1.4532987466650893,6593.833333333333,332.1666666666667,280.1666666666667,966,7140,4903.4,5009.6,9767916666.666666,-781018333.3333334,65.906,59.41625,2,4.575,25.615000000000002,295776.29333333333,1002372931
809002097,5,251,1137252698,4530887.243027888,3000000,4105982.56159482,22,4,122,82.07171314741036,89.72189890553243,48.60557768924303,7.563205253089406,Bajo,0,6846.166666666667,175.5,139.83333333333334,1365,7533,4510.6,4749,13178673333.333334,2251671666.6666665,73.30199999999999,68.933125,2,6.306666666666667,25.855,115203.13833333334,1729124029.59
809003128,5,846,8059298146,9526357.146572104,4800000,49572635.13822035,50,4,311,100,100,36.7612293144208,10.234229636216666,Bajo,11.161842018239735,7967.666666666667,378.8333333333333,59.166666666666664,452,6900,4450.8,4678.4,26026508333.333336,-1733043333.3333333,77.94,58.226875,2,9.911666666666667,40.67166666666667,32361.386666666665,267215398.065
809003541,5,48,1466180420,30545425.416666668,11250000,48430839.496739686,21,4,20,70.83333333333334,73.78896166134861,41.66666666666667,38.645844697133946,Bajo,0,8358.833333333334,629.5,519.1666666666666,980,6491,4624.8,4654.8,9515018333.333334,1089590000,66.26,67.31625,1.75,5.506666666666667,27.653333333333336,125076.38833333334,727813431.23
809004280,4,405,5279058851,13034713.212345678,5996865,21539944.82734067,15,3,136,0.24691358024691357,0.7386102542238925,33.58024691358025,12.100864674128216,Bajo,0,8322.666666666666,303.8333333333333,73.66666666666667,901,6798,4817.8,4923.2,12510158333.333334,1341431666.6666667,61.498000000000005,66.801875,2.3333333333333335,5.706666666666667,40.446666666666665,64469.11666666667,1347975169.84
809005452,5,89,692906345,7785464.550561798,5700000,7008028.282654116,4,1,49,98.87640449438202,99.82681642206639,55.0561797752809,14.709260126701896,Bajo,0,6826.666666666667,262,0,1250,7261,4591.6,4759.6,9065205000,-1180548333.3333333,66.238,64.9175,1,3.575,16.865000000000002,43836.66333333333,310208269.17
809005719,5,1088,10128179117,9308988.159007354,6000000,10763091.751900122,79,4,269,35.845588235294116,36.57446217338654,24.724264705882355,6.894937122728284,Bajo,0,10768.833333333334,529,47.333333333333336,1007,6807,4634.6,4766.4,26962310000,272606666.6666667,64.7,74.38,1.75,10.030000000000001,52.775,81784.14833333333,759009598.65
810001159,5,465,4601054115,9894740.032258065,5280000,17247203.539619338,41,4,165,97.84946236559139,79.70832712103409,35.483870967741936,10.713255490290644,Bajo,4.020590354067255,6179.5,318.1666666666667,106.66666666666667,1048,7421,4881.2,5001,8111200000,-55610000,68.6,56.128125,2.6666666666666665,5.093333333333334,30.016666666666666,21983.91833333333,14999999.5
810001392,7,892,6318719020,7083765.717488789,3720000,16546078.619541183,22,4,115,99.88789237668162,93.6715945948171,12.892376681614351,52.561943143772204,Bajo,0.038855841217199705,8334.166666666666,331.6666666666667,212,658,6375,4477.6,4771.4,11008681666.666666,480383333.3333333,65.154,58.269999999999996,1.5,7.191666666666666,31.75,117824.065,0
811013792,5,112,988025422,8821655.55357143,5305000,17080217.732854184,1,4,53,0,0,47.32142857142857,13.894965967087021,Bajo,0,10553,655.6666666666666,294.1666666666667,1027,5795,4397.8,4714,13761563333.333334,1190660000,71.828,69.133125,5,6.575,31.898333333333333,44522.613333333335,0
811017810,5,973,27149071609,27902437.419321686,7785767,60495773.786010265,82,3,322,0.10277492291880781,0.07777189696976794,33.093525179856115,11.15980121596985,Bajo,3.8241579819253926,7479.5,313.3333333333333,337.8333333333333,181,6923,5002.4,5304,400878440000,20722336666.666668,82.182,0,0,70.395,15.935,0.11,0
811020943,5,7,5357365125,765337875,5245584,1903502100.5860214,3,1,5,71.42857142857143,0.5653038815419548,71.42857142857143,74.52421525940632,Bajo,0,16536.333333333332,239.83333333333334,175.5,1457,7336,3951.6,4084,13035038333.333334,700613333.3333334,63.268,72.86833333333334,2.5,8.318333333333333,29.538333333333334,22139.168333333335,287848638
812000300,5,355,29835120923,84042594.14929578,15147294,185218807.50217327,18,3,154,0,0,43.38028169014084,24.48264452795117,Bajo,0,8416.333333333334,272.5,269.1666666666667,1486,7271,4424,4612.8,40274320000,681378333.3333334,69.318,77.385,8,11.603333333333333,49.903333333333336,77790.705,4516796522.04
812000317,6,133,40006373105,300799797.7819549,91401600,1211157081.2772403,40,4,72,27.819548872180448,7.599744678229811,54.13533834586466,24.62874000219081,Bajo,0,9198.666666666666,289.1666666666667,266.6666666666667,1491,6812,4560,4737,104302395000,9166558333.333334,73.96000000000001,73.53375,6.4,12.715,59.08,74208.81833333333,15934380210.583334
812000344,5,684,53088185443,77614306.20321637,18000000,244722686.86985147,64,5,236,0,0,34.50292397660819,17.309222119794466,Bajo,0.9546399567309674,9474.166666666666,231,196.33333333333334,936,7271,4928.6,5100.6,104421863333.33333,21937566666.666668,73.788,63.835,12.75,10.868333333333334,58.945,295896.1516666667,11513036220.556665
812001219,5,454,15968910573,35173811.83480176,6600000,374231329.3489306,12,4,205,1.762114537444934,3.593750515268791,45.15418502202643,23.940649067250046,Bajo,0,8504,224.5,374,1587,7009,4335,4604,59962188333.333336,-531893333.3333333,75.404,73.948125,5.333333333333333,11.936666666666667,51.52,226018.12333333332,7266675779
812001332,4,2172,16932892449,7795990.998618784,5000000,25497693.498341322,38,4,575,100,100,26.473296500920814,3.951065474522639,Bajo,0,8565.666666666666,241.83333333333334,374,2415,7464,4124.6,4395.4,44806093333.333336,3945691666.6666665,71.02799999999999,66.855,4,8.758333333333333,47.211666666666666,79837.83666666667,3261631543.4500003
812001423,5,886,64430106505,72720210.50225733,23000000,137821118.59188166,78,4,280,0,0,31.60270880361174,27.078208619411463,Bajo,1.6604084050899564,9116.666666666666,304.1666666666667,425,1153,7372,4545,4729,187850230000,6855521666.666667,71.934,71.44624999999999,8,65.31666666666666,23.763333333333335,64024.291666666664,6878341943.43
812001520,5,2379,30921754171,12997794.943673812,5500000,48847873.673759244,89,4,464,99.66372425388819,96.85766210213494,19.50399327448508,9.602833780637937,Bajo,0.27047052481758077,7135,223.33333333333334,408.1666666666667,1548,7153,4693.4,4808.8,44402721666.666664,3690540000,73.134,74.574375,7.25,10.921666666666667,53.25,219967.35666666666,4747174001.246667
812001550,5,224,2400813844,10717918.94642857,3125000,30288167.471313424,1,2,72,99.10714285714286,99.86671186489544,32.142857142857146,15.659466437769712,Bajo,0,8370,260.3333333333333,436.6666666666667,1062,7561,4581.2,4817.6,45512745000,1144331666.6666667,66.15,69.160625,6.25,10.553333333333333,54.825,167296.04333333333,15447699287.006666
812001579,5,211,29786725337,141169314.39336494,35737750,274405488.2032048,40,4,59,0,0,27.96208530805687,25.827899827779923,Bajo,0,10203.333333333334,201.83333333333334,425,1211,7509,5026,5058.2,166455233333.33334,-1025666666.6666666,74.43,78.35624999999999,13.666666666666666,65.08666666666667,24.93,97138.58,10144342020.053333
812001792,4,506,2593453076,5125401.33596838,3000000,6174434.664578797,26,4,143,0,0,28.26086956521739,5.788437020131709,Bajo,0,9472.5,113.33333333333333,249.33333333333334,1606,7039,4387.4,4595,21384673333.333332,212305000,63.532,68.554375,3.2,8.171666666666667,40.105000000000004,155159.41166666665,1337909809.5
812001846,4,740,2998385198,4051871.8891891893,2400000,8151645.248712058,32,4,222,100,100,30,8.362476547292365,Bajo,0,7320.5,200.83333333333334,183.83333333333334,1403,7202,4439.6,4589.8,29718890000,5567095000,69.066,68.94999999999999,4.2,11.383333333333333,46.08,105850.86166666666,1868067952.8166666
812001868,4,229,910289293,3975062.4148471616,2400000,3491414.9011724354,13,2,128,100,100,55.895196506550214,5.087115455638753,Bajo,0,8785.833333333334,239.66666666666666,474.5,1628,7670,4475.4,4692.6,27263026666.666668,4958058333.333333,66.556,62.261250000000004,2,8.86,36.778333333333336,172225.20666666667,470146741.335
812002496,5,452,2340864082,5178902.8362831855,3090000,6872381.96065327,45,4,160,99.77876106194691,99.86543430589491,35.39823008849557,9.716282796253077,Bajo,0.10870881947561091,7581.666666666667,346.5,12.666666666666666,1539,6764,4598.4,4779.8,25041725000,1997291666.6666667,70.804,82.37729166666666,8,6.8533333333333335,39.92166666666667,354556.7366666667,5196815296.64
812002993,5,633,9103426116,14381399.867298579,3400000,58102277.420833796,63,4,182,0.1579778830963665,1.5776077618467486,28.751974723538705,23.729588445949346,Bajo,0,9196,214.66666666666666,438.6666666666667,1215,7233,4371.2,4585.8,50759518333.33333,5192881666.666667,71.706,59.764375,12.75,11.096666666666668,51.221666666666664,523906.4416666667,9757951714.826668
812003382,5,135,2482343972,18387733.125925925,9500000,29419046.03734559,35,4,68,33.33333333333333,21.40509743989662,50.37037037037037,17.081369805990096,Bajo,0,7604.333333333333,315.5,73.83333333333333,1447,6976,4596.8,4847.6,54229833333.333336,563668333.3333334,69.36800000000001,62.830625000000005,3.2,9.673333333333334,53.626666666666665,239469.89666666667,7307905697.633333
812003726,5,191,2006840815,10507019.97382199,6608000,14400356.797572162,5,4,134,97.90575916230367,87.10909215786504,70.15706806282722,8.321325120398345,Bajo,0,9879.166666666666,353.6666666666667,433,1230,6926,4507.8,4796,24026368333.333332,4710488333.333333,65.752,69.54625,3,7.48,45.385,207017.165,1529154348.6666667
812003817,5,31,34709350,1119656.4516129033,695750,926489.317958023,1,1,29,100,100,93.54838709677419,16.476502973310314,Bajo,0,9478.666666666666,80.66666666666667,228.16666666666666,1324,7131,4579.2,4657.8,23190493333.333332,2153093333.3333335,71.176,68.295,2,7.858333333333333,42.620000000000005,244327.525,2495283408.12
812003851,5,152,27328782909,179794624.40131578,20000000,530903776.022686,28,4,53,30.92105263157895,26.222077001607026,34.868421052631575,35.71665268981857,Bajo,0,10203.333333333334,201.83333333333334,425,1211,7509,5026,5058.2,166455233333.33334,-1025666666.6666666,74.43,78.35624999999999,13.666666666666666,65.08666666666667,24.93,97138.58,10144342020.053333
812005726,5,1446,312151090351,215872123.34094054,48000000,427031070.89972436,119,5,377,0,0,26.071922544951594,17.902731903037758,Bajo,3.640958226945932,9821.5,301.8333333333333,406.5,0,0,5118.8,5239.2,695075881666.6666,32548316666.666668,74.718,67.485,7.2,62.03,26.42,87205.03666666667,19480221291.65
813001653,4,57,151091999,2650736.8245614036,2320000,2211729.508486209,1,1,49,0,0,85.96491228070175,11.083850927937874,Bajo,0,8723.166666666666,626.8333333333334,475.5,960,6546,4976.6,5063.4,25573815000,1644660000,66.53999999999999,72.726875,2.5,8.165,49.81,92135.375,1209359431.6666667
813002497,5,1626,53287849245,32772355.009225093,4120000,498115081.55443525,91,4,416,38.92988929889299,30.47487402679091,25.584255842558424,25.77949407016577,Bajo,0,8634.5,373.8333333333333,196,567,6650,4571.2,4801.6,36095620000,-960395000,71.46000000000001,71.37,2.3333333333333335,10.838333333333333,53.00333333333333,97390.26333333334,16884696805
813002872,5,3354,28848028165,8601081.742695289,3894250,31197225.06221068,91,5,503,0,0,14.997018485390578,6.482463545441528,Bajo,0,8558.666666666666,332.1666666666667,261.8333333333333,676,7183,4830,5000.6,53628251666.66667,550363333.3333334,70.506,74.83375000000001,6.6,11.326666666666666,60.61666666666667,69402.99166666667,2158762269.666667
813002933,5,820,6709224113,8181980.625609756,4500000,13950057.079633033,34,4,278,100,100,33.90243902439025,4.645101591879015,Bajo,6.244552046224497,11295.833333333334,386.8333333333333,359.3333333333333,548,7104,5066,5061.6,21596025000,3175981666.666667,73.81400000000001,79.995625,2.3333333333333335,8.741666666666667,46.236666666666665,41822.85,2478950680
813002940,5,2775,55237729420,19905488.079279277,4000000,90524993.99088839,137,5,410,0,0,14.774774774774773,21.106312943874187,Bajo,4.65314118910553,7362.333333333333,465.6666666666667,283.3333333333333,562,7088,4960.2,5100.4,63640696666.666664,1021196666.6666666,71.182,71.20625,4.5,9.856666666666667,62.31333333333333,38707.53333333333,2353708604.05
813003431,5,1455,7218442741,4961129.03161512,3000000,8470497.827571053,60,4,334,0.06872852233676977,0.022165445614913137,22.9553264604811,7.614607262476658,Bajo,0.9213295301272102,7857.166666666667,307.5,526.6666666666666,720,7192,4989.2,4948,24030468333.333332,-241356666.66666666,71.868,57.588750000000005,6.6,6.220000000000001,35.55,971161.3266666667,11487620293.783333
813004018,5,664,18255873297,27493785.085843373,6172097,167390098.09212974,59,5,190,97.89156626506023,70.44515069631511,28.614457831325304,19.010245095517515,Bajo,6.427454899533797,6785.833333333333,321.1666666666667,396.6666666666667,975,6505,4671.8,4769,16974590000,381066666.6666667,67.758,68.15375,4,6.7716666666666665,36.12,108261.04000000001,5785001098.8
813005265,5,10039,147918348353,14734370.789222034,5916672,92001994.70971322,127,5,1956,99.09353521267057,89.38685506037723,19.48401235182787,4.08591157035559,Bajo,2.4802947044917034,9994.166666666666,487,283,0,0,5267,5329,498121035000,-9639826666.666666,76.098,55.57,13.2,68.11166666666666,22.165,40530.486666666664,16579729860.6
813005295,5,3417,52206432702,15278440.942932397,5200000,86682763.13823858,92,5,931,37.898741586186716,64.08487930016774,27.246122329528827,11.130936014783835,Bajo,0.08298943842911033,9753,498.3333333333333,449,445,6856,5190.4,5244.2,180621026666.66666,2001461666.6666667,73.70400000000001,56.598125,4.8,61.155,27.911666666666665,51156.17833333334,5238783190.973333
813006677,5,1129,8232972749,7292269.928255093,3300000,18361582.91476483,70,5,314,0,0,27.812223206377322,10.116795971712069,Bajo,0.4839702750487849,9548.666666666666,389,153.83333333333334,671,7071,4875.6,5056,13655760000,1640175000,62.954,65.575,2.3333333333333335,8.083333333333334,42.08,39534.27166666667,629921300.3333334
813007875,5,281,16020020201,57010748.046263345,12743850,104554911.0981831,2,1,75,0,0,26.690391459074732,25.691384223880693,Bajo,1.9368712490941171,7755.166666666667,346,196.16666666666666,791,7116,4599.8,4745,20197780000,251391666.66666666,67.888,69.2325,3.5,7.466666666666667,47.62166666666667,54550.903333333335,883602241.3333334
813010024,5,380,2678594743,7048933.534210526,3900000,10490214.011138551,43,4,159,77.10526315789473,64.82118941424353,41.8421052631579,10.460364367113023,Bajo,3.0652656849219966,8095.5,431.5,383.3333333333333,769,6902,4965.8,5010.8,13249478333.333334,1214941666.6666667,64.112,81.54583333333333,2,6.725,40.78333333333333,25895.465,676632350
813010472,5,165,1222292977,7407836.224242425,3600000,17271722.81066337,35,4,108,98.7878787878788,84.53139275461942,65.45454545454545,12.439891887547313,Bajo,3.7432162314643946,7713.166666666667,612,654.6666666666666,925,6890,4854.4,4871.2,9858730000,680661666.6666666,63.176,71.98,2,6.093333333333334,38.35333333333333,74008.076666666675,685176844.025
813010966,5,457,9496248362,20779536.89715536,3315000,205546796.41344887,15,4,161,42.669584245076585,79.1041994548036,35.22975929978118,25.5548897287281,Bajo,5.10805614086676,8447,529.3333333333334,306.3333333333333,639,7032,4875,5010.4,17098191666.666666,-149613333.33333334,63.698,75.349375,1.75,7.293333333333333,44.13166666666667,140749.825,1051874565
813010996,5,412,13223301297,32095391.497572817,10000000,82054855.45462318,66,4,193,0,0,46.84466019417476,15.989758555185453,Bajo,4.066238865189359,8351.833333333334,283.6666666666667,229,792,6732,4756.8,4915.6,29317006666.666664,-407214999.99999994,66.382,68.276875,1.3333333333333333,8.366666666666667,55.968333333333334,34405.06166666667,1654849090.655
813011027,5,740,3100155533,4189399.368918919,2600000,13394210.29013515,38,4,172,100,100,23.243243243243246,10.243464965468275,Bajo,0.6416217497589439,8960.666666666666,401,437.3333333333333,601,7664,5295,5064.8,10724848333.333334,-50378333.333333336,68.754,73.894375,2.75,5.451666666666666,28.85,259019.60166666668,1476962487.6
813011502,4,311,3763982722,12102838.334405145,2723333,114850091.83225033,35,4,99,0,0,31.832797427652732,30.47683869830531,Bajo,0.2023965890348833,7392.5,389,247.83333333333334,702,7271,5153.8,5155.6,6653020000,586290000,61.006,63.456875000000004,2,4.02,25.136666666666667,92806.475,121732976.87
813011505,5,862,6346474903,7362499.887470998,3750000,13059539.156269316,79,4,230,12.993039443155451,14.079286496155866,26.68213457076566,6.044887666113976,Bajo,0,8872.166666666666,365.8333333333333,155.5,685,6914,4724.2,4873.4,15058196666.666666,2049910000,64.202,78.93916666666667,2.75,7.498333333333333,41.223333333333336,45572.556666666664,701831361.3333334
813011515,5,381,2552811777,6700293.377952756,3600000,9598745.680298112,7,2,128,0,0,33.59580052493438,8.246862839868346,Bajo,0,9101.666666666666,820.1666666666666,363,805,6466,4632.8,4766.6,10383753333.333334,-67383333.33333333,69.438,71.525,1.6666666666666667,5.22,34.9,44399.535,410919543
813011566,4,488,2871118627,5883439.809426229,3000000,12373006.853020018,47,5,161,61.065573770491795,58.71396229146474,32.99180327868852,13.153317489903324,Bajo,7.5919297348573735,6890.833333333333,319.5,564.8333333333334,1001,6550,4783.6,4902,9821198333.333334,226186666.66666666,65.536,43.855000000000004,4,4.473333333333333,31.263333333333332,65237.823333333334,5469387698.255
813011706,5,327,2158574433,6601145.055045872,3399000,13421570.159715666,6,1,117,100,100,35.77981651376147,11.171329759408758,Bajo,0.6826696835408339,5422.5,449.3333333333333,371.6666666666667,1058,7352,4926.8,4897.4,12183610000,509920000,61.716,59.208125,1.75,5.215,30.428333333333335,78911.52333333333,623481725
813012833,4,172,1400644067,8143279.459302326,5671120.5,12635573.957675854,26,4,109,29.069767441860467,30.754031316651414,63.372093023255815,11.090529452551063,Bajo,0,8574.666666666666,449,119.83333333333333,812,6846,4864.6,4954.8,14837845000,617438333.3333334,60.938,72.749375,2,7.261666666666667,41.90833333333333,53470.485,876205325.5
813012946,4,939,5328945769,5675128.614483493,3060000,10875030.374021888,53,4,229,90.94781682641107,93.49572102954534,24.38764643237487,6.0254205680883715,Bajo,0.09318098780677883,6729.666666666667,226.83333333333334,253.66666666666666,752,7259,5055,4982.8,15835013333.333334,-6360000,63.966,95.5,1,7.3133333333333335,37.471666666666664,44721.065,7154790875.75
814001329,5,2584,15132037950,5856051.838235294,2561766,41854692.420704804,71,5,589,0,0,22.794117647058822,7.032607684468747,Bajo,2.827074188143836,7359.333333333333,77.33333333333333,152.83333333333334,788,7214,5061.8,5062.8,37139603333.333336,1997743333.3333333,69.322,69.1125,3.5,7.55,45.88666666666666,100712.37666666666,593350901.5
814001594,5,1862,5909099971,3173523.0778732547,1954849.5,6073111.451858967,80,4,406,0.322234156820623,0.44696739147451464,21.804511278195488,4.6800021931909,Bajo,1.278741144317633,10219.166666666666,91.83333333333333,525,464,7546,5678,5683.6,10638011666.666666,283575000,63.019999999999996,75.34458333333333,1.6666666666666667,4.961666666666667,32.2,75361.165,281986610.855
814001677,6,838,7739536030,9235723.186157517,3000000,98413611.83577189,37,4,249,100,100,29.713603818615752,20.36097447999185,Bajo,0,7770.166666666667,227,559.8333333333334,743,7281,5721.2,5408.2,9537568333.333334,1443033333.3333333,67.02199999999999,73.209375,1.5,5.206666666666667,35.54333333333334,36071.79666666667,373940117
814002021,5,1810,8623918963,4764596.112154696,2195000,8822472.892284937,45,4,311,0,0,17.18232044198895,17.490895355691908,Bajo,0.21165128388535745,7731.833333333333,155,299.6666666666667,754,7061,5444.8,5269.2,17474860000,229453333.33333334,64.128,69.174375,3.6666666666666665,5.861666666666666,41.48166666666667,198220.16999999998,458168509.1666667
814003182,5,2409,12570007427,5217935.835201329,2400000,24095771.184471734,100,5,352,0.04151100041511,0.028639601216681125,14.61187214611872,8.353982025022857,Bajo,0.07262231947401147,9692.333333333334,93.5,215.16666666666666,551,7057,5198.2,5219.2,16558211666.666666,-529671666.6666667,63.792,71.068125,5,5.97,43.516666666666666,85355.93333333333,1133895133.485
814003370,6,2004,8137486249,4060621.880738523,2200000,9039311.652583504,91,4,445,1.6966067864271457,2.817449651950865,22.205588822355292,5.49500749028626,Bajo,2.0307123858888696,9016.833333333334,141.16666666666666,630.1666666666666,548,7645,5567.2,5463.4,16854483333.333334,2775840000,72.292,65.058125,2,5.235,35.70666666666666,359879.6116666667,3095453287.95
814006607,6,1049,3701440158,3528541.6186844613,1848000,4845160.832412762,63,4,299,0,0,28.503336510962825,8.215056661638954,Bajo,0.653789866273155,6199.833333333333,76.16666666666667,354.3333333333333,608,7778,5004.2,5034.6,16101868333.333334,81635000,61.182,70.189375,2.5,3.711666666666667,32.51166666666666,373726.22000000003,565651693
814006620,5,1453,22715586197,15633576.185134206,2753332,142213616.62762383,95,5,407,0,0,28.011011699931178,14.314969193923291,Bajo,1.086020592189647,8067.5,135.5,135,1079,7281,5314,5156,13165386666.666666,-460103333.3333333,60.062,70.104375,1.75,5.966666666666667,40.63166666666667,68183.70833333333,277755019.91
