orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG
5,53,135,110,453807750,632560888,779122148,8562410.37735849,4685636.207407407,7082928.618181818,5460000,3000000,3162600,14196212.842428256,5357346.077570986,7982513.385750176,1,24,25,4,4,4,32,60,48,1,1,0,60.37735849056604,44.44444444444444,43.63636363636363,0,1,0,0,1,0,13.025312335455812,Bajo
5,391,608,779,3209717602,3089963393,6470133822,8208996.4245524295,5082176.6332236845,8305691.684210527,4285617,3912300,4152000,26613207.73601726,6225974.748555957,30833968.451102395,13,17,88,2,3,4,139,164,277,1,1,1,35.54987212276215,26.973684210526315,35.5584082156611,1,1,1,1,1,1,4.693438023862171,Bajo
5,0,163,81,0,5476444262,29671424937,0,33597817.55828221,366313888.1111111,0,7200000,31027500,0,107085943.06745578,2223157255.125789,0,11,27,0,3,4,0,140,47,0,1,1,0,85.88957055214725,58.0246913580247,0,1,1,0,1,1,31.106149729740626,Alto
4,0,168,275,0,16790889808,20254028799,0,99945772.66666667,73651013.81454545,0,22050000,17500000,0,311163133.9493137,213373120.2105241,0,41,52,0,4,4,0,83,100,0,0,0,0,49.404761904761905,36.36363636363637,0,0,0,0,1,0,25.63756977408855,Medio
5,189,327,451,1397481071,1159842011,1440604630,7394079.740740741,3546917.4648318044,3194245.2993348115,4980000,2000000,2000000,9825158.83225392,4021333.7330081477,4055183.0434250473,5,12,11,2,2,3,65,76,71,0,0,0,34.39153439153439,23.24159021406728,15.74279379157428,0,0,0,0,0,1,7.939640928176974,Bajo
4,0,330,218,0,3150198777,5540347425,0,9546056.9,25414437.729357798,0,3555000,9250000,0,46461374.83181968,90481575.26394098,0,22,60,0,3,4,0,107,109,0,1,0,0,32.42424242424242,50,0,1,1,0,1,1,19.090363844456864,Medio
5,1,203,130,23000040,1575439356,1529480628,23000040,7760785.004926109,11765235.6,23000040,2800000,6400000,0,19128086.794536624,21543441.49648205,1,6,18,1,2,4,1,94,80,1,1,1,100,46.30541871921182,61.53846153846154,0,1,0,0,1,0,10.246786942658318,Bajo
5,30,87,106,442573683,674562299,765038500,14752456.1,7753589.643678161,7217344.339622642,10000000,6000000,6325000,24269832.38173095,11294847.66671016,4547721.272065409,6,15,9,3,4,4,29,52,51,1,1,1,96.66666666666667,59.77011494252874,48.113207547169814,0,0,0,0,0,0,12.565336051883737,Bajo
5,105,110,105,28245326891,31424855321,32941386456,269003113.24761903,285680502.91818184,313727490.05714285,150000000,142813766.5,150000000,276469717.27766794,350322216.27201885,500344589.9255483,9,35,26,4,4,4,45,54,43,0,0,1,42.857142857142854,49.09090909090909,40.95238095238095,0,0,0,0,0,0,29.89213588219051,Medio
5,235,600,655,2817828626,7338238384,15153485169,11990760.110638298,12230397.306666667,23135091.861068703,7455888,4714000,5679100,15717319.863218158,48323684.43348455,271541901.3402641,36,46,46,5,4,5,133,160,172,1,1,1,56.59574468085107,26.666666666666668,26.259541984732827,0,1,1,0,1,1,12.794606815809278,Bajo
5,182,506,1766,10960588520,11810208841,16559478961,60223013.84615385,23340333.677865613,9376828.40373726,15250000,6400000,4000000,153571773.25603116,64227762.30907876,71599693.38015041,32,43,48,4,4,4,104,265,371,0,0,0,57.14285714285714,52.37154150197628,21.0079275198188,1,1,1,1,1,1,9.707726584287894,Bajo
5,333,502,753,65368790727,90496001353,114377784327,196302674.85585585,180270919.02988046,151896127.9243028,36000000,34360000,40600000,471076000.6016505,538161078.794441,506384746.616008,27,63,86,4,4,4,141,154,154,1,0,0,42.34234234234234,30.677290836653388,20.45152722443559,1,1,1,1,1,1,12.567708364751564,Bajo
3,577,185,672,16190039569,5305139747,10100309357,28058994.05372617,28676431.064864866,15030222.257440476,3100000,12697000,6498000,338777992.34078264,44828591.82719816,29250434.56033533,54,27,78,5,3,4,327,123,250,1,1,1,56.672443674176776,66.48648648648648,37.202380952380956,0,0,1,0,0,1,11.941680157510245,Bajo
5,174,1,1993,200167645,6856666,52639862168,1150388.764367816,6856666,26412374.39438033,595200,6856666,8800000,1587989.0175914394,0,106119523.76208735,1,1,77,2,1,4,107,1,1104,0,0,0,61.49425287356321,100,55.39387857501254,0,0,0,0,0,0,6.753574723672604,Bajo
5,1149,2700,1315,15028623818,42897821449,24208632456,13079742.226283725,15888082.018148148,18409606.43041825,3800000,5400000,9181250,32491073.497337803,147571310.2695034,36981624.99491884,34,96,32,4,4,4,358,699,579,1,0,1,31.157528285465624,25.88888888888889,44.03041825095057,1,1,1,1,1,1,5.24598938439094,Bajo
5,287,362,367,2403097300,3247981714,3747632637,8373161.324041812,8972325.17679558,10211533.070844688,4200000,5050000,6000000,12283506.034661815,13819573.861643579,12228977.623834414,13,22,11,4,4,3,163,173,157,1,0,1,56.79442508710801,47.790055248618785,42.77929155313351,0,1,0,0,1,0,3.792203247699534,Bajo
5,630,1400,1324,7716823332,11862133034,17786467742,12248925.923809525,8472952.167142857,13433888.02265861,2000000,4320000,6000000,95639146.10724567,15447378.67229838,163410344.4736366,50,79,66,4,4,4,245,534,489,1,1,1,38.88888888888889,38.142857142857146,36.933534743202415,0,1,1,1,1,1,8.683128074583301,Bajo
4,1,140,341,233981600,516629693,1875389759,233981600,3690212.092857143,5499676.712609971,233981600,2400000,2400000,0,3932887.243287749,7691505.217927925,1,21,35,1,4,4,1,71,116,0,1,0,100,50.71428571428571,34.01759530791789,0,0,1,0,0,1,9.190118681853578,Bajo
5,438,0,435,6022668071,0,107326499457,13750383.723744292,0,246727584.9586207,3301000,0,10000000,29563354.044666994,0,3838147094.555761,7,0,66,3,0,4,173,0,239,1,0,0,39.49771689497717,0,54.94252873563218,0,0,0,0,0,0,36.83380918833933,Alto
5,0,341,347,0,3699277498,4562099414,0,10848321.1085044,13147260.55907781,0,5739160,6600000,0,24010745.85405792,22333711.211233407,0,55,72,0,4,5,0,155,133,0,0,0,0,45.45454545454545,38.328530259366,0,0,0,0,0,0,10.847762128368776,Bajo
5,526,1162,988,4698277098,5625631906,7840597238,8932085.737642586,4841335.547332186,7935827.163967611,2550000,2000000,3678374,48867719.478687465,7061703.301507358,17748087.842599686,14,48,49,4,5,4,171,234,268,1,1,1,32.50950570342205,20.137693631669535,27.125506072874494,0,0,1,0,1,1,6.811693398684946,Bajo
4,0,60,57,0,338689976,450461552,0,5644832.933333334,7902834.245614035,0,3498000,6624000,0,6351300.6466652565,7923148.758937168,0,10,8,0,2,2,0,38,41,0,1,1,0,63.33333333333333,71.9298245614035,0,0,0,0,0,0,14.602787681226772,Bajo
5,118,409,470,1847068720,6123210234,7013196173,15653124.745762711,14971174.16625917,14921693.985106383,9000000,6522390,7500000,28475022.639213063,28956784.955832522,24710777.228290346,1,56,60,5,4,5,87,192,174,1,1,0,73.72881355932203,46.9437652811736,37.02127659574468,1,1,1,1,1,1,8.662990646512297,Bajo
5,79,125,125,1394796930,1308436500,771016485,17655657.34177215,10467492,6168131.88,6890330,6600000,3900000,40922486.717198715,12240857.351509577,10995717.918228887,14,24,3,3,4,1,66,79,68,0,1,0,83.54430379746836,63.2,54.400000000000006,1,1,0,0,0,1,10.539200763675758,Bajo
5,1,1477,622,14000000,74782316097,69412126988,14000000,50631222.81448883,111595059.46623795,14000000,13108000,22000000,0,198314753.19158882,283933200.0293308,1,98,84,1,4,5,1,296,208,1,1,1,100,20.040622884224778,33.440514469453376,1,1,1,1,1,1,14.826867563222624,Bajo
5,130,205,237,3904943363,3626401154,3250093271,30038025.86923077,17689761.726829268,13713473.717299579,9800000,6000000,5350000,58121585.746812224,41375557.625282705,34017465.07060665,14,25,29,4,3,4,89,84,103,1,1,1,68.46153846153847,40.97560975609756,43.459915611814345,0,0,0,0,0,0,19.292896161825045,Medio
5,0,201,235,0,1519713156,2064534941,0,7560761.9701492535,8785255.068085106,0,5000000,6780000,0,15051692.806023536,8020696.919906693,0,30,33,0,4,5,0,98,103,0,1,0,0,48.756218905472636,43.829787234042556,0,0,1,0,1,1,7.381799039417904,Bajo
7,1727,1612,1918,10198704504,8397911683,16543572972,5905445.572669369,5209622.632133995,8625429.078206465,3000000,3117360,4000000,12898885.80121009,12762957.982145121,16058709.013212344,3,13,38,2,4,4,245,313,329,1,1,1,14.186450492182976,19.416873449131515,17.153284671532848,1,1,1,1,1,1,5.2042831507743115,Bajo
5,4,219,219,274111800,1090894364,1137796445,68527950,4981252.803652968,5195417.557077626,5630400,2000000,4050000,126080950.8562257,12787246.460731804,5603673.613027645,2,24,30,2,3,3,4,79,83,0,0,0,100,36.07305936073059,37.89954337899543,0,0,0,0,0,0,12.083556987291132,Bajo
5,1,123,147,377992960,684639323,881852916,377992960,5566173.357723577,5998999.428571428,377992960,3312000,4416000,0,6658942.754465559,6550645.927943595,1,2,2,1,2,2,1,53,87,0,0,1,100,43.08943089430895,59.183673469387756,0,0,0,0,0,0,14.52826095578472,Bajo
5,3,109,115,29162160,663513651,754349523,9720720,6087281.201834862,6559561.069565217,9600000,3300000,5000000,209093.17348971486,8197394.883307277,10453524.930896625,1,20,19,1,3,3,3,57,55,1,1,1,100,52.293577981651374,47.82608695652174,0,0,0,0,1,0,14.386418912746239,Bajo
5,0,787,619,0,4021206610,7391883955,0,5109538.259212199,11941654.208400646,0,2625000,6956250,0,7879903.211349552,41992240.87545597,0,35,51,0,4,4,0,200,198,0,1,1,0,25.412960609911057,31.98707592891761,0,0,0,0,0,0,8.415712382711124,Bajo
5,650,1093,1929,28696120988,35535255939,49827411411,44147878.44307692,32511670.57548033,25830695.391912907,23081400,15000000,7192000,70429007.95355539,58735628.999797694,55010514.17578733,34,50,67,5,4,4,267,334,425,1,1,1,41.07692307692308,30.558096980786825,22.032141005702435,1,1,1,1,1,1,11.056349443813914,Bajo
5,0,101,120,0,2081840167,3523775303,0,20612278.881188117,29364794.191666666,0,8800000,9000000,0,46409556.944337435,98430257.18541166,0,10,33,0,2,4,0,68,74,0,1,1,0,67.32673267326733,61.66666666666667,0,0,1,0,0,0,17.653415672428725,Medio
5,0,36,217,0,155424492,1802199343,0,4317347,8305066.096774193,0,3168000,5200000,0,3050979.0724068517,9172262.873479927,0,12,29,0,3,4,0,29,82,0,0,0,0,80.55555555555556,37.78801843317972,0,0,1,0,1,1,8.801712969841876,Bajo
5,16,233,310,799679860,1496729568,1926575655,49979991.25,6423732.051502146,6214760.177419355,8339500,3280000,2500000,124268188.55387333,14682434.77186218,18625183.03738724,7,15,1,2,3,1,16,119,88,1,1,1,100,51.072961373390555,28.387096774193548,1,1,1,0,1,1,11.50259146593135,Bajo
5,50,289,271,138974224,1478374474,1297239620,2779484.48,5115482.608996539,4786862.066420664,2598000,3000000,2964855,1933554.281680963,10337595.896514488,15351758.792735271,13,36,30,3,3,4,32,139,87,0,1,0,64,48.09688581314879,32.10332103321033,0,1,0,0,1,0,9.537934106562233,Bajo
5,287,757,955,8195599482,6856688563,6080488688,28556095.756097563,9057712.764861295,6367003.861780105,7500000,4400000,3459000,173010352.28064203,22453739.676790647,8846022.62665598,43,69,59,4,4,5,223,309,248,1,0,0,77.70034843205575,40.81902245706737,25.968586387434556,1,1,1,1,1,1,7.60213235063968,Bajo
3,1,189,175,204097999,1083656067,1336238735,204097999,5733629.984126984,7635649.914285715,204097999,4000000,4500000,0,5635016.319753826,8993428.129315874,1,29,29,1,4,4,1,105,84,0,1,0,100,55.55555555555556,48,0,1,0,0,1,0,9.065988773175466,Bajo
4,7,0,121,391940186,0,4134257332,55991455.14285714,0,34167415.96694215,22812750,0,4050000,74735571.56110972,0,308621266.2957809,1,0,17,2,0,4,7,0,51,0,0,1,100,0,42.14876033057851,0,0,0,1,0,0,41.95602355608286,Alto
5,0,126,120,0,2631071971,2500359669,0,20881523.57936508,20836330.575,0,7800000,7500000,0,43538029.183023386,49335047.44610076,0,4,1,0,1,1,0,57,52,0,1,0,0,45.23809523809524,43.333333333333336,0,0,0,0,0,0,35.54501493133575,Alto
5,179,189,252,2844942827,5351006321,4181229414,15893535.346368715,28312202.756613757,16592180.214285715,2546160,4800000,5450000,55165516.277284265,104959807.19817068,83097650.21904889,2,25,27,1,4,4,63,108,112,1,1,1,35.19553072625698,57.14285714285714,44.44444444444444,0,1,1,0,1,1,21.01869834650284,Medio
5,100,154,117,1611939954,895109508,920091003,16119399.54,5812399.402597402,7864025.666666667,5400000,2934601,4500000,34670443.51201621,10779847.008767221,8607827.469182678,2,5,1,1,3,1,47,69,62,0,0,0,47,44.8051948051948,52.991452991452995,0,1,1,0,1,1,14.671290633261746,Bajo
5,62,461,581,1162608498,2402126165,6805739336,18751749.967741936,5210685.82429501,11713837.067125645,3876000,3477552,7000000,84487670.74944091,7226476.016646307,18758967.298288822,2,60,30,2,4,3,60,190,207,1,1,0,96.7741935483871,41.21475054229935,35.628227194492254,0,0,0,0,0,0,6.317834624723623,Bajo
5,276,456,345,6800627644,16135506464,9685130410,24639955.23188406,35384882.596491225,28072841.76811594,9150000,12000000,16200000,53259002.26478132,129509681.27998412,60467816.446026705,36,65,50,4,4,4,176,233,128,1,1,0,63.76811594202898,51.09649122807017,37.10144927536232,1,1,1,1,1,1,10.59875870270511,Bajo
5,0,1457,616,0,13408304154,10644200205,0,9202679.58407687,17279545.78733766,0,2758340,7334795.5,0,20824248.88144798,27584145.89679268,0,69,42,0,4,4,0,338,201,0,0,0,0,23.198352779684285,32.62987012987013,0,1,1,0,1,1,7.479271912120235,Bajo
5,1110,1110,695,66602738497,69078111293,114059662887,60002467.114414416,62232532.696396396,164114622.85899282,19872592,25000000,52740000,134656468.3995532,125639065.74977449,442876433.5524218,64,77,82,4,4,4,273,289,327,0,0,0,24.594594594594597,26.036036036036037,47.05035971223022,1,1,1,1,1,1,6.13019226255939,Bajo
6,600,712,0,10668438679,33854235994,0,17780731.131666668,47548084.26123595,0,5564000,7000000,0,38384590.00498836,797526423.076145,0,20,67,0,4,5,0,451,252,0,0,1,0,75.16666666666667,35.39325842696629,0,1,1,0,1,1,0,21.53850700607819,Medio
5,134,602,356,4091553599,9982375607,8721854590,30533982.08208955,16582019.280730898,24499591.54494382,12349260,7169200,8064000,91773900.50165306,39948831.415987045,50112504.45553964,8,35,30,3,4,4,108,207,174,1,1,1,80.59701492537313,34.38538205980066,48.87640449438202,0,1,1,0,1,1,9.654055499032973,Bajo
4,340,751,809,3863450082,8847634645,9837598277,11363088.476470588,11781138.009320905,12160195.645241039,6000000,6750000,6000000,19337208.41627549,23667142.49060443,25790990.30409909,41,84,78,4,4,4,189,284,325,0,0,0,55.58823529411765,37.81624500665779,40.17305315203956,1,1,1,1,1,1,6.838027134726014,Bajo
7,181,162,189,2115923594,1910574436,2785509945,11690185.602209944,11793669.358024692,14738147.857142856,6386210,8213766.5,6900000,14333202.640738228,13772541.538734293,21785929.02942093,10,29,36,4,4,4,104,87,91,1,1,0,57.4585635359116,53.70370370370371,48.148148148148145,0,1,1,1,1,1,9.051844166302732,Bajo
5,1,0,208,5000000,0,5578118054,5000000,0,26817875.259615384,5000000,0,6391000,0,0,264710229.67396483,1,0,26,1,0,4,1,0,130,1,0,1,100,0,62.5,0,0,1,0,0,1,32.3413737048904,Alto
6,197,519,423,3134275718,5934709635,6648461714,15910029.02538071,11434893.323699422,15717403.579196218,7500000,6176667,7875000,19590127.044679344,20358059.342666894,31068772.91246089,27,40,31,4,4,4,128,172,153,1,1,0,64.9746192893401,33.140655105973025,36.17021276595745,0,1,1,0,1,1,7.192971438997968,Bajo
5,331,386,344,3310862734,3762913564,3961391689,10002606.447129909,9748480.735751295,11515673.514534883,6513841,5675280,7646778,12073212.030372621,15424924.622703318,14571288.21625107,5,31,22,4,4,4,151,151,137,1,1,1,45.61933534743202,39.119170984455955,39.825581395348834,0,0,0,1,0,1,4.248987885181958,Bajo
5,488,1061,1223,3377655239,3912804879,3143653964,6921424.6700819675,3687846.25730443,2570444.7784137367,3300000,1400000,1000000,11638447.620160783,7797779.268346995,5274287.30515412,11,15,27,2,3,3,168,203,193,1,1,0,34.42622950819672,19.132893496701225,15.780866721177434,1,1,0,1,1,0,5.611885428442248,Bajo
5,457,563,493,4764463955,4420217487,3538791682,10425522.877461707,7851185.589698046,7178076.434077079,6732000,5000000,4773000,12595636.637984566,8120994.337626481,7640637.966210001,6,14,13,4,4,3,183,171,159,1,1,0,40.0437636761488,30.373001776198933,32.25152129817444,0,0,1,0,1,1,3.8417714778477006,Bajo
6,6,8,206,645471600,157179400,4451077314,107578600,19647425,21607171.427184466,97500000,24346800,8736000,76580186.31630509,15916074.892093034,51278843.95362988,2,3,34,4,2,4,4,8,129,0,0,1,66.66666666666666,100,62.62135922330098,0,0,0,0,0,1,14.70632744605378,Bajo
6,21,2,805,554963877,2486056,3329687943,26426851.285714287,1243028,4136258.314285714,9600000,1243028,2073884,46313325.828532256,148735.66878190316,9485973.172888035,1,1,35,4,1,4,20,2,175,0,0,0,95.23809523809523,100,21.73913043478261,0,0,0,0,0,1,6.870074314461494,Bajo
6,1089,2061,1149,12866926713,24350161444,28650263734,11815359.699724518,11814731.413876759,24934955.382071365,3695448,3902100,6473633,51064440.52782375,41232217.43142943,130382592.88513677,34,58,58,4,4,4,344,447,350,1,1,0,31.588613406795226,21.688500727802037,30.461270670147954,1,1,1,1,1,1,6.9499175362194086,Bajo
5,166,250,256,1775327144,2774142690,3562263139,10694741.831325302,11096570.76,13915090.38671875,6950000,7400000,8686000,15000865.57952284,12593077.467080692,16603475.546335587,10,35,44,4,5,4,86,113,115,1,1,1,51.80722891566265,45.2,44.921875,1,1,1,1,1,1,6.304048467346519,Bajo
5,0,414,484,0,2420462222,3761071411,0,5846527.106280194,7770808.700413223,0,3158333,3000000,0,7319376.208567112,18826960.12349061,0,39,49,0,4,4,0,176,165,0,1,0,0,42.51207729468599,34.090909090909086,0,0,1,0,1,1,7.435998830286916,Bajo
5,239,315,204,2483256117,1976407017,1380561738,10390192.958158996,6274307.99047619,6767459.5,4280000,2991000,3264000,22425425.991771117,12040521.42570701,12208103.688649604,8,16,13,4,4,4,100,82,62,1,0,0,41.84100418410041,26.031746031746035,30.392156862745097,0,0,0,0,1,0,10.584486407934138,Bajo
6,696,704,486,5226037196,6543586247,6382528327,7508674.1321839085,9294866.828125,13132774.335390946,4443990,5400000,7800000,10579442.037310619,13955952.023401864,19168026.610525087,20,51,51,5,4,4,226,276,235,1,1,0,32.4712643678161,39.20454545454545,48.35390946502058,1,1,1,1,1,1,4.491376660359549,Bajo
5,73,170,255,1344856859,2084132763,3627483594,18422696.698630136,12259604.488235295,14225425.858823529,8000000,5100000,7829796,29818282.390033152,25607376.998907417,20070625.735030435,15,33,47,3,4,4,65,104,138,1,1,1,89.04109589041096,61.1764705882353,54.11764705882353,0,0,1,0,1,1,8.079437248802067,Bajo
5,92,91,199,715910716,407800240,1705267133,7781638.217391305,4481321.318681318,8569181.572864322,5740292,3424269,6046074,9350093.309270669,3275695.274811627,8348446.165547264,16,3,8,3,1,3,60,49,78,1,1,1,65.21739130434783,53.84615384615385,39.19597989949749,0,0,1,0,0,1,7.923786005829912,Bajo
4,38,68,62,151280420,706731051,578358978,3981063.6842105263,10393103.69117647,9328370.612903226,2750000,6025000,7150000,4474907.284811198,22904471.11913246,8354873.360156288,6,19,19,2,3,3,22,44,44,1,1,1,57.89473684210527,64.70588235294117,70.96774193548387,0,1,0,0,1,0,14.713240760035156,Bajo
5,132,198,90,1105068333,1733034147,1149011659,8371729.795454546,8752697.712121213,12766796.211111112,4200000,5500000,9895000,19274832.72853382,15247230.926496275,12318593.525705468,7,25,22,1,4,4,67,91,65,1,1,1,50.75757575757576,45.95959595959596,72.22222222222221,0,1,1,0,1,1,7.008858202182912,Bajo
5,12021,20436,21866,243729844482,390041786954,542240053791,20275338.531070627,19086014.237326287,24798319.48188969,2859982,3014585.5,2865312,254293836.40664908,234760859.05911607,299787347.1332672,115,211,197,4,4,4,1007,1363,1630,1,0,0,8.377006904583645,6.6696026619690745,7.454495563889144,1,1,1,1,1,1,5.563390998188895,Bajo
5,17,60,10,212007350,1244255815,323950618,12471020.588235294,20737596.916666668,32395061.8,10083326,11502170,20000000,8560461.560466746,32255346.639678374,38805986.114899755,1,23,4,1,3,1,17,44,10,1,1,1,100,73.33333333333333,100,0,0,0,0,0,0,14.080198984240642,Bajo
5,2363,1071,781,99802678366,97709027293,49482306659,42235581.195937365,91231584.77404295,63357626.96414853,14003133,18356049,17120000,360382019.8282865,1356217216.5459373,241989492.540682,18,12,28,4,2,3,1122,578,387,1,1,1,47.482014388489205,53.96825396825397,49.55185659411011,1,1,1,1,1,1,13.385632376899846,Bajo
5,4716,7879,8025,49973777833,88370153256,135503646069,10596645.002756573,11215909.792613275,16885189.54130841,2598143,3712512,3556664,141204740.54429835,96206497.61545616,170088939.608504,75,102,120,4,4,5,231,538,504,0,0,0,4.89821882951654,6.8282777002157635,6.280373831775702,0,0,1,0,1,1,17.328242658350312,Medio
6,50,78,84,3630264058,2233948631,1887181609,72605281.16,28640367.064102564,22466447.726190478,14158350,14725752,10432450,379642455.85498077,42772314.26149132,36375280.608603895,3,14,16,2,2,3,49,56,68,1,1,1,98,71.7948717948718,80.95238095238095,0,0,0,0,0,0,18.196674184970643,Medio
5,532,343,259,4257110654,14733489667,10357912285,8002087.695488722,42954780.37026239,39991939.324324325,4469700,5843647,7500000,15690358.666551946,211574284.95669344,198317686.18719092,24,35,26,3,4,1,166,176,116,1,1,1,31.203007518796994,51.31195335276968,44.78764478764479,0,1,1,0,1,1,17.635908570254788,Medio
5,172,105,133,3561577587,2375920095,3311912294,20706846.43604651,22627810.42857143,24901596.19548872,10150000,13000000,8400000,44612880.022335924,61346817.74287788,79774824.37474273,13,24,32,3,4,4,121,70,72,0,0,0,70.34883720930233,66.66666666666666,54.13533834586466,1,1,1,1,1,1,13.163818121005967,Bajo
5,86,20,58,499690346,255005000,1157618380,5810352.860465116,12750250,19958937.586206898,4197960,8225000,10500000,5591900.390111711,11997724.178381762,33813069.625495,9,10,15,2,2,3,55,16,41,0,0,1,63.95348837209303,80,70.6896551724138,0,0,0,1,0,0,12.78655903146453,Bajo
3,111,75,78,1858865965,1696616652,2286564107,16746540.225225225,22621555.36,29314924.448717948,10510000,6750000,7791878,31619931.857018165,50615268.80668883,88040539.8048111,6,16,11,4,4,3,76,61,51,1,1,0,68.46846846846847,81.33333333333333,65.38461538461539,0,0,0,0,0,0,12.454604989661496,Bajo
5,32,67,103,1819454665,1803684296,4601060869,56857958.28125,26920661.134328358,44670493.873786405,19200378,9221969,9000000,141989896.1944305,54223353.02756232,107407747.26902382,4,1,1,3,1,1,18,41,49,0,0,0,56.25,61.19402985074627,47.57281553398058,0,1,1,0,1,1,20.416328235132237,Medio
5,80,174,155,1257677861,1026248286,1461826439,15720973.2625,5897978.655172414,9431138.316129033,7500000,4095000,4095000,36251100.99406849,7412876.754674817,31236684.13234336,4,4,5,2,1,2,53,79,43,1,1,0,66.25,45.40229885057471,27.741935483870968,1,0,1,1,1,0,13.72911899639212,Bajo
5,102,183,151,6728986712,6706083126,6150635271,65970457.960784316,36645262.983606555,40732683.91390728,15164992.5,10000000,13230000,238917288.6246001,141386518.33021355,149507957.03479132,18,44,41,4,4,4,70,101,85,1,1,1,68.62745098039215,55.19125683060109,56.29139072847682,1,1,1,1,1,1,15.160102488309455,Medio
6,1615,2410,2021,34186374307,38038423210,39944256860,21168033.626625385,15783578.095435685,19764600.128649183,2280460,2705610,2597669,113211295.9906078,68846757.60762563,106058361.37544861,61,107,123,4,5,5,250,274,290,1,0,0,15.479876160990713,11.369294605809129,14.349332013854527,1,1,1,1,1,1,17.774016734701544,Medio
5,814,1142,326,9430377471,19807913446,29915401228,11585230.308353808,17344932.96497373,91765034.44171779,1977864,2289951,9504012,78927356.6501004,118316144.41237174,268519595.5704849,58,89,70,4,4,4,104,189,139,1,1,1,12.776412776412776,16.549912434325744,42.63803680981595,1,1,1,1,1,1,18.834706301541004,Medio
5,96,0,0,5562689729,0,0,57944684.677083336,0,0,12000000,0,0,151821039.12721762,0,0,1,0,0,3,0,0,60,0,0,1,0,0,62.5,0,0,0,0,0,0,0,0,26.07344564512185,Medio
5,87,109,71,914870746,2503025265,3064620644,10515755.701149425,22963534.541284405,43163671.042253524,6000000,9113871,18000000,24283881.17673178,49081299.897297375,77392565.43621176,1,10,1,1,3,1,44,56,43,0,1,1,50.57471264367817,51.37614678899083,60.56338028169014,0,1,0,0,1,0,15.161640604234778,Medio
5,763,1122,1883,6651609304,8207059893,9035573113,8717705.50982962,7314670.136363637,4798498.732342008,2556775,2970231,975606,26306514.770747922,20604182.503914356,33471712.634909797,89,103,115,4,4,4,278,293,180,0,0,0,36.435124508519,26.11408199643494,9.559214020180564,1,1,1,1,1,1,17.12194240725651,Medio
5,2000,3636,5866,85382047611,91120785369,99592403396,42691023.8055,25060722.04867987,16977907.15922264,2538143,3783680.5,2278180,320123436.61304224,173716525.15658146,149688726.12539446,55,61,50,4,4,4,238,482,480,1,0,0,11.899999999999999,13.256325632563257,8.18274803954995,1,1,1,1,1,1,17.213086448495524,Medio
5,0,368,943,0,1912946909,5814637911,0,5198225.296195652,6166105.950159066,0,2159021.5,2089956,0,17178136.148529142,21543700.045041565,0,56,68,0,4,4,0,113,188,0,1,1,0,30.706521739130434,19.936373276776244,0,1,1,0,1,1,19.55786287135231,Medio
5,275,261,213,6743384509,5222231993,7229693239,24521398.214545455,20008551.697318006,33942221.779342726,8100000,8000000,9300000,86807215.9323925,51585143.00824155,96607954.03367464,46,68,68,4,4,4,164,182,132,1,1,1,59.63636363636363,69.73180076628353,61.97183098591549,1,1,1,1,1,1,10.090048814113088,Bajo
5,69,1,21,527456089,119798884,459596421,7644291.144927536,119798884,21885543.85714286,4000000,119798884,2400000,11626050.383736152,0,50259658.1335856,1,1,9,3,1,2,52,1,19,1,1,1,75.36231884057972,100,90.47619047619048,1,0,0,1,0,0,17.099288760649063,Medio
5,49,633,511,1187376686,3689941587,3177391160,24232177.265306123,5829291.606635071,6217986.614481409,16325400,1389600,2000000,37715043.13340664,19365071.89509523,14123831.011486942,3,95,75,3,4,4,28,162,131,1,1,1,57.14285714285714,25.59241706161137,25.63600782778865,0,1,1,1,1,1,18.902228470584237,Medio
5,117,130,158,1296597696,2293551914,3766991787,11082031.58974359,17642707.03076923,23841720.170886077,8400000,6216800,6500000,16887140.730988912,79429653.88876872,60681823.16924473,2,1,1,1,1,1,56,77,80,1,0,0,47.863247863247864,59.23076923076923,50.63291139240506,1,1,1,1,1,1,14.547772288912574,Bajo
5,55,6,9,421208791,4969440,19286350,7658341.654545454,828240,2142927.777777778,4000000,833333,1500000,10433782.171992704,12475.251259994726,2101102.6990474416,1,1,4,4,1,2,35,6,9,1,1,1,63.63636363636363,100,100,0,0,0,1,0,0,18.67545882879393,Medio
5,64,0,0,330898466,0,0,5170288.53125,0,0,1351184.5,0,0,13196944.397425635,0,0,1,0,0,4,0,0,34,0,0,1,0,0,53.125,0,0,0,0,0,0,0,0,28.837896351080037,Medio
