nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,num_HHI,val_HHI,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,pnum_ic4k,pval_ic4k,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3
846000474,5,14,2,692,275398097,37969295,7732596964,19671292.64285714,18984647.5,11174273.069364162,12900400,18984647.5,3600000,19148873.73306758,15534637.472387712,28701419.777044978,1,2,62,4,2,4,13,2,318,0.4536531647993871,1.7059969650101214,0,0,0,92.85714285714286,100,45.95375722543353,4.80225988700565,19.24008775710763,0,0,1,0,0,1
846000678,5,475,98,357,6025060358,2300251830,5856875225,12684337.595789474,23471957.44897959,16405812.955182074,5000000,9600000,8000000,51953414.975846924,33143486.124881037,22986805.910914134,47,43,60,4,4,4,186,82,200,0.4550815123135623,2.3396769809401126,1,1,0,39.1578947368421,83.6734693877551,56.022408963585434,5.913978494623656,24.546343660703393,0,0,0,0,0,0
846001669,5,208,523,628,1140124438,2680325246,1528996849,5481367.490384615,5124904.868068834,2434708.358280255,2700000,2700000,1500000,12369324.136729676,14643801.20172998,2780937.617559877,18,46,16,4,4,4,96,190,156,0.6198017089352265,1.2570726648953048,0,1,0,46.15384615384615,36.32887189292543,24.840764331210192,6.033848417954378,15.859256686957151,0,1,0,1,1,0
846002309,5,0,357,1,0,2328367046,3600000,0,6522036.543417367,3600000,0,3399000,3600000,0,23349725.57591179,0,0,27,1,0,4,1,0,142,1,0.9394213663743328,4.295680982420958,0,1,0,0,39.77591036414566,100,6.70391061452514,27.036423481260464,0,0,0,0,0,0
846003357,5,0,88,736,0,385978000,2470656842,0,4386113.636363637,3356870.7092391304,0,3000000,2000000,0,3903349.3352395915,5134844.56396025,0,12,38,0,1,4,0,59,200,0.760557074182298,1.2402362280930987,0,0,0,0,67.04545454545455,27.173913043478258,6.553398058252427,14.948007835017506,0,0,1,0,0,1
860009555,5,88,1111,864,12111814639,15465292751,19866688115,137634257.26136363,13920155.491449146,22993851.984953705,27500000,5426500,13966000,446064880.01909006,54893805.167667106,51133438.382256456,16,76,60,4,4,4,54,465,420,0.23306090810341895,4.872322380579701,0,0,0,61.36363636363637,41.85418541854185,48.61111111111111,2.5690741638390695,29.676760944465673,1,1,1,1,1,1
860015929,5,131,0,948,702629245,0,10175901404,5363582.022900763,0,10734073.210970463,3000000,0,5497500,6702803.540071965,0,19745142.121945914,1,0,45,4,0,4,99,0,350,0.32063808094715784,0.8111686462574059,0,0,0,75.57251908396947,0,36.91983122362869,2.687673772011121,9.922896490614097,0,0,1,1,0,1
860020094,5,104,600,180,1445317300,4973929263,2843942451,13897281.73076923,8289882.105,15799680.283333333,10813500,6031666.5,7857000,12751142.888831988,8349802.443894376,82242808.51184879,16,29,46,4,4,4,97,238,128,0.4670768411785181,1.9403724916804688,1,1,0,93.26923076923077,39.666666666666664,71.11111111111111,4.1855203619909505,17.18998425481119,0,0,1,0,0,1
860020188,5,11075,2287,0,176994632539,47656791627,0,15981456.662663657,20838124.891560998,0,3600000,10152360,0,186589768.68645698,51847227.449547626,0,48,46,0,4,4,0,1941,1444,0,0.06570628425042423,2.040309993206103,1,0,0,17.525959367945823,63.139484040227366,0,0.8232300553809311,21.350507367163697,1,1,0,1,1,0
860020283,2,357,682,544,6983664526,10406693981,11945546528,19562085.5070028,15259082.083577713,21958725.23529412,7200000,8000000,10815000,41165447.789775796,32032650.605827156,44710192.592657484,19,39,42,4,4,4,141,233,177,0.583545400454689,2.8627086411665283,1,1,1,39.49579831932773,34.16422287390029,32.536764705882355,6.632975363234365,28.00348752219773,1,1,1,1,1,1
860023878,6,252,0,540,435552446,0,2685278651,1728382.7222222222,0,4972738.242592593,1171000,0,2600000,1102104.4300203065,0,10850083.599417627,2,0,23,1,0,3,132,0,274,0.3832517090092848,1.0599399564724126,1,0,1,52.38095238095239,0,50.74074074074074,3.787878787878788,13.977184328216785,0,0,0,0,0,1
860023999,4,404,385,592,2648849571,2846760324,4840026416,6556558.344059406,7394182.65974026,8175720.297297297,2200000,5000000,5562000,25287428.251460724,7258542.4516976345,9494038.315965941,31,18,3,4,3,1,156,193,201,0.48538115030666,1.0997628940757005,1,1,0,38.613861386138616,50.12987012987013,33.9527027027027,4.9239681390296886,14.672241286064347,1,1,1,1,1,1
860024026,6,220,323,327,8940140690,7692836501,10951045205,40637003.13636363,23816831.27244582,33489434.877675842,9991000,10000000,14540000,153620434.7926466,53615393.34977634,80919429.41801533,23,53,49,4,4,4,99,137,152,0.7982560443915974,8.97679073292783,0,0,0,45,42.414860681114554,46.48318042813456,9.425287356321839,41.439183846724134,1,1,1,1,1,1
860024030,5,0,52,254,0,168984000,1207176054,0,3249692.3076923075,4752661.62992126,0,2400000,3150000,0,2221751.874909788,6030805.632828696,0,10,28,0,1,4,0,49,108,1.142722884360716,1.7771556140319675,0,0,0,0,94.23076923076923,42.51968503937008,9.15032679738562,17.893049524601302,0,0,0,0,0,0
860024766,5,1154,1569,1062,7479673211,9363886514,14851578280,6481519.246967071,5968060.238368387,13984536.986817326,3000000,3090000,6900000,27324186.846609488,13002589.12288131,42485107.52965448,26,49,44,4,4,4,333,457,432,0.26948480845442535,0.7050428013912128,1,0,0,28.856152512998268,29.12683237731039,40.67796610169492,3.1439894319682957,12.127225744824454,0,1,0,0,1,0
860035447,6,316,498,677,3520502397,4357758470,9585671643,11140830.370253164,8750519.016064256,14159042.308714919,7280000,5523333.5,7560000,24779697.135238867,9706942.582423074,27627179.40133411,39,60,63,4,4,4,207,241,251,0.3680027853236117,0.8669751773044508,0,0,0,65.50632911392405,48.393574297188756,37.07533234859675,3.688799463447351,12.976039839265274,1,1,0,1,1,1
860037592,4,607,803,568,1898638314,4088416717,7681826976,3127904.9654036243,5091428.04109589,13524343.267605634,2100000,2800000,7607045,3671023.7103089597,7692852.463959047,29503304.627555966,22,40,42,4,4,4,195,260,210,0.4063403198581771,1.75278829367297,0,1,0,32.12520593080725,32.378580323785805,36.971830985915496,4.4489383215369065,21.076829930382175,0,1,1,0,1,0
860060016,5,1,124,83,4756852,1056821209,1587383796,4756852,8522751.685483871,19125105.975903615,4756852,3610000,9000000,0,15774387.399991268,36222782.82669292,1,19,21,1,4,4,1,71,55,1.507026627218935,5.1244887534990085,0,0,0,100,57.25806451612904,66.26506024096386,14.423076923076922,37.56193556999186,0,0,0,0,0,0
86011087-1,4,0,105,206,0,532580143,976962829,0,5072191.838095238,4742538.004854369,0,3600000,3600000,0,4588718.232617242,3901450.6424034084,0,22,28,0,4,4,0,57,78,1.4484961900724767,2.2706337667247083,0,1,1,0,54.285714285714285,37.86407766990291,11.57556270096463,20.019304226869007,0,0,0,0,0,0
881862576,5,41,82,133,3966319287,2766631749,3346154273,96739494.80487806,33739411.57317073,25159054.684210528,9900000,13651625,9000000,447933688.9648085,66844990.51983423,47456087.68543865,9,27,32,3,3,4,32,38,54,2.642822265625,16.32754896110233,0,0,0,78.04878048780488,46.34146341463415,40.6015037593985,23.046875,70.35255526766122,1,1,1,1,1,1
890000400,5,395,428,280,19519585468,8321459001,6315866494,49416672.070886075,19442661.21728972,22556666.05,6000000,6000000,8800000,486390457.30997926,78221881.10959676,80346275.02617258,30,56,58,4,4,4,132,156,130,0.9201806003407833,14.13075539939827,1,1,1,33.41772151898734,36.44859813084112,46.42857142857143,11.695376246600182,66.02798074577163,1,1,1,1,1,0
890000448,6,120,256,271,1056791962,7724204677,2589348352,8806599.683333334,30172674.51953125,9554790.966789668,3430000,3258000,3600000,21327020.283483695,349160260.43328047,66932368.26068935,3,3,3,3,2,3,55,90,86,1.101982996065541,25.895797632788614,0,0,0,45.83333333333333,35.15625,31.73431734317343,9.273570324574962,67.99916733502744,1,1,1,1,1,1
890000600,4,440,987,697,15236667657,24118209698,21833667420,34628790.12954546,24435876.087132726,31325204.332855094,6972000,4500000,5280000,191125779.92390192,116796314.43070778,235586354.77007475,4,2,3,1,1,1,86,208,172,0.8533981649944496,31.783356977238945,0,0,0,19.545454545454547,21.073961499493414,24.67718794835007,9.180790960451978,64.50736645583184,0,1,1,0,1,1
890000671,6,87,84,480,853223950,654658800,4990191064,9807171.83908046,7793557.142857143,10396231.383333333,6000000,3015000,3560000,9444332.192416035,13133245.48233779,50721964.77912299,2,13,35,4,3,4,78,70,165,0.6495973345980779,8.035270093138298,1,0,1,89.65517241379311,83.33333333333334,34.375,5.990783410138249,45.929963438854834,1,1,1,1,1,1
890000905,5,159,225,303,3788423150,4917430849,6512015417,23826560.6918239,21855248.217777777,21491800.05610561,3000000,3192222,4000000,83190087.79888526,81730276.95560916,57916617.99258072,13,25,14,3,3,2,33,67,109,1.7350715830912626,47.48025700021244,0,0,0,20.754716981132077,29.777777777777775,35.973597359735976,17.17612809315866,76.24717605212496,1,1,1,1,1,1
890000992,6,87,100,721,1829375628,974227886,7273362482,21027306.068965517,9742278.86,10087881.389736477,8396000,2750000,7488000,50644909.238549925,36451513.00465725,14761648.49272301,2,5,24,3,1,4,58,54,235,0.5659434493198006,1.4045210666732229,0,0,0,66.66666666666666,54,32.593619972260754,5.9471365638766525,16.164293247060392,0,0,0,0,0,0
890001006,5,108,450,371,3855495969,7793126612,8074737783,35699036.75,17318059.13777778,21764791.86792453,7233000,3425352,5000000,91221685.1729891,57741093.72719544,57160019.557923526,12,66,57,4,4,4,65,120,111,1.549289083600895,20.539041379533224,1,1,0,60.18518518518518,26.666666666666668,29.919137466307276,15.715823466092571,61.70473295825241,1,1,1,1,1,1
890001098,7,119,292,235,1038327013,2214448426,2430833870,8725437.084033614,7583727.48630137,10343973.914893618,6457500,5701200,8320000,6494789.80010642,5705222.638723527,6485582.270291054,3,14,10,3,3,4,71,92,85,1.1708154012786474,1.2976857244656959,1,1,1,59.66386554621849,31.506849315068493,36.17021276595745,7.5851393188854495,10.543248214670696,0,0,1,0,1,1
890001605,7,5,94,137,19352000,648829257,1034953001,3870400,6902438.904255319,7554401.467153285,4400000,3900000,6600000,1687181.3180568353,9953887.335930388,5472594.176083241,2,1,12,1,1,3,5,43,72,1.6410514220051708,3.1643857473735877,1,0,1,100,45.744680851063826,52.55474452554745,14.83050847457627,26.277618273356346,0,0,0,0,0,1
890001824,6,90,116,98,787509340,914186622,5887654465,8750103.777777778,7880919.155172414,60078106.78571428,7340000,4000000,5724000,9299952.153113548,13421562.28598928,457536656.70682734,6,21,24,4,4,4,63,64,50,1.378549168975069,36.42522342843666,1,1,0,70,55.172413793103445,51.02040816326531,12.171052631578947,70.94622862378996,0,1,1,0,1,1
890103002,4,0,2176,1303,0,6901059476,9318388971,0,3171442.773897059,7151488.082118189,0,1732458,2780700,0,9433291.670170771,42132993.85602869,0,25,40,0,4,4,0,366,358,0.35359365985259894,1.9560625223378187,0,1,1,0,16.81985294117647,27.475057559478127,3.2768036792181663,23.850590090290755,0,0,1,0,1,1
890103406,4,0,53,11,0,2609306994,1036500000,0,49232207.43396226,94227272.72727273,0,11000000,99000000,0,102092597.50634572,85608224.96593526,0,16,2,0,3,1,0,29,4,8.3984375,44.044681321476,0,0,0,0,54.71698113207547,36.36363636363637,50,84.64368168909162,0,1,0,0,1,0
890200500,7,185,896,205,3644969985,29483009188,27500793175,19702540.45945946,32905144.183035713,134150210.6097561,3010000,7677250,30000000,149197028.37098467,186680716.52722526,370606994.7258671,13,77,52,2,4,4,167,455,100,0.27923637498216225,10.248853495024843,0,0,0,90.27027027027027,50.78125,48.78048780487805,4.121306376360809,47.6492160853608,0,1,1,0,1,1
890200965,5,73,150,149,494197000,804896709,852686036,6769821.917808219,5365978.06,5722725.073825504,4944000,3000000,3300000,6510581.36931391,6919308.961423002,10943011.193716202,10,33,22,3,4,3,52,73,72,1.3166261995606428,2.393868448357479,1,1,0,71.23287671232876,48.66666666666667,48.322147651006716,12.903225806451612,23.534564872484196,0,1,1,1,0,1
890201724,5,0,62,126,0,850423429,2332873859,0,13716506.91935484,18514871.896825396,0,12000000,15600000,0,11688740.278540777,13614251.908694033,0,1,1,0,1,1,0,51,74,1.4938886373924851,2.2582516620257125,0,1,1,0,82.25806451612904,58.730158730158735,9.574468085106384,18.504869219113914,0,0,0,0,0,0
890201933,5,100,87,108,614997926,767749026,754742807,6149979.26,8824701.448275862,6988359.324074074,3600000,5750000,4000000,7140315.355379714,10024060.343342723,10896280.502825165,11,21,14,3,3,3,62,58,49,1.407641482332663,4.369940712902881,1,1,1,62,66.66666666666666,45.370370370370374,13.898305084745763,28.36313308390452,1,1,1,1,1,1
890202002,5,267,254,188,886597735,1275397339,1112174865,3320590.767790262,5021249.366141732,5915823.75,2100000,1885000,2994000,5156780.208077223,13770552.246298106,10790158.345255617,13,39,31,4,3,4,90,111,66,1.0903535244021556,2.956785140598754,1,0,0,33.70786516853933,43.7007874015748,35.1063829787234,10.296191819464035,24.484741474501696,0,1,1,0,1,1
890202024,6,1,77,407,7578573764,2901253486,23063624346,7578573764,37678616.7012987,56667381.685503684,7578573764,18400000,8989260,0,46761554.548149236,272640744.55991507,1,37,61,1,4,4,1,62,201,0.8540758847911575,15.66957031977947,0,1,0,100,80.51948051948052,49.385749385749385,9.896907216494846,64.01379476273263,0,0,0,0,0,0
890202066,5,46,78,63,874705645,1660615896,1788202562,19015340.108695652,21289947.384615384,28384167.65079365,6875000,6500000,9000000,35189586.140035614,51850724.84931974,60642829.04893989,23,32,29,4,4,4,36,54,40,1.484171694929795,9.826368701690194,0,1,0,78.26086956521739,69.23076923076923,63.49206349206349,12.29946524064171,55.632442000983104,0,1,1,0,1,1
890203222,5,26,206,159,550189425,13936408484,1400852310,21161131.730769232,67652468.36893204,8810391.886792453,5250000,4290000,4000000,43299147.37478961,482980434.3136308,24078228.811214812,2,30,37,5,4,4,21,91,79,1.3703468710958198,20.02825450757698,1,1,0,80.76923076923077,44.1747572815534,49.685534591194966,10.485933503836318,79.60935978810635,0,1,1,0,1,1
890203242,6,100,975,570,3559590256,15127143152,87740071080,35595902.56,15515018.617435897,153929949.2631579,24480000,3360000,8535714,58448505.89855124,103175214.81025471,2476029147.3800654,1,19,9,1,4,2,95,261,262,0.43809646991435774,31.249570429831316,0,1,1,95,26.769230769230766,45.96491228070175,4.984802431610942,69.38446319820318,0,1,1,0,1,1
890203373,5,68,152,123,1031801180,1487493509,2187880877,15173546.764705881,9786141.506578946,17787649.406504065,6900000,6000000,6662218,32263826.47833115,18620734.77673696,40259212.78744289,6,36,46,4,4,4,52,94,63,1.3013285280792868,6.6700221526844325,1,0,0,76.47058823529412,61.8421052631579,51.21951219512195,13.702623906705542,38.72965961091582,0,1,1,1,1,1
890203436,5,260,408,825,2728994804,4699803491,8774132615,10496133.861538462,11519126.203431373,10635312.26060606,7800000,7268500,6489000,11571909.595559921,45665744.81011253,39423066.70927604,1,60,50,4,4,4,144,151,229,0.6002111214244281,1.5716072470180953,0,0,0,55.38461538461539,37.00980392156863,27.757575757575758,8.238446081714669,20.44915130110865,0,1,1,0,1,1
890203551,5,379,206,121,1323679627,1085337858,969881244,3492558.382585752,5268630.3786407765,8015547.47107438,1398000,3000000,5700000,5442261.755120048,6602765.21504116,9066278.873175193,37,46,18,4,4,3,122,107,66,1.0039403253376562,3.578528557647891,1,0,1,32.189973614775724,51.94174757281553,54.54545454545454,11.756373937677052,26.109192099435663,1,1,0,1,1,1
890203563,6,68,100,73,1176996001,6944262094,1928470732,17308764.720588237,69442620.94,26417407.287671234,6475000,9237000,10000000,32887276.840186153,498863732.7437806,53426310.37941076,10,38,32,4,4,4,42,55,35,3.7206659664950674,29.587565574721836,0,0,0,61.76470588235294,55.00000000000001,47.94520547945205,29.460580912863072,80.53220152822736,1,1,0,0,1,0
890203887,5,141,94,125,644259366,617493231,890381527,4569215.361702127,6569076.925531914,7123052.216,2867400,2800000,3600000,6877848.759328333,13436824.600806165,11929619.822230546,19,36,44,4,4,4,78,51,70,1.1851851851851851,5.635746878159621,1,1,1,55.319148936170215,54.25531914893617,56.00000000000001,13.055555555555557,32.26526331497358,0,1,0,1,1,1
890204360,5,69,313,311,372570807,1883086656,3014445491,5399576.9130434785,6016251.297124601,9692750.774919614,3806000,3000000,3500000,4438970.249462447,8026035.497349219,26136203.357699256,1,39,47,2,4,4,48,91,112,1.0521625240239958,3.7558560354565027,0,0,0,69.56521739130434,29.073482428115017,36.01286173633441,9.812409812409813,28.384759198387382,0,1,1,0,1,0
890204581,5,31,64,80,273328872,517845121,501969100,8817060.387096774,8091330.015625,6274613.75,7290000,7283871,5500000,7583744.238414046,4947164.086823187,4715682.797486241,8,10,10,3,3,3,27,37,47,1.910204081632653,3.4685206059929703,0,0,0,87.09677419354838,57.8125,58.75,17.71428571428571,26.770357656003043,1,1,1,1,1,1
890204659,5,135,224,203,1024850831,1943677638,5237918341,7591487.637037037,8677132.3125,25802553.403940886,5805800,6280554,6366348,6689454.945598277,8317391.940425408,232257819.03884542,30,46,39,4,4,4,89,95,83,1.208824609617406,17.464541970986957,1,0,0,65.92592592592592,42.410714285714285,40.88669950738916,13.167259786476867,52.67735440303183,1,1,1,1,1,1
890204672,4,32,46,47,251396000,384680000,330010000,7856125,8362608.695652174,7021489.361702127,5700000,6240000,4400000,6701462.684586345,7199910.858948991,7946510.302922257,9,9,7,3,2,3,22,27,27,3.3728000000000002,5.714450720908125,1,1,1,68.75,58.69565217391305,57.446808510638306,26.400000000000002,34.60095685063235,0,1,1,0,1,1
890204789,5,229,360,308,1962161199,2675144658,2770765106,8568389.515283844,7430957.383333334,8995990.603896104,5400000,5240000,6798000,8731806.380049475,7340884.293864623,8594119.156139212,20,54,37,4,4,4,121,170,143,0.5410081169860144,0.9015877231097378,1,1,0,52.838427947598255,47.22222222222222,46.42857142857143,5.574136008918618,11.53065303054387,0,1,1,0,1,1
890204895,5,46,97,132,1509337973,6102211944,7873389473,32811695.06521739,62909401.48453608,59646889.946969695,12000000,22774324,18000000,57193876.552957386,97840144.33020857,184955828.406396,13,25,1,4,4,1,34,60,52,2.2624793388429754,16.644331062486177,0,1,0,73.91304347826086,61.855670103092784,39.39393939393939,18.90909090909091,61.51078964604201,1,1,0,1,1,0
890205335,2,213,226,124,2883301009,2653494130,1922726435,13536624.45539906,11741124.469026549,15505858.346774194,6000000,6740800,10916666.5,31318870.004764553,15096364.336649962,23546610.822595917,25,70,46,5,5,4,112,112,95,1.1127271121150648,2.297031809856957,0,0,0,52.58215962441315,49.557522123893804,76.61290322580645,13.49911190053286,23.337542974173587,1,1,1,1,1,1
890205456,5,110,138,292,3899373110,2909861502,3962618056,35448846.45454545,21085952.913043477,13570609.780821918,9950000,10000000,11690000,104533517.42748895,46356324.33677444,11878778.702491902,10,45,24,4,4,4,69,100,172,0.5720164609053499,5.170991754204578,0,1,1,62.727272727272734,72.46376811594203,58.9041095890411,5.7407407407407405,32.00659285140531,1,1,0,1,1,0
890205516,5,62,287,253,464216111,1836999295,2263067157,7487356.629032258,6400694.407665505,8944929.4743083,4465657,4800000,4800000,8951807.811439937,6651108.872260128,14135124.148301695,18,51,37,4,4,4,43,164,113,0.7135682829107847,1.57008272846858,0,1,1,69.35483870967742,57.14285714285714,44.66403162055336,7.142857142857142,18.229684917953666,0,0,1,0,1,1
890205627,5,129,136,148,1164099315,1228916877,1263220106,9024025.697674418,9036153.50735294,8535270.986486487,4530000,5300000,5300000,12707008.605808502,14519742.898388406,10523164.143086603,7,37,33,4,4,4,69,92,84,0.9620739993785505,2.7518960918255186,1,1,0,53.48837209302325,67.64705882352942,56.75675675675676,9.443099273607748,22.682246835458773,1,1,1,1,1,1
890205655,5,69,134,98,491654591,691370315,928510078,7125428.855072464,5159479.962686568,9474592.632653061,3500000,3493702.5,7015500,6903759.688123375,5070409.611041302,7717140.773541895,18,34,29,4,4,4,38,42,45,3.2968731029458835,4.192209543248348,1,0,0,55.072463768115945,31.343283582089555,45.91836734693878,25.249169435215947,33.161703514546176,0,0,0,0,0,0
890210222,5,53,135,110,453807750,632560888,779122148,8562410.37735849,4685636.207407407,7082928.618181818,5460000,3000000,3162600,14196212.842428256,5357346.077570986,7982513.385750176,1,24,25,4,4,4,32,60,48,2.2026034863294446,3.3952283205979508,1,1,0,60.37735849056604,44.44444444444444,43.63636363636363,19.463087248322147,27.04033028657371,0,1,0,0,1,0
890303448,5,391,608,779,3209717602,3089963393,6470133822,8208996.4245524295,5082176.6332236845,8305691.684210527,4285617,3912300,4152000,26613207.73601726,6225974.748555957,30833968.451102395,13,17,88,2,3,4,139,164,277,0.5342133133245859,1.0420213871063446,1,1,1,35.54987212276215,26.973684210526315,35.5584082156611,4.443194600674916,12.754322794342837,1,1,1,1,1,1
890305496,5,0,163,81,0,5476444262,29671424937,0,33597817.55828221,366313888.1111111,0,7200000,31027500,0,107085943.06745578,2223157255.125789,0,11,27,0,3,4,0,140,47,0.8700618113410374,34.87946368716707,0,1,1,0,85.88957055214725,58.0246913580247,9.426229508196721,79.24884391225767,0,1,1,0,1,1
890306950,4,0,168,275,0,16790889808,20254028799,0,99945772.66666667,73651013.81454545,0,22050000,17500000,0,311163133.9493137,213373120.2105241,0,41,52,0,4,4,0,83,100,1.4323639865680844,19.086914758179063,0,0,0,0,49.404761904761905,36.36363636363637,13.092550790067719,68.93844956153934,0,0,0,0,1,0
890307040,5,189,327,451,1397481071,1159842011,1440604630,7394079.740740741,3546917.4648318044,3194245.2993348115,4980000,2000000,2000000,9825158.83225392,4021333.7330081477,4055183.0434250473,5,12,11,2,2,3,65,76,71,1.72357925288395,1.82595124869118,0,0,0,34.39153439153439,23.24159021406728,15.74279379157428,11.685625646328852,16.523407564803914,0,0,0,0,0,1
890309115,4,0,330,218,0,3150198777,5540347425,0,9546056.9,25414437.729357798,0,3555000,9250000,0,46461374.83181968,90481575.26394098,0,22,60,0,3,4,0,107,109,0.9403804145132932,13.439070544848853,0,1,0,0,32.42424242424242,50,8.02919708029197,53.952807338173336,0,1,1,0,1,1
890312380,5,1,203,130,23000040,1575439356,1529480628,23000040,7760785.004926109,11765235.6,23000040,2800000,6400000,0,19128086.794536624,21543441.49648205,1,6,18,1,2,4,1,94,80,1.2137401843020548,2.4226050873278777,1,1,1,100,46.30541871921182,61.53846153846154,12.275449101796406,25.075353397206936,0,1,0,0,1,0
890397282,5,30,87,106,442573683,674562299,765038500,14752456.1,7753589.643678161,7217344.339622642,10000000,6000000,6325000,24269832.38173095,11294847.66671016,4547721.272065409,6,15,9,3,4,4,29,52,51,2.1375857145729857,2.6307203804910575,1,1,1,96.66666666666667,59.77011494252874,48.113207547169814,20.627802690582957,24.86523542188795,0,0,0,0,0,0
890480113,5,105,110,105,28245326891,31424855321,32941386456,269003113.24761903,285680502.91818184,313727490.05714285,150000000,142813766.5,150000000,276469717.27766794,350322216.27201885,500344589.9255483,9,35,26,4,4,4,45,54,43,5.08984375,17.521438966038293,0,0,1,42.857142857142854,49.09090909090909,40.95238095238095,32.8125,64.14476081272375,0,0,0,0,0,0
890500810,5,235,600,655,2817828626,7338238384,15153485169,11990760.110638298,12230397.306666667,23135091.861068703,7455888,4714000,5679100,15717319.863218158,48323684.43348455,271541901.3402641,36,46,46,5,4,5,133,160,172,0.6702400792757084,8.325280659112204,1,1,1,56.59574468085107,26.666666666666668,26.259541984732827,5.167785234899329,37.01512128994987,0,1,1,0,1,1
890501019,5,182,506,1766,10960588520,11810208841,16559478961,60223013.84615385,23340333.677865613,9376828.40373726,15250000,6400000,4000000,153571773.25603116,64227762.30907876,71599693.38015041,32,43,48,4,4,4,104,265,371,0.358379014950891,3.5073751080672775,0,0,0,57.14285714285714,52.37154150197628,21.0079275198188,3.341483292583537,31.623668921549868,1,1,1,1,1,1
890501438,5,333,502,753,65368790727,90496001353,114377784327,196302674.85585585,180270919.02988046,151896127.9243028,36000000,34360000,40600000,471076000.6016505,538161078.794441,506384746.616008,27,63,86,4,4,4,141,154,154,0.7430571858206068,5.856332377719838,1,0,0,42.34234234234234,30.677290836653388,20.45152722443559,7.8085642317380355,35.862879663727774,1,1,1,1,1,1
890680014-9,3,577,185,672,16190039569,5305139747,10100309357,28058994.05372617,28676431.064864866,15030222.257440476,3100000,12697000,6498000,338777992.34078264,44828591.82719816,29250434.56033533,54,27,78,5,3,4,327,123,250,0.3549968974243759,7.406077438386319,1,1,1,56.672443674176776,66.48648648648648,37.202380952380956,4.393305439330543,35.61234085489974,0,0,1,0,0,1
890680025,5,174,1,1993,200167645,6856666,52639862168,1150388.764367816,6856666,26412374.39438033,595200,6856666,8800000,1587989.0175914394,0,106119523.76208735,1,1,77,2,1,4,107,1,1104,0.11339885077817569,2.063998486672199,0,0,0,61.49425287356321,100,55.39387857501254,1.522140221402214,23.314761335837826,0,0,0,0,0,0
890680027,5,1149,2700,1315,15028623818,42897821449,24208632456,13079742.226283725,15888082.018148148,18409606.43041825,3800000,5400000,9181250,32491073.497337803,147571310.2695034,36981624.99491884,34,96,32,4,4,4,358,699,579,0.1866508948023047,1.3418430980664295,1,0,1,31.157528285465624,25.88888888888889,44.03041825095057,2.2850503485670024,17.170413196128024,1,1,1,1,1,1
890680032,5,287,362,367,2403097300,3247981714,3747632637,8373161.324041812,8972325.17679558,10211533.070844688,4200000,5050000,6000000,12283506.034661815,13819573.861643579,12228977.623834414,13,22,11,4,4,3,163,173,157,0.5155697811395623,0.7624252951407261,1,0,1,56.79442508710801,47.790055248618785,42.77929155313351,4.822834645669291,9.067983268848558,0,1,0,0,1,0
890680033,5,630,1400,1324,7716823332,11862133034,17786467742,12248925.923809525,8472952.167142857,13433888.02265861,2000000,4320000,6000000,95639146.10724567,15447378.67229838,163410344.4736366,50,79,66,4,4,4,245,534,489,0.23622769597724877,3.38101810783568,1,1,1,38.88888888888889,38.142857142857146,36.933534743202415,3.070960047704234,28.04430644681604,0,1,1,1,1,1
890700568,4,1,140,341,233981600,516629693,1875389759,233981600,3690212.092857143,5499676.712609971,233981600,2400000,2400000,0,3932887.243287749,7691505.217927925,1,21,35,1,4,4,1,71,116,1.4961863604276786,2.2586571287524717,0,1,0,100,50.71428571428571,34.01759530791789,13.692946058091287,19.312685180142875,0,0,1,0,0,1
890700666,5,438,0,435,6022668071,0,107326499457,13750383.723744292,0,246727584.9586207,3301000,0,10000000,29563354.044666994,0,3838147094.555761,7,0,66,3,0,4,173,0,239,0.5249767427823899,50.17771148440318,1,0,0,39.49771689497717,0,54.94252873563218,8.47651775486827,88.15603077130348,0,0,0,0,0,0
890700694,5,0,341,347,0,3699277498,4562099414,0,10848321.1085044,13147260.55907781,0,5739160,6600000,0,24010745.85405792,22333711.211233407,0,55,72,0,4,5,0,155,133,1.3334910762574363,3.040778384526066,0,0,0,0,45.45454545454545,38.328530259366,14.825581395348838,24.191197657342762,0,0,0,0,0,0
890700901,5,526,1162,988,4698277098,5625631906,7840597238,8932085.737642586,4841335.547332186,7935827.163967611,2550000,2000000,3678374,48867719.478687465,7061703.301507358,17748087.842599686,14,48,49,4,5,4,171,234,268,0.4969434334090772,1.6218915514359091,1,1,1,32.50950570342205,20.137693631669535,27.125506072874494,4.895366218236173,20.232572391658625,0,0,1,0,1,1
