nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,num_HHI,val_HHI,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,pnum_ic4k,pval_ic4k,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3
813012946,4,60,644,235,482171921,3636223104,1210550744,8036198.683333334,5646309.167701864,5151279.761702128,3360000,3000000,3150000,9510065.14014018,12325238.959779833,5668600.869363292,8,48,13,1,4,4,59,180,93,0.7915202201149796,1.4575610492046283,1,1,1,98.33333333333333,27.95031055900621,39.57446808510638,5.644302449414271,16.208298553619606,0,0,0,0,1,0
814001329,5,883,1134,567,2158920136,4729941220,8243176594,2444983.1664779163,4171024.0035273368,14538230.32451499,1249020,2573968.5,6000000,3668429.6806591563,7275263.85322667,88138041.7291328,11,59,44,5,4,4,216,340,280,0.3393711240402956,2.3632582387629957,0,0,0,24.462061155152888,29.98236331569665,49.382716049382715,3.36687306501548,22.060928310056216,0,1,1,0,1,0
814001594,5,576,738,548,1720954463,2165793664,2022351844,2987768.1649305555,2934679.761517615,3690423.0729927006,1848000,1653430,2521500,3913802.2947931834,8278999.028087269,4080360.9902542992,32,60,50,4,4,4,191,214,151,0.5343456846812443,0.8789174837239763,1,0,0,33.15972222222222,28.997289972899733,27.55474452554745,5.853920515574651,11.452825088783728,1,1,1,1,1,1
814001677,6,95,348,395,408870045,3381842868,3948823117,4303895.2105263155,9717939.27586207,9997020.549367089,3000000,3188500,2950000,4133614.0731149847,107938016.9539639,101505854.54463142,1,24,26,1,4,4,65,131,127,0.8319045801744123,14.359017947890324,1,1,1,68.42105263157895,37.64367816091954,32.151898734177216,8.591885441527447,57.66108995037522,0,0,0,0,0,0
814002021,5,430,696,684,1313621680,2860033015,4450264268,3054934.1395348837,4109242.8376436783,6506234.309941521,1863000,2214000,2700000,5213347.477759448,6318374.529805803,11964401.039048169,25,34,1,4,4,1,3,187,207,6.9024755044107335,3.6155776324049906,0,0,0,0.6976744186046512,26.867816091954023,30.263157894736842,32.76243093922652,26.683097346725383,0,1,1,0,1,1
814003182,5,592,938,879,2178136141,4367406268,6024465018,3679284.0219594594,4656083.441364606,6853771.351535836,2070000,2214000,3200000,9943336.603619453,11003984.734891452,37309250.74131495,31,77,68,5,4,4,139,237,186,0.617461053497151,2.11026162804205,0,0,1,23.47972972972973,25.266524520255864,21.160409556313994,7.22291407222914,23.465291346323085,0,1,0,1,1,0
814003370,6,636,691,677,2388465529,2933584932,2815435788,3755448.9449685533,4245419.583212735,4158693.9261447564,1620000,2400000,2487000,13750751.074964443,6387673.810107063,4765608.747963946,7,64,70,4,4,4,186,228,175,0.4876972601702782,1.07060079020656,0,1,0,29.245283018867923,32.99565846599132,25.849335302806498,5.838323353293413,14.583408557474787,1,1,1,1,1,1
814006607,6,92,489,468,354761048,1645108654,1701570456,3856098.347826087,3364230.3762781187,3635834.3076923075,3259000,1610000,1753635,2849827.06532098,4376705.59520659,5569683.884837486,1,44,39,4,4,4,68,173,133,0.8659570465675696,2.260823941460097,0,0,0,73.91304347826086,35.37832310838446,28.418803418803417,10.009532888465206,19.72391277006294,0,1,1,0,1,1
814006620,5,403,603,447,1941009398,12671986261,8102590538,4816400.491315137,21014902.588723052,18126600.756152127,2734750,2280000,4410000,9521190.859091988,182898842.54049668,143032097.0931015,28,67,61,5,4,4,171,191,190,0.45760509736364324,7.562589900029164,0,0,0,42.4317617866005,31.674958540630183,42.505592841163306,4.267033723331039,44.97264805496932,0,0,1,0,0,1
814006625,5,1,927,942,1972000,3185410815,3237391466,1972000,3436257.6213592235,3436721.3014861997,1972000,1800000,1700000,0,8778608.907186182,7772731.854927155,1,57,37,1,4,4,1,176,173,0.9313963796505478,2.453923803105364,1,1,1,100,18.985976267529665,18.365180467091292,9.518716577540106,23.02508647462941,0,0,0,0,1,1
814006632,5,512,719,691,1154383103,1974282913,2744689312,2254654.498046875,2745873.314325452,3972053.997105644,1296000,1395000,1680000,3655870.4890006506,4552699.861865372,20976110.306753885,28,47,37,4,4,4,111,175,153,0.7033408011295899,1.8003616031040695,1,1,1,21.6796875,24.33936022253129,22.14182344428365,7.127991675338189,18.775781787673925,0,0,0,0,1,0
814006654,5,705,731,822,4931685343,4307793755,6302778234,6995298.358865248,5893014.712722298,7667613.423357665,3607000,3172400,3600000,16107648.362469671,9597987.56916278,13089663.292622946,28,67,58,4,4,4,247,246,247,0.4145088695562123,0.8379509232543412,0,1,0,35.0354609929078,33.65253077975376,30.04866180048662,4.384410983170948,12.209645603363633,1,1,1,1,1,1
814006689,5,302,754,1270,2399204125,3738588826,5611879342,7944384.51986755,4958340.618037135,4418802.631496063,4596000,2487000,2102000,12292987.187395459,6837430.85035179,7807123.89436153,6,53,74,4,4,4,148,243,228,0.49413375583796465,1.4615375196665807,0,1,1,49.00662251655629,32.228116710875334,17.95275590551181,5.116079105760963,16.947348609767733,0,0,1,0,0,1
814006732,5,351,809,891,2349484681,3079057468,3165272424,6693688.54985755,3806004.286773795,3552494.303030303,3720000,2000000,1900000,21941843.699221186,12636872.502767382,4702762.719396225,52,51,55,4,4,4,175,242,235,0.456972268109098,1.2552926413428696,1,1,1,49.85754985754986,29.913473423980225,26.374859708193043,5.509507557289128,17.309673037088928,1,0,0,1,0,1
814006908,6,976,840,852,2905187791,3683971258,4024451183,2976626.8350409837,4385680.069047619,4723534.252347418,1933050,2428000,3436551.5,2996688.8980115606,7859192.425877679,5435889.1360998,36,58,49,4,4,4,210,211,201,0.6947238524665703,1.1412730586683189,0,0,0,21.51639344262295,25.11904761904762,23.591549295774648,9.482758620689655,16.132383643009966,0,1,0,0,0,1
814007194,5,345,734,746,832360806,1661491093,4739634868,2412640.0173913045,2263611.8433242505,6353397.946380697,1700000,1570000,1656232,2569534.21018799,2863263.461093891,79143408.67218365,27,53,52,4,4,4,121,200,187,0.8883317695627697,9.802944399320188,0,0,0,35.07246376811594,27.247956403269757,25.067024128686327,11.013698630136986,45.351189622215,0,0,0,0,0,0
815000316,5,1,1895,1613,1270000,45724700713,35691945309,1270000,24129129.66385224,22127678.430874147,1270000,4200000,4800000,0,170209542.0392369,185128307.11577466,1,4,4,1,1,1,1,486,367,0.3033115757136658,2.664245497282475,1,1,1,100,25.646437994722955,22.752634841909487,2.5363351382160157,27.71808970632707,0,0,0,0,1,0
815001140,5,0,27,0,0,3769896818,0,0,139625808.07407406,0,0,37800000,0,0,234441095.6330251,0,0,19,0,0,4,0,0,24,0,4.801097393689985,32.08580631552651,0,0,0,0,88.88888888888889,0,25.925925925925924,83.33506829682149,0,0,0,0,0,0
816005003,5,1397,2016,2687,34573003847,42659370137,53802002578,24748034.249821045,21160401.853670634,20023075.0197246,5473372,7525887,6000000,220163711.8092352,100936454.66610277,132388247.105922,30,59,62,4,4,4,669,871,1000,0.11765116904058048,2.2342735376486953,1,1,1,47.88833214030064,43.20436507936508,37.21622627465575,1.6557377049180328,22.628219962545863,1,1,1,1,1,1
817.003.532-4,5,70,647,601,1086879588,8862338967,11354046953,15526851.257142857,13697587.27511592,18891925.046589017,4926910,4550000,6022100,23350601.65812477,22988324.487694446,28565856.571756456,27,62,61,4,4,4,50,190,116,1.7804140637052968,15.418663053235745,0,0,1,71.42857142857143,29.36630602782071,19.30116472545757,18.66464339908953,61.36645590362981,0,0,0,0,0,0
817000999,5,260,250,203,6258829145,6908830930,10861215982,24072419.78846154,27635323.72,53503527.00492611,6821022.5,7262388.5,15000000,77429519.16843876,69358623.51257963,113665334.24491273,29,52,59,4,4,4,114,88,102,1.1210360977951055,12.494222764965086,0,0,1,43.84615384615385,35.199999999999996,50.24630541871922,12.342215988779802,57.38005201447363,1,1,0,1,1,0
818001019,5,4,2,2,3542391950,957717944,200000000,885597987.5,478858972,100000000,311826877,478858972,100000000,1192923611.309114,49879101.62707827,7071067.811865475,3,1,2,2,1,2,4,1,2,15.625,37.76921189448752,0,0,1,100,50,100,62.5,90.53728678625659,0,0,0,0,0,0
819000736,5,0,29,881,0,80830000,2584024086,0,2787241.379310345,2933057.9863791144,0,2550000,1656232,0,1648662.1124668764,7099118.413729635,0,3,33,0,1,4,0,7,179,0.950851346455742,1.7062263985661814,0,0,1,0,24.137931034482758,20.317820658342793,7.472527472527473,16.712154197849014,0,0,0,0,0,0
819001107,5,0,25,8,0,34596246,10794314,0,1383849.84,1349289.25,0,919727,991820,0,988131.0149487044,1046241.551582855,0,3,1,0,1,1,0,17,8,5.4178145087236,7.925819724717224,0,1,1,0,68,100,30.303030303030305,45.26273304405145,0,0,0,0,0,0
819001235,5,88,207,320,186155129,607478350,1417926774,2115399.1931818184,2934678.0193236717,4431021.16875,1400000,1600000,3000000,1771493.6633362155,6059836.999017775,5265202.450192528,1,1,1,1,1,1,41,56,82,1.5681142177275431,2.3358612807194934,1,1,1,46.590909090909086,27.053140096618357,25.624999999999996,11.382113821138212,22.14173352662438,0,0,0,0,0,0
819001269,5,40,207,496,338922969,636885425,2171937300,8473074.225,3076741.183574879,4378905.846774193,3988106,2050000,2062500,11693001.46315755,3215184.0318837725,8176751.9603010705,2,12,16,1,1,4,39,83,121,1.0703759992319521,2.2361081530549693,1,1,1,97.5,40.09661835748793,24.39516129032258,8.344549125168237,21.512633669573688,0,0,0,0,0,0
819001274,7,0,0,105,0,0,623463069,0,0,5937743.514285714,0,0,4374999,0,0,5748957.88024044,0,0,2,0,0,1,0,0,56,2.1859410430839,3.1937060228764755,0,0,1,0,0,53.333333333333336,12.380952380952381,23.97206946671608,0,0,0,0,0,0
819001302,5,0,242,634,0,993871436,2353551856,0,4106906.7603305783,3712226.902208202,0,2713325,1840400,0,5783696.331410654,7489846.978808002,0,23,29,0,4,4,0,93,139,1.2424157127666227,2.5492456462714914,0,0,0,0,38.429752066115704,21.92429022082019,10.388127853881278,22.739914782190624,0,0,0,0,0,0
819001309,5,0,556,457,0,4071610860,2495755218,0,7323041.1151079135,5461171.155361051,0,3000000,3671314,0,39690506.62126265,4326730.574574385,0,15,12,0,4,1,0,158,167,0.686923888755166,3.7806769115930114,0,0,1,0,28.41726618705036,36.542669584245075,5.330700888450148,29.12846033371371,0,0,0,0,0,0
819001345,7,0,76,212,0,192114653,791242077,0,2527824.3815789474,3732273.9481132077,0,1800000,2496000,0,1956695.1668518016,3836023.2563951295,0,2,3,0,1,1,0,39,55,2.705439814814815,2.8763636350756396,0,1,1,0,51.31578947368421,25.943396226415093,18.75,21.881621738633957,0,0,0,0,0,0
819001352,5,49,1,272,280050212,1000000,2205639939,5715310.448979592,1000000,8108970.363970588,2650000,1000000,2500000,13578820.26676992,0,65629610.8362971,1,1,45,3,1,4,35,1,98,1.3348250453300412,20.179312125000834,1,0,1,71.42857142857143,100,36.029411764705884,10.559006211180124,53.882383756624286,0,0,0,0,0,0
819001363,4,367,750,850,1216115643,2139523046,2843060250,3313666.6021798365,2852697.3946666666,3344776.7647058824,2400000,2284334,2505332,5761631.753406175,2379800.1970634595,3338771.0139049795,18,32,59,4,4,4,99,168,202,0.8168072639321555,1.2112140122190416,0,0,0,26.975476839237057,22.400000000000002,23.764705882352942,6.863243518047788,11.2934248765586,0,0,0,0,0,0
819001712,5,0,220,974,0,571480184,4881031940,0,2597637.2,5011326.427104723,0,1678908,2500000,0,2695486.9341049357,10486729.773286471,0,26,77,0,4,4,0,89,215,1.0285935540348308,4.103396424760707,0,0,0,0,40.45454545454545,22.073921971252567,11.055276381909549,30.91577771244586,0,0,1,0,0,1
819001796,5,309,284,510,788561704,2111670230,2465520205,2551979.6245954693,7435458.556338028,4834353.343137255,1600000,2400000,2550000,4677906.406022238,62118671.720412485,10671546.006605506,8,8,9,2,3,3,71,93,96,1.3030480622780203,5.161836420147748,1,1,1,22.97734627831715,32.74647887323944,18.823529411764707,8.884859474161377,28.5866167177425,0,0,0,0,0,0
819002025,4,1,3060,2535,740000,53686351968,20157488389,740000,17544559.466666665,7951671.9483234715,740000,1100000,2000000,0,739838536.0605967,45963655.10415705,1,33,47,1,4,4,1,388,361,0.39246096849531553,31.812162438544807,0,0,0,100,12.679738562091503,14.240631163708088,2.841315225160829,63.18639143106316,0,0,0,0,1,1
819002363,5,0,170,1302,0,493613953,6643329600,0,2903611.488235294,5102403.686635945,0,2795000,1644000,0,2119981.7354622018,13654377.848076291,0,4,69,0,2,5,0,22,193,1.2517168301039696,7.663351736730642,0,1,1,0,12.941176470588237,14.823348694316435,12.703804347826086,38.755329371175144,0,0,0,0,0,0
819002534,4,0,0,381,0,0,4621396971,0,0,12129650.842519686,0,0,7200000,0,0,28457860.13835747,0,0,2,0,0,1,0,0,147,0.9596241414705051,2.69482377178239,0,0,0,0,0,38.582677165354326,8.661417322834646,25.391352601031514,0,0,0,0,0,1
819002551,5,17,183,2378,84025331,800584796,35060942586,4942666.529411765,4374780.306010929,14743878.295206055,2866667,1700000,2600000,7803477.622363139,24090208.01927257,475221575.0371487,1,2,55,2,1,4,17,148,486,0.3336099874753313,45.11248642514593,0,1,1,100,80.87431693989072,20.43734230445753,3.1419705197827774,71.98623373133385,0,0,1,0,0,1
819003462,5,0,7,236,0,26150000,1077727071,0,3735714.285714286,4566640.131355932,0,2400000,3675000,0,2861630.4044073494,3764349.1612871503,0,1,35,0,1,4,0,7,102,1.4411759724974176,1.7041691577028748,0,0,0,0,100,43.22033898305085,11.934156378600823,14.11507966723588,0,0,0,0,0,0
819003599,5,0,286,399,0,1435192113,1978297002,0,5018154.241258741,4958137.84962406,0,2502000,2226000,0,7194572.484813585,11201604.638905495,0,27,23,0,4,4,0,121,116,1.054291651126858,3.5571067226063495,0,1,1,0,42.30769230769231,29.07268170426065,9.197080291970803,28.63842675531719,0,0,0,0,0,0
819003618,4,0,0,205,0,0,1237091154,0,0,6034590.995121951,0,0,4000000,0,0,6720232.840840123,0,0,13,0,0,4,0,0,71,1.8393813206424747,4.513026892626282,0,0,1,0,0,34.63414634146341,12.682926829268293,29.94160663119575,0,0,0,0,0,0
819003632,4,0,28,713,0,221603946,4144261780,0,7914426.642857143,5812428.86395512,0,3272350,2400000,0,14597564.898142256,19413667.733817488,0,17,50,0,4,4,0,19,268,0.6153919002842932,3.5690437366736942,0,1,1,0,67.85714285714286,37.58765778401122,8.63697705802969,33.415867655110745,0,0,0,0,0,0
819004070,5,1,0,1448,149999500,0,24254972354,149999500,0,16750671.51519337,149999500,0,5985000,0,0,123388917.60425556,1,0,55,1,0,4,1,0,678,0.1907505283146655,4.539169920735235,0,0,1,100,0,46.8232044198895,1.6563146997929608,35.429944601975855,0,0,0,0,0,0
819004280,7,0,0,536,0,0,2991329608,0,0,5580838.820895523,0,0,2050762,0,0,47426433.33515865,0,0,13,0,0,4,0,0,221,0.5395132546224102,14.462319288545986,0,0,0,0,0,41.23134328358209,4.104477611940298,49.39326468900448,0,0,0,0,0,0
819004347,4,0,0,150,0,0,414538666,0,0,2763591.1066666665,0,0,2435000,0,0,2547391.2135379133,0,0,6,0,0,1,0,0,56,2.2311111111111113,3.086592715932546,0,0,0,0,0,37.333333333333336,14.000000000000002,23.510955187953446,0,0,0,0,0,0
820000857,5,68,39,61,428862013,365740637,520008040,6306794.30882353,9377965.051282052,8524721.967213115,2785000,5776000,4545460,16012258.546643188,13386404.681108473,11197739.568967538,15,17,27,4,3,4,39,34,32,2.040816326530612,5.690882455493103,0,0,0,57.35294117647059,87.17948717948718,52.459016393442624,17.857142857142854,39.32414934188615,0,0,1,1,0,1
820000886,4,63,132,99,293716379,566931265,663311043,4662164.746031746,4294933.825757576,6700111.545454546,2408000,2350000,3600000,5250576.474540716,4757170.823746863,10792824.002382891,13,24,31,4,4,4,32,48,50,2.906196492202323,7.608597445150504,1,1,1,50.79365079365079,36.36363636363637,50.505050505050505,26.53061224489796,42.78961244570798,0,1,1,0,1,1
820002248,6,113,150,112,2462411236,2861063131,2948000224,21791249.876106195,19073754.206666667,26321430.57142857,7500000,5017200,5276800,43713852.06461837,74886451.14979237,106011970.34692952,18,51,41,4,4,4,1,76,57,11.176533333333332,22.728936942002246,1,1,1,0.8849557522123894,50.66666666666667,50.89285714285714,46.666666666666664,80.2314018134182,0,1,1,0,1,1
820002608,7,0,0,44,0,0,141924053,0,0,3225546.659090909,0,0,1828375,0,0,4299460.284585545,0,0,20,0,0,3,0,0,27,5.165289256198348,10.636153960605569,0,0,0,0,0,61.36363636363637,34.09090909090909,55.70732820038615,0,0,1,0,0,1
820002657,5,75,115,108,670058252,946211425,920777069,8934110.026666667,8227925.434782608,8525713.601851853,5172156,4000000,4330000,10773813.31871526,11441863.819661021,11500833.257292183,25,30,29,5,4,4,53,67,53,1.8850502229629296,5.863202598312263,0,0,0,70.66666666666667,58.26086956521739,49.074074074074076,17.785234899328863,39.896748083016995,0,1,1,1,1,1
820002715,5,67,71,67,395055931,443496359,489295740,5896357.179104477,6246427.591549296,7302921.492537313,3930000,4595162,5100000,4834562.195067019,5912855.7066252725,6134050.026132061,6,27,31,4,4,3,50,44,41,2.0059488399762047,3.507334568810709,1,1,1,74.6268656716418,61.97183098591549,61.19402985074627,16.097560975609756,28.846298021016757,0,1,0,1,1,1
820002854,4,65,159,128,695952862,1095507423,1395326526,10706967.107692307,6889983.79245283,10900988.484375,2500000,4440000,6000000,24731597.28381668,9409434.305855496,25874616.63397297,31,31,30,4,4,4,50,84,66,1.2267561983471076,4.454953846112399,1,1,1,76.92307692307693,52.83018867924528,51.5625,11.079545454545455,35.96523473248428,0,0,1,0,0,1
820002916,7,76,115,84,1157197640,2330675562,1869570547,15226284.736842105,20266744.017391305,22256792.226190478,4960000,4500000,4400000,33549290.886090692,59093957.068898916,55974022.548283495,15,33,26,4,4,4,54,62,46,1.7943801652892564,7.728008780675171,0,0,0,71.05263157894737,53.91304347826087,54.761904761904766,16.72727272727273,47.443806339066796,1,1,1,1,1,1
820003193,5,32,74,76,568438018,247752372,460889091,17763688.0625,3348005.027027027,6064330.144736842,4200000,2042744,3000000,69955302.22571586,3763350.4709396884,19223174.714564547,2,18,10,1,4,3,22,48,43,1.8898683733848571,13.059224665254614,0,1,0,68.75,64.86486486486487,56.57894736842105,15.384615384615385,58.34249246699783,1,1,1,1,1,1
820003284,5,0,48,49,0,236340660,249990061,0,4923763.75,5101837.979591837,0,3600000,3300000,0,3587724.3616557484,5421388.194290895,0,23,9,0,4,2,0,35,37,2.7314273567860554,5.274574797310732,0,0,1,0,72.91666666666666,75.51020408163265,21.649484536082475,34.59188875711596,0,0,0,0,0,0
820003291,5,1,15,82,159964000,207172921,964653909,159964000,13811528.066666666,11764072.06097561,159964000,7205277,6000000,0,18789912.121810313,20522924.31057173,1,9,16,1,3,4,1,13,46,2.769679300291545,8.395119919324452,0,1,1,100,86.66666666666667,56.09756097560976,19.387755102040817,50.132665953256335,0,1,0,0,1,0
820003328,5,93,120,74,777944574,954943778,1020411684,8364995.419354838,7957864.816666666,13789347.081081081,6000000,5433618.5,9000000,7621632.432665404,8912433.067572106,18730410.917070225,18,40,35,4,4,4,56,62,38,2.205926987094659,6.440629525416942,1,0,0,60.215053763440864,51.66666666666667,51.35135135135135,18.81533101045296,36.19312403190627,0,1,1,0,1,1
820003337,4,0,13,140,0,107870000,1353671956,0,8297692.307692308,9669085.4,0,4000000,3720000,0,8469399.972692037,15020218.028597238,0,6,43,0,3,4,0,12,55,3.0116621812123543,18.813897375134417,0,1,1,0,92.3076923076923,39.285714285714285,22.22222222222222,57.75318878358632,0,0,0,0,1,0
820003352,5,42,85,91,205494498,434475747,625860864,4892726.142857143,5111479.376470588,6877591.912087912,3899500,3600000,4800000,4429627.548120825,5699702.535593576,17437324.84604206,13,26,24,4,4,4,34,46,35,2.5965827792273384,4.549323932832477,1,0,0,80.95238095238095,54.11764705882353,38.46153846153847,19.724770642201836,32.019531525038545,1,1,1,1,1,1
820003357,4,29,71,73,112065984,285325802,433208723,3864344.275862069,4018673.267605634,5934366.068493151,3000000,3600000,3000000,3073880.5237538675,2963236.021504463,11657425.031566208,6,32,33,3,4,4,23,53,38,2.014768284941027,4.417354527891663,0,0,0,79.3103448275862,74.64788732394366,52.054794520547944,17.91907514450867,30.463961947800826,1,0,0,1,1,0
820003360,5,21,0,24,299266905,0,537543169,14250805,0,22397632.041666668,3877500,0,6300000,28854257.75781629,0,61276657.47226657,1,0,18,4,0,4,19,0,21,2.8148148148148153,17.12892144093579,0,0,0,90.47619047619048,0,87.5,17.77777777777778,69.31082906633364,0,0,0,0,0,0
820003365,5,0,72,94,0,313495946,774693707,0,4354110.361111111,8241422.414893617,0,3096000,3755098.5,0,3911876.6930229906,22446074.255605396,0,32,44,0,4,4,0,51,56,2.5547975032660766,7.365465038152914,0,1,1,0,70.83333333333334,59.57446808510638,21.084337349397593,48.26220976758359,0,1,1,0,1,1
820003374,5,0,75,86,0,477252432,978292337,0,6363365.76,11375492.290697675,0,3000000,4561859.5,0,7169400.957854819,28330022.662525963,0,23,29,0,3,4,0,49,45,2.8046757455345084,9.18271618830906,0,0,0,0,65.33333333333333,52.32558139534884,22.36024844720497,50.87017354393721,0,0,0,0,0,0
820003382,5,40,91,83,383612067,917583930,790641163,9590301.675,10083339.89010989,9525797.144578313,5018560,4800000,3912790,12592849.462218335,13845612.341404457,24171695.18433301,3,2,26,2,1,3,30,54,48,3.1400122281421954,27.519413142396772,0,1,0,75,59.34065934065934,57.831325301204814,21.962616822429908,63.289423637545475,0,0,0,0,0,0
820003388,5,56,69,52,327759967,350234804,381508281,5852856.553571428,5075866.724637682,7336697.711538462,4250000,3777778,4034000,4484751.639564411,5144096.476244643,7956961.601113688,14,29,17,4,4,4,44,48,31,1.8098247629991382,4.852251180352377,0,1,1,78.57142857142857,69.56521739130434,59.61538461538461,16.94915254237288,31.300378075739605,1,1,1,1,1,1
820003401,5,12,29,52,76050000,113486000,235791219,6337500,3913310.3448275863,4534446.519230769,4950000,3200000,3000000,6093322.537454795,2589897.3242671816,4101451.981252041,3,3,1,1,2,1,10,21,39,3.2258064516129035,5.432784084619421,1,1,1,83.33333333333334,72.41379310344827,75,24.731182795698924,35.87120531780497,0,0,0,0,0,0
820003404,5,2,80,130,5320000,264643853,637141073,2660000,3308048.1625,4901085.176923077,2660000,2159500,3667500,2064751.8010647187,3104389.723256745,4577587.842097933,1,26,37,1,4,4,2,42,60,2.2338910644357424,2.8933192650360438,1,0,0,100,52.5,46.15384615384615,18.867924528301884,21.901989649210655,0,0,1,0,0,1
820003411,3,84,124,99,17314473666,1042751397,1109858081,206124686.5,8409285.459677419,11210687.686868686,3000000,3027390,6000000,1832398629.1359327,16832028.262075398,19791235.997760214,14,53,40,4,4,4,58,80,47,1.9851669513734895,75.27715564293531,0,1,0,69.04761904761905,64.51612903225806,47.474747474747474,19.218241042345277,91.07368357064021,0,1,1,0,1,1
820003422,4,11,87,92,92314970,662615182,792683540,8392270,7616266.459770115,8616125.43478261,3700000,5000000,5173000,10015315.344106745,8131838.518512074,8477338.210344987,1,19,29,4,3,3,10,49,53,2.3711911357340716,3.906470824866344,0,1,1,90.9090909090909,56.32183908045977,57.608695652173914,20,33.23590794387983,0,0,0,0,0,1
820003435,5,7,107,161,62850505,587334125,983449254,8978643.57142857,5489103.971962617,6108380.459627329,9959000,2200000,3200000,5273090.732301751,10243229.591450846,8115022.218247177,3,33,51,3,5,5,5,57,85,1.8181818181818181,3.0411198901058913,0,1,1,71.42857142857143,53.271028037383175,52.79503105590062,15.636363636363637,22.917126332083352,0,1,1,0,1,1
820003444,5,0,16,56,0,248479000,268621014,0,15529937.5,4796803.821428572,0,3645000,2750000,0,40076875.23159917,5235952.72778976,0,10,21,0,4,4,0,14,36,3.3950617283950617,13.59896373411646,0,0,0,0,87.5,64.28571428571429,23.61111111111111,58.7202264125253,0,1,0,0,1,1
820003456,5,56,27,0,251973693,142539266,0,4499530.232142857,5279232.074074074,0,1966000,2550000,0,5736630.84316844,7136311.796958264,0,12,17,0,3,3,0,35,24,0,3.2370445637973586,7.217516801439054,1,0,0,62.5,88.88888888888889,0,24.096385542168676,46.721755976588845,0,0,0,0,0,0
820003516,5,0,27,90,0,150927602,373010371,0,5589911.185185186,4144559.677777778,0,3500000,3000000,0,8505959.58112588,3548524.374239459,0,17,27,0,4,4,0,24,42,3.133903133903134,4.8461029756696306,0,0,0,0,88.88888888888889,46.666666666666664,24.786324786324787,35.71319653137643,0,0,1,0,0,0
820003524,6,23,110,206,183391656,600667305,1395196740,7973550.260869565,5460611.863636363,6772799.708737864,6000000,3992083,4660000,6050356.3174439585,5477268.607117975,12477927.954109011,1,45,41,4,4,4,22,64,80,1.842135031891473,2.914218102752212,1,1,0,95.65217391304348,58.18181818181818,38.83495145631068,16.519174041297934,26.680372465387897,0,0,0,0,0,0
820003533,5,133,110,115,1067797279,891401059,918918103,8028550.969924812,8103645.990909091,7990592.2,5867840,5820150,4000000,9316226.490402466,9748338.422296256,10700975.073263893,8,41,34,4,4,4,81,67,62,1.2905340033082613,3.650493963576861,1,0,0,60.902255639097746,60.909090909090914,53.91304347826087,11.1731843575419,25.766653476408113,0,0,0,0,0,0
820003550,5,24,63,73,277095927,498846565,622805082,11545663.625,7918199.444444444,8531576.465753425,4250000,4000000,4000000,16150690.923931992,10563993.916486992,11186069.811547356,4,14,13,2,3,4,16,36,26,3.6796875,14.427432898611706,1,0,0,66.66666666666666,57.14285714285714,35.61643835616438,28.125,57.75264265087476,1,0,0,1,0,0
820003558,5,19,102,100,152551379,2617234252,465926163,8029019.947368421,25659159.333333332,4659261.63,6000000,2250000,3000000,8031758.63964378,221854885.57866463,4915824.664647579,1,27,29,4,4,4,19,65,43,1.9921787023197723,48.958188267834906,0,1,0,100,63.725490196078425,43,17.64705882352941,76.65172629401368,0,1,0,0,1,0
820003571,5,27,93,73,152974599,386403168,389383240,5665725.888888889,4154872.7741935486,5334016.98630137,4381239,3000000,3312000,4260467.386150251,3097618.5944428276,4369803.028848699,5,20,10,3,4,4,20,31,20,9.248570431420978,9.587420496771676,1,1,1,74.07407407407408,33.33333333333333,27.397260273972602,52.331606217616574,48.73641825921315,0,0,0,0,0,0
820003580,6,18,140,200,319315494,517177255,13154525397,17739749.666666668,3694123.25,65772626.985,8114496.5,2750000,4000000,38170716.477968246,3531667.643734881,574323084.1585599,1,17,36,4,4,4,15,58,72,1.813301707187666,34.38826927562356,0,1,1,83.33333333333334,41.42857142857143,36,14.804469273743019,88.5015729433534,0,0,1,1,0,1
820003619,5,2,86,107,5660000,336942812,638806388,2830000,3917939.6744186045,5970153.158878504,2830000,2970000,3000000,2870853.531617383,3226896.107964722,17606129.551786087,1,33,29,1,4,4,2,56,46,2.227481919789612,5.036282945338015,1,1,0,100,65.11627906976744,42.99065420560748,19.48717948717949,31.65548499035876,0,1,1,0,1,1
820003622,5,29,89,77,189053990,469356558,1569485855,6519103.1034482755,5273669.191011236,20382933.181818184,4000000,3300000,6000000,9171065.3242993,8092795.592444562,90093249.84669945,18,43,31,4,4,4,24,58,52,1.6594345825115053,14.126564023870083,1,1,1,82.75862068965517,65.1685393258427,67.53246753246754,15.384615384615385,52.567473713004595,0,0,0,0,0,1
