num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_entidades_dif_1,num_entidades_dif_2,num_entidades_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pentidades_1,pentidades_2,pentidades_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG
5,6,6,16978779,20766725,92682153,3395755.8,3461120.8333333335,15447025.5,3200000,3978650.5,20000390,2514124.354862782,1291406.7493533425,7540577.658541599,2,3,4,2,2,2,3,4,4,0,0,1,60,66.66666666666666,66.66666666666666,0,0,0,0,0,0,22.071064744153638,Bajo
8,0,0,96509536,0,0,12063692,0,0,4477805,0,0,22826499.189845823,0,0,3,0,0,3,0,0,4,0,0,0,0,0,50,0,0,0,0,0,0,0,0,48.29970194761374,Bajo
5,40,36,50810591,421315118,816072031,10162118.2,10532877.95,22668667.527777776,12658093,6731015,10635630,4965681.695642926,9898364.513389345,26867479.20708177,2,9,9,1,3,3,2,14,15,0,1,1,40,35,41.66666666666667,0,0,0,0,0,0,15.070851076852271,Bajo
17,49,17,232587202,484500707,195490656,13681600.11764706,9887769.530612245,11499450.352941176,7807094,7348290,6492643,25788915.582791634,8978708.622249456,12724851.922612917,4,13,5,2,3,2,3,15,9,0,1,1,17.647058823529413,30.612244897959183,52.94117647058824,0,1,0,0,0,0,21.192219305362634,Bajo
13,0,0,142095832,0,0,10930448.615384616,0,0,3588277,0,0,10785266.880322779,0,0,4,0,0,2,0,0,3,0,0,0,0,0,23.076923076923077,0,0,0,0,0,0,0,0,48.88563249010347,Bajo
5,3,5,32424300,23682000,53200000,6484860,7894000,10640000,5394000,5994000,8400000,3763406.641329103,3548554.071731189,4600869.483043395,1,1,3,1,1,1,2,2,1,1,1,0,40,66.66666666666666,20,0,0,0,0,0,0,45.01070469404724,Bajo
0,0,4,0,0,11681600,0,0,2920400,0,0,585800,0,0,4720176.219874282,0,0,3,0,0,2,0,0,3,0,0,1,0,0,75,0,0,0,0,0,0,61.893380065001324,Medio
77,167,177,1319252672,1176827838,2591504516,17133151.584415585,7046873.281437126,14641268.451977402,7800813,4151614,5664660,28858251.28038049,10190330.969672106,29632495.840535253,14,21,28,3,3,4,13,23,26,1,1,1,16.883116883116884,13.77245508982036,14.689265536723164,1,0,0,0,0,0,13.31647346775515,Bajo
2,2,1,4998394,17304848,9391607,2499197,8652424,9391607,2499197,8652424,9391607,781729.1740187262,9674343.652200494,0,1,2,1,2,2,1,1,2,1,0,0,0,50,100,100,0,0,0,0,0,0,54.74291965838912,Bajo
1,17,15,3000000,35850000,20400000,3000000,2108823.529411765,1360000,3000000,1700000,850000,0,1741428.5886627005,626270.1379710562,1,1,1,1,1,1,1,2,1,0,1,1,100,11.76470588235294,6.666666666666667,0,0,0,0,0,0,68.53020967272762,Medio
0,2,13,0,11114400,59149633,0,5557200,4549971.769230769,0,5557200,3400000,0,6141646.658673877,4380528.779615998,0,1,1,0,1,1,0,2,1,0,0,0,0,100,7.6923076923076925,0,0,0,0,0,0,79.9324236614384,Medio
14,59,97,143315281,730434444,1487384898,10236805.785714285,12380244.813559322,15333864.927835051,5363509.5,5651771,5429336,11733867.081785837,15288546.421169162,25860870.032522462,4,11,15,3,3,3,6,7,13,1,0,0,42.857142857142854,11.864406779661017,13.402061855670103,0,0,1,0,0,0,26.654163564653633,Bajo
0,6,20,0,64856000,238535000,0,10809333.333333334,11926750,0,4000000,8017500,0,15549200.70828937,8890751.888605196,0,3,7,0,1,2,0,5,5,0,0,0,0,83.33333333333334,25,0,0,1,0,0,1,33.042739813569725,Bajo
0,7,3,0,29851000,35000000,0,4264428.571428572,11666666.666666666,0,3500000,14400000,0,2806928.5620373297,5987765.303795176,0,1,2,0,1,1,0,1,2,0,1,0,0,14.285714285714285,66.66666666666666,0,0,0,0,0,0,51.479756987399064,Bajo
2,1,0,4338400,737717,0,2169200,737717,0,2169200,737717,0,606980.4609705324,0,0,2,1,0,1,1,0,2,1,0,0,1,0,100,100,0,0,0,0,0,0,0,39.48007565957823,Bajo
2,7,1,1121608910,524885691,242680575,560804455,74983670.14285715,242680575,560804455,19014000,242680575,663475259.2992462,114133552.4320846,0,1,2,1,1,2,1,1,2,1,1,0,0,50,28.57142857142857,100,0,1,1,1,1,1,49.0394281672067,Bajo
2,3,2,7200000,3900000,2150000,3600000,1300000,1075000,3600000,1400000,1075000,848528.137423857,458257.569495584,459619.4077712559,1,2,2,1,2,1,1,1,2,0,0,0,50,33.33333333333333,100,0,0,0,0,0,0,50.04699181203275,Bajo
4,1,2,21066881,7000000,23055555,5266720.25,7000000,11527777.5,5000000,7000000,11527777.5,4082135.474688085,0,2160603.660788461,1,1,1,1,1,1,4,1,1,0,0,0,100,100,50,0,0,0,0,0,0,42.22536795498207,Bajo
0,11,8,0,44524000,39234333,0,4047636.3636363638,4904291.625,0,4400000,4019166.5,0,3042507.100163524,3769916.108853047,0,6,4,0,2,2,0,3,3,0,1,1,0,27.27272727272727,37.5,0,0,0,0,0,0,50.584445388197565,Bajo
1,9,16,7000000,178678115,298699625,7000000,19853123.888888888,18668726.5625,7000000,9229275,9500000,0,23486680.551972136,18418069.902379993,1,6,9,1,3,4,1,5,5,0,0,0,100,55.55555555555556,31.25,0,0,0,0,0,0,33.3097195805862,Bajo
8,5,6,19760000,15000000,26850000,2470000,3000000,4475000,2780000,2000000,2525000,1117292.6461508896,2000000,4064203.489000028,1,1,2,1,1,1,1,1,2,0,0,1,12.5,20,33.33333333333333,0,0,0,0,0,0,45.04873443879709,Bajo
0,5,3,0,34622000,37827000,0,6924400,12609000,0,7725000,3000000,0,5693967.535910264,16643276.209929341,0,3,2,0,1,1,0,3,2,0,1,0,0,60,66.66666666666666,0,0,0,0,0,0,52.34738178849077,Bajo
6,8,9,101082489,158053341,438139058,16847081.5,19756667.625,48682117.55555555,15935326,19412333,24711552,3316991.4799824706,11669706.24433454,76018165.91872922,3,2,3,2,2,1,1,2,3,0,0,0,16.666666666666664,25,33.33333333333333,0,0,0,0,0,0,56.16871901834118,Bajo
15,23,59,210508263,137697930,339252855,14033884.2,5986866.521739131,5750048.389830508,7756526,4500461,2697591,28607094.72855361,5880686.3693988975,8501259.71978711,2,5,9,2,2,2,5,6,10,1,0,1,33.33333333333333,26.08695652173913,16.94915254237288,0,0,1,0,0,1,22.951806960655418,Bajo
4,1,1,15227520,12252000,11481600,3806880,12252000,11481600,4243600,12252000,11481600,1646736.0486327694,0,0,1,1,1,1,1,1,1,1,1,0,0,1,25,100,100,0,0,0,0,0,0,47.39986733708291,Bajo
4,3,4,55529833,16636695,11000000,13882458.25,5545565,2750000,13767416.5,5227000,3000000,2451092.1093747,895091.9998128684,500000,2,2,2,1,1,1,1,2,1,0,0,0,25,66.66666666666666,25,0,0,0,0,0,0,60.46114810061846,Medio
6,11,9,58812000,62026000,65488800,9802000,5638727.2727272725,7276533.333333333,11298000,5096000,8026200,4970523.513675395,2786921.4948006375,4175722.2273518145,3,2,1,1,1,1,3,3,1,0,0,0,50,27.27272727272727,11.11111111111111,0,0,0,0,0,0,77.10462786604472,Medio
0,6,3,0,132286569,71828867,0,22047761.5,23942955.666666668,0,21179578,24568867,0,12361307.606823992,21376873.572809853,0,1,3,0,1,2,0,1,3,0,0,1,0,16.666666666666664,100,0,0,0,0,0,0,70.37839891948377,Medio
4,3,0,9090615,19804000,0,2272653.75,6601333.333333333,0,2245566.5,4968000,0,1138688.4738236866,4604645.190819086,0,1,1,0,1,1,0,2,2,0,1,1,0,50,66.66666666666666,0,0,1,0,0,1,0,51.61315279433056,Bajo
5,5,0,653000000,165667600,0,130600000,33133520,0,150000000,20088000,0,27781288.66701471,28920187.336046077,0,2,4,0,1,2,0,1,3,0,1,1,0,20,60,0,1,0,0,1,0,0,76.9335394815441,Medio
0,5,7,0,22523100,92830340,0,4504620,13261477.142857144,0,4344200,4270100,0,1826167.0602658454,23369953.360536627,0,4,6,0,2,2,0,2,2,0,0,0,0,40,28.57142857142857,0,0,0,0,0,0,64.64934698774357,Medio
2,10,0,35880000,98818203,0,17940000,9881820.3,0,17940000,6220000,0,1612203.4611053283,9520182.011088561,0,1,2,0,1,1,0,1,3,0,0,0,0,50,30,0,0,1,0,0,1,0,50.46581308776741,Bajo
5,8,5,24460000,59330000,75400000,4892000,7416250,15080000,2400000,7650000,12600000,5747723.02742573,3616556.9162632334,6290627.949577053,1,3,3,1,1,1,2,4,2,1,1,0,40,50,40,0,0,0,0,0,0,31.59363138176647,Bajo
3,0,2,24000000,0,62523810,8000000,0,31261905,3250000,0,31261905,9330728.803260762,0,38998925.95249323,1,0,1,1,0,1,2,0,1,1,0,0,66.66666666666666,0,50,0,0,1,0,0,1,51.74960184597903,Bajo
0,6,1,0,128667600,10000000,0,21444600,10000000,0,21500000,10000000,0,12115106.559993602,0,0,1,1,0,1,1,0,3,1,0,1,1,0,50,100,0,0,0,0,0,0,58.981167743649735,Bajo
0,1,4,0,19249999,40300000,0,19249999,10075000,0,19249999,9500000,0,0,9109839.00333407,0,1,1,0,1,1,0,1,2,0,0,0,0,100,50,0,0,1,0,0,1,55.06078799536682,Bajo
7,8,7,67776997,142119000,100640000,9682428.142857144,17764875,14377142.857142856,7900000,18436500,11000000,3925327.93846291,14976117.630008692,11977575.87367009,2,5,3,3,3,2,2,3,3,1,0,1,28.57142857142857,37.5,42.857142857142854,0,0,0,0,0,0,43.37745295837962,Bajo
0,3,1,0,31666666,2000000,0,10555555.333333334,2000000,0,8000000,2000000,0,7660020.899787763,0,0,2,1,0,1,1,0,3,1,0,0,0,0,100,100,0,0,0,0,0,0,36.7819327649153,Bajo
1,3,5,3504900,11164500,16676716,3504900,3721500,3335343.2,3504900,4000000,3000000,0,630227.5382748678,1856020.5572490839,1,3,3,1,1,2,1,2,2,0,0,1,100,66.66666666666666,40,0,0,0,0,0,0,52.33213928768352,Bajo
4,6,3,43907000,47750000,30000000,10976750,7958333.333333333,10000000,10753500,7000000,7500000,4796522.585860163,6269482.9664547825,4330127.018922193,2,2,1,1,1,1,2,4,1,1,0,0,50,66.66666666666666,33.33333333333333,0,1,0,0,1,0,53.958304546677645,Bajo
0,11,7,0,311366892,219799077,0,28306081.09090909,31399868.14285714,0,11500000,4429086,0,43351524.29415203,65820872.58685978,0,5,6,0,2,2,0,5,3,0,0,0,0,45.45454545454545,42.857142857142854,0,1,1,0,1,1,49.637911932777016,Bajo
14,5,3,103213333,84692000,39792000,7372380.928571428,16938400,13264000,5604166.5,8500000,11364000,8140417.607202097,12865854.53050049,9852375.14511095,2,2,3,1,1,1,3,3,2,1,0,0,21.428571428571427,60,66.66666666666666,0,1,0,0,1,0,38.05435973331422,Bajo
0,5,4,0,29166575,38160000,0,5833315,9540000,0,4500000,6280000,0,4446261.600828273,8322403.498989941,0,3,3,0,1,1,0,3,3,0,0,1,0,60,75,0,0,0,0,0,0,33.40390880108548,Bajo
1,9,5,5000000,28076553,10750000,5000000,3119617,2150000,5000000,1500000,1350000,0,2723338.844819168,2409875.515457178,1,4,2,1,1,1,1,6,5,1,1,1,100,66.66666666666666,100,0,0,0,0,0,0,27.12638935858689,Bajo
9,10,6,73800000,164214287,291565760,8200000,16421428.7,48594293.333333336,7500000,7100000,69122880,4084727.6531000203,16570795.610305004,35852283.19251463,4,4,1,1,1,1,4,6,3,1,1,0,44.44444444444444,60,50,0,0,1,0,0,1,45.464203277164614,Bajo
4,0,3,8850000,0,11000000,2212500,0,3666666.6666666665,2175000,0,4000000,1401412.977438604,0,1527525.2316519467,1,0,2,1,0,1,2,0,2,1,0,0,50,0,66.66666666666666,1,0,0,1,0,0,29.50399017667203,Bajo
3,3,0,27050000,7568000,0,9016666.666666666,2522666.6666666665,0,9800000,2518000,0,3442503.933669987,725011.2642803099,0,1,3,0,2,1,0,3,3,0,1,0,0,100,100,0,0,0,0,0,0,0,29.10911413537223,Bajo
1,4,6,3300000,4495000,21254000,3300000,1123750,3542333.3333333335,3300000,1137500,2915000,0,516742.60194672033,2857829.712678253,1,3,2,1,3,2,1,3,5,1,1,1,100,75,83.33333333333334,0,0,0,0,1,0,26.011932918763247,Bajo
12,29,15,1826452100,4325019064,3609705402,152204341.66666666,149138588.41379312,240647026.8,53577479.5,127044244,171000000,156030586.59405598,129262028.88252702,187734975.67012239,2,9,5,2,3,2,6,8,7,1,1,0,50,27.586206896551722,46.666666666666664,0,1,1,1,1,1,20.532635080109607,Bajo
2,3,0,7500000,11353622,0,3750000,3784540.6666666665,0,3750000,3173333,0,1060660.1717798214,3354716.9715453396,0,1,1,0,1,1,0,1,3,0,0,0,0,50,100,0,0,1,0,0,1,0,35.50625633418272,Bajo
0,6,3,0,58900000,20300000,0,9816666.666666666,6766666.666666667,0,10800000,5000000,0,5601220.105179466,3501904.2438840806,0,3,3,0,1,1,0,3,3,0,1,0,0,50,100,0,0,0,0,0,0,35.545798898071624,Bajo
0,5,0,0,16181031,0,0,3236206.2,0,0,2715000,0,0,2840915.6602391773,0,0,1,0,0,1,0,0,3,0,0,1,0,0,60,0,0,0,0,0,0,0,47.46051708881547,Bajo
2,7,0,23400000,55800000,0,11700000,7971428.571428572,0,11700000,4500000,0,4525483.399593905,9047046.347789295,0,2,3,0,1,1,0,1,3,0,0,1,0,50,42.857142857142854,0,0,0,0,0,0,0,76.34520712172227,Medio
2,11,8,21810000,117236729,153484000,10905000,10657884.454545455,19185500,10905000,6700000,23250000,11448058.787410205,7663808.521844624,8045440.998301017,1,5,4,1,1,1,1,4,4,0,1,1,50,36.36363636363637,50,0,0,1,0,0,1,33.831758900951776,Bajo
6,3,0,40204051,30060000,0,6700675.166666667,10020000,0,5310000,7500000,0,4288447.52717915,6837631.168760128,0,2,2,0,1,1,0,2,1,0,0,0,0,33.33333333333333,33.33333333333333,0,1,1,0,1,1,0,45.369472825311,Bajo
1,1,2,21196800,2400000,1300000,21196800,2400000,650000,21196800,2400000,650000,0,0,70710.67811865476,1,1,2,1,1,1,1,1,2,1,1,0,100,100,100,0,0,0,0,0,0,52.17273487973037,Bajo
0,3,3,0,3380000,9500000,0,1126666.6666666667,3166666.6666666665,0,980000,800000,0,419682.41961432376,4273562.136360408,0,2,2,0,1,1,0,2,1,0,1,1,0,66.66666666666666,33.33333333333333,0,0,0,0,0,0,55.125442584090976,Bajo
1,1,4,17000000,44048000,111000000,17000000,44048000,27750000,17000000,44048000,26000000,0,0,8057087.97684788,1,1,2,1,1,1,1,1,2,0,0,1,100,100,50,0,0,0,0,0,0,44.7372132914801,Bajo
0,1,4,0,3724000,110753000,0,3724000,27688250,0,3724000,7158000,0,0,41883028.67411413,0,1,1,0,1,1,0,1,4,0,0,1,0,100,100,0,0,1,0,0,1,45.679475787992814,Bajo
1,1,1,3409425,3600000,10753200,3409425,3600000,10753200,3409425,3600000,10753200,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,100,100,100,0,1,0,0,1,1,42.91144964994758,Bajo
2,10,1,85100000,73383698,4500000,42550000,7338369.8,4500000,42550000,6258340,4500000,52962297.91087241,5608998.271002324,0,2,3,1,1,1,1,2,2,1,1,1,0,100,20,100,0,0,0,0,0,0,57.53723138098008,Bajo
0,7,0,0,28100000,0,0,4014285.714285714,0,0,4000000,0,0,470561.97405716014,0,0,4,0,0,1,0,0,5,0,0,1,0,0,71.42857142857143,0,0,0,0,0,0,0,26.655318603423183,Bajo
11,3,0,65617211,24656838,0,5965201,8218946,0,5858000,6483504,0,3356591.0874639763,3735668.507981269,0,2,1,0,1,1,0,1,2,0,0,0,0,9.090909090909092,66.66666666666666,0,0,0,0,0,0,0,68.23646676466423,Medio
2,3,0,31680000,39140000,0,15840000,13046666.666666666,0,15840000,11200000,0,8145870.119269027,3875375.2506477786,0,1,2,0,1,1,0,1,3,0,0,1,0,50,100,0,0,0,0,0,0,0,51.863579669982826,Bajo
0,0,8,0,0,69400000,0,0,8675000,0,0,7000000,0,0,6021568.376617981,0,0,2,0,0,1,0,0,3,0,0,1,0,0,37.5,0,0,1,0,0,1,70.86318168700015,Medio
3,1,0,32546750,2895268,0,10848916.666666666,2895268,0,7300000,2895268,0,8080683.202603189,0,0,2,1,0,1,1,0,2,1,0,0,1,0,66.66666666666666,100,0,0,0,0,0,0,0,47.34065739625932,Bajo
7,2,0,22166667,10000000,0,3166666.714285714,5000000,0,2800000,5000000,0,946338.0591639745,3535533.9059327375,0,2,1,0,1,1,0,3,1,0,1,0,0,42.857142857142854,50,0,0,0,0,0,0,0,59.64658045382278,Bajo
7,12,6,52030000,95720000,84500000,7432857.142857143,7976666.666666667,14083333.333333334,9790000,7820000,12800000,3617175.298884081,3482964.6027834425,11337445.332466511,2,4,3,1,1,1,4,5,3,1,1,1,57.14285714285714,41.66666666666667,50,0,0,1,0,0,1,37.40929513198098,Bajo
0,1,8,0,1800000,79292000,0,1800000,9911500,0,1800000,10191000,0,0,3898632.837290529,0,1,4,0,1,2,0,1,3,0,1,1,0,100,37.5,0,0,0,0,0,0,45.22097533854322,Bajo
3,4,3,40475316,37485584,10523200,13491772,9371396,3507733.3333333335,16864715,10544530,3031600,5842108.647033792,4846826.730368713,824687.1245104615,2,1,1,1,1,1,1,2,2,0,1,1,33.33333333333333,50,66.66666666666666,0,1,0,0,1,0,61.552276204349056,Medio
2,3,3,5092320,11688000,3829000,2546160,3896000,1276333.3333333333,2546160,5244000,1300000,1200271.3346572933,2334804.4886028464,165771.93168125095,1,1,1,1,1,1,1,1,2,0,1,1,50,33.33333333333333,66.66666666666666,0,0,0,0,0,1,40.66086992357613,Bajo
1,14,3,3500000,13849920,2558730,3500000,989280,852910,3500000,970260,916560,0,234451.32333894944,304191.06808057334,1,3,1,1,1,1,1,2,1,0,0,0,100,14.285714285714285,33.33333333333333,0,0,0,0,0,0,78.5397448576784,Medio
3,0,2,22000000,0,20097600,7333333.333333333,0,10048800,7500000,0,10048800,3253203.549323856,0,0,2,0,2,1,0,1,2,0,1,0,0,0,66.66666666666666,0,50,0,0,0,0,0,0,41.42928479791881,Bajo
1,2,0,4000000,24094000,0,4000000,12047000,0,4000000,12047000,0,0,4699431.667765795,0,1,1,0,1,1,0,1,2,0,1,0,0,100,100,0,0,1,0,0,1,0,40.74420428510308,Bajo
1,3,3,3026315,14837333,14500000,3026315,4945777.666666667,4833333.333333333,3026315,6470000,4800000,0,3416627.4481272222,1650252.5059315418,1,2,2,1,1,1,1,2,2,1,0,0,100,66.66666666666666,66.66666666666666,0,0,0,0,0,0,48.271203910664255,Bajo
8,2,7,39000000,16000000,19615680,4875000,8000000,2802240,3000000,8000000,2402400,3563204.8174962625,1414213.562373095,930298.9122498926,2,2,1,1,1,1,1,1,1,1,0,0,12.5,50,14.285714285714285,0,0,0,0,0,1,44.6598890062417,Bajo
0,1,3,0,6444000,6283000,0,6444000,2094333.3333333333,0,6444000,1429000,0,0,1265752.8721410562,0,1,1,0,1,1,0,1,2,0,1,1,0,100,66.66666666666666,0,1,0,0,1,1,44.041217829004104,Bajo
1,2,0,11500000,11000000,0,11500000,5500000,0,11500000,5500000,0,0,2121320.343559643,0,1,2,0,1,1,0,1,2,0,1,1,0,100,100,0,0,0,0,0,0,0,39.18518518518518,Bajo
1,6,8,9984000,33901000,44651000,9984000,5650166.666666667,5581375,9984000,5625500,6250000,0,3327722.9702405618,2930863.9846346625,1,3,2,1,1,1,1,2,3,1,1,1,100,33.33333333333333,37.5,0,0,0,0,0,0,65.81560686954587,Medio
0,15,20,0,74000000,191904960,0,4933333.333333333,9595248,0,3500000,7025000,0,3180446.2100840653,5481237.580894147,0,4,7,0,1,2,0,4,5,0,1,1,0,26.666666666666668,25,0,0,0,0,0,0,34.50689873875569,Bajo
0,16,16,0,26826666,56274000,0,1676666.625,3517125,0,950000,3250000,0,1763431.0044783673,2130474.4972266937,0,1,2,0,1,1,0,2,4,0,1,1,0,12.5,25,0,0,1,0,0,1,56.611151868885926,Bajo
0,0,3,0,0,31707355,0,0,10569118.333333334,0,0,12000000,0,0,8857433.23497323,0,0,3,0,0,2,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,43.58609681767924,Bajo
0,1,4,0,27066666,45805000,0,27066666,11451250,0,27066666,10302500,0,0,6568143.28787063,0,1,2,0,1,1,0,1,3,0,0,0,0,100,75,0,0,0,0,0,0,43.88499554948767,Bajo
1,6,10,12000000,45000000,96860000,12000000,7500000,9686000,12000000,9000000,8500000,0,3507135.5833500363,3840382.504097447,1,3,2,1,1,1,1,4,3,0,1,1,100,66.66666666666666,30,0,0,0,0,0,0,49.82146074456751,Bajo
12,13,8,192720000,172367500,115755000,16060000,13259038.461538462,14469375,17400000,10500000,11107500,8740830.000114925,11063039.983923832,9749122.831421444,3,5,3,1,1,1,2,4,2,0,1,0,16.666666666666664,30.76923076923077,25,0,0,1,0,0,1,40.360365246831826,Bajo
3,10,7,25000000,71800000,26500000,8333333.333333333,7180000,3785714.285714286,10000000,7500000,3000000,2886751.345948129,5533895.553766804,3225641.316817774,1,3,1,1,1,1,2,5,3,0,1,1,66.66666666666666,50,42.857142857142854,0,0,0,0,0,0,37.93459269915128,Bajo
6,8,7,51000000,144250000,85000000,8500000,18031250,12142857.142857144,5750000,16000000,7000000,7563068.1604756145,12431726.046691988,9191092.996819828,1,2,5,1,1,1,1,3,2,1,1,0,16.666666666666664,37.5,28.57142857142857,0,0,0,0,0,0,44.81487727060363,Bajo
1,2,1,15720000,8940000,20000000,15720000,4470000,20000000,15720000,4470000,20000000,0,381837.66184073564,0,1,1,1,1,1,1,1,2,1,0,0,0,100,100,100,0,0,0,0,0,0,43.81009040490834,Bajo
3,1,1,304268022,2319986,200000000,101422674,2319986,200000000,135000000,2319986,200000000,85465020.9379886,0,0,1,1,1,1,1,1,3,1,1,1,0,1,100,100,100,0,0,0,0,0,0,28.19644758765521,Bajo
8,5,12,48675468,52953292,163261552,6084433.5,10590658.4,13605129.333333334,5917250,3344000,3812725,4761432.4289427865,11180429.352571966,20050041.117773253,5,3,3,2,1,1,1,2,2,1,1,1,12.5,40,16.666666666666664,0,0,0,0,0,1,49.40106150962451,Bajo
1,4,2,2500000,12169000,13583422,2500000,3042250,6791711,2500000,2545000,6791711,0,2049650.4376763045,6413500.931768857,1,3,2,1,2,1,1,3,1,1,1,0,100,75,50,0,0,0,0,0,0,34.594490629286405,Bajo
6,5,9,84730000,72200000,180925200,14121666.666666666,14440000,20102800,9725000,12000000,10850000,13261094.0976477,13174520.864152897,15803657.043861715,2,3,4,1,1,1,3,3,5,1,0,1,50,60,55.55555555555556,0,1,1,0,1,1,30.545946813182052,Bajo
0,5,3,0,12766200,3900000,0,2553240,1300000,0,1477700,1300000,0,1484755.4505709012,0,0,3,1,0,1,1,0,2,1,0,1,0,0,40,33.33333333333333,0,0,0,0,0,0,45.76912714219947,Bajo
5,0,0,20276700,0,0,4055340,0,0,4200000,0,0,1195530.2497218547,0,0,2,0,0,1,0,0,3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,38.14216763363994,Bajo
0,4,12,0,45852550,164875700,0,11463137.5,13739641.666666666,0,9938500,4524450,0,6961961.922400778,17044313.983285844,0,2,5,0,2,3,0,2,3,0,0,0,0,50,25,0,0,1,0,0,1,54.38638190533269,Bajo
1,4,4,16500000,21340000,20209333,16500000,5335000,5052333.25,16500000,5100000,5852166.5,0,3171471.7929272735,2176974.532745445,1,2,1,1,1,1,1,2,1,0,0,0,100,50,25,1,0,1,1,0,1,47.052729476825895,Bajo
0,14,6,0,43542902,38464080,0,3110207.285714286,6410680,0,2779358,6625600,0,1900584.0316287165,2356964.714542838,0,2,2,0,1,1,0,2,2,0,0,0,0,14.285714285714285,33.33333333333333,0,0,1,0,0,1,49.398557658233585,Bajo
1,1,1,1614000,1998000,7000000,1614000,1998000,7000000,1614000,1998000,7000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,100,100,100,0,0,0,0,0,0,45.49975415845635,Bajo
1,4,5,6238092,12524000,25200000,6238092,3131000,5040000,6238092,2700000,5600000,0,2326394.348915649,1867618.8047886004,1,1,1,1,1,1,1,2,1,1,1,1,100,50,20,0,0,0,0,0,0,75.60924977641628,Medio
1,4,2,8100000,8180000,2800000,8100000,2045000,1400000,8100000,1690000,1400000,0,1037352.3991392703,141421.35623730952,1,2,2,1,1,1,1,2,2,0,1,1,100,50,100,0,0,0,0,0,0,44.29138703198274,Bajo
0,2,1,0,29872520,12000000,0,14936260,12000000,0,14936260,12000000,0,1960467.6929753267,0,0,2,1,0,1,1,0,2,1,0,1,0,0,100,100,0,0,0,0,0,0,34.8821235981624,Bajo
0,1,8,0,12000000,49850540,0,12000000,6231317.5,0,12000000,5307580,0,0,4850018.83206285,0,1,2,0,1,1,0,1,2,0,0,1,0,100,25,0,0,0,0,0,0,49.396103927953305,Bajo
2,1,4,27264000,27264000,36310000,13632000,27264000,9077500,13632000,27264000,7965000,15884446.732574604,0,4495674.773231118,1,1,1,1,1,1,1,1,2,0,0,1,50,100,50,0,0,0,0,0,0,47.47245707806406,Bajo
3,3,11,50742720,7850344,33433958,16914240,2616781.3333333335,3039450.727272727,8954598,2084162,2400000,16439358.919263367,983301.9945476229,1582111.2740011741,2,1,2,1,1,1,1,1,2,0,0,0,33.33333333333333,33.33333333333333,18.181818181818183,0,0,0,0,0,0,49.65020664245267,Bajo
6,1,1,20091867,8424000,4556852,3348644.5,8424000,4556852,2217933.5,8424000,4556852,2321671.323827191,0,0,1,1,1,1,1,1,1,1,1,0,0,0,16.666666666666664,100,100,1,0,0,1,0,0,60.10452524574775,Medio
13,24,34,106138000,190790000,260080000,8164461.538461538,7949583.333333333,7649411.764705882,8950000,6250000,5200000,6468987.254784484,6035572.43361798,7045297.998375796,2,4,5,1,1,1,4,8,10,1,1,1,30.76923076923077,33.33333333333333,29.411764705882355,1,1,1,1,1,1,25.188735080001297,Bajo
7,8,8,203000000,480000000,827440000,29000000,60000000,103430000,20000000,60000000,100000000,16289055.630494155,10690449.676496975,79231156.2094465,3,1,1,1,1,1,2,1,2,1,1,0,28.57142857142857,12.5,25,0,1,1,0,1,1,92.28752384666903,Alto
4,3,4,80642147,31133401,67000000,20160536.75,10377800.333333334,16750000,13942073.5,4000000,17200000,18230102.083205923,13640645.288033713,6796812.978644231,2,1,2,1,1,1,1,2,2,0,0,1,25,66.66666666666666,50,1,1,0,1,1,0,50.753016214839676,Bajo
4,4,9,79933400,51912070,180271597,19983350,12978017.5,20030177.444444444,9110700,9900035,12267000,25491446.504464984,9195972.127036108,19552954.127027545,2,3,7,1,2,3,2,4,5,1,1,1,50,100,55.55555555555556,0,0,0,1,0,0,28.10328048999201,Bajo
4,8,0,118731948,175066760,0,29682987,21883345,0,11035274,9950000,0,43592043.143089116,31785210.597593073,0,3,4,0,3,2,0,2,7,0,0,1,0,50,87.5,0,0,0,0,0,1,0,46.05032854261466,Bajo
2,0,1,27000000,0,4500000,13500000,0,4500000,13500000,0,4500000,2121320.343559643,0,0,1,0,1,1,0,1,2,0,1,0,0,1,100,0,100,0,0,0,0,0,0,38.37868480725623,Bajo
1,0,2,17200000,0,11150000,17200000,0,5575000,17200000,0,5575000,0,0,5975052.301026327,1,0,1,1,0,1,1,0,2,1,0,0,100,0,100,0,0,0,0,0,0,44.08043510042334,Bajo
