id_contratista_std,num_contratos_r_2,num_contratos_r_3,val_contratos_r_2,val_contratos_r_3,val_contratos_media_r_2,val_contratos_media_r_3,val_contratos_median_r_2,val_contratos_median_r_3,val_contratos_desv_r_2,val_contratos_desv_r_3,num_familias_dif_r_2,num_familias_dif_r_3,num_grupos_dif_r_2,num_grupos_dif_r_3,num_entidades_dif_r_2,num_entidades_dif_r_3,num_HHI,val_HHI,r_cont_cerrada_2,r_cont_cerrada_3,pentidades_r_2,pentidades_r_3,pnum_ic1k,pval_ic1k,r_adicion_tiempo_2,r_adicion_tiempo_3,r_adicion_cuantia_2,r_adicion_cuantia_3
1,-49.25,-64.71000000000001,-81.54,173.85,-63.629999999999995,675.9000000000001,-40.06,-26.77,-69.13,1065.09,0,-33.33,0,0,-50,-63.160000000000004,6.100712663481871,12.581213521689456,1,1,-1.4705882352941124,4.385964912280715,18.58407079646018,27.737641158059077,1,1,1,1
157795,-80,0,40.61,0,603.04,0,666.65,0,1614.46,0,0,0,0,0,0,0,72.22222222222223,51.424232678817496,0,0,400,0,83.33333333333334,58.43869859284444,0,0,0,0
174151,200,-66.67,101.55000000000001,-84.6,-32.82,-53.800000000000004,-20.49,-60.96,0,0,0,0,0,0,0,0,68,57.946521148011634,0,0,-66.66666666666667,200.00000000000006,80,69.93303934177078,0,0,0,0
179058,100,0,-45.71,0,-72.86,0,-72.86,0,0,0,100,0,0,0,0,0,55.55555555555555,54.38957475994513,0,0,-50,0,66.66666666666666,64.81481481481481,0,0,0,0
184768,-33.33,0,699.4100000000001,-82.21000000000001,1099.11,-82.21000000000001,956.3599999999999,-82.21000000000001,2616.37,-95.06,0,0,0,0,-33.33,0,18.36734693877551,53.36118367093379,0,0,0,0,28.57142857142857,71.55434289634358,0,0,0,0
194204,250,0,89.91,0,-45.739999999999995,0,-67.25999999999999,0,-39.65,0,50,0,0,0,100,0,38.27160493827161,33.06747498434282,0,0,-42.85714285714286,0,55.55555555555556,41.27093505162646,0,0,0,0
221655,150,-40,125.99000000000001,-16.72,-9.6,38.81,9.520000000000001,8.91,-29.049999999999997,149.47,50,-66.67,0,0,50,-66.67,44,53.54128423407229,1,0,-40,-44.44444444444445,60,68.59083191850594,0,0,0,0
230840,50,66.67,2092.88,43.74,1361.9199999999998,-13.750000000000002,1608.12,10.16,509.58,23.65,0,0,0,100,0,100,82,70.78098042314866,0,0,-33.33333333333335,20.000000000000018,90,82.23428332005278,0,1,0,1
236305,-25,0,338.88,0,485.18,0,448.33,0,1168.1100000000001,0,0,0,0,0,50,0,38.77551020408163,32.748310077858825,0,0,100,0,57.14285714285714,42.14210065847032,0,0,0,0
243804,0,-50,0,-15.27,0,69.46,0,72.78,0,17.19,0,0,0,0,0,-25,35.147392290249435,30.633758626385045,0,0,0,50,52.38095238095239,42.97268955843966,0,0,0,0
258485,300,-50,7241.18,-63.94,1735.2900000000002,-27.87,1912.91,-34.23,0,20.4,100,-50,0,0,200,-33.33,30.61224489795918,41.6131975256613,1,1,-25,33.33333333333333,42.857142857142854,58.7915462664087,0,1,0,1
263572,0,66.67,0,251.71,0,111.03,0,570.88,0,-16.49,0,100,0,0,0,0,53.125,50.138164406711795,0,0,0,-39.99999999999999,62.5,52.62834935569646,0,0,0,0
273079,0,100,0,469.54,0,184.76999999999998,0,184.76999999999998,0,0,0,0,0,0,0,0,55.55555555555555,74.59007507678199,0,0,0,-50,66.66666666666666,85.06428031257877,0,0,0,0
275047,0,-75,0,-7.32,0,270.73,0,320,0,0,0,-50,0,0,0,-50,68,88.5655967438357,0,0,0,100,80,93.91218324328437,0,0,0,0
280516,216.67000000000002,-68.42,9.56,-45.14,-65.4,73.72,-73.83,62.91,-63.580000000000005,124.05,50,-66.67,0,0,100,-50,51.30072840790844,62.093992279754445,0,0,-36.84210526315789,58.33333333333333,58.06451612903226,74.59064078034004,0,0,0,0
280602,-91.67,0,-97.97,0,-75.67,0,-53.12,0,0,0,-50,0,0,0,-50,0,50.29585798816568,50.00063037477301,0,0,500.0000000000001,0,53.84615384615385,50.177535175812814,0,0,0,0
287944,-60,-50,-67.96,-28.26,-19.900000000000002,43.49,-28.95,43.49,146.07000000000002,0,-50,0,0,0,-50,0,40.625,39.283781007368425,0,0,25,100,50,48.96409587279859,1,1,1,1
303015,-50,0,-2.0500000000000003,0,95.89,0,95.89,0,0,0,0,0,0,0,-50,0,33.33333333333333,38.02004752568061,0,0,0,0,33.33333333333333,49.48148647007744,0,0,0,0
316025,-40,0,-71.50999999999999,0,-52.51,0,43.88,0,-91.75,0,100,0,0,0,0,0,46.875,42.898900738827955,0,0,66.66666666666666,0,62.5,57.26705701841935,0,0,0,0
316677,100,-50,68.04,-62.53999999999999,-15.98,-25.069999999999997,-15.98,-25.069999999999997,0,0,0,0,0,0,0,0,37.5,38.51914431167134,0,0,-50,100,50,50.767781227347164,0,1,0,1
316713,-22.220000000000002,-57.14,110.81,-45.440000000000005,171.04,27.3,227.84,69.69999999999999,286.99,36.03,0,-66.67,0,0,200,-66.67,50.13850415512466,52.465282109370065,0,1,285.7142857142857,-22.222222222222232,63.1578947368421,63.608978359810465,0,1,1,1
317613,-25,0,45.300000000000004,0,93.73,0,100.97,0,115.19,0,50,0,0,0,100,0,75.51020408163265,50.92478981004535,0,0,166.6666666666666,0,85.71428571428571,56.79996253682821,0,0,0,0
328296,-50,300,-80.56,703.57,-61.11,100.88999999999999,-61.11,81.93,0,0,-50,0,0,0,0,0,51.0204081632653,50.89112931368132,1,0,100,-75,57.14285714285714,56.67506297229219,0,0,0,0
333590,0,50,248.70000000000002,-4.130000000000001,248.70000000000002,-36.09,248.70000000000002,-51.790000000000006,192.94,-46.53,0,0,0,0,0,0,59.183673469387756,77.7192676108906,0,0,0,-33.33333333333335,71.42857142857143,87.22852912142152,0,1,0,1
335204,200,-66.67,1200.91,-38.2,333.64,85.41,415.06,56.10000000000001,0,0,0,0,0,0,0,0,68,91.34078116098594,0,0,-66.66666666666667,200.00000000000006,80,95.464701231277175,0,1,0,1
339844,200,0,214.29999999999998,0,4.77,0,-7.5600000000000005,0,0,0,0,0,0,0,0,0,62.5,63.37793498933749,0,0,-66.66666666666667,0,75,75.86303828761955,0,0,0,0
340708,0,-66.67,0,-53.43,0,39.7,0,25,0,0,0,-50,0,0,0,-50,37.5,33.439616019622974,0,0,0,50.00000000000002,50,35.98093725178713,0,0,0,0
341345,300,0,-42.58,118.39999999999999,-85.65,118.39999999999999,-84.92,57.89,0,409.3,0,0,0,0,0,0,40.74074074074074,36.28392459790937,0,0,-75,0,44.44444444444444,44.34017331956356,1,0,1,0
342412,100,-50,2617.4700000000003,-31.77,1258.74,36.46,1258.74,36.46,0,0,0,0,0,0,0,0,62.5,95.81050456000814,0,1,-50,100,75,97.85943196487405,0,0,0,0
347495,0,100,41.38,251.96,41.38,75.98,41.38,75.98,0,0,0,0,0,0,0,0,62.5,76.59765770864173,0,0,0,-50,75,86.46755935666776,0,0,0,0
362037,-25,0,-31.97,0,-9.3,0,-85.38,0,23.11,0,-50,0,0,0,-50,0,59.183673469387756,94.39078215106213,1,0,-33.33333333333335,0,71.42857142857143,97.11198475497616,0,0,0,0
362628,0,-50,0,-13.530000000000001,0,72.92999999999999,0,176.19,0,-89.03999999999999,0,-50,0,0,0,-50,55.55555555555555,72.0584720416837,0,0,0,0,66.66666666666666,83.21029361635011,0,1,0,1
363207,-83.33,0,-71.84,0,68.97999999999999,0,66.42,0,113.69,0,0,0,0,0,0,0,75.51020408163265,65.7086432487845,0,0,500.0000000000001,0,85.71428571428571,78.02556266052878,0,0,0,0
381759,0,16.669999999999998,0,-9.19,0,-22.16,0,54.17999999999999,0,-44.46,0,0,0,0,0,-33.33,51.479289940828394,48.485115756986225,0,0,0,-42.85714285714286,69.23076923076923,65.9993367621878,0,0,0,0
385246,0,500,77.3,756.8,77.3,42.8,77.3,31,0,0,0,0,0,0,0,0,78.125,89.4866550902937,0,0,0,-83.33333333333334,87.5,94.43346435418563,0,0,0,0
396659,0,400,0,831.18,0,86.24000000000001,0,59.72,0,0,0,0,0,0,0,100,55.55555555555555,78.47477315763759,0,1,0,-60,66.66666666666666,87.73246159319424,0,0,0,0
398541,100,0,291.49,0,95.74000000000001,0,95.74000000000001,0,0,0,0,0,0,0,0,0,55.55555555555555,67.58662507273752,0,0,-50,0,66.66666666666666,79.65352008846295,0,0,0,0
403049,40,0,89.32,0,35.23,0,35.199999999999996,0,19.37,0,50,0,0,0,-33.33,0,33.333333333333336,44.21500641938286,0,0,-52.38095238095239,0,50,62.95795322674399,0,0,0,0
409100,0,100,-78.73,564.29,-78.73,232.14000000000001,-78.73,232.14000000000001,0,0,0,100,0,0,0,100,37.5,36.486073204493906,0,0,0,0,50,42.822136174161564,0,0,0,0
413336,0,33.33,0,161.82000000000002,0,96.37,0,123.33000000000001,0,74.42999999999999,0,0,0,0,0,100,59.183673469387756,64.11094860762316,0,0,0,50.00000000000002,71.42857142857143,76.56214280477307,0,0,0,0
413556,0,50,0,81.67,0,21.11,0,-13.04,0,122.57000000000001,0,-75,0,-66.67,0,50,39.55555555555555,35.9074078805026,0,1,0,0,46.666666666666664,41.50636248158971,0,1,0,1
414990,16.669999999999998,-85.71,214.37,-76.62,169.46,63.690000000000005,160.87,148.96,153.1,0,-33.33,-50,0,0,0,-50,54.081632653061234,61.96554614134756,0,0,-14.28571428571428,250.00000000000006,64.28571428571429,74.45970782874109,1,0,1,0
416650,0,-87.5,0,-76.44,0,88.5,0,103.52,0,0,0,0,0,0,0,-50,65.43209876543212,54.717207296061844,0,1,0,300,77.77777777777779,65.3577460847317,0,0,0,0
422480,0,33.33,0,55.010000000000005,0,16.259999999999998,0,-19.62,0,109.68,0,0,0,0,0,-50,86.73469387755104,86.85733163062683,0,0,0,-62.5,92.85714285714286,92.92862193841472,0,0,0,0
438157,250,-42.86,228.28,4.91,-6.2,83.59,-14.02,151.63,-45.09,49.86,-50,0,0,0,100,0,50.29585798816568,54.15162462536014,0,0,-42.85714285714286,75.00000000000003,53.84615384615385,64.40767959346707,0,1,1,1
450224,300,-75,98.39,-91.21000000000001,-50.4,-64.82,-53.7,-62.32,0,0,0,0,0,0,100,-50,50,54.59566956613685,1,0,-50,100,50,65.15861069843943,0,0,0,0
450678,14.29,-37.5,426.38,15.010000000000002,360.58,84.02,380.87,-63.62,187.6,325.14,0,0,0,0,0,0,54.5,85.08144487923431,0,1,-12.49999999999999,60.00000000000001,65,91.88164566921547,1,1,1,1
451137,200,-33.33,6749.5599999999995,-72.77,2183.19,-59.150000000000006,2748.8199999999997,-67.25999999999999,0,-9.34,0,0,0,0,0,0,72.22222222222223,97.75687245029447,0,1,-66.66666666666667,50.00000000000002,83.33333333333334,98.86556683918363,0,1,0,1
452565,-75,0,-89.68,0,-58.709999999999994,0,-30.84,0,0,0,-50,0,0,0,-50,0,44,63.02366356027318,0,0,100,0,60,77.77709130215484,0,0,0,0
464718,-77.78,-50,-21.25,-64.24,254.39,-28.48,101.39,6.419999999999999,556.51,-54.58,-33.33,-50,0,0,33.33,-75,29.475308641975307,27.798654093427313,0,1,499.9999999999999,-50,44.44444444444444,38.72839075551016,0,1,1,1
465859,0,0,0,35.77,0,35.77,0,14.940000000000001,0,530.76,0,0,0,0,0,100,84.72222222222221,98.62114254747421,0,0,0,100,91.66666666666666,99.30575146343183,0,1,0,1
474554,-50,0,308.36,0,716.72,0,716.72,0,0,0,0,0,0,0,0,0,55.55555555555555,68.39688369772631,0,0,100,0,66.66666666666666,80.32893313135685,0,0,0,0
474644,450,-81.82000000000001,150.36,-75.81,-54.48,33.06,-59.62,50,222.40000000000003,-100,0,-50,0,0,200,-66.67,50.22222222222221,49.37603062403172,0,0,-45.45454545454546,83.33333333333334,66.66666666666666,62.64201928391574,1,0,0,0
484510,0,-50,0,-2.65,0,94.71000000000001,0,197.4,0,1.11,0,0,0,0,0,0,55.55555555555555,50.00899630940311,0,0,0,100,66.66666666666666,50.67068283872148,0,0,0,0
484745,33.33,-75,9.49,-67.02,-17.88,31.91,-15.64,22.84,-56.42,0,0,-50,0,0,-50,0,78.125,67.85790342162589,0,0,-62.5,300,87.5,79.88135156048492,0,0,0,0
489152,800,-55.559999999999995,842.3400000000001,-51.64,4.7,8.799999999999999,-33.33,28.96,0,-34.82,100,-50,0,0,200,-66.67,38.77551020408163,45.34964601019651,0,0,-66.66666666666667,-24.99999999999999,42.857142857142854,60.8371396073375,0,0,0,0
495351,0,0,-87,0,-87,0,-87,0,-91,0,0,0,0,0,0,0,50,79.6381862322813,0,0,0,0,50,88.49557522123894,0,0,0,0
500538,0,-90,0,-65.18,0,248.25,0,237.3,0,0,0,0,0,0,0,0,83.47107438016528,61.68408374075155,0,0,0,900,90.9090909090909,74.17031623784797,0,0,0,0
501513,0,-66.67,0,2.04,0,206.11,0,452.89,0,-63.93,0,-50,0,0,0,-50,53.125,89.70298949674151,0,0,0,50.00000000000002,62.5,94.55501627019201,0,1,0,1
504962,-50,-50,-56.010000000000005,886.67,-12.02,1873.34,-8.540000000000001,1873.34,3.82,0,-33.33,-50,-50,0,0,0,75.51020408163265,62.588964197725915,0,0,100,100,85.71428571428571,75.088806465958,0,0,0,0
510177,700,-37.5,4494.78,219.60000000000002,474.35,411.36999999999995,480.6,331.2,0,258.34000000000003,100,-50,0,0,100,-50,54.081632653061234,87.771958863558865,0,0,-75,-19.999999999999996,64.28571428571429,93.45800206150696,0,1,0,1
522910,0,-20,0,86.61,0,133.26,0,200,0,99.05000000000001,0,100,0,0,0,100,72.22222222222223,66.28992976281232,0,0,0,150,83.33333333333334,78.53938485918391,0,0,0,0
525441,33.33,0,87.92,17.630000000000003,40.94,17.630000000000003,11.66,50.470000000000006,94.67999999999999,-38.49,-50,100,0,0,100,0,60.330578512396706,56.7805692527847,0,0,50.00000000000002,0,72.72727272727273,68.41272556248083,1,1,1,1
528058,0,-85.71,0,-63.75999999999999,0,153.68,0,464.9200000000001,0,0,0,-50,0,0,0,-75,25,25.02957297335583,0,0,0,75.00000000000003,37.5,31.817523743364628,0,0,0,0
529897,0,50,0,582.18,0,354.78000000000003,0,569.02,0,353.21,0,0,0,0,0,-50,44,77.15600700861918,0,0,0,-66.66666666666667,60,87.21514444643819,0,0,0,0
536159,0,300,0,64.7,0,-58.830000000000005,0,-60.89,0,0,0,100,0,0,0,100,68,94.76427108337994,0,0,0,-50,80,97.3097617217525,0,0,0,1
544148,0,100,0,-6.950000000000001,0,-53.480000000000004,0,-65.9,0,723.47,0,100,0,0,0,100,50.617283950617285,69.85109126179559,0,1,0,0,55.55555555555556,81.50483396385036,0,0,0,1
546790,0,-80,0,-73.19,0,34.03,0,65.14999999999999,0,0,0,0,0,0,0,-50,38.888888888888886,37.24767671576791,0,0,0,150,50,48.606260072137445,0,0,0,0
571344,0,200,0,260.32,0,20.11,0,-46.089999999999996,0,0,0,0,0,0,0,0,62.5,65.99075972301544,0,0,0,-66.66666666666667,75,78.27610273978316,0,0,0,0
602742,0,-77.78,0,-53.39,0,109.74,0,156.66,0,312.33,0,0,0,0,0,100,83.47107438016528,85.36714663442638,0,1,0,800,90.9090909090909,92.05184100275895,0,0,0,0
605334,0,-75,0,44.93,0,479.71000000000004,0,521.12,0,0,0,0,0,0,0,0,68,51.682364062882954,0,0,0,300,80,59.171597633136095,0,0,0,0
621009,0,-25,0,-29.04,0,-5.38,0,92.31,0,-46.2,0,100,0,0,0,-50,75.51020408163265,87.49397465963713,0,0,0,-33.33333333333335,85.71428571428571,93.2977913175933,0,0,0,0
623384,0,-75,0,-71.31,0,14.74,0,19.03,0,0,0,0,0,0,0,-50,68,86.23203692043458,0,0,0,100,80,92.56291632421032,0,0,0,0
632978,0,-50,0,-9.24,0,81.53,0,139.46,0,227.21,0,0,0,0,0,100,72.22222222222223,95.41933331459619,0,1,0,300,83.33333333333334,97.65466048278813,0,0,0,0
643128,0,-60,0,-47.339999999999996,0,31.65,0,44.22,0,101.63,0,0,0,0,0,-50,75.51020408163265,78.94177666916613,0,1,0,25,85.71428571428571,88.04062083429116,0,1,0,1
691606,0,500,0,166.24,0,-55.63,0,-75.18,0,0,0,0,0,0,0,100,59.183673469387756,54.3398801058282,0,0,0,-66.66666666666667,71.42857142857143,64.73071638758312,0,1,0,1
700681,0,-50,0,-54,0,-8,0,-8,0,0,0,0,0,0,0,0,55.55555555555555,56.83993244511166,0,0,0,100,66.66666666666666,68.4931506849315,0,0,0,0
1009549,-50,0,78.28,0,256.57,0,313.14000000000004,0,600.1,0,0,0,0,0,100,0,72.22222222222223,86.62522874680347,0,0,300,0,83.33333333333334,92.79324055666004,0,0,0,0
1098177,200,-33.33,722.37,46.06,174.12,119.09,174.67999999999998,118.63999999999999,0,78.96,0,0,0,0,100,-50,38.888888888888886,50.158037859707456,1,1,-33.33333333333335,-24.99999999999999,50,62.70288961443489,0,1,0,1
1098269,-33.33,0,28.83,0,93.24,0,234.03,0,20.46,0,-66.67,0,0,0,0,0,36,57.55633080593219,0,0,50.00000000000002,0,40,73.46981641662292,0,0,0,0
1098466,600,0,1361.3200000000002,0,108.75999999999999,0,77.48,0,0,0,0,0,0,0,100,0,62.5,80.12125481605872,1,0,-71.42857142857143,0,75,88.80802418061161,0,0,0,0
1100000,-33.33,0,266.67,0,450,0,450,0,0,0,100,0,0,0,100,0,44,56.122448979591844,0,0,200.00000000000006,0,60,71.42857142857143,0,0,0,0
1113654,0,-66.67,0,-35.839999999999996,0,92.47999999999999,0,168,0,0,0,-50,0,0,0,-50,62.5,56.66228803081106,0,0,0,50.00000000000002,75,68.25142190462302,0,0,0,0
1200000,0,-66.67,0,-66.67,0,0,0,0,0,0,0,-66.67,0,0,0,-66.67,25,25,0,0,0,0,25,25,0,0,0,0
1500000,-71.43,0,-71.43,0,0,0,0,0,0,0,100,0,0,0,100,0,62.962962962962976,62.962962962962976,0,0,600.0000000000001,0,77.77777777777779,77.77777777777779,0,0,0,0
1801021,-50,50,-0.88,67.97999999999999,98.25,11.98,77.78,-50,35.010000000000005,238.64999999999998,0,0,0,0,0,50,25.925925925925927,27.750735103157286,0,1,100,0,44.44444444444444,35.58270233341195,0,0,0,0
1838686,-50,0,-28.349999999999998,0,43.3,0,15.22,0,312.76,0,0,0,-33.33,0,0,0,28.395061728395056,36.3643638871464,0,0,100,0,33.33333333333333,49.87269255251432,0,0,0,0
1977957,0,-71.43,0,-9.5,0,216.75,0,268.94,0,-42.480000000000004,0,0,0,0,0,-50,55.55555555555555,51.19257488427524,0,0,0,75.00000000000003,66.66666666666666,57.72196504872704,0,0,0,0
1979892,-75,0,-22.720000000000002,-39.839999999999996,209.12,-39.839999999999996,164.83,-39.839999999999996,0,0,0,0,0,0,-50,0,72.22222222222223,78.25835217046443,1,1,100,0,83.33333333333334,87.58879631649864,0,0,0,0
1979902,-25,-66.67,200,-97.02,300,-91.07,400,-92.86,0,0,-66.67,0,0,0,0,0,78.125,95.72879445495991,0,0,33.3333333333333,200.00000000000006,87.5,97.81673057359731,0,0,0,0
2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0
2016517,-50,300,-50,185,0,-28.749999999999996,0,-25,0,0,0,200,0,100,-50,0,75.51020408163265,77.64628533859303,0,0,0,-75,85.71428571428571,87.17948717948718,0,0,0,0
2114844,0,-33.33,0,41.980000000000004,0,112.97,0,111.74,0,-95.15,0,-33.33,0,0,0,-50,68,97.15023951226593,0,0,0,-24.99999999999999,80,98.55421686746988,0,0,0,0
2193905,-25,-80,98.77,-50.38,165.03,148.10000000000002,487.76,288.19,55.21,-40.47,-33.33,-50,0,0,100,-75,38.9196675900277,64.00255609375739,0,0,166.66666666666669,24.99999999999998,44.73684210526316,79.01512170021589,1,0,1,1
2198652,-50,0,-19.900000000000002,0,60.199999999999996,0,140.76,0,114.62,0,100,0,-50,0,100,0,84.72222222222221,97.37898993836474,1,0,300,0,91.66666666666666,98.6718552853519,0,0,0,0
2230776,-50,0,-44.92,0,10.16,0,10.16,0,0,0,-50,0,0,0,0,0,55.55555555555555,54.19541001079117,1,0,100,0,66.66666666666666,64.48345609789179,0,0,0,0
2231418,0,700,0,132.75,0,-70.91,0,-75,0,0,0,200,0,0,0,200,50.61728395061728,62.957557280806185,0,0,0,-62.5,66.66666666666666,76.28646724305331,0,0,0,0
2231850,0,-53.849999999999994,0,-38.64,0,32.95,0,15.379999999999999,0,49.669999999999995,0,-33.33,0,0,0,-80,63.43490304709141,46.02261456060306,0,0,0,-56.66666666666668,78.94736842105263,65.49295774647888,0,0,0,0
2254216,-16.669999999999998,0,26.5,1.76,51.790000000000006,1.76,86.11999999999999,10.42,38.01,-1.1199999999999999,-50,0,0,0,100,-50,88.28125,94.98455791730525,0,0,140.00000000000003,-50,93.75,97.42602551200409,0,1,0,1
2387732,0,50,0,265.4,0,143.6,0,97.52,0,30.78,0,0,0,0,0,-50,68,93.30848764270701,0,0,0,-66.66666666666667,80,96.53412062277904,0,0,0,0
2605085,33.33,0,60.760000000000005,0,20.57,0,31.019999999999996,0,-38.45,0,100,0,0,0,100,0,75.51020408163265,84.50749816722413,1,0,50.00000000000002,0,85.71428571428571,91.5376324356746,1,0,1,0
2631948,250,-78.57,166.04000000000002,1.63,-23.990000000000002,374.27000000000004,-58.199999999999996,737.3199999999999,52.31,139.88,200,-66.67,0,0,100,-50,40.58956916099773,35.94497039448874,0,0,-42.85714285714286,133.33333333333331,52.38095238095239,42.4839596700275,0,0,0,0
2768267,300,-12.5,-5.56,-46.94,-76.39,-39.36,-93.33,-0.13,-5.65,-68.04,200,0,0,0,200,0,41.86851211072665,84.94524993514426,0,0,-25,14.28571428571428,58.82352941176471,92.00739694035649,0,0,0,0
2774335,-50,0,-76.84,0,-53.68000000000001,0,-54.48,0,-36.14,0,-33.33,0,-50,0,-50,0,16.666666666666664,20.203569776219346,1,0,0,0,16.666666666666664,28.49002849002849,0,0,0,0
2822173,54.55,58.81999999999999,6.79,26.740000000000002,-30.9,-20.200000000000003,-40,16.669999999999998,4.17,-55.2,-20,25,-50,0,14.29,37.5,10.413223140495868,12.35455016336509,1,1,-26.050420168067234,-13.425925925925918,20,20.567132409128817,0,0,0,0
2832924,0,-50,0,-85,0,-70,0,-70,0,0,0,-50,0,-50,0,-50,33.33333333333333,66.42324020220906,0,1,0,0,33.33333333333333,80.16242458565486,0,0,0,0
2851477,233.32999999999998,20,348.63,3.2199999999999998,34.589999999999996,-13.98,68.10000000000001,62.82,-16.189999999999998,-43.94,133.32999999999998,-28.57,0,0,0,33.33,45.28,55.42312350605945,1,1,-70,11.111111111111093,64,70.61060547576426,0,0,0,0
2951132,0,100,0,576.0799999999999,0,238.04,0,238.04,0,0,0,0,0,0,0,100,33.33333333333333,39.98814209857737,0,0,0,0,33.33333333333333,47.933202762601795,0,0,0,0
2965893,-33.33,-75,115.78999999999999,-94.66,223.69,-78.64999999999999,442.46999999999997,-76,139.22,0,-50,0,0,0,200,-66.67,45.45454545454545,36.15390734965341,0,0,350.0000000000001,33.33333333333333,63.63636363636363,45.35220073326614,0,0,1,0
2970001,0,33.33,0,6.819999999999999,0,-19.89,0,13.8,0,-33.95,0,0,0,0,0,100,51.0204081632653,57.737290202610545,0,0,0,50.00000000000002,57.14285714285714,69.6688716028787,0,0,0,0
2971311,0,0,168.51,0,168.51,0,75.71,0,392.07,0,100,0,0,0,100,0,55.55555555555555,68.99016517133764,0,0,100,0,66.66666666666666,80.81409188288504,0,0,0,0
2991003,0,0,0,92.24,0,92.24,0,48.64,0,267.74,0,0,0,0,0,-50,72.22222222222223,76.26386738764307,0,1,0,-50,83.33333333333334,86.23801000858289,0,0,0,0
2991392,100,0,348.81,-54.93,124.41,-54.93,124.41,-54.93,0,52.52,0,0,0,0,0,0,68,76.91776585958144,0,1,-50,0,80,86.68635022701321,0,0,0,0
2993665,0,-10,0,-16.05,0,-6.7299999999999995,0,-25,0,-5.75,0,0,0,0,0,0,30.747922437673125,31.82246877836167,0,0,0,11.111111111111093,36.84210526315789,46.79739405276398,0,0,0,0
2999876,-50,0,-26.5,0,46.989999999999995,0,97.64,0,42.17,0,0,0,0,0,100,0,72.22222222222223,80.27008130221961,0,0,300,0,83.33333333333334,88.90377957359645,0,0,0,0
3000000,400,-80,400,-80,0,0,0,0,0,0,0,0,0,0,400,-80,14.285714285714285,14.285714285714285,1,0,0,0,14.285714285714285,14.285714285714285,0,0,0,0
3010243,0,25,0,70.42,0,36.34,0,37.84,0,9.950000000000001,0,150,0,0,0,150,20.987654320987648,19.26618607903493,0,1,0,100,33.33333333333333,23.383499363254426,0,0,0,0
3017092,50,0,175.11,0,83.39999999999999,0,78.85,0,-92.54,0,100,0,0,0,100,0,52,50.10777787679721,1,0,33.3333333333333,0,60,52.3213991125742,0,0,0,0
3021209,0,-50,13.94,-84.6,13.94,-69.21000000000001,13.94,-69.21000000000001,11.04,0,0,0,0,0,100,-50,52,74.0656492474113,1,0,100,0,60,84.68836205949432,0,0,0,0
3021492,150,-20,171.66,-22.52,8.67,-3.15,4,3,0,88.52,50,-33.33,0,0,100,-50,83.47107438016528,79.75069638354977,0,0,-19.999999999999996,-37.5,90.9090909090909,88.56857294712222,1,1,1,1
3022560,50,66.67,-9.62,-20.21,-39.739999999999995,-52.129999999999995,-27.88,-66.67,47,-21.57,100,-50,0,0,-50,0,82,65.70462504528439,0,0,-66.66666666666667,-39.99999999999999,90,78.02197802197803,0,1,0,1
3023173,300,0,697.64,0,99.41,0,98.58,0,0,0,100,0,0,0,0,0,68,80.20155619598688,0,0,-75,0,80,88.8597196309925,0,0,1,0
3023293,0,400,0,340.81,0,-11.84,0,-46.58,0,0.5499999999999999,0,0,0,0,0,100,62.5,62.0788746606481,0,0,0,-60,75,74.57526669300671,0,0,0,0
3026988,150,-90,510.13,-82.02000000000001,144.04999999999998,79.81,157.99,108,49.76,0,200,-66.67,0,-50,100,-50,51.99999999999999,71.41663900235264,0,0,-19.999999999999996,400,66.66666666666666,83.51340077580583,0,0,0,0
3032885,50,0,25.34,6.45,-16.439999999999998,6.45,-10.7,40.1,-19.35,20.36,0,300,0,0,0,100,78.125,93.78002403648146,0,0,-33.33333333333335,100,87.5,96.78676310479358,0,0,0,0
3045498,50,0,25.39,0,-16.41,0,-45.83,0,389.75,0,0,0,0,0,0,0,52,50.63431167453186,0,0,-33.33333333333335,0,60,55.63165905631659,0,0,0,0
3047403,0,-50,0,-40.63,0,18.75,0,18.360000000000003,0,165.6,0,-50,0,0,0,-50,72.22222222222223,67.98994335790225,0,1,0,0,83.33333333333334,79.99161829403529,0,0,0,0
3049096,0,200,75.01,318.29999999999995,75.01,39.43,75.01,3.0700000000000003,131.9,54.59,-50,100,0,0,-50,100,36,54.353476267933644,0,0,-50,-33.33333333333335,50,70.73782989943773,0,1,0,1
3058268,0,1100,0,1449.04,0,29.09,0,3.3300000000000005,0,0,0,100,0,0,0,200,33.72781065088758,39.77232282935335,0,0,0,-75,38.46153846153847,52.879108439904584,0,0,0,0
3073138,-72.72999999999999,0,51.59,0,455.85,0,438.89,0,791.0999999999999,0,0,0,0,0,0,0,66.3265306122449,52.10269968866259,0,0,266.6666666666666,0,78.57142857142857,60.253535216359744,0,0,0,0
3074813,0,800,0,661.11,0,-15.43,0,-2.22,0,0,0,200,0,0,0,400,26,34.64940686784599,0,0,0,-44.44444444444444,40,51.61290322580645,0,0,0,0
3077174,125,-11.110000000000001,234.73000000000002,2.36,48.77,15.160000000000002,-31.330000000000002,25.31,582.48,-12.91,200,-33.33,0,0,300,-50,38.321995464852606,47.84157486404079,0,1,77.77777777777777,-43.75,47.61904761904761,50.40245240298682,1,1,1,1
