id_contratista_std,num_contratos,val_contratos,val_contratos_media,val_contratos_median,val_contratos_desv,num_familias_dif,num_grupos_dif,num_entidades_dif,num_annos_activo,num_municipios_dif,pnum_entidades,IRCC,adicion,cont_cerrada
14139556,17,153529920,9031171.764705881,6000000,11744049.582868144,3,1,3,3,2,17.647058823529413,58.65327492407893,12.608363679641837,100
14191232,12,118600000,9883333.333333334,7700000,5943190.654144889,4,1,2,4,2,16.666666666666664,81.48527050806028,0,100
14191520,7,24370000,3481428.5714285714,1600000,3218769.2747400547,3,1,2,3,2,28.57142857142857,69.16196984661129,0,100
14200521,15,59888000,3992533.3333333335,4068000,1277189.6529191777,2,1,3,2,3,20,83.35352374867973,0,100
14211050,2,3200000,1600000,1600000,565685.4249492381,2,1,2,2,2,100,53.90625,0,100
14211410,2,14000000,7000000,7000000,0,2,1,2,1,2,100,50,0,100
14211781,10,544465901,54446590.1,28874671,53436568.946377724,2,1,2,5,2,20,74.18551322086934,31.162966811168687,100
14214652,10,60966000,6096600,5950000,2800282.533364565,3,1,2,3,2,20,87.18533660252034,0,90.89935373814913
14219787,23,223496357,9717232.913043479,5000000,19478021.550532784,3,2,3,5,3,13.043478260869565,65.23160397994823,0,100
14219883,11,131320000,11938181.818181818,8400000,8809796.61306868,3,1,2,4,2,18.181818181818183,85.71271375022093,13.750100436108337,100
14222152,9,113216015,12579557.222222222,11700000,6104445.003599381,2,1,3,4,3,33.33333333333333,67.3763845728564,0,100
14222591,43,6021046165,140024329.41860464,84400000,199122571.09816298,8,3,2,5,3,4.651162790697675,81.88418935579031,2.463912914424874,100
14223185,20,109334000,5466700,2695000,5287751.776760288,8,2,4,4,4,20,76.87111074257065,0,100
14225079,24,316750000,13197916.666666666,10000000,10514797.845507257,5,1,8,6,8,33.33333333333333,20.221575914662235,9.60232008673918,100
14226186,4,45666666,11416666.5,7000000,9283098.834061986,3,1,3,2,7,75,52.40672761635605,0,100
14226482,23,336050000,14610869.56521739,10200000,10528294.73934773,7,1,6,6,6,26.08695652173913,35.87250867792441,4.668141672913822,100
14226595,9,359825200,39980577.777777776,51750000,37300268.13582504,4,2,3,1,3,33.33333333333333,50.47028150927613,7.969922309190376,100
14226923,19,167298480,8805183.157894736,4368000,14034981.912658833,3,1,2,3,2,10.526315789473683,61.58039221117937,0,100
14227562,12,67410742,5617561.833333333,4892451,4082144.581637581,3,1,3,2,3,25,48.379242049263084,3.116144246466436,100
14228895,4,18031392,4507848,5192848,1803458.452013427,2,1,2,2,2,50,77.02727663954515,0,100
14229377,9,194143333,21571481.444444444,17400000,15466372.248190548,6,1,4,3,4,44.44444444444444,37.763391278308305,0,100
14229381,27,186545739,6909101.444444444,895000,12457018.985130407,7,3,3,4,3,11.11111111111111,62.0464004756547,0,100
14229413,8,17050000,2131250,1250000,1400494.1729873167,3,1,2,5,2,25,77.32935867639597,0,100
14230540,7,124640000,17805714.285714287,18000000,11214643.488378424,2,1,2,3,2,28.57142857142857,56.59307960472045,0,100
14230554,14,85035632,6073973.714285715,5197500,3451406.6609890084,2,1,3,3,2,21.428571428571427,74.74678526850639,0,100
14230871,8,111000000,13875000,11000000,12173595.548211241,5,1,4,3,5,50,51.484952012823634,22.532458929517755,100
14231597,12,247700491,20641707.583333332,16426200,15304650.97344307,5,3,3,4,3,25,46.870007497149906,0,68.32361491968136
14231741,2,16485696,8242848,8242848,3531506.225707099,2,1,2,2,2,100,54.934062993910246,0,100
14232668,16,123770000,7735625,6300000,8182937.507399161,3,1,2,4,2,12.5,78.29741834986517,0,100
14233065,6,64275888,10712648,9941184,5956638.577828942,1,1,4,2,1,66.66666666666666,35.1361147335046,26.534147680349616,100
14235448,2,23200000,11600000,11600000,3252691.1934581185,2,1,2,2,2,100,52.969864744351966,0,100
14235718,3,18591642,6197214,7132608,4741412.55302974,2,1,2,2,1,66.66666666666666,57.218723551957744,27.462240936007696,100
14235775,2,31200000,15600000,15600000,3394112.549695428,2,1,2,2,2,100,52.2189349112426,0,100
14240122,27,84398788,3125881.037037037,2700000,1699252.4881664307,12,3,8,5,8,29.629629629629626,26.692292207840858,1.2221387104033523,100
14240482,17,122791100,7223005.882352941,5560000,4458758.226859608,5,1,3,5,3,17.647058823529413,53.10594062306514,0,100
14241646,18,87913208,4884067.111111111,3888792,3978710.299158242,9,2,7,6,7,38.88888888888889,27.940721493828622,0,100
14243312,11,61080400,5552763.636363637,2600000,9125951.970865585,7,3,4,4,4,36.36363636363637,43.3016313025402,0,100
14243579,21,196300000,9347619.047619049,4800000,7677084.019835855,2,1,2,4,2,9.523809523809524,94.92304857552959,0,100
14244841,27,883625688,32726877.333333332,18000000,33293846.610945936,3,1,5,5,5,18.51851851851852,57.971819393712195,15.5702494051126,100
14249344,17,273036664,16060980.235294119,8426664,15874876.01556752,7,1,3,6,3,17.647058823529413,61.97187321055666,11.74391414996241,100
14250951,4,10207558,2551889.5,1105754,2896112.080918313,1,1,2,2,1,50,61.158092179337125,6.699012878496502,100
14252016,4,16112417,4028104.25,2322875,4006352.0296281483,2,1,2,3,2,50,57.531796677949394,0,100
14253012,5,113827491,22765498.2,10009100,21396542.82255351,5,3,2,3,2,40,53.7112561110734,24.486248865709612,100
14253056,8,31237900,3904737.5,4067000,2451768.7743093907,2,1,2,4,2,25,51.391394046242276,0,100
14253282,5,14145696,2829139.2,1500000,1933447.662824934,2,1,2,4,2,40,64.78561642868843,0,100
14255524,26,971311183,37358122.42307692,8000000,63470927.31784686,14,3,8,5,7,30.76923076923077,47.50238386573942,6.438342585249802,100
14266474,26,227304000,8742461.538461538,7737000,5213356.42541938,11,4,5,5,5,19.230769230769234,43.75497321931526,0,95.43728629094483
14268494,2,5871000,2935500,2935500,2369514.8237561206,2,1,2,2,1,100,61.20689745209276,0,100
14270409,3,84000000,28000000,25000000,15716233.64550171,2,1,2,2,2,66.66666666666666,62.66298185941042,0,100
14270488,52,354642000,6820038.461538462,5768000,4611714.435837002,5,1,7,5,7,13.461538461538462,30.45509317471859,0,100
14270734,2,10950000,5475000,5475000,3712310.6012293743,2,1,2,1,2,100,58.86657909551511,0,100
14270930,29,197179000,6799275.862068965,6000000,5181909.554929339,4,1,4,6,5,13.793103448275861,36.916243040418166,18.916246969592866,100
14274076,17,264400000,15552941.176470589,10500000,13194133.05446112,3,1,3,5,3,17.647058823529413,57.33150173023053,0,100
14276359,10,42532000,4253200,5126000,3210479.3965318566,4,1,3,4,3,30,41.19325889655599,0,100
14278110,7,26846509,3835215.5714285714,4040031,2699862.736827489,3,1,2,3,1,28.57142857142857,79.82968341683551,0,100
14280314,21,132311308,6300538.476190476,4690000,3802850.301320466,2,1,6,4,6,28.57142857142857,49.4090878234145,0,100
14295088,3,48306667,16102222.333333334,11200000,12208604.007678205,2,1,2,3,2,66.66666666666666,59.31380354420045,13.508602411616046,100
14296663,3,80600000,26866666.666666668,21000000,16596786.837618098,1,1,2,1,2,66.66666666666666,57.41567414504259,0,100
14297766,4,27180000,6795000,7190000,2416354.0027625645,2,1,3,3,3,75,48.70519371578353,0,100
14297824,10,94500000,9450000,5500000,9686101.153485626,3,1,7,5,7,70,31.751798661851574,0,100
14298009,2,47000000,23500000,23500000,5232590.180780452,2,1,2,2,2,100,52.2779538252603,0,100
14316153,10,49593526,4959352.6,3723618,3837170.033173007,2,1,2,4,1,20,82.59760788544907,0,100
14316727,11,131000000,11909090.909090908,9000000,12905072.998278975,3,2,2,5,2,18.181818181818183,75.09040535405815,5.135322692574601,100
14316739,15,238532337,15902155.8,5400000,18695322.111402176,2,1,2,4,2,13.333333333333334,63.98869911764674,29.654390623869922,100
14317238,23,130200000,5660869.565217392,3500000,4173590.0319677675,4,1,2,4,2,8.695652173913043,83.9782867426244,0,100
14317917,9,59960484,6662276,5037506,3253109.623940915,2,1,3,3,3,33.33333333333333,40.96444670238763,0,100
14319248,3,52372953,17457651,17136330,12896314.079023238,2,1,2,3,1,66.66666666666666,74.19614860847881,78.85805534690667,100
14320071,4,148582281,37145570.25,26000000,39960957.28905161,2,1,2,2,2,50,63.72162529822997,0,55.671749564135446
14320970,5,23411538,4682307.6,3461538,2574622.4490376837,3,2,3,3,2,60,45.35380277142227,0,100
14320979,62,2241940736,36160334.451612905,18000000,40321713.43283872,11,2,8,6,8,12.903225806451612,24.342053126432205,11.940122473713052,85.84258579933166
14323132,5,33266667,6653333.4,4000000,5933033.84937064,3,1,2,2,2,40,62.49407445064305,0,100
14324091,2,26790000,13395000,13395000,9609581.15632518,2,1,2,1,2,100,59.557633152715724,0,100
14324548,5,109554560,21910912,15802560,19565418.49280817,1,1,2,2,1,40,65.86980705738767,52.3427128796844,100
14326134,5,46803546,9360709.2,8000000,6729699.334652567,3,1,3,2,3,60,46.299978220490615,0,100
14326302,6,29737920,4956320,2283150,4324212.986798869,2,1,3,3,1,50,57.436080188004254,0,100
14395932,3,209543285,69847761.66666667,91699285,52476925.595831245,2,1,2,2,2,66.66666666666666,77.0982604246285,0,100
14396285,2,23200000,11600000,11600000,2262741.6997969523,1,1,2,2,2,100,51.96195005945303,0,100
14396690,28,206300000,7367857.142857143,5000000,6163669.756543164,3,1,4,3,4,14.285714285714285,35.18681810865672,3.9891309101644072,100
14397665,60,689864688,11497744.8,8291970,9098699.46429469,6,1,7,4,8,11.666666666666666,21.694367550484937,0,100
14397725,11,150030000,13639090.909090908,11520000,12282355.193158561,2,1,2,4,2,18.181818181818183,75.73318178060511,7.102920891520513,100
14397840,2,12600000,6300000,6300000,1838477.6310850235,2,1,2,2,2,100,53.11161501637692,0,100
14398744,147,8364471551,56901167.013605446,13700000,120597745.77766398,19,4,11,6,11,7.482993197278912,32.0567123093774,10.635767104965934,93.66315194814857
14398908,14,102308800,7307771.428571428,7494000,3459999.0634566476,1,1,2,4,2,14.285714285714285,67.19541002108619,0,100
14439172,17,27491970,1617174.705882353,1388500,1055709.824094183,7,2,14,5,14,82.35294117647058,10.82136487160236,0,100
14474567,40,138640600,3466015,2395800,4162791.5490443273,3,1,2,5,2,5,73.49900669619386,0,100
14476150,2,13800000,6900000,6900000,1272792.2061357854,1,1,2,1,2,100,51.843100189035916,0,100
14568572,2,22588686,11294343,11294343,1920987.0929545572,2,1,2,2,2,100,51.684147972688194,15.247252747252748,100
14569938,2,64750000,32375000,32375000,24925514.0368258,2,2,2,2,2,100,60.50968232435413,0,100
14576041,11,57087629,5189784.454545454,2850000,4136494.1060103388,4,1,2,5,2,18.181818181818183,83.43381565508322,0,100
14608040,8,267913844,33489230.5,20039135.5,33284109.58330297,6,1,4,4,4,50,61.040305909674316,10.719936708860761,100
14624506,7,190491427,27213061,11927512,41854223.27610268,1,1,3,2,2,42.857142857142854,59.568550073551556,28.422480417009133,100
14638261,8,121487490,15185936.25,17773800,11324369.615521258,4,2,2,4,1,25,74.30935566753553,0,100
14639337,9,177500000,19722222.222222224,19200000,18337127.922454063,4,1,3,5,3,33.33333333333333,52.43827913399507,0,100
14639778,18,311237000,17290944.444444444,5777000,19064369.699928597,3,1,2,6,2,11.11111111111111,59.60997066982849,4.020629422811893,100
14690251,3,12617000,4205666.666666667,3350000,2479807.721040753,2,2,2,2,2,66.66666666666666,57.07592111368889,0,100
14695515,4,23840000,5960000,3670000,6281379.890862623,2,1,2,3,2,50,57.404121717490206,0,100
14698485,8,105193000,13149125,10273500,8257258.442252057,2,1,2,3,2,25,73.30294806415904,0,100
14698683,5,13500000,2700000,1900000,1097724.9200050074,2,1,2,1,2,40,69.1673525377229,0,100
14704251,3,113493184,37831061.333333336,31600000,16936100.56711064,1,1,2,2,2,66.66666666666666,66.51074949742737,17.708333333333332,100
14704266,5,54950120,10990024,5777000,13440931.878634011,1,1,2,1,2,40,62.164258417281665,0,100
14704597,9,180405000,20045000,13000000,12749497.477842018,2,1,3,5,3,33.33333333333333,61.596768084211014,0,100
14797823,15,65742000,4382800,1260000,10272320.388861934,2,1,2,3,2,13.333333333333334,73.964730427715807,0,100
14798269,2,49800000,24900000,24900000,14000714.267493641,2,1,2,2,2,100,56.945855712004644,0,100
14800290,9,27075800,3008422.222222222,1332800,5215588.052841639,2,1,2,2,2,22.22222222222222,66.8318458150964,0,100
14879735,3,81000000,27000000,35000000,18357559.75068582,2,1,2,1,2,66.66666666666666,57.48361530254534,0,100
14885983,7,78967732,11281104.57142857,9000000,7777326.50285514,4,1,2,3,2,28.57142857142857,88.23261205997746,0,100
14886860,2,15300000,7650000,7650000,3040559.1591021544,2,1,2,2,2,100,54.50040582681875,0,100
14889567,3,1580817600,526939200,252000000,648392372.1712956,3,1,2,3,2,66.66666666666666,69.87031323292696,0,100
14893547,2,18600000,9300000,9300000,3818376.6184073566,2,1,2,1,2,100,54.68262226847034,0,100
14896612,6,51940012,8656668.666666666,8095006,5994259.038871332,2,1,2,4,3,33.33333333333333,83.69548835219476,24.016219689916298,100
14897575,6,599328920,99888153.33333333,105100800,42440145.08363828,4,2,2,2,2,33.33333333333333,55.47460626165739,0,100
14899350,15,2038950000,135930000,150000000,109903590.5431925,2,1,3,4,3,20,81.49892105145231,24.88117497904257,100
14930323,36,320978498,8916069.388888888,9407597,3654067.5357690156,10,4,2,5,1,5.555555555555555,77.28307153169011,0,100
14934306,4,95727272,23931818,24000000,9093143.963475779,3,1,2,2,1,50,50.03571409160794,0,100
14942335,6,71016588,11836098,8194410,8791466.378744788,2,1,2,3,1,33.33333333333333,70.88411724365398,32.49504997410492,100
14947081,26,265919406,10227669.461538462,3175650,14271581.610903297,8,3,4,6,4,15.384615384615385,50.37064929024488,1.325776872134488,100
14948670,4,202000000,50500000,50500000,57157676.64977295,2,1,2,2,1,50,74.2623272228213,0,100
14949360,13,76090000,5853076.923076923,4410000,3653950.794722941,3,1,2,4,2,15.384615384615385,71.2508664209308,0,100
14950598,14,410530667,29323619.07142857,23300000,19052622.747621503,3,1,2,6,2,14.285714285714285,85.7242861744934,0,100
14958532,12,841265378,70105448.16666667,50117724,48784866.77769951,6,2,3,4,4,25,76.74093462891943,0,100
14960494,12,257637000,21469750,20922500,10874247.469260909,2,1,2,3,1,16.666666666666664,69.98163983524029,11.362377940735382,100
14986020,7,80600000,11514285.714285715,12000000,3273850.21619732,3,2,2,3,3,28.57142857142857,62.833654664508515,0,100
14989258,2,4151352,2075676,2075676,921337.5084690735,2,2,2,2,2,100,55.154722114674456,0,100
15021833,5,88568000,17713600,19200000,3757924.5335690286,2,1,2,3,2,40,78.45638487756264,0,100
15023122,11,158895000,14445000,9000000,12147836.02128379,4,3,3,3,3,27.27272727272727,57.80045666698611,0,100
15023359,22,1336698280,60759012.72727273,50094228,48176767.64592449,3,1,2,5,2,9.090909090909092,57.37296419282579,0,100
15023443,20,1188125000,59406250,42062500,41237415.84363072,3,1,2,5,3,10,56.173382644755485,7.912283008942662,100
15024777,15,209680000,13978666.666666666,11000000,8888150.913810289,7,1,2,6,2,13.333333333333334,60.32156851023543,0,100
15025332,18,1802633924,100146329.1111111,90000000,50185730.86995014,3,1,2,5,2,11.11111111111111,55.21423221346257,18.274921981968262,100
15026113,3,6904000,2301333.3333333335,1920000,964311.8444431414,2,1,2,3,2,66.66666666666666,63.56505245996484,0,100
15026518,22,309096715,14049850.681818182,13995200,6929264.658862283,5,1,4,6,3,18.181818181818183,38.957660510607795,0,100
15027448,13,100448700,7726823.076923077,7500000,5577812.339103604,5,2,4,4,3,30.76923076923077,39.652839611033336,0,100
15028952,6,145812748,24302124.666666668,23868648,12017982.781401256,1,1,2,3,1,33.33333333333333,84.47569214962819,70.21207463920115,100
15029372,39,1204887600,30894553.846153848,20455710,23291974.576864667,3,1,2,6,2,5.128205128205128,55.575821501471005,0,100
15030711,6,54113300,9018883.333333334,3976000,10657509.717455888,2,2,2,2,2,33.33333333333333,65.39662427711325,0,100
15034968,6,120127176,20021196,19500000,17915355.86721621,2,1,2,4,2,33.33333333333333,78.63702352649256,35.49552762799719,100
15038355,2,17500000,8750000,8750000,8838834.764831845,2,1,2,2,2,100,65.3061224489796,0,100
15040891,5,43434738,8686947.6,7994919,2651031.1462350455,2,1,2,2,1,40,58.50091602706777,0,100
15043796,8,55868000,6983500,4554000,5117922.095091774,2,1,2,4,1,25,84.04342675733822,24.854130261519106,100
15045189,18,217620142,12090007.888888888,11105500,9731483.826485964,4,2,5,4,5,27.77777777777778,44.804318532525855,0,100
15046618,7,120683200,17240457.14285714,18000000,10155201.616061453,3,1,3,4,3,42.857142857142854,60.34461856091994,0,100
15076407,8,37173980,4646747.5,2920000,4398619.329002974,3,1,2,4,3,25,84.78808800900582,0,100
15076537,2,137000000,68500000,68500000,9192388.155425118,1,1,2,1,2,100,51.298684000213115,0,100
15170703,11,251075317,22825028.818181816,18167625,15378517.649223393,6,1,4,5,4,36.36363636363637,75.13343065084133,21.41710480277819,100
15172135,21,1222169969,58198569.952380955,54000000,40518084.79812829,2,1,4,6,2,19.047619047619047,72.25236827525731,48.671324337967015,100
15172782,3,25150000,8383333.333333333,2650000,10060608.00018236,3,1,3,2,3,100,52.8816827332888,0,100
15172901,4,13290000,3322500,3596666.5,1062172.2738140614,1,1,2,2,1,50,51.116592204543146,0,100
15173037,6,111893333,18648888.833333332,15000000,11710106.984487724,3,1,2,4,2,33.33333333333333,54.23166542031087,0,100
15173903,9,78949000,8772111.111111112,8976000,6223370.8800867,3,1,4,4,4,44.44444444444444,35.15179674017108,8.012204784804817,100
15173958,8,110000000,13750000,10000000,8664376.986917673,3,1,5,3,5,62.5,47.82489669421488,0,100
15206994,7,57158600,8165514.285714285,1872000,9203398.370788291,3,1,2,3,2,28.57142857142857,74.29046158543306,10.987347217685102,100
15228000,3,649210520,216403506.66666666,15320520,348366077.18618375,3,2,3,3,3,100,63.22058232822296,0,100
15242194,11,410800000,37345454.54545455,36000000,21944309.67865536,3,1,2,4,2,18.181818181818183,74.11934117203693,0,100
15257101,18,106885625,5938090.277777778,5034375,3016417.915965925,6,1,3,5,3,16.666666666666664,68.09660364619845,5.775357531686416,100
15258037,8,112993000,14124125,12500000,14342284.10218739,6,1,5,4,5,62.5,39.23706164767978,0,100
15273475,3,11789600,3929866.6666666665,4789600,1674621.1671101418,2,1,2,3,2,66.66666666666666,58.33854000467645,0,100
15286435,5,19640000,3928000,3000000,1501306.0980359735,2,1,2,4,2,40,54.745886237405685,0,100
15287567,2,23345000,11672500,11672500,2153140.1487130374,2,1,2,2,2,100,51.843100189035916,12.592811094452774,100
15296033,3,12450000,4150000,4590000,949789.450352024,2,1,2,1,2,66.66666666666666,59.07203109627264,0,100
15296103,10,105256644,10525664.4,9602280,4923714.84056841,3,1,4,5,4,40,44.30447028199271,0,100
15296718,8,37960000,4745000,5500000,2924297.2293722616,3,2,2,3,2,25,89.7710919222275,0,100
15296846,6,19900000,3316666.6666666665,2700000,1713962.2710744443,3,2,2,3,2,33.33333333333333,84.54808941412816,0,100
15316753,29,52124820,1797407.5862068965,870000,3598998.4773482024,6,2,2,3,2,6.896551724137931,70.73004652343941,3.3459372964807326,100
15318270,6,285547665,47591277.5,28073200,40433649.259170726,4,2,2,3,2,33.33333333333333,71.67687953863323,0,100
15320420,13,34002503,2615577.153846154,1200000,3796644.68214615,5,2,2,2,2,15.384615384615385,76.7940502436981,0,100
15320518,8,168860679,21107584.875,12946545.5,16533355.608464427,4,3,2,3,2,25,61.69320272939562,0,100
15323597,7,59235368,8462195.42857143,8500000,4442139.984228279,3,1,2,4,2,28.57142857142857,58.27865582698099,10.515873015873016,100
15324313,6,123288200,20548033.333333332,15727500,16564778.320480678,4,1,4,4,4,66.66666666666666,37.01945571588608,18.543710631903174,100
15326369,5,2081000000,416200000,400000000,394350351.8446509,4,1,3,3,3,60,50.082278254480194,7.402691013935607,100
15328053,7,187250000,26750000,26000000,16866164.35352152,2,1,2,6,2,28.57142857142857,62.02725485337815,0,100
15328305,26,452199792,17392299.692307692,12600000,14614223.605039509,4,1,5,6,6,19.230769230769234,29.444403163857448,11.983965537359492,100
15328336,5,57500000,11500000,9000000,9253377.761660874,2,1,2,5,2,40,62.56710775047259,0,100
15333550,12,20008058,1667338.1666666667,826500,1564147.8798759193,4,2,2,6,2,16.666666666666664,63.32446459353048,0,100
15334039,3,3600000,1200000,1100000,264575.13110645907,1,1,2,1,2,66.66666666666666,62.307098765432094,0,100
15335412,10,251394120,25139412,22286250,22717048.15694521,4,2,3,4,3,30,51.5777825420284,0,94.09405200089803
15338483,4,54325999,13581499.75,13878098,7003838.652544778,3,1,3,2,3,75,40.18893754083408,0,100
15339954,21,39391050,1875764.2857142857,1187100,1766354.0883797095,2,1,2,3,2,9.523809523809524,89.2117495574015,0,100
15342832,4,144733494,36183373.5,40052842.5,16673069.923559338,4,2,2,2,2,50,56.30023326430431,0,100
15343294,33,397824778,12055296.303030303,11330000,8846221.663760098,11,3,12,6,12,36.36363636363637,15.946287879870257,2.853680509441559,100
15343422,3,10332000,3444000,2742000,2762721.122371927,3,1,2,3,2,66.66666666666666,59.58025905406999,0,100
15346809,26,880503867,33865533.34615385,818500,77113790.66273083,3,1,2,5,1,7.6923076923076925,85.94328947086213,14.596436274615655,100
15347742,7,320413703,45773386.14285714,40000000,35636429.40000786,2,1,2,3,2,28.57142857142857,64.06984606773892,11.7682979977827,100
15348037,3,46598400,15532800,20348400,10260756.67385208,2,1,2,3,2,66.66666666666666,57.3391539666651,38.33746879468722,100
15355364,6,47778516,7963086,4775000,9148526.648435583,5,2,2,5,2,33.33333333333333,87.47802505282604,17.070610774097712,100
15355761,4,2956546,739136.5,658500,233064.72891094725,3,2,2,3,2,50,70.71833800003634,0,100
15364066,9,52292576,5810286.222222222,3019463,6084160.964570521,3,2,4,4,4,44.44444444444444,52.58452184091635,5.646253792422763,100
15371538,10,73933333,7393333.3,4500000,6821407.528590498,2,1,5,3,5,50,33.20274150020584,0,89.3192064667232
15372171,2,11740000,5870000,5870000,183847.76310850235,1,1,2,1,4,100,50.282962193348794,0,100
15372678,4,62611008,15652752,12058943,13672600.567564607,2,1,2,3,2,50,61.12348752662025,0,100
15373291,5,17054635,3410927,2206134,3001573.830730222,3,1,2,1,2,40,61.05224932883875,15.709570615679716,100
15375675,6,14410275,2401712.5,1614637.5,2140826.7272101915,5,3,2,4,2,33.33333333333333,74.74473424767322,0,100
15380249,18,1354127407,75229300.3888889,54000000,99510177.50863177,10,3,11,6,11,61.111111111111114,22.041478575043143,11.566912901946205,100
15380648,2,19116522,9558261,9558261,2217824.86284242,2,2,2,2,2,100,52.38738831927674,0,100
15381471,5,79204469,15840893.8,10000000,15611369.777355291,3,2,5,4,5,100,32.50453535778328,15.937334910621871,100
15381696,2,332295283,166147641.5,166147641.5,243751.7282902831,2,1,2,2,2,100,50.01298072154173,16.637886001830488,100
15382526,5,6740000,1348000,1600000,564021.2761944358,3,1,2,3,2,40,54.16823252824274,0,100
15385571,47,258623314,5502623.70212766,2030000,7179941.534165324,18,3,5,6,5,10.638297872340425,51.62980968830702,1.1178523936170213,98.80470488013938
15388032,13,174166666,13397435.846153846,11700000,7752340.807267364,3,1,2,5,1,15.384615384615385,59.39607890305406,38.806348584001476,100
15405527,4,17500000,4375000,4050000,2107723.8908357993,1,1,2,3,2,50,75.73663265306122,0,100
15405690,30,60975199,2032506.6333333333,1764500,1083963.1532782195,6,2,3,4,3,10,85.98592908740738,0,96.72325248718472
15406076,6,48000000,8000000,9000000,2000000,4,1,6,3,6,100,17.404513888888886,0,100
15426250,3,11086000,3695333.3333333335,1428000,4610080.404215672,2,1,2,2,2,66.66666666666666,68.21346967581697,0,100
15430953,3,45257080,15085693.333333334,18000000,11648175.395405639,2,1,2,3,2,66.66666666666666,76.93948712677037,11.095332118937705,100
15433630,4,35100000,8775000,7775000,4066222.6533561423,2,1,2,2,2,50,56.282416538826794,0,100
15436721,10,385847568,38584756.8,22270000,31910607.711966533,4,1,3,4,3,30,50.342819884935196,15.67694294024891,100
15440847,12,58241401,4853450.083333333,3372305.5,4386457.590430729,3,2,5,5,5,41.66666666666667,46.66167525114602,0,100
15442721,4,21892000,5473000,5125000,5550067.507096948,1,1,2,4,2,50,59.436970581359006,0,100
15442960,4,19503333,4875833.25,4200000,2430981.021567682,4,1,3,4,3,75,40.86035734357187,0,100
15443585,8,56355499,7044437.375,6500000,3991674.2603936773,4,2,3,4,3,37.5,76.24440471571867,4.0122248651369405,100
15443590,7,80700000,11528571.42857143,15000000,7249532.004599627,3,1,3,2,3,42.857142857142854,39.10694085127037,22.51510671585021,100
15445003,5,86615094,17323018.8,18767507,15725961.690167557,3,1,2,4,3,40,72.42624741355517,0,100
15445450,5,66930000,13386000,8975000,8760768.659198804,2,1,2,4,2,40,62.21304482435572,5.373524577917227,100
15447519,7,24455800,3493685.714285714,2390000,3335114.614436597,5,3,2,2,2,28.57142857142857,88.54067951308518,0,100
15451948,2,17505377,8752688.5,8752688.5,4995975.988339466,1,1,2,2,1,100,57.0814289242372,65.47582231597853,100
15456361,52,995504805,19144323.173076924,970122,42302417.37208335,11,2,2,4,2,3.8461538461538463,74.77410675474675,0.6565594420480201,100
15457163,3,18913008,6304336,5056208,4074394.947509139,2,1,2,2,2,66.66666666666666,69.91701239420014,0,100
15484631,10,138624950,13862495,4015600,18975909.96135261,5,3,3,3,3,30,78.64078113658337,7.910281482518118,100
15484716,23,309497160,13456398.260869564,11333333,9602930.001712102,4,1,5,6,5,21.73913043478261,42.899494226369264,0,100
15487029,3,84657400,28219133.333333332,22650000,17410078.640067462,2,2,2,2,2,66.66666666666666,57.355025731836086,0,100
15505367,4,218150000,54537500,37125000,62958337.7454223,3,1,3,2,3,75,50.75893029984762,0,100
15510659,6,214237600,35706266.666666664,25600000,25767382.397648904,3,3,2,4,2,33.33333333333333,67.90081916856192,0,100
15511154,2,23476194,11738097,11738097,9529108.161985464,2,1,2,2,2,100,61.29443205799298,0,100
15513858,2,20396000,10198000,10198000,3815548.1912826104,2,1,2,2,2,100,54.18193200786422,0,100
15514593,10,90935700,9093570,8836275,3709655.008757553,1,1,2,3,3,20,70.05582733733974,0,100
15531064,6,137138084,22856347.333333332,22780000,7453113.557556108,2,1,2,4,2,33.33333333333333,78.70736812188615,0,100
15532430,5,49350000,9870000,10850000,4702339.84309939,3,1,2,3,2,40,54.657412625530064,0,100
15536852,3,23832632,7944210.666666667,1052632,12348137.20320362,2,1,2,2,2,66.66666666666666,75.65239151746363,0,100
15538011,7,6446233,920890.4285714285,675233,585097.7602429236,4,2,2,4,2,28.57142857142857,60.25225905145008,0,100
15540337,2,32000000,16000000,16000000,4242640.687119286,2,1,2,2,2,100,52.783203125,15.625,100
15621006,2,20300000,10150000,10150000,10394469.683442248,1,1,2,2,2,100,65.6064209274673,0,100
15666818,25,194200000,7768000,5000000,4852058.841357965,4,1,3,4,3,12,72.25575430003573,0,100
15668320,19,91700000,4826315.7894736845,2500000,4249162.284140142,4,1,2,5,2,10.526315789473683,71.87385164116426,5.445332506947784,100
15670160,12,951714352,79309529.33333333,38063205,83353465.51357487,5,1,3,5,2,25,73.68085991756402,30.86188234959673,100
15671075,12,397027706,33085642.166666668,11253780.5,63913315.37907869,7,3,3,4,3,25,51.895533108917974,0,100
15674394,4,145000000,36250000,35000000,18427786.989579983,4,1,2,3,2,50,61.90175386444708,0,100
15676526,9,107983333,11998148.111111112,10500000,10349115.825297933,4,1,2,3,2,22.22222222222222,55.55748520201733,10.505050505050505,100
15678392,11,183400000,16672727.272727273,17500000,12626645.70731997,4,2,2,6,2,18.181818181818183,77.39076227953909,0,100
15679872,15,147000000,9800000,5200000,8245280.035095404,2,2,2,4,2,13.333333333333334,77.11189203572584,0,100
15680659,9,189543000,21060333.333333332,19750500,10426748.627328655,2,1,2,3,1,22.22222222222222,64.68976291789545,11.920904594777138,100
