codigo_entidad,valor,anno,indicador
23672,8775,2019,ine_coberturaNeta
23675,8319,2019,ine_coberturaNeta
23678,9135,2019,ine_coberturaNeta
23682,7866,2019,ine_coberturaNeta
23686,7834,2019,ine_coberturaNeta
23000,9417,2019,ine_coberturaNeta
23001,9759,2019,ine_coberturaNeta
23068,9439,2019,ine_coberturaNeta
23079,9218,2019,ine_coberturaNeta
23090,11445,2019,ine_coberturaNeta
23162,9592,2019,ine_coberturaNeta
23168,7668,2019,ine_coberturaNeta
23182,10473,2019,ine_coberturaNeta
23189,9978,2019,ine_coberturaNeta
23300,7947,2019,ine_coberturaNeta
23350,8590,2019,ine_coberturaNeta
23417,10465,2019,ine_coberturaNeta
23419,8971,2019,ine_coberturaNeta
23464,7792,2019,ine_coberturaNeta
23466,9615,2019,ine_coberturaNeta
23500,8316,2019,ine_coberturaNeta
23555,10564,2019,ine_coberturaNeta
23570,8059,2019,ine_coberturaNeta
23574,8923,2019,ine_coberturaNeta
23580,9085,2019,ine_coberturaNeta
25898,8004,2019,ine_coberturaNeta
25899,9314,2019,ine_coberturaNeta
25873,10405,2019,ine_coberturaNeta
25875,10403,2019,ine_coberturaNeta
25878,10346,2019,ine_coberturaNeta
25885,9440,2019,ine_coberturaNeta
25839,11282,2019,ine_coberturaNeta
25841,8799,2019,ine_coberturaNeta
25843,9988,2019,ine_coberturaNeta
25845,8316,2019,ine_coberturaNeta
25851,8660,2019,ine_coberturaNeta
25862,8254,2019,ine_coberturaNeta
25867,7656,2019,ine_coberturaNeta
25871,10838,2019,ine_coberturaNeta
25000,9586,2019,ine_coberturaNeta
25001,10148,2019,ine_coberturaNeta
25019,7747,2019,ine_coberturaNeta
25035,9466,2019,ine_coberturaNeta
25040,10004,2019,ine_coberturaNeta
25053,9869,2019,ine_coberturaNeta
25086,9824,2019,ine_coberturaNeta
25095,10127,2019,ine_coberturaNeta
25099,9121,2019,ine_coberturaNeta
25120,8046,2019,ine_coberturaNeta
25123,7947,2019,ine_coberturaNeta
25126,8702,2019,ine_coberturaNeta
25148,8738,2019,ine_coberturaNeta
25151,9458,2019,ine_coberturaNeta
25154,8432,2019,ine_coberturaNeta
25168,6486,2019,ine_coberturaNeta
25175,11232,2019,ine_coberturaNeta
25178,8290,2019,ine_coberturaNeta
25181,10223,2019,ine_coberturaNeta
25183,8835,2019,ine_coberturaNeta
25200,9114,2019,ine_coberturaNeta
25214,19344,2019,ine_coberturaNeta
25224,8718,2019,ine_coberturaNeta
25245,9660,2019,ine_coberturaNeta
25258,8089,2019,ine_coberturaNeta
25260,9563,2019,ine_coberturaNeta
25269,9101,2019,ine_coberturaNeta
25279,8651,2019,ine_coberturaNeta
25281,9245,2019,ine_coberturaNeta
25286,10337,2019,ine_coberturaNeta
25288,15386,2019,ine_coberturaNeta
25290,9834,2019,ine_coberturaNeta
25293,9738,2019,ine_coberturaNeta
25295,8042,2019,ine_coberturaNeta
25297,10412,2019,ine_coberturaNeta
25299,8084,2019,ine_coberturaNeta
25307,10092,2019,ine_coberturaNeta
25312,9436,2019,ine_coberturaNeta
25317,9201,2019,ine_coberturaNeta
25320,9792,2019,ine_coberturaNeta
25322,9737,2019,ine_coberturaNeta
25324,9061,2019,ine_coberturaNeta
25326,8727,2019,ine_coberturaNeta
25328,8981,2019,ine_coberturaNeta
25335,7849,2019,ine_coberturaNeta
25339,8725,2019,ine_coberturaNeta
25368,10456,2019,ine_coberturaNeta
25372,8401,2019,ine_coberturaNeta
25377,15915,2019,ine_coberturaNeta
25386,9340,2019,ine_coberturaNeta
25394,8995,2019,ine_coberturaNeta
25398,8874,2019,ine_coberturaNeta
25402,9479,2019,ine_coberturaNeta
25407,8939,2019,ine_coberturaNeta
25426,9990,2019,ine_coberturaNeta
25430,8699,2019,ine_coberturaNeta
25436,9193,2019,ine_coberturaNeta
25438,9510,2019,ine_coberturaNeta
25473,9603,2019,ine_coberturaNeta
25483,8609,2019,ine_coberturaNeta
25486,9721,2019,ine_coberturaNeta
25488,11238,2019,ine_coberturaNeta
25489,8615,2019,ine_coberturaNeta
25491,8574,2019,ine_coberturaNeta
25506,10441,2019,ine_coberturaNeta
25513,9849,2019,ine_coberturaNeta
25518,8172,2019,ine_coberturaNeta
25524,8650,2019,ine_coberturaNeta
25530,10394,2019,ine_coberturaNeta
25535,11666,2019,ine_coberturaNeta
25572,10852,2019,ine_coberturaNeta
25580,7300,2019,ine_coberturaNeta
25592,9438,2019,ine_coberturaNeta
25594,11947,2019,ine_coberturaNeta
25596,10703,2019,ine_coberturaNeta
25599,7451,2019,ine_coberturaNeta
25612,6877,2019,ine_coberturaNeta
25645,8808,2019,ine_coberturaNeta
25649,9560,2019,ine_coberturaNeta
25653,8769,2019,ine_coberturaNeta
25658,8392,2019,ine_coberturaNeta
25662,9866,2019,ine_coberturaNeta
25718,9468,2019,ine_coberturaNeta
25736,9682,2019,ine_coberturaNeta
25740,9992,2019,ine_coberturaNeta
25743,8774,2019,ine_coberturaNeta
25745,8377,2019,ine_coberturaNeta
25754,8815,2019,ine_coberturaNeta
25758,10014,2019,ine_coberturaNeta
25769,13364,2019,ine_coberturaNeta
25772,7980,2019,ine_coberturaNeta
25777,9171,2019,ine_coberturaNeta
25779,6830,2019,ine_coberturaNeta
25781,8759,2019,ine_coberturaNeta
25785,9654,2019,ine_coberturaNeta
25793,9632,2019,ine_coberturaNeta
25797,8561,2019,ine_coberturaNeta
25799,16615,2019,ine_coberturaNeta
25805,9903,2019,ine_coberturaNeta
25807,8690,2019,ine_coberturaNeta
25815,8265,2019,ine_coberturaNeta
25817,9646,2019,ine_coberturaNeta
25823,8787,2019,ine_coberturaNeta
20787,9818,2019,ine_coberturaNeta
20621,9765,2019,ine_coberturaNeta
20710,8214,2019,ine_coberturaNeta
20750,9215,2019,ine_coberturaNeta
20770,8068,2019,ine_coberturaNeta
20310,8822,2019,ine_coberturaNeta
20383,8587,2019,ine_coberturaNeta
20400,8506,2019,ine_coberturaNeta
20443,10170,2019,ine_coberturaNeta
20517,8653,2019,ine_coberturaNeta
20550,8858,2019,ine_coberturaNeta
20570,6847,2019,ine_coberturaNeta
20614,9072,2019,ine_coberturaNeta
20000,9057,2019,ine_coberturaNeta
20001,9050,2019,ine_coberturaNeta
20011,8672,2019,ine_coberturaNeta
20013,10615,2019,ine_coberturaNeta
20032,9216,2019,ine_coberturaNeta
20045,9330,2019,ine_coberturaNeta
20060,9015,2019,ine_coberturaNeta
20175,9467,2019,ine_coberturaNeta
20178,9942,2019,ine_coberturaNeta
20228,8824,2019,ine_coberturaNeta
20238,9877,2019,ine_coberturaNeta
20250,9942,2019,ine_coberturaNeta
20295,6937,2019,ine_coberturaNeta
19845,7181,2019,ine_coberturaNeta
19000,8439,2019,ine_coberturaNeta
19001,10252,2019,ine_coberturaNeta
19022,7171,2019,ine_coberturaNeta
19050,10173,2019,ine_coberturaNeta
19075,8023,2019,ine_coberturaNeta
19100,8813,2019,ine_coberturaNeta
19110,7435,2019,ine_coberturaNeta
19130,7026,2019,ine_coberturaNeta
19137,8409,2019,ine_coberturaNeta
19142,9130,2019,ine_coberturaNeta
19212,9624,2019,ine_coberturaNeta
19256,8257,2019,ine_coberturaNeta
19290,10204,2019,ine_coberturaNeta
19300,7751,2019,ine_coberturaNeta
19318,9151,2019,ine_coberturaNeta
19355,8964,2019,ine_coberturaNeta
19364,7893,2019,ine_coberturaNeta
19392,8538,2019,ine_coberturaNeta
19397,5719,2019,ine_coberturaNeta
19418,8832,2019,ine_coberturaNeta
19450,6254,2019,ine_coberturaNeta
19455,9610,2019,ine_coberturaNeta
19473,7478,2019,ine_coberturaNeta
19513,8589,2019,ine_coberturaNeta
19517,6655,2019,ine_coberturaNeta
19532,8227,2019,ine_coberturaNeta
19533,7889,2019,ine_coberturaNeta
19548,8757,2019,ine_coberturaNeta
19573,10742,2019,ine_coberturaNeta
19585,6810,2019,ine_coberturaNeta
19622,8273,2019,ine_coberturaNeta
19693,6281,2019,ine_coberturaNeta
19698,9079,2019,ine_coberturaNeta
19701,8060,2019,ine_coberturaNeta
19743,7040,2019,ine_coberturaNeta
19760,5967,2019,ine_coberturaNeta
19780,5800,2019,ine_coberturaNeta
19785,5369,2019,ine_coberturaNeta
19807,8507,2019,ine_coberturaNeta
19809,7884,2019,ine_coberturaNeta
19821,7209,2019,ine_coberturaNeta
19824,6659,2019,ine_coberturaNeta
18785,8356,2019,ine_coberturaNeta
18860,7311,2019,ine_coberturaNeta
18592,8620,2019,ine_coberturaNeta
18610,8942,2019,ine_coberturaNeta
18753,9800,2019,ine_coberturaNeta
18756,7371,2019,ine_coberturaNeta
18000,9049,2019,ine_coberturaNeta
18001,9764,2019,ine_coberturaNeta
18029,8004,2019,ine_coberturaNeta
18094,7699,2019,ine_coberturaNeta
18150,9223,2019,ine_coberturaNeta
18205,9293,2019,ine_coberturaNeta
18247,9003,2019,ine_coberturaNeta
18256,6301,2019,ine_coberturaNeta
18410,8785,2019,ine_coberturaNeta
18460,7141,2019,ine_coberturaNeta
18479,8875,2019,ine_coberturaNeta
17873,8341,2019,ine_coberturaNeta
17000,8588,2019,ine_coberturaNeta
17001,8160,2019,ine_coberturaNeta
17013,8930,2019,ine_coberturaNeta
17042,8268,2019,ine_coberturaNeta
17050,9314,2019,ine_coberturaNeta
17088,8625,2019,ine_coberturaNeta
17174,9703,2019,ine_coberturaNeta
17272,7683,2019,ine_coberturaNeta
17380,8825,2019,ine_coberturaNeta
17388,10188,2019,ine_coberturaNeta
17433,8314,2019,ine_coberturaNeta
17442,9270,2019,ine_coberturaNeta
17444,9165,2019,ine_coberturaNeta
17446,7639,2019,ine_coberturaNeta
17486,9493,2019,ine_coberturaNeta
17495,9659,2019,ine_coberturaNeta
17513,8484,2019,ine_coberturaNeta
17524,9856,2019,ine_coberturaNeta
17541,8661,2019,ine_coberturaNeta
17614,9011,2019,ine_coberturaNeta
17616,9724,2019,ine_coberturaNeta
17653,7300,2019,ine_coberturaNeta
17662,8967,2019,ine_coberturaNeta
17665,10154,2019,ine_coberturaNeta
17777,8669,2019,ine_coberturaNeta
17867,8208,2019,ine_coberturaNeta
17877,9600,2019,ine_coberturaNeta
15000,9651,2019,ine_coberturaNeta
15001,10566,2019,ine_coberturaNeta
15022,8196,2019,ine_coberturaNeta
15047,9537,2019,ine_coberturaNeta
15051,9074,2019,ine_coberturaNeta
15087,10028,2019,ine_coberturaNeta
15090,9672,2019,ine_coberturaNeta
15092,7360,2019,ine_coberturaNeta
15097,9945,2019,ine_coberturaNeta
15104,7772,2019,ine_coberturaNeta
15106,9095,2019,ine_coberturaNeta
15109,9820,2019,ine_coberturaNeta
15114,5549,2019,ine_coberturaNeta
15131,7997,2019,ine_coberturaNeta
15135,7158,2019,ine_coberturaNeta
15162,8960,2019,ine_coberturaNeta
15842,7814,2019,ine_coberturaNeta
15861,8615,2019,ine_coberturaNeta
15879,6934,2019,ine_coberturaNeta
15897,9324,2019,ine_coberturaNeta
15814,9969,2019,ine_coberturaNeta
15816,9211,2019,ine_coberturaNeta
15820,8491,2019,ine_coberturaNeta
15822,8788,2019,ine_coberturaNeta
15832,9633,2019,ine_coberturaNeta
15835,12086,2019,ine_coberturaNeta
15837,11402,2019,ine_coberturaNeta
15839,8872,2019,ine_coberturaNeta
15638,7568,2019,ine_coberturaNeta
15646,11415,2019,ine_coberturaNeta
15660,9401,2019,ine_coberturaNeta
15664,8215,2019,ine_coberturaNeta
15667,8836,2019,ine_coberturaNeta
15673,9896,2019,ine_coberturaNeta
15676,9906,2019,ine_coberturaNeta
15681,8468,2019,ine_coberturaNeta
15686,9190,2019,ine_coberturaNeta
15690,9740,2019,ine_coberturaNeta
15693,8387,2019,ine_coberturaNeta
15696,8460,2019,ine_coberturaNeta
15720,8904,2019,ine_coberturaNeta
15723,10833,2019,ine_coberturaNeta
15740,10312,2019,ine_coberturaNeta
15753,9850,2019,ine_coberturaNeta
15755,9291,2019,ine_coberturaNeta
15757,11130,2019,ine_coberturaNeta
15759,11390,2019,ine_coberturaNeta
15761,10231,2019,ine_coberturaNeta
15762,8552,2019,ine_coberturaNeta
15763,7459,2019,ine_coberturaNeta
15764,11917,2019,ine_coberturaNeta
15774,7689,2019,ine_coberturaNeta
15776,8141,2019,ine_coberturaNeta
15778,6381,2019,ine_coberturaNeta
15790,9017,2019,ine_coberturaNeta
15798,8803,2019,ine_coberturaNeta
15804,8255,2019,ine_coberturaNeta
15806,8252,2019,ine_coberturaNeta
15808,8840,2019,ine_coberturaNeta
15810,9089,2019,ine_coberturaNeta
15172,8924,2019,ine_coberturaNeta
15176,10083,2019,ine_coberturaNeta
15180,8534,2019,ine_coberturaNeta
15183,9696,2019,ine_coberturaNeta
15185,8023,2019,ine_coberturaNeta
15187,6677,2019,ine_coberturaNeta
15189,8843,2019,ine_coberturaNeta
15204,9606,2019,ine_coberturaNeta
15212,8109,2019,ine_coberturaNeta
15215,9249,2019,ine_coberturaNeta
15218,8901,2019,ine_coberturaNeta
15223,4447,2019,ine_coberturaNeta
15224,9815,2019,ine_coberturaNeta
15226,7624,2019,ine_coberturaNeta
15232,7769,2019,ine_coberturaNeta
15236,7468,2019,ine_coberturaNeta
15238,10270,2019,ine_coberturaNeta
15244,9777,2019,ine_coberturaNeta
15248,9409,2019,ine_coberturaNeta
15272,6744,2019,ine_coberturaNeta
15276,8930,2019,ine_coberturaNeta
15293,10350,2019,ine_coberturaNeta
15296,8930,2019,ine_coberturaNeta
15299,8708,2019,ine_coberturaNeta
15317,6724,2019,ine_coberturaNeta
15322,9966,2019,ine_coberturaNeta
15325,8955,2019,ine_coberturaNeta
15332,6744,2019,ine_coberturaNeta
15362,9916,2019,ine_coberturaNeta
15367,8123,2019,ine_coberturaNeta
15368,9344,2019,ine_coberturaNeta
15377,9373,2019,ine_coberturaNeta
15380,8071,2019,ine_coberturaNeta
15401,10054,2019,ine_coberturaNeta
15403,8918,2019,ine_coberturaNeta
15407,10423,2019,ine_coberturaNeta
15425,7140,2019,ine_coberturaNeta
15442,8393,2019,ine_coberturaNeta
15455,8931,2019,ine_coberturaNeta
15464,8487,2019,ine_coberturaNeta
15466,9787,2019,ine_coberturaNeta
15469,9215,2019,ine_coberturaNeta
15476,7194,2019,ine_coberturaNeta
15480,9524,2019,ine_coberturaNeta
15491,9223,2019,ine_coberturaNeta
15494,9360,2019,ine_coberturaNeta
15500,6961,2019,ine_coberturaNeta
15507,7921,2019,ine_coberturaNeta
15511,7953,2019,ine_coberturaNeta
15514,8265,2019,ine_coberturaNeta
15516,9941,2019,ine_coberturaNeta
15518,8060,2019,ine_coberturaNeta
15522,9969,2019,ine_coberturaNeta
15531,9610,2019,ine_coberturaNeta
15533,6781,2019,ine_coberturaNeta
15537,9390,2019,ine_coberturaNeta
15542,8520,2019,ine_coberturaNeta
15550,7677,2019,ine_coberturaNeta
15572,10297,2019,ine_coberturaNeta
15580,9343,2019,ine_coberturaNeta
15599,9487,2019,ine_coberturaNeta
15600,7853,2019,ine_coberturaNeta
15621,8130,2019,ine_coberturaNeta
15632,8012,2019,ine_coberturaNeta
13688,10344,2019,ine_coberturaNeta
13744,8642,2019,ine_coberturaNeta
13760,8152,2019,ine_coberturaNeta
13780,9542,2019,ine_coberturaNeta
13810,10517,2019,ine_coberturaNeta
13836,8338,2019,ine_coberturaNeta
13838,9360,2019,ine_coberturaNeta
13873,8256,2019,ine_coberturaNeta
13894,9205,2019,ine_coberturaNeta
13062,9557,2019,ine_coberturaNeta
13074,10682,2019,ine_coberturaNeta
13140,10967,2019,ine_coberturaNeta
13160,10193,2019,ine_coberturaNeta
13188,9268,2019,ine_coberturaNeta
13212,10231,2019,ine_coberturaNeta
13222,8774,2019,ine_coberturaNeta
13244,10275,2019,ine_coberturaNeta
13248,8324,2019,ine_coberturaNeta
13268,9583,2019,ine_coberturaNeta
13300,9243,2019,ine_coberturaNeta
13430,9307,2019,ine_coberturaNeta
13433,9311,2019,ine_coberturaNeta
13440,9390,2019,ine_coberturaNeta
13442,9757,2019,ine_coberturaNeta
13458,7376,2019,ine_coberturaNeta
13468,10335,2019,ine_coberturaNeta
13473,7857,2019,ine_coberturaNeta
13490,8465,2019,ine_coberturaNeta
13549,9423,2019,ine_coberturaNeta
13580,7319,2019,ine_coberturaNeta
13600,7707,2019,ine_coberturaNeta
13620,8486,2019,ine_coberturaNeta
13647,9210,2019,ine_coberturaNeta
13650,7292,2019,ine_coberturaNeta
13654,9447,2019,ine_coberturaNeta
13655,8316,2019,ine_coberturaNeta
13657,9548,2019,ine_coberturaNeta
13667,10522,2019,ine_coberturaNeta
13670,9307,2019,ine_coberturaNeta
13673,10221,2019,ine_coberturaNeta
13683,7673,2019,ine_coberturaNeta
13000,9947,2019,ine_coberturaNeta
13001,10775,2019,ine_coberturaNeta
13006,10019,2019,ine_coberturaNeta
13030,7568,2019,ine_coberturaNeta
13042,9830,2019,ine_coberturaNeta
13052,9639,2019,ine_coberturaNeta
11001,9630,2019,ine_coberturaNeta
8770,8430,2019,ine_coberturaNeta
8832,6168,2019,ine_coberturaNeta
8849,6081,2019,ine_coberturaNeta
8000,9171,2019,ine_coberturaNeta
8001,10126,2019,ine_coberturaNeta
8078,9347,2019,ine_coberturaNeta
8137,9120,2019,ine_coberturaNeta
8141,8259,2019,ine_coberturaNeta
8296,7657,2019,ine_coberturaNeta
8372,8120,2019,ine_coberturaNeta
8421,8541,2019,ine_coberturaNeta
8433,8187,2019,ine_coberturaNeta
8436,7639,2019,ine_coberturaNeta
8520,9252,2019,ine_coberturaNeta
8549,7403,2019,ine_coberturaNeta
8558,7548,2019,ine_coberturaNeta
8560,8131,2019,ine_coberturaNeta
8573,13914,2019,ine_coberturaNeta
8606,8331,2019,ine_coberturaNeta
8634,9084,2019,ine_coberturaNeta
8638,9397,2019,ine_coberturaNeta
8675,6410,2019,ine_coberturaNeta
8685,6845,2019,ine_coberturaNeta
8758,8118,2019,ine_coberturaNeta
1001,9235,2019,ine_coberturaNeta
5000,9383,2019,ine_coberturaNeta
5001,9796,2019,ine_coberturaNeta
5002,8209,2019,ine_coberturaNeta
5004,6576,2019,ine_coberturaNeta
5021,7902,2019,ine_coberturaNeta
5030,8052,2019,ine_coberturaNeta
5031,7663,2019,ine_coberturaNeta
5034,8909,2019,ine_coberturaNeta
5036,9665,2019,ine_coberturaNeta
5038,10073,2019,ine_coberturaNeta
5040,8248,2019,ine_coberturaNeta
5042,9969,2019,ine_coberturaNeta
5044,7521,2019,ine_coberturaNeta
5045,10104,2019,ine_coberturaNeta
5051,10271,2019,ine_coberturaNeta
5055,7974,2019,ine_coberturaNeta
5059,6144,2019,ine_coberturaNeta
5079,8633,2019,ine_coberturaNeta
5086,10381,2019,ine_coberturaNeta
5088,8493,2019,ine_coberturaNeta
5091,6915,2019,ine_coberturaNeta
5093,9212,2019,ine_coberturaNeta
5101,8717,2019,ine_coberturaNeta
5107,8039,2019,ine_coberturaNeta
5113,7667,2019,ine_coberturaNeta
5120,8476,2019,ine_coberturaNeta
5125,8196,2019,ine_coberturaNeta
5129,9474,2019,ine_coberturaNeta
5134,6729,2019,ine_coberturaNeta
5138,8562,2019,ine_coberturaNeta
5142,7734,2019,ine_coberturaNeta
5145,8871,2019,ine_coberturaNeta
5893,8161,2019,ine_coberturaNeta
5873,7321,2019,ine_coberturaNeta
5885,7273,2019,ine_coberturaNeta
5887,8661,2019,ine_coberturaNeta
5890,7704,2019,ine_coberturaNeta
5819,10565,2019,ine_coberturaNeta
5837,10971,2019,ine_coberturaNeta
5842,8254,2019,ine_coberturaNeta
5847,8498,2019,ine_coberturaNeta
5854,8172,2019,ine_coberturaNeta
5856,7585,2019,ine_coberturaNeta
5858,10273,2019,ine_coberturaNeta
5861,9649,2019,ine_coberturaNeta
5664,11326,2019,ine_coberturaNeta
5665,10375,2019,ine_coberturaNeta
5667,6671,2019,ine_coberturaNeta
5670,8179,2019,ine_coberturaNeta
5674,7380,2019,ine_coberturaNeta
5679,7385,2019,ine_coberturaNeta
5686,10246,2019,ine_coberturaNeta
5690,10773,2019,ine_coberturaNeta
5697,8485,2019,ine_coberturaNeta
5736,8713,2019,ine_coberturaNeta
5756,8656,2019,ine_coberturaNeta
5761,9210,2019,ine_coberturaNeta
5789,8669,2019,ine_coberturaNeta
5790,8715,2019,ine_coberturaNeta
5792,7278,2019,ine_coberturaNeta
5809,7267,2019,ine_coberturaNeta
5895,11755,2019,ine_coberturaNeta
5147,9407,2019,ine_coberturaNeta
5148,8620,2019,ine_coberturaNeta
5150,9913,2019,ine_coberturaNeta
5154,9219,2019,ine_coberturaNeta
5172,9691,2019,ine_coberturaNeta
5190,8120,2019,ine_coberturaNeta
5197,10116,2019,ine_coberturaNeta
5206,5785,2019,ine_coberturaNeta
5209,8410,2019,ine_coberturaNeta
5212,10418,2019,ine_coberturaNeta
5234,8536,2019,ine_coberturaNeta
5237,9583,2019,ine_coberturaNeta
5240,8078,2019,ine_coberturaNeta
5250,9437,2019,ine_coberturaNeta
5264,8359,2019,ine_coberturaNeta
5266,9706,2019,ine_coberturaNeta
5282,7059,2019,ine_coberturaNeta
5284,9221,2019,ine_coberturaNeta
5306,9465,2019,ine_coberturaNeta
5308,8916,2019,ine_coberturaNeta
5310,7934,2019,ine_coberturaNeta
5313,8323,2019,ine_coberturaNeta
5315,7104,2019,ine_coberturaNeta
5318,7375,2019,ine_coberturaNeta
5321,9363,2019,ine_coberturaNeta
5347,9818,2019,ine_coberturaNeta
5353,8835,2019,ine_coberturaNeta
5360,8896,2019,ine_coberturaNeta
5361,8485,2019,ine_coberturaNeta
5364,9093,2019,ine_coberturaNeta
5368,8249,2019,ine_coberturaNeta
5376,8980,2019,ine_coberturaNeta
5380,11871,2019,ine_coberturaNeta
5390,9030,2019,ine_coberturaNeta
5400,9281,2019,ine_coberturaNeta
5411,8962,2019,ine_coberturaNeta
5425,9417,2019,ine_coberturaNeta
5440,9821,2019,ine_coberturaNeta
5467,7952,2019,ine_coberturaNeta
5475,7019,2019,ine_coberturaNeta
5480,12552,2019,ine_coberturaNeta
5483,7271,2019,ine_coberturaNeta
5490,11502,2019,ine_coberturaNeta
5495,8672,2019,ine_coberturaNeta
5501,7516,2019,ine_coberturaNeta
5541,8477,2019,ine_coberturaNeta
5543,7687,2019,ine_coberturaNeta
5576,7968,2019,ine_coberturaNeta
5579,8822,2019,ine_coberturaNeta
5585,8056,2019,ine_coberturaNeta
5591,10085,2019,ine_coberturaNeta
5604,10229,2019,ine_coberturaNeta
5607,10254,2019,ine_coberturaNeta
5615,9883,2019,ine_coberturaNeta
5628,7889,2019,ine_coberturaNeta
5631,9699,2019,ine_coberturaNeta
5642,7818,2019,ine_coberturaNeta
5647,7527,2019,ine_coberturaNeta
5649,10296,2019,ine_coberturaNeta
5652,8500,2019,ine_coberturaNeta
5656,8049,2019,ine_coberturaNeta
5658,7015,2019,ine_coberturaNeta
5659,10216,2019,ine_coberturaNeta
5660,9420,2019,ine_coberturaNeta
99000,5551,2019,ine_coberturaNeta
99001,9981,2019,ine_coberturaNeta
99773,4195,2019,ine_coberturaNeta
99524,9112,2019,ine_coberturaNeta
99624,8005,2019,ine_coberturaNeta
97161,5560,2019,ine_coberturaNeta
97666,5237,2019,ine_coberturaNeta
97000,5233,2019,ine_coberturaNeta
97001,5384,2019,ine_coberturaNeta
95001,9469,2019,ine_coberturaNeta
95015,6736,2019,ine_coberturaNeta
95025,7164,2019,ine_coberturaNeta
95200,4338,2019,ine_coberturaNeta
95000,8309,2019,ine_coberturaNeta
94001,7368,2019,ine_coberturaNeta
94000,6626,2019,ine_coberturaNeta
91000,8140,2019,ine_coberturaNeta
91001,9793,2019,ine_coberturaNeta
91540,5741,2019,ine_coberturaNeta
88564,7403,2019,ine_coberturaNeta
88000,9187,2019,ine_coberturaNeta
86000,8483,2019,ine_coberturaNeta
86001,9013,2019,ine_coberturaNeta
86219,8163,2019,ine_coberturaNeta
86320,9482,2019,ine_coberturaNeta
86568,9611,2019,ine_coberturaNeta
86569,6814,2019,ine_coberturaNeta
86571,5206,2019,ine_coberturaNeta
86573,7231,2019,ine_coberturaNeta
86865,8855,2019,ine_coberturaNeta
86885,10187,2019,ine_coberturaNeta
86749,10519,2019,ine_coberturaNeta
86755,7857,2019,ine_coberturaNeta
86757,8264,2019,ine_coberturaNeta
86760,8039,2019,ine_coberturaNeta
85440,9169,2019,ine_coberturaNeta
85410,9299,2019,ine_coberturaNeta
85430,9769,2019,ine_coberturaNeta
85001,10086,2019,ine_coberturaNeta
85010,9352,2019,ine_coberturaNeta
85015,6673,2019,ine_coberturaNeta
85125,9310,2019,ine_coberturaNeta
85136,6589,2019,ine_coberturaNeta
85139,8308,2019,ine_coberturaNeta
85162,8746,2019,ine_coberturaNeta
85225,9026,2019,ine_coberturaNeta
85230,8071,2019,ine_coberturaNeta
85250,9243,2019,ine_coberturaNeta
85263,7691,2019,ine_coberturaNeta
85279,5353,2019,ine_coberturaNeta
85300,8571,2019,ine_coberturaNeta
85315,5613,2019,ine_coberturaNeta
85325,7794,2019,ine_coberturaNeta
85400,9162,2019,ine_coberturaNeta
85000,9343,2019,ine_coberturaNeta
81000,9306,2019,ine_coberturaNeta
81001,9670,2019,ine_coberturaNeta
81065,6925,2019,ine_coberturaNeta
81220,8892,2019,ine_coberturaNeta
81300,10033,2019,ine_coberturaNeta
81794,11879,2019,ine_coberturaNeta
81591,7863,2019,ine_coberturaNeta
81736,8800,2019,ine_coberturaNeta
76895,7793,2019,ine_coberturaNeta
76823,7309,2019,ine_coberturaNeta
76828,6738,2019,ine_coberturaNeta
76834,8181,2019,ine_coberturaNeta
76845,7356,2019,ine_coberturaNeta
76863,7182,2019,ine_coberturaNeta
76869,7003,2019,ine_coberturaNeta
76890,7773,2019,ine_coberturaNeta
76892,9477,2019,ine_coberturaNeta
76000,8146,2019,ine_coberturaNeta
76001,8345,2019,ine_coberturaNeta
76020,6868,2019,ine_coberturaNeta
76036,6354,2019,ine_coberturaNeta
76041,7668,2019,ine_coberturaNeta
76054,7420,2019,ine_coberturaNeta
76100,7007,2019,ine_coberturaNeta
76109,7930,2019,ine_coberturaNeta
76111,8465,2019,ine_coberturaNeta
76113,7540,2019,ine_coberturaNeta
76122,7160,2019,ine_coberturaNeta
76126,7398,2019,ine_coberturaNeta
76130,7820,2019,ine_coberturaNeta
76147,7841,2019,ine_coberturaNeta
76233,6757,2019,ine_coberturaNeta
76243,7632,2019,ine_coberturaNeta
76246,7069,2019,ine_coberturaNeta
76248,8848,2019,ine_coberturaNeta
76250,7443,2019,ine_coberturaNeta
76275,9271,2019,ine_coberturaNeta
76306,8455,2019,ine_coberturaNeta
76318,7540,2019,ine_coberturaNeta
76364,7403,2019,ine_coberturaNeta
76377,7507,2019,ine_coberturaNeta
76400,7800,2019,ine_coberturaNeta
76403,8886,2019,ine_coberturaNeta
76497,6391,2019,ine_coberturaNeta
76520,8085,2019,ine_coberturaNeta
76563,8103,2019,ine_coberturaNeta
76606,9217,2019,ine_coberturaNeta
76616,7945,2019,ine_coberturaNeta
76622,8314,2019,ine_coberturaNeta
76670,7479,2019,ine_coberturaNeta
76736,7481,2019,ine_coberturaNeta
73000,9910,2019,ine_coberturaNeta
73001,10505,2019,ine_coberturaNeta
73024,8718,2019,ine_coberturaNeta
73026,8661,2019,ine_coberturaNeta
73030,8077,2019,ine_coberturaNeta
73043,7828,2019,ine_coberturaNeta
73055,9680,2019,ine_coberturaNeta
73067,9517,2019,ine_coberturaNeta
73124,9247,2019,ine_coberturaNeta
73873,10435,2019,ine_coberturaNeta
73861,9678,2019,ine_coberturaNeta
73870,8794,2019,ine_coberturaNeta
73678,9787,2019,ine_coberturaNeta
73686,9472,2019,ine_coberturaNeta
