codigo_entidad,valor,anno,indicador
15114,3018,2014,ine_coberturaNeta
15109,7274,2014,ine_coberturaNeta
15106,8401,2014,ine_coberturaNeta
15104,8135,2014,ine_coberturaNeta
15097,7338,2014,ine_coberturaNeta
15092,6037,2014,ine_coberturaNeta
15090,5473,2014,ine_coberturaNeta
15087,10650,2014,ine_coberturaNeta
15051,9542,2014,ine_coberturaNeta
15047,8560,2014,ine_coberturaNeta
15022,7674,2014,ine_coberturaNeta
15001,8421,2014,ine_coberturaNeta
15000,8389,2014,ine_coberturaNeta
17877,8869,2014,ine_coberturaNeta
17867,11056,2014,ine_coberturaNeta
17777,8667,2014,ine_coberturaNeta
17665,5693,2014,ine_coberturaNeta
17662,6907,2014,ine_coberturaNeta
17653,7529,2014,ine_coberturaNeta
17616,10117,2014,ine_coberturaNeta
17614,7720,2014,ine_coberturaNeta
17541,6579,2014,ine_coberturaNeta
17524,7521,2014,ine_coberturaNeta
17513,6935,2014,ine_coberturaNeta
17495,8825,2014,ine_coberturaNeta
17486,5244,2014,ine_coberturaNeta
17446,5132,2014,ine_coberturaNeta
17444,7421,2014,ine_coberturaNeta
17442,8797,2014,ine_coberturaNeta
17433,6257,2014,ine_coberturaNeta
17388,11270,2014,ine_coberturaNeta
17380,8362,2014,ine_coberturaNeta
17272,8026,2014,ine_coberturaNeta
17174,8322,2014,ine_coberturaNeta
17088,8686,2014,ine_coberturaNeta
17050,8395,2014,ine_coberturaNeta
17042,8760,2014,ine_coberturaNeta
17013,8408,2014,ine_coberturaNeta
17001,8492,2014,ine_coberturaNeta
17000,8093,2014,ine_coberturaNeta
17873,8524,2014,ine_coberturaNeta
18479,8145,2014,ine_coberturaNeta
18460,7065,2014,ine_coberturaNeta
18410,6070,2014,ine_coberturaNeta
18256,5745,2014,ine_coberturaNeta
18247,8872,2014,ine_coberturaNeta
18205,7215,2014,ine_coberturaNeta
18150,8358,2014,ine_coberturaNeta
18094,7643,2014,ine_coberturaNeta
18029,6040,2014,ine_coberturaNeta
18001,9356,2014,ine_coberturaNeta
18000,7933,2014,ine_coberturaNeta
18756,4333,2014,ine_coberturaNeta
18753,7577,2014,ine_coberturaNeta
18610,8907,2014,ine_coberturaNeta
18592,8142,2014,ine_coberturaNeta
18860,5371,2014,ine_coberturaNeta
18785,7544,2014,ine_coberturaNeta
19824,7672,2014,ine_coberturaNeta
19821,8670,2014,ine_coberturaNeta
19809,10348,2014,ine_coberturaNeta
19807,8704,2014,ine_coberturaNeta
19785,6504,2014,ine_coberturaNeta
19780,8611,2014,ine_coberturaNeta
19760,4896,2014,ine_coberturaNeta
19743,8236,2014,ine_coberturaNeta
19701,4669,2014,ine_coberturaNeta
19698,9662,2014,ine_coberturaNeta
19693,6062,2014,ine_coberturaNeta
19622,6944,2014,ine_coberturaNeta
19585,7027,2014,ine_coberturaNeta
19573,9137,2014,ine_coberturaNeta
19548,8223,2014,ine_coberturaNeta
19533,9949,2014,ine_coberturaNeta
19532,7827,2014,ine_coberturaNeta
19517,8952,2014,ine_coberturaNeta
19513,10211,2014,ine_coberturaNeta
19473,10099,2014,ine_coberturaNeta
19455,5971,2014,ine_coberturaNeta
19450,7700,2014,ine_coberturaNeta
19418,9216,2014,ine_coberturaNeta
19397,3351,2014,ine_coberturaNeta
19392,9182,2014,ine_coberturaNeta
19364,7612,2014,ine_coberturaNeta
19355,7456,2014,ine_coberturaNeta
19318,8796,2014,ine_coberturaNeta
19300,NA,2014,ine_coberturaNeta
19290,8405,2014,ine_coberturaNeta
19256,9178,2014,ine_coberturaNeta
19212,7726,2014,ine_coberturaNeta
19142,15377,2014,ine_coberturaNeta
19137,9601,2014,ine_coberturaNeta
19130,7936,2014,ine_coberturaNeta
19110,7139,2014,ine_coberturaNeta
19100,7202,2014,ine_coberturaNeta
19075,6463,2014,ine_coberturaNeta
19050,8723,2014,ine_coberturaNeta
19022,6140,2014,ine_coberturaNeta
19001,10208,2014,ine_coberturaNeta
19000,8458,2014,ine_coberturaNeta
19845,8476,2014,ine_coberturaNeta
20295,6440,2014,ine_coberturaNeta
20250,13612,2014,ine_coberturaNeta
20238,10295,2014,ine_coberturaNeta
20228,12528,2014,ine_coberturaNeta
20178,12355,2014,ine_coberturaNeta
20175,10425,2014,ine_coberturaNeta
20060,8758,2014,ine_coberturaNeta
20045,14484,2014,ine_coberturaNeta
20032,8829,2014,ine_coberturaNeta
20013,10911,2014,ine_coberturaNeta
20011,9254,2014,ine_coberturaNeta
20001,8744,2014,ine_coberturaNeta
20000,9614,2014,ine_coberturaNeta
20614,10896,2014,ine_coberturaNeta
20570,8189,2014,ine_coberturaNeta
20550,9432,2014,ine_coberturaNeta
20517,9647,2014,ine_coberturaNeta
20443,6197,2014,ine_coberturaNeta
20400,14606,2014,ine_coberturaNeta
20383,9670,2014,ine_coberturaNeta
20310,5259,2014,ine_coberturaNeta
20770,10453,2014,ine_coberturaNeta
20750,11104,2014,ine_coberturaNeta
20710,9016,2014,ine_coberturaNeta
20621,10745,2014,ine_coberturaNeta
20787,10742,2014,ine_coberturaNeta
25823,7698,2014,ine_coberturaNeta
25817,9797,2014,ine_coberturaNeta
25815,6995,2014,ine_coberturaNeta
25807,6605,2014,ine_coberturaNeta
25805,7815,2014,ine_coberturaNeta
25799,15297,2014,ine_coberturaNeta
25797,6877,2014,ine_coberturaNeta
25793,8750,2014,ine_coberturaNeta
25785,6388,2014,ine_coberturaNeta
25781,9490,2014,ine_coberturaNeta
25779,3867,2014,ine_coberturaNeta
25777,7356,2014,ine_coberturaNeta
25772,6909,2014,ine_coberturaNeta
25769,12896,2014,ine_coberturaNeta
25758,8965,2014,ine_coberturaNeta
25754,8603,2014,ine_coberturaNeta
25745,8570,2014,ine_coberturaNeta
25743,8040,2014,ine_coberturaNeta
25740,8045,2014,ine_coberturaNeta
25736,7339,2014,ine_coberturaNeta
25718,10443,2014,ine_coberturaNeta
25662,8211,2014,ine_coberturaNeta
25658,7898,2014,ine_coberturaNeta
25653,8202,2014,ine_coberturaNeta
25649,8796,2014,ine_coberturaNeta
25645,7819,2014,ine_coberturaNeta
25612,8907,2014,ine_coberturaNeta
25599,8112,2014,ine_coberturaNeta
25596,6452,2014,ine_coberturaNeta
25594,9444,2014,ine_coberturaNeta
25592,8008,2014,ine_coberturaNeta
25580,7974,2014,ine_coberturaNeta
25572,7945,2014,ine_coberturaNeta
25535,8800,2014,ine_coberturaNeta
25530,10864,2014,ine_coberturaNeta
25524,6717,2014,ine_coberturaNeta
25518,10353,2014,ine_coberturaNeta
25513,8565,2014,ine_coberturaNeta
25506,13664,2014,ine_coberturaNeta
25491,7259,2014,ine_coberturaNeta
25489,4143,2014,ine_coberturaNeta
25488,4714,2014,ine_coberturaNeta
25486,8691,2014,ine_coberturaNeta
25483,8648,2014,ine_coberturaNeta
25473,11944,2014,ine_coberturaNeta
25438,7476,2014,ine_coberturaNeta
25436,5944,2014,ine_coberturaNeta
25430,8955,2014,ine_coberturaNeta
25426,9223,2014,ine_coberturaNeta
25407,8105,2014,ine_coberturaNeta
25402,10181,2014,ine_coberturaNeta
25398,6996,2014,ine_coberturaNeta
25394,7736,2014,ine_coberturaNeta
25386,9094,2014,ine_coberturaNeta
25377,12964,2014,ine_coberturaNeta
25372,6538,2014,ine_coberturaNeta
25368,6814,2014,ine_coberturaNeta
25339,7654,2014,ine_coberturaNeta
25335,14246,2014,ine_coberturaNeta
25328,8931,2014,ine_coberturaNeta
25326,7349,2014,ine_coberturaNeta
25324,7620,2014,ine_coberturaNeta
25322,9765,2014,ine_coberturaNeta
25320,6183,2014,ine_coberturaNeta
25317,10826,2014,ine_coberturaNeta
25312,7660,2014,ine_coberturaNeta
25307,8834,2014,ine_coberturaNeta
25299,7675,2014,ine_coberturaNeta
25297,7915,2014,ine_coberturaNeta
25295,6486,2014,ine_coberturaNeta
25293,6367,2014,ine_coberturaNeta
25290,9604,2014,ine_coberturaNeta
25288,11566,2014,ine_coberturaNeta
25286,10277,2014,ine_coberturaNeta
25281,7434,2014,ine_coberturaNeta
25279,8772,2014,ine_coberturaNeta
25269,8678,2014,ine_coberturaNeta
25260,10118,2014,ine_coberturaNeta
25258,8427,2014,ine_coberturaNeta
25245,9573,2014,ine_coberturaNeta
25224,7868,2014,ine_coberturaNeta
25214,22712,2014,ine_coberturaNeta
25200,8033,2014,ine_coberturaNeta
25183,8405,2014,ine_coberturaNeta
25181,10201,2014,ine_coberturaNeta
25178,8682,2014,ine_coberturaNeta
25175,9574,2014,ine_coberturaNeta
25168,6648,2014,ine_coberturaNeta
25154,7691,2014,ine_coberturaNeta
25151,10170,2014,ine_coberturaNeta
25148,6856,2014,ine_coberturaNeta
25126,9685,2014,ine_coberturaNeta
25123,6094,2014,ine_coberturaNeta
25120,8393,2014,ine_coberturaNeta
25099,7044,2014,ine_coberturaNeta
25095,6808,2014,ine_coberturaNeta
25086,9097,2014,ine_coberturaNeta
25053,7012,2014,ine_coberturaNeta
25040,11028,2014,ine_coberturaNeta
25035,10415,2014,ine_coberturaNeta
25019,8121,2014,ine_coberturaNeta
25001,8906,2014,ine_coberturaNeta
25000,8979,2014,ine_coberturaNeta
25871,7979,2014,ine_coberturaNeta
25867,8304,2014,ine_coberturaNeta
25862,6463,2014,ine_coberturaNeta
25851,6735,2014,ine_coberturaNeta
25845,7129,2014,ine_coberturaNeta
25843,10030,2014,ine_coberturaNeta
25841,9497,2014,ine_coberturaNeta
25839,7459,2014,ine_coberturaNeta
25885,7029,2014,ine_coberturaNeta
25878,10581,2014,ine_coberturaNeta
25875,10185,2014,ine_coberturaNeta
25873,9023,2014,ine_coberturaNeta
25899,8709,2014,ine_coberturaNeta
25898,6942,2014,ine_coberturaNeta
23580,7840,2014,ine_coberturaNeta
23574,7881,2014,ine_coberturaNeta
23570,7588,2014,ine_coberturaNeta
23555,9701,2014,ine_coberturaNeta
23500,9335,2014,ine_coberturaNeta
23466,9902,2014,ine_coberturaNeta
23464,9959,2014,ine_coberturaNeta
23419,6635,2014,ine_coberturaNeta
23417,8964,2014,ine_coberturaNeta
23350,8073,2014,ine_coberturaNeta
23300,10554,2014,ine_coberturaNeta
23189,8376,2014,ine_coberturaNeta
23182,9489,2014,ine_coberturaNeta
23168,8420,2014,ine_coberturaNeta
23162,10025,2014,ine_coberturaNeta
23090,8783,2014,ine_coberturaNeta
23079,9097,2014,ine_coberturaNeta
23068,9054,2014,ine_coberturaNeta
23001,9887,2014,ine_coberturaNeta
23000,9319,2014,ine_coberturaNeta
23686,8897,2014,ine_coberturaNeta
23682,NA,2014,ine_coberturaNeta
23678,9160,2014,ine_coberturaNeta
23675,8914,2014,ine_coberturaNeta
23672,9754,2014,ine_coberturaNeta
23670,8907,2014,ine_coberturaNeta
23660,10352,2014,ine_coberturaNeta
23586,9987,2014,ine_coberturaNeta
23855,8694,2014,ine_coberturaNeta
23815,NA,2014,ine_coberturaNeta
23807,9687,2014,ine_coberturaNeta
85000,10324,2014,ine_coberturaNeta
85400,8379,2014,ine_coberturaNeta
85325,8275,2014,ine_coberturaNeta
85315,5128,2014,ine_coberturaNeta
85300,11526,2014,ine_coberturaNeta
85279,2096,2014,ine_coberturaNeta
85263,11246,2014,ine_coberturaNeta
85250,11775,2014,ine_coberturaNeta
85230,11661,2014,ine_coberturaNeta
85225,7971,2014,ine_coberturaNeta
85162,10017,2014,ine_coberturaNeta
85139,12496,2014,ine_coberturaNeta
85136,7735,2014,ine_coberturaNeta
85125,10081,2014,ine_coberturaNeta
85015,6105,2014,ine_coberturaNeta
85010,8956,2014,ine_coberturaNeta
85001,10890,2014,ine_coberturaNeta
85430,8133,2014,ine_coberturaNeta
85410,10698,2014,ine_coberturaNeta
85440,11768,2014,ine_coberturaNeta
86760,5136,2014,ine_coberturaNeta
86757,4791,2014,ine_coberturaNeta
86755,6334,2014,ine_coberturaNeta
86749,10401,2014,ine_coberturaNeta
86885,9989,2014,ine_coberturaNeta
86865,5284,2014,ine_coberturaNeta
86573,14025,2014,ine_coberturaNeta
86571,7628,2014,ine_coberturaNeta
86569,6193,2014,ine_coberturaNeta
86568,9054,2014,ine_coberturaNeta
86320,6113,2014,ine_coberturaNeta
86219,7846,2014,ine_coberturaNeta
86001,10989,2014,ine_coberturaNeta
86000,7771,2014,ine_coberturaNeta
88000,6813,2014,ine_coberturaNeta
88564,8697,2014,ine_coberturaNeta
91540,7084,2014,ine_coberturaNeta
91001,11312,2014,ine_coberturaNeta
91000,8211,2014,ine_coberturaNeta
94000,7367,2014,ine_coberturaNeta
94001,10370,2014,ine_coberturaNeta
95000,5623,2014,ine_coberturaNeta
95200,3205,2014,ine_coberturaNeta
95025,4267,2014,ine_coberturaNeta
95015,5531,2014,ine_coberturaNeta
95001,6568,2014,ine_coberturaNeta
97001,6274,2014,ine_coberturaNeta
97000,6282,2014,ine_coberturaNeta
97666,10746,2014,ine_coberturaNeta
97161,8168,2014,ine_coberturaNeta
99624,6672,2014,ine_coberturaNeta
99524,5632,2014,ine_coberturaNeta
99773,7383,2014,ine_coberturaNeta
99001,9554,2014,ine_coberturaNeta
99000,7451,2014,ine_coberturaNeta
41799,6632,2014,ine_coberturaNeta
41797,10557,2014,ine_coberturaNeta
41791,9268,2014,ine_coberturaNeta
41770,9292,2014,ine_coberturaNeta
41676,8260,2014,ine_coberturaNeta
41668,9181,2014,ine_coberturaNeta
41660,8734,2014,ine_coberturaNeta
41615,11865,2014,ine_coberturaNeta
41551,9901,2014,ine_coberturaNeta
41548,9633,2014,ine_coberturaNeta
41530,8873,2014,ine_coberturaNeta
41524,8045,2014,ine_coberturaNeta
41518,9435,2014,ine_coberturaNeta
41503,6722,2014,ine_coberturaNeta
41483,9028,2014,ine_coberturaNeta
41396,8736,2014,ine_coberturaNeta
41378,8904,2014,ine_coberturaNeta
41359,8287,2014,ine_coberturaNeta
41357,8544,2014,ine_coberturaNeta
41349,9878,2014,ine_coberturaNeta
41319,7836,2014,ine_coberturaNeta
41306,7586,2014,ine_coberturaNeta
41298,7339,2014,ine_coberturaNeta
41244,7426,2014,ine_coberturaNeta
41206,4960,2014,ine_coberturaNeta
41132,8447,2014,ine_coberturaNeta
41078,6421,2014,ine_coberturaNeta
41026,7070,2014,ine_coberturaNeta
41020,8758,2014,ine_coberturaNeta
41016,5627,2014,ine_coberturaNeta
41013,8790,2014,ine_coberturaNeta
41006,8265,2014,ine_coberturaNeta
41001,9878,2014,ine_coberturaNeta
41000,8829,2014,ine_coberturaNeta
41885,8776,2014,ine_coberturaNeta
41872,6585,2014,ine_coberturaNeta
41807,8824,2014,ine_coberturaNeta
41801,7935,2014,ine_coberturaNeta
27006,11472,2014,ine_coberturaNeta
27001,9788,2014,ine_coberturaNeta
27000,8114,2014,ine_coberturaNeta
27425,2224,2014,ine_coberturaNeta
27413,7379,2014,ine_coberturaNeta
27372,10406,2014,ine_coberturaNeta
27361,12273,2014,ine_coberturaNeta
27250,7418,2014,ine_coberturaNeta
27245,4602,2014,ine_coberturaNeta
27205,8175,2014,ine_coberturaNeta
27160,4409,2014,ine_coberturaNeta
27150,16162,2014,ine_coberturaNeta
27135,6136,2014,ine_coberturaNeta
27099,10924,2014,ine_coberturaNeta
27077,9107,2014,ine_coberturaNeta
27075,10469,2014,ine_coberturaNeta
27073,14716,2014,ine_coberturaNeta
27050,5049,2014,ine_coberturaNeta
