codigo_departamento,departamento,codigo_municipio,municipio,valor_agregado,peso_relativo
94,Guainía,94883,San Felipe,8,2.5
94,Guainía,94884,Puerto Colombia,12,3.7
94,Guainía,94885,La Guadalupe,1,0.3
94,Guainía,94886,Cacahual,9,2.9
94,Guainía,94887,Pana Pana,8,2.5
94,Guainía,94888,Morichal,5,1.5
95,Guaviare,95001,San José del Guaviare,496,67.6
95,Guaviare,95015,Calamar,58,7.8
95,Guaviare,95025,El Retorno,131,17.8
95,Guaviare,95200,Miraflores,50,6.8
97,Vaupés,97001,Mitú,205,79.7
97,Vaupés,97161,Carurú,22,8.8
97,Vaupés,97511,Pacoa,15,5.7
97,Vaupés,97666,Taraira,10,3.9
97,Vaupés,97777,Papunahua,2,0.8
97,Vaupés,97889,Yavaraté,3,1.2
99,Vichada,99001,Puerto Carreño,114,19.4
99,Vichada,99524,La Primavera,91,15.5
99,Vichada,99624,Santa Rosalía,42,7.2
99,Vichada,99773,Cumaribo,340,57.8
