codigo_entidad,indicador,valor,anno,mes
15774,Regalías per cápita (Valor efectivamente girado al municipio),39606.87,2014,12
15776,Regalías per cápita (Valor efectivamente girado al municipio),131944.13,2014,12
15778,Regalías per cápita (Valor efectivamente girado al municipio),31327.6,2014,12
15790,Regalías per cápita (Valor efectivamente girado al municipio),113599.1,2014,12
15798,Regalías per cápita (Valor efectivamente girado al municipio),106596.22,2014,12
15804,Regalías per cápita (Valor efectivamente girado al municipio),227013.71,2014,12
15806,Regalías per cápita (Valor efectivamente girado al municipio),4041.75,2014,12
15808,Regalías per cápita (Valor efectivamente girado al municipio),73161.59,2014,12
15810,Regalías per cápita (Valor efectivamente girado al municipio),98806.96,2014,12
15814,Regalías per cápita (Valor efectivamente girado al municipio),283813.01,2014,12
15816,Regalías per cápita (Valor efectivamente girado al municipio),97607.92,2014,12
15820,Regalías per cápita (Valor efectivamente girado al municipio),27011.7,2014,12
15822,Regalías per cápita (Valor efectivamente girado al municipio),114698.9,2014,12
15832,Regalías per cápita (Valor efectivamente girado al municipio),2816347.8,2014,12
15835,Regalías per cápita (Valor efectivamente girado al municipio),245800.38,2014,12
15837,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
15839,Regalías per cápita (Valor efectivamente girado al municipio),98968.26,2014,12
15842,Regalías per cápita (Valor efectivamente girado al municipio),77270.82,2014,12
15861,Regalías per cápita (Valor efectivamente girado al municipio),22935.31,2014,12
15879,Regalías per cápita (Valor efectivamente girado al municipio),83413.41,2014,12
15897,Regalías per cápita (Valor efectivamente girado al municipio),304944.08,2014,12
52685,Regalías per cápita (Valor efectivamente girado al municipio),29311.59,2014,12
52687,Regalías per cápita (Valor efectivamente girado al municipio),511048.47,2014,12
52693,Regalías per cápita (Valor efectivamente girado al municipio),383319.52,2014,12
52694,Regalías per cápita (Valor efectivamente girado al municipio),186752.8,2014,12
52696,Regalías per cápita (Valor efectivamente girado al municipio),133922.86,2014,12
52699,Regalías per cápita (Valor efectivamente girado al municipio),93502,2014,12
52720,Regalías per cápita (Valor efectivamente girado al municipio),168989.94,2014,12
52786,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
52788,Regalías per cápita (Valor efectivamente girado al municipio),145514.14,2014,12
52835,Regalías per cápita (Valor efectivamente girado al municipio),147263.24,2014,12
52838,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
52885,Regalías per cápita (Valor efectivamente girado al municipio),298631.35,2014,12
52001,Regalías per cápita (Valor efectivamente girado al municipio),70946.53,2014,12
52019,Regalías per cápita (Valor efectivamente girado al municipio),116632.61,2014,12
52022,Regalías per cápita (Valor efectivamente girado al municipio),115787.77,2014,12
52036,Regalías per cápita (Valor efectivamente girado al municipio),116303.4,2014,12
52051,Regalías per cápita (Valor efectivamente girado al municipio),362424.16,2014,12
52079,Regalías per cápita (Valor efectivamente girado al municipio),86688.81,2014,12
52083,Regalías per cápita (Valor efectivamente girado al municipio),115729.88,2014,12
52110,Regalías per cápita (Valor efectivamente girado al municipio),46404.86,2014,12
52203,Regalías per cápita (Valor efectivamente girado al municipio),23664.42,2014,12
52207,Regalías per cápita (Valor efectivamente girado al municipio),149003.8,2014,12
52210,Regalías per cápita (Valor efectivamente girado al municipio),110865.56,2014,12
52215,Regalías per cápita (Valor efectivamente girado al municipio),264461.7,2014,12
52224,Regalías per cápita (Valor efectivamente girado al municipio),550254.39,2014,12
52227,Regalías per cápita (Valor efectivamente girado al municipio),99392.7,2014,12
52233,Regalías per cápita (Valor efectivamente girado al municipio),289026.27,2014,12
52240,Regalías per cápita (Valor efectivamente girado al municipio),739969.62,2014,12
52250,Regalías per cápita (Valor efectivamente girado al municipio),312773.48,2014,12
52254,Regalías per cápita (Valor efectivamente girado al municipio),93676.71,2014,12
52256,Regalías per cápita (Valor efectivamente girado al municipio),481980.53,2014,12
52258,Regalías per cápita (Valor efectivamente girado al municipio),77519.6,2014,12
52260,Regalías per cápita (Valor efectivamente girado al municipio),114493.01,2014,12
52287,Regalías per cápita (Valor efectivamente girado al municipio),113288.88,2014,12
52317,Regalías per cápita (Valor efectivamente girado al municipio),248629.79,2014,12
52320,Regalías per cápita (Valor efectivamente girado al municipio),109605.21,2014,12
52323,Regalías per cápita (Valor efectivamente girado al municipio),96851.59,2014,12
52352,Regalías per cápita (Valor efectivamente girado al municipio),170616.63,2014,12
52354,Regalías per cápita (Valor efectivamente girado al municipio),1222610.82,2014,12
52356,Regalías per cápita (Valor efectivamente girado al municipio),54539.2,2014,12
52378,Regalías per cápita (Valor efectivamente girado al municipio),471010.17,2014,12
52381,Regalías per cápita (Valor efectivamente girado al municipio),220565.34,2014,12
52385,Regalías per cápita (Valor efectivamente girado al municipio),141468.78,2014,12
52390,Regalías per cápita (Valor efectivamente girado al municipio),323034.87,2014,12
52399,Regalías per cápita (Valor efectivamente girado al municipio),114411.17,2014,12
52405,Regalías per cápita (Valor efectivamente girado al municipio),82459.03,2014,12
52411,Regalías per cápita (Valor efectivamente girado al municipio),78395.4,2014,12
52418,Regalías per cápita (Valor efectivamente girado al municipio),514804.7,2014,12
52427,Regalías per cápita (Valor efectivamente girado al municipio),117467.6,2014,12
52435,Regalías per cápita (Valor efectivamente girado al municipio),99026.47,2014,12
52473,Regalías per cápita (Valor efectivamente girado al municipio),65540.41,2014,12
52490,Regalías per cápita (Valor efectivamente girado al municipio),174241.83,2014,12
52506,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
52520,Regalías per cápita (Valor efectivamente girado al municipio),216288.52,2014,12
52540,Regalías per cápita (Valor efectivamente girado al municipio),270156.46,2014,12
52560,Regalías per cápita (Valor efectivamente girado al municipio),113648.77,2014,12
52565,Regalías per cápita (Valor efectivamente girado al municipio),124882.3,2014,12
52573,Regalías per cápita (Valor efectivamente girado al municipio),114431.89,2014,12
52585,Regalías per cápita (Valor efectivamente girado al municipio),93463.64,2014,12
52612,Regalías per cápita (Valor efectivamente girado al municipio),111532.74,2014,12
52621,Regalías per cápita (Valor efectivamente girado al municipio),163312.14,2014,12
52678,Regalías per cápita (Valor efectivamente girado al municipio),166725.76,2014,12
52683,Regalías per cápita (Valor efectivamente girado al municipio),304559.6,2014,12
54001,Regalías per cápita (Valor efectivamente girado al municipio),6851.81,2014,12
54003,Regalías per cápita (Valor efectivamente girado al municipio),74690.9,2014,12
54051,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
54099,Regalías per cápita (Valor efectivamente girado al municipio),118136.3,2014,12
54109,Regalías per cápita (Valor efectivamente girado al municipio),113708,2014,12
54125,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
54128,Regalías per cápita (Valor efectivamente girado al municipio),55634.95,2014,12
54172,Regalías per cápita (Valor efectivamente girado al municipio),55953.09,2014,12
54174,Regalías per cápita (Valor efectivamente girado al municipio),78926.74,2014,12
54206,Regalías per cápita (Valor efectivamente girado al municipio),98935.89,2014,12
54223,Regalías per cápita (Valor efectivamente girado al municipio),87691.68,2014,12
54239,Regalías per cápita (Valor efectivamente girado al municipio),174906.18,2014,12
54245,Regalías per cápita (Valor efectivamente girado al municipio),50592.75,2014,12
54250,Regalías per cápita (Valor efectivamente girado al municipio),96572.81,2014,12
54261,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
54313,Regalías per cápita (Valor efectivamente girado al municipio),58509.96,2014,12
54344,Regalías per cápita (Valor efectivamente girado al municipio),47540.53,2014,12
54347,Regalías per cápita (Valor efectivamente girado al municipio),118390.23,2014,12
54377,Regalías per cápita (Valor efectivamente girado al municipio),249189.64,2014,12
54385,Regalías per cápita (Valor efectivamente girado al municipio),85851.66,2014,12
54398,Regalías per cápita (Valor efectivamente girado al municipio),16607.94,2014,12
54405,Regalías per cápita (Valor efectivamente girado al municipio),38806.82,2014,12
54418,Regalías per cápita (Valor efectivamente girado al municipio),113944.86,2014,12
54480,Regalías per cápita (Valor efectivamente girado al municipio),97161.58,2014,12
54498,Regalías per cápita (Valor efectivamente girado al municipio),5106.57,2014,12
54518,Regalías per cápita (Valor efectivamente girado al municipio),39938.89,2014,12
54520,Regalías per cápita (Valor efectivamente girado al municipio),103195.57,2014,12
54874,Regalías per cápita (Valor efectivamente girado al municipio),46514.02,2014,12
54800,Regalías per cápita (Valor efectivamente girado al municipio),67967.65,2014,12
54810,Regalías per cápita (Valor efectivamente girado al municipio),256270.74,2014,12
54820,Regalías per cápita (Valor efectivamente girado al municipio),69679.65,2014,12
54871,Regalías per cápita (Valor efectivamente girado al municipio),11482.52,2014,12
54553,Regalías per cápita (Valor efectivamente girado al municipio),100605.21,2014,12
54599,Regalías per cápita (Valor efectivamente girado al municipio),98487.36,2014,12
54660,Regalías per cápita (Valor efectivamente girado al municipio),122715.97,2014,12
54670,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
54673,Regalías per cápita (Valor efectivamente girado al municipio),137155.52,2014,12
54680,Regalías per cápita (Valor efectivamente girado al municipio),286830.96,2014,12
54720,Regalías per cápita (Valor efectivamente girado al municipio),598.89,2014,12
54743,Regalías per cápita (Valor efectivamente girado al municipio),162454.76,2014,12
63001,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
63111,Regalías per cápita (Valor efectivamente girado al municipio),107478.49,2014,12
63130,Regalías per cápita (Valor efectivamente girado al municipio),38241.71,2014,12
63190,Regalías per cápita (Valor efectivamente girado al municipio),48600.7,2014,12
63212,Regalías per cápita (Valor efectivamente girado al municipio),86628.55,2014,12
63272,Regalías per cápita (Valor efectivamente girado al municipio),87368.01,2014,12
63302,Regalías per cápita (Valor efectivamente girado al municipio),74638.59,2014,12
63401,Regalías per cápita (Valor efectivamente girado al municipio),53035.49,2014,12
63470,Regalías per cápita (Valor efectivamente girado al municipio),53829.36,2014,12
63548,Regalías per cápita (Valor efectivamente girado al municipio),136419.15,2014,12
63594,Regalías per cápita (Valor efectivamente girado al municipio),33.16,2014,12
63690,Regalías per cápita (Valor efectivamente girado al municipio),153723.58,2014,12
17001,Regalías per cápita (Valor efectivamente girado al municipio),243.27,2014,12
17013,Regalías per cápita (Valor efectivamente girado al municipio),69433.77,2014,12
17042,Regalías per cápita (Valor efectivamente girado al municipio),54654.16,2014,12
17050,Regalías per cápita (Valor efectivamente girado al municipio),78455.21,2014,12
17088,Regalías per cápita (Valor efectivamente girado al municipio),267901.64,2014,12
17174,Regalías per cápita (Valor efectivamente girado al municipio),32904.5,2014,12
17272,Regalías per cápita (Valor efectivamente girado al municipio),66121.43,2014,12
17380,Regalías per cápita (Valor efectivamente girado al municipio),71219.34,2014,12
17388,Regalías per cápita (Valor efectivamente girado al municipio),70540.64,2014,12
17433,Regalías per cápita (Valor efectivamente girado al municipio),86375.19,2014,12
17442,Regalías per cápita (Valor efectivamente girado al municipio),255468.54,2014,12
17444,Regalías per cápita (Valor efectivamente girado al municipio),101668.48,2014,12
17446,Regalías per cápita (Valor efectivamente girado al municipio),1262077.19,2014,12
17486,Regalías per cápita (Valor efectivamente girado al municipio),70946.18,2014,12
17495,Regalías per cápita (Valor efectivamente girado al municipio),146742.13,2014,12
17513,Regalías per cápita (Valor efectivamente girado al municipio),54393.99,2014,12
17524,Regalías per cápita (Valor efectivamente girado al municipio),92948.06,2014,12
17541,Regalías per cápita (Valor efectivamente girado al municipio),48187.97,2014,12
17614,Regalías per cápita (Valor efectivamente girado al municipio),83785.85,2014,12
17616,Regalías per cápita (Valor efectivamente girado al municipio),7010.01,2014,12
17653,Regalías per cápita (Valor efectivamente girado al municipio),76046.2,2014,12
17662,Regalías per cápita (Valor efectivamente girado al municipio),86837.05,2014,12
17665,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
17777,Regalías per cápita (Valor efectivamente girado al municipio),77395.3,2014,12
17867,Regalías per cápita (Valor efectivamente girado al municipio),287351.79,2014,12
17873,Regalías per cápita (Valor efectivamente girado al municipio),49938.64,2014,12
17877,Regalías per cápita (Valor efectivamente girado al municipio),67533.77,2014,12
18001,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
18029,Regalías per cápita (Valor efectivamente girado al municipio),152304.14,2014,12
18094,Regalías per cápita (Valor efectivamente girado al municipio),112568.17,2014,12
18150,Regalías per cápita (Valor efectivamente girado al municipio),68801.75,2014,12
18205,Regalías per cápita (Valor efectivamente girado al municipio),40176.14,2014,12
18247,Regalías per cápita (Valor efectivamente girado al municipio),94064.1,2014,12
18256,Regalías per cápita (Valor efectivamente girado al municipio),344321.34,2014,12
18410,Regalías per cápita (Valor efectivamente girado al municipio),97536.26,2014,12
18460,Regalías per cápita (Valor efectivamente girado al municipio),96518.82,2014,12
18479,Regalías per cápita (Valor efectivamente girado al municipio),96659.46,2014,12
18592,Regalías per cápita (Valor efectivamente girado al municipio),64825.21,2014,12
18610,Regalías per cápita (Valor efectivamente girado al municipio),150379.16,2014,12
18753,Regalías per cápita (Valor efectivamente girado al municipio),140149.73,2014,12
18756,Regalías per cápita (Valor efectivamente girado al municipio),99559.67,2014,12
18785,Regalías per cápita (Valor efectivamente girado al municipio),2821285.61,2014,12
18860,Regalías per cápita (Valor efectivamente girado al municipio),82244.02,2014,12
41001,Regalías per cápita (Valor efectivamente girado al municipio),61690.41,2014,12
41006,Regalías per cápita (Valor efectivamente girado al municipio),110702.27,2014,12
41013,Regalías per cápita (Valor efectivamente girado al municipio),204511.83,2014,12
41016,Regalías per cápita (Valor efectivamente girado al municipio),1153359.94,2014,12
41020,Regalías per cápita (Valor efectivamente girado al municipio),72831.29,2014,12
41026,Regalías per cápita (Valor efectivamente girado al municipio),157031.72,2014,12
41078,Regalías per cápita (Valor efectivamente girado al municipio),234384.86,2014,12
41132,Regalías per cápita (Valor efectivamente girado al municipio),51922.91,2014,12
41206,Regalías per cápita (Valor efectivamente girado al municipio),112278.86,2014,12
41244,Regalías per cápita (Valor efectivamente girado al municipio),161291.07,2014,12
41298,Regalías per cápita (Valor efectivamente girado al municipio),64273.75,2014,12
41306,Regalías per cápita (Valor efectivamente girado al municipio),259359.68,2014,12
41319,Regalías per cápita (Valor efectivamente girado al municipio),47791.35,2014,12
41349,Regalías per cápita (Valor efectivamente girado al municipio),107970.55,2014,12
41357,Regalías per cápita (Valor efectivamente girado al municipio),135972.84,2014,12
41359,Regalías per cápita (Valor efectivamente girado al municipio),110228.42,2014,12
41378,Regalías per cápita (Valor efectivamente girado al municipio),131214.45,2014,12
41396,Regalías per cápita (Valor efectivamente girado al municipio),64926.22,2014,12
41807,Regalías per cápita (Valor efectivamente girado al municipio),74036.63,2014,12
41872,Regalías per cápita (Valor efectivamente girado al municipio),30572.44,2014,12
41885,Regalías per cápita (Valor efectivamente girado al municipio),1009585.94,2014,12
41483,Regalías per cápita (Valor efectivamente girado al municipio),81185.17,2014,12
41503,Regalías per cápita (Valor efectivamente girado al municipio),93214.12,2014,12
41518,Regalías per cápita (Valor efectivamente girado al municipio),223140.27,2014,12
41524,Regalías per cápita (Valor efectivamente girado al municipio),422240.59,2014,12
41530,Regalías per cápita (Valor efectivamente girado al municipio),54228.87,2014,12
41548,Regalías per cápita (Valor efectivamente girado al municipio),112962.55,2014,12
41551,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
41615,Regalías per cápita (Valor efectivamente girado al municipio),99210.64,2014,12
41660,Regalías per cápita (Valor efectivamente girado al municipio),96115.6,2014,12
41668,Regalías per cápita (Valor efectivamente girado al municipio),141286.41,2014,12
41676,Regalías per cápita (Valor efectivamente girado al municipio),95747.04,2014,12
41770,Regalías per cápita (Valor efectivamente girado al municipio),121161.44,2014,12
41791,Regalías per cápita (Valor efectivamente girado al municipio),72391.26,2014,12
41797,Regalías per cápita (Valor efectivamente girado al municipio),279724.58,2014,12
41799,Regalías per cápita (Valor efectivamente girado al municipio),191292.32,2014,12
41801,Regalías per cápita (Valor efectivamente girado al municipio),174468.42,2014,12
44650,Regalías per cápita (Valor efectivamente girado al municipio),108849.72,2014,12
44847,Regalías per cápita (Valor efectivamente girado al municipio),373895.34,2014,12
44855,Regalías per cápita (Valor efectivamente girado al municipio),111062.02,2014,12
44874,Regalías per cápita (Valor efectivamente girado al municipio),66047.26,2014,12
44001,Regalías per cápita (Valor efectivamente girado al municipio),248310.19,2014,12
44035,Regalías per cápita (Valor efectivamente girado al municipio),1651449.36,2014,12
44078,Regalías per cápita (Valor efectivamente girado al municipio),560423.2,2014,12
44090,Regalías per cápita (Valor efectivamente girado al municipio),228309.87,2014,12
44098,Regalías per cápita (Valor efectivamente girado al municipio),147560.79,2014,12
44110,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
44279,Regalías per cápita (Valor efectivamente girado al municipio),114888.17,2014,12
44378,Regalías per cápita (Valor efectivamente girado al municipio),1243942.92,2014,12
44420,Regalías per cápita (Valor efectivamente girado al municipio),82841.12,2014,12
44430,Regalías per cápita (Valor efectivamente girado al municipio),175960.56,2014,12
44560,Regalías per cápita (Valor efectivamente girado al municipio),57384.89,2014,12
47001,Regalías per cápita (Valor efectivamente girado al municipio),23273.68,2014,12
47030,Regalías per cápita (Valor efectivamente girado al municipio),96467.13,2014,12
47053,Regalías per cápita (Valor efectivamente girado al municipio),84831.32,2014,12
47058,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
47161,Regalías per cápita (Valor efectivamente girado al municipio),71512.99,2014,12
47170,Regalías per cápita (Valor efectivamente girado al municipio),169242.41,2014,12
47189,Regalías per cápita (Valor efectivamente girado al municipio),644871.86,2014,12
47205,Regalías per cápita (Valor efectivamente girado al municipio),138564.55,2014,12
47245,Regalías per cápita (Valor efectivamente girado al municipio),105208.34,2014,12
47258,Regalías per cápita (Valor efectivamente girado al municipio),41365.28,2014,12
47268,Regalías per cápita (Valor efectivamente girado al municipio),109667.15,2014,12
47288,Regalías per cápita (Valor efectivamente girado al municipio),114057.39,2014,12
47318,Regalías per cápita (Valor efectivamente girado al municipio),117700.19,2014,12
47460,Regalías per cápita (Valor efectivamente girado al municipio),87254.54,2014,12
47541,Regalías per cápita (Valor efectivamente girado al municipio),113578.86,2014,12
47545,Regalías per cápita (Valor efectivamente girado al municipio),96618.89,2014,12
47551,Regalías per cápita (Valor efectivamente girado al municipio),113.84,2014,12
47555,Regalías per cápita (Valor efectivamente girado al municipio),138520.27,2014,12
47570,Regalías per cápita (Valor efectivamente girado al municipio),111200.08,2014,12
47605,Regalías per cápita (Valor efectivamente girado al municipio),46974.91,2014,12
47660,Regalías per cápita (Valor efectivamente girado al municipio),134472.7,2014,12
47675,Regalías per cápita (Valor efectivamente girado al municipio),67007.59,2014,12
47692,Regalías per cápita (Valor efectivamente girado al municipio),83029.27,2014,12
47703,Regalías per cápita (Valor efectivamente girado al municipio),146178.56,2014,12
47707,Regalías per cápita (Valor efectivamente girado al municipio),132541.95,2014,12
47720,Regalías per cápita (Valor efectivamente girado al municipio),550253.74,2014,12
47745,Regalías per cápita (Valor efectivamente girado al municipio),114609.86,2014,12
47798,Regalías per cápita (Valor efectivamente girado al municipio),56055.66,2014,12
47960,Regalías per cápita (Valor efectivamente girado al municipio),135762.78,2014,12
47980,Regalías per cápita (Valor efectivamente girado al municipio),113042.18,2014,12
50001,Regalías per cápita (Valor efectivamente girado al municipio),33018.5,2014,12
50006,Regalías per cápita (Valor efectivamente girado al municipio),385184.6,2014,12
50711,Regalías per cápita (Valor efectivamente girado al municipio),350102.27,2014,12
50686,Regalías per cápita (Valor efectivamente girado al municipio),104582.01,2014,12
50689,Regalías per cápita (Valor efectivamente girado al municipio),70158.75,2014,12
50450,Regalías per cápita (Valor efectivamente girado al municipio),93739.8,2014,12
50568,Regalías per cápita (Valor efectivamente girado al municipio),13883420.21,2014,12
50573,Regalías per cápita (Valor efectivamente girado al municipio),108640.61,2014,12
50577,Regalías per cápita (Valor efectivamente girado al municipio),91748.56,2014,12
50590,Regalías per cápita (Valor efectivamente girado al municipio),121148.19,2014,12
50606,Regalías per cápita (Valor efectivamente girado al municipio),149948.35,2014,12
50680,Regalías per cápita (Valor efectivamente girado al municipio),93501.79,2014,12
50683,Regalías per cápita (Valor efectivamente girado al municipio),75460.56,2014,12
50110,Regalías per cápita (Valor efectivamente girado al municipio),1803698.26,2014,12
50124,Regalías per cápita (Valor efectivamente girado al municipio),4727324.29,2014,12
50150,Regalías per cápita (Valor efectivamente girado al municipio),3186143.86,2014,12
50223,Regalías per cápita (Valor efectivamente girado al municipio),131969.88,2014,12
50226,Regalías per cápita (Valor efectivamente girado al municipio),119931.82,2014,12
50245,Regalías per cápita (Valor efectivamente girado al municipio),112990.24,2014,12
50251,Regalías per cápita (Valor efectivamente girado al municipio),40419.64,2014,12
50270,Regalías per cápita (Valor efectivamente girado al municipio),96794.38,2014,12
50287,Regalías per cápita (Valor efectivamente girado al municipio),95428.52,2014,12
50313,Regalías per cápita (Valor efectivamente girado al municipio),49041.24,2014,12
50318,Regalías per cápita (Valor efectivamente girado al municipio),438912.12,2014,12
50325,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
50330,Regalías per cápita (Valor efectivamente girado al municipio),66305.4,2014,12
50350,Regalías per cápita (Valor efectivamente girado al municipio),57438.93,2014,12
50370,Regalías per cápita (Valor efectivamente girado al municipio),46395.78,2014,12
50400,Regalías per cápita (Valor efectivamente girado al municipio),30730.1,2014,12
19001,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
19022,Regalías per cápita (Valor efectivamente girado al municipio),110127.35,2014,12
19050,Regalías per cápita (Valor efectivamente girado al municipio),121057.42,2014,12
19075,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
19100,Regalías per cápita (Valor efectivamente girado al municipio),76421.5,2014,12
19110,Regalías per cápita (Valor efectivamente girado al municipio),41877.07,2014,12
19130,Regalías per cápita (Valor efectivamente girado al municipio),103853.75,2014,12
19137,Regalías per cápita (Valor efectivamente girado al municipio),76903.36,2014,12
19142,Regalías per cápita (Valor efectivamente girado al municipio),48265.97,2014,12
19212,Regalías per cápita (Valor efectivamente girado al municipio),111383.04,2014,12
19256,Regalías per cápita (Valor efectivamente girado al municipio),93225.11,2014,12
19290,Regalías per cápita (Valor efectivamente girado al municipio),205147.9,2014,12
19300,Regalías per cápita (Valor efectivamente girado al municipio),91842.68,2014,12
19318,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
19355,Regalías per cápita (Valor efectivamente girado al municipio),109474.97,2014,12
19364,Regalías per cápita (Valor efectivamente girado al municipio),113750.58,2014,12
19392,Regalías per cápita (Valor efectivamente girado al municipio),93354.34,2014,12
19397,Regalías per cápita (Valor efectivamente girado al municipio),85496.19,2014,12
19418,Regalías per cápita (Valor efectivamente girado al municipio),43236.32,2014,12
19450,Regalías per cápita (Valor efectivamente girado al municipio),165536.13,2014,12
19455,Regalías per cápita (Valor efectivamente girado al municipio),57885.98,2014,12
19473,Regalías per cápita (Valor efectivamente girado al municipio),148370.66,2014,12
19513,Regalías per cápita (Valor efectivamente girado al municipio),56275.62,2014,12
19517,Regalías per cápita (Valor efectivamente girado al municipio),53628.44,2014,12
19532,Regalías per cápita (Valor efectivamente girado al municipio),53601.16,2014,12
19845,Regalías per cápita (Valor efectivamente girado al municipio),87903.96,2014,12
19533,Regalías per cápita (Valor efectivamente girado al municipio),269116.39,2014,12
19548,Regalías per cápita (Valor efectivamente girado al municipio),80977.55,2014,12
19573,Regalías per cápita (Valor efectivamente girado al municipio),57084.16,2014,12
19585,Regalías per cápita (Valor efectivamente girado al municipio),41176.41,2014,12
19622,Regalías per cápita (Valor efectivamente girado al municipio),131252.36,2014,12
19693,Regalías per cápita (Valor efectivamente girado al municipio),112745.35,2014,12
19698,Regalías per cápita (Valor efectivamente girado al municipio),35184.63,2014,12
19701,Regalías per cápita (Valor efectivamente girado al municipio),204675.63,2014,12
19743,Regalías per cápita (Valor efectivamente girado al municipio),49418.47,2014,12
19760,Regalías per cápita (Valor efectivamente girado al municipio),82913.51,2014,12
19780,Regalías per cápita (Valor efectivamente girado al municipio),86302.22,2014,12
19785,Regalías per cápita (Valor efectivamente girado al municipio),322792.53,2014,12
19807,Regalías per cápita (Valor efectivamente girado al municipio),110185.17,2014,12
19809,Regalías per cápita (Valor efectivamente girado al municipio),51192.93,2014,12
19821,Regalías per cápita (Valor efectivamente girado al municipio),62952.31,2014,12
19824,Regalías per cápita (Valor efectivamente girado al municipio),161401.14,2014,12
20001,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
20011,Regalías per cápita (Valor efectivamente girado al municipio),107678.03,2014,12
20013,Regalías per cápita (Valor efectivamente girado al municipio),0,2014,12
20032,Regalías per cápita (Valor efectivamente girado al municipio),113320.02,2014,12
20045,Regalías per cápita (Valor efectivamente girado al municipio),3494289.01,2014,12
20060,Regalías per cápita (Valor efectivamente girado al municipio),111956.48,2014,12
20175,Regalías per cápita (Valor efectivamente girado al municipio),113889.17,2014,12
20178,Regalías per cápita (Valor efectivamente girado al municipio),5674714.57,2014,12
20228,Regalías per cápita (Valor efectivamente girado al municipio),115035.98,2014,12
20238,Regalías per cápita (Valor efectivamente girado al municipio),108426.85,2014,12
20250,Regalías per cápita (Valor efectivamente girado al municipio),160515.55,2014,12
20295,Regalías per cápita (Valor efectivamente girado al municipio),48233.4,2014,12
20310,Regalías per cápita (Valor efectivamente girado al municipio),255980.41,2014,12
20383,Regalías per cápita (Valor efectivamente girado al municipio),114986.5,2014,12
20400,Regalías per cápita (Valor efectivamente girado al municipio),5171944.51,2014,12
20443,Regalías per cápita (Valor efectivamente girado al municipio),94498.66,2014,12
20517,Regalías per cápita (Valor efectivamente girado al municipio),93745.32,2014,12
20550,Regalías per cápita (Valor efectivamente girado al municipio),121671.84,2014,12
20570,Regalías per cápita (Valor efectivamente girado al municipio),81300.89,2014,12
20614,Regalías per cápita (Valor efectivamente girado al municipio),92727.08,2014,12
20621,Regalías per cápita (Valor efectivamente girado al municipio),109565.16,2014,12
20710,Regalías per cápita (Valor efectivamente girado al municipio),104600.44,2014,12
20750,Regalías per cápita (Valor efectivamente girado al municipio),83191.36,2014,12
20770,Regalías per cápita (Valor efectivamente girado al municipio),603290.22,2014,12
20787,Regalías per cápita (Valor efectivamente girado al municipio),97966.9,2014,12
23001,Regalías per cápita (Valor efectivamente girado al municipio),82146.27,2014,12
23068,Regalías per cápita (Valor efectivamente girado al municipio),306654.97,2014,12
23079,Regalías per cápita (Valor efectivamente girado al municipio),490026.12,2014,12
23090,Regalías per cápita (Valor efectivamente girado al municipio),312049.61,2014,12
23162,Regalías per cápita (Valor efectivamente girado al municipio),111565.52,2014,12
23168,Regalías per cápita (Valor efectivamente girado al municipio),84243.45,2014,12
23182,Regalías per cápita (Valor efectivamente girado al municipio),185729.58,2014,12
23189,Regalías per cápita (Valor efectivamente girado al municipio),182145.52,2014,12
23300,Regalías per cápita (Valor efectivamente girado al municipio),316963.09,2014,12
23350,Regalías per cápita (Valor efectivamente girado al municipio),641766.44,2014,12
23417,Regalías per cápita (Valor efectivamente girado al municipio),54470.31,2014,12
23419,Regalías per cápita (Valor efectivamente girado al municipio),985260.51,2014,12
23464,Regalías per cápita (Valor efectivamente girado al municipio),684052.27,2014,12
23466,Regalías per cápita (Valor efectivamente girado al municipio),716107.4,2014,12
23500,Regalías per cápita (Valor efectivamente girado al municipio),378168.17,2014,12
23555,Regalías per cápita (Valor efectivamente girado al municipio),222500.77,2014,12
23570,Regalías per cápita (Valor efectivamente girado al municipio),371491.57,2014,12
23574,Regalías per cápita (Valor efectivamente girado al municipio),126904.36,2014,12
23580,Regalías per cápita (Valor efectivamente girado al municipio),266819.93,2014,12
23586,Regalías per cápita (Valor efectivamente girado al municipio),325524.92,2014,12
23660,Regalías per cápita (Valor efectivamente girado al municipio),118069.96,2014,12
23670,Regalías per cápita (Valor efectivamente girado al municipio),126379.98,2014,12
