codigo_entidad,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3
47460,11422,10261,9762,358,192.5,574.5,1,609.5,106.5,1518,7196,4341.5,4314.5,4401,4319.5,4728.5,4823
47541,9858.5,10706.5,10137,466,264.5,163,238,795.5,503.5,1646,4809,4169,3799.5,3998,4134.5,4434.5,4485
47545,7218,7218,9332,465,306,475.5,144,619,34,1285,7411,4461.5,4421.5,4402,4350,4760.5,4636
47551,10535,11110,10575.5,464,247.5,449,94.5,431,294.5,1516,7391,4610,4580,4686,4520.5,4876,4727
47555,8941,9158.5,9103,453,436.5,319.5,136,567.5,134.5,1454,7109,4472,4498,4286,4484.5,4862,4717
47570,7261.5,6851.5,7261.5,294.5,287,348,462.5,778,383,1480,6586,4112,3948,3915,4051.5,4395.5,4231
47605,7677.5,7793.5,6992,212,85.5,190,763.5,1311,674,1676,6502,4262,3998.5,4148,4169.5,4556.5,4485
47660,8831.5,8088,9307.5,130,154.5,165.5,78,115.5,109,2079,7520,4185,4091.5,4137,4113.5,4465.5,4555
47675,11311.5,12154,10791.5,226,375,594,375,443,217,1392,6840,4415.5,4415,4177,4472.5,4824,4553
47692,10109.5,11391,11056,319.5,176.5,192.5,123,288,211,1244,5580,4460,4491,4537,4479.5,4822.5,4881
47703,12152,12343.5,10931.5,294.5,237.5,208.5,440,584.5,273.5,1390,7804,4398.5,4158,4547,4358,4677.5,4817
47707,8298,7695,8465.5,323,150,268,94,408.5,98.5,1223,7172,4401.5,4190,4174,4371.5,4696.5,4689
47720,6034,6421,8435,326.5,326.5,193,44.5,733,11,1577,7477,4245.5,4346.5,4525,4235.5,4782.5,4816
47745,7121,6821,7904.5,345.5,504.5,699.5,349,884.5,228,1897,5772,4397.5,4351,4447,4413.5,4840,4697
47798,9796,10315,10327,508.5,377.5,209,161.5,364,38.5,1582,7281,4389,4240,4174,4430,4672,4608
47960,8521.5,9702,9136,326.5,265.5,79.5,239.5,572.5,179,1899,7125,4283,4097,4135,4230,4635,4504
47980,11417.5,9979.5,10178,241,243.5,301.5,182,654,164,1082,6714,4179,3943.5,4000,4211.5,4489,4434
50000,9343,9158,9187,316,477.5,422,164,95,96,426,7071,5034,5014.5,5123,5001.5,5226,5302
50001,9514.5,9290.5,9268,190.5,382.5,352,154,94,90.5,0,0,5089,5208.5,5290,5099.5,5369.5,5448
50006,11569,11082,10278,400,529.5,485,173.5,62,95.5,323,7028,5045,5058.5,5163,5024.5,5239,5365
50110,13547,13610,11468,28,266,238,0,7,0,525,6802,4597.5,4497,4418,4711,4842,4667
50124,12808,12481.5,10677,606,993.5,631,157.5,162,178.5,741,6743,4617,4704.5,5171,4574.5,4823,5282
50150,12900.5,12741,10375.5,304,403.5,307,141.5,83,7.5,401,7172,4812.5,4817,4951,4690,4977,5069
50223,9634.5,9175.5,9041,484,462,430.5,61,95.5,45,536,7296,4832.5,4700.5,4875,4822.5,4965.5,5035
50226,11023.5,10662.5,10139.5,405,509,528,400,275,336,456,7028,5032.5,5009,5064,4965,5189.5,5286
50245,8798,8718.5,9252.5,489,705,646,10,0,0,240,7867,5177.5,4662.5,5276,4874.5,5126.5,5424
50251,10805.5,11550.5,10730,451,368,571,382.5,258,141,876,6786,4765.5,4579.5,4668,4767,4726.5,4918
50270,9933.5,10575,9373.5,270,321.5,474.5,133,229.5,91.5,709,7324,4683.5,4716.5,4314,4678.5,4879,4658
50287,9171.5,8638.5,8563.5,374,545,413,29.5,5.5,43.5,880,6724,4619.5,4521.5,4751,4685.5,4811,4980
50313,10703,10720,10315,399,475,468,403.5,252.5,208,498,6801,4947.5,4887.5,5001,4894.5,5103,5222
50318,13266,13315,11920.5,401.5,491,353,100.5,70.5,79.5,411,7181,5060.5,5046.5,4956,5028,5269,5258
50325,4035.5,3759.5,5873.5,470,776,791.5,106.5,124.5,12,1346,6341,4608,4020.5,4400,4389,4512.5,4537
50330,7695.5,7573.5,7780,310,481.5,393,9,2,2.5,958,6899,4879.5,4526,4698,4899.5,4844,5056
50350,4281.5,4275,4958,608.5,723,723,80,15,8.5,736,6659,4833.5,4495,4506,4675.5,4800,4744
50370,4680,4656.5,6642.5,657.5,560,564,18,7.5,5,1099,7248,4811,4370.5,4578,4669.5,4617,4800
50400,10339.5,10604.5,9779.5,487.5,564.5,569.5,470.5,128,311,784,6722,4828,4765,4813,4753,4900,4989
50450,3667.5,3847.5,6565,494.5,730,393,23.5,26.5,5,997,6808,4717,4658.5,4582,4515,4902.5,4906
50568,14891.5,15429.5,13592.5,316.5,571.5,271,74,29,65.5,694,6537,4748.5,4638.5,4578,4729.5,4959.5,4856
50573,9719.5,9582.5,10298.5,419,586,485.5,95,34.5,42,637,6814,4883.5,5036.5,4984,4807,5129,5116
50577,7478,7415.5,6886,104,178,242,90.5,18.5,3,791,6421,4768.5,4392,4772,4633,4783.5,4889
50590,5020.5,5035,6773,552.5,778.5,502.5,34.5,6,2,922,6548,4559.5,4720,4723,4429.5,4852,4888
50606,16375,16760.5,14327.5,297.5,405.5,349.5,174,35.5,127.5,302,7232,4937,4990,5104,4934,5243.5,5239
50680,11455.5,10625,9469.5,710.5,723.5,667,352,245.5,137.5,501,6282,4728.5,4403,4424,4722.5,4820.5,4745
50683,7939,6947.5,7033.5,359,693,812,350,165.5,130.5,774,6845,4599.5,4592,4697,4638.5,4866.5,5000
50686,6680.5,6704,8624,54,80.5,239.5,138.5,13,108.5,259,7149,5012,4855,5356,4896.5,5123.5,5280
50689,9691,9177.5,8683,437.5,608.5,617,75,46,89,510,6813,4952,4994,5208,4922,5106.5,5219
50711,6595,6472.5,7993,607.5,776.5,576.5,11.5,1,15,1040,6730,4716,4706.5,4739,4671.5,4920,4963
52000,7436.5,7064.5,7589.5,207,153.5,139.5,221,290.5,308.5,838,7270,5033.5,5059.5,5083,4935,5266,5185
52001,8364,8110.5,9254,144,154,161.5,234,350.5,394.5,0,0,5357,5517.5,5499,5280.5,5578.5,5568
52019,3242.5,2944.5,5929.5,154.5,152,203.5,104,236.5,249.5,940,7024,5118.5,5344.5,5393,4866.5,5316,5275
52022,12731.5,13293,12599,194,172,231,90.5,149.5,287,502,7042,5417,5446.5,5663,5057,5433.5,5348
52036,8782,8526,8885,99.5,52,47.5,75.5,242.5,116.5,810,7353,5359,5528,5404,5061.5,5403,5313
52051,9790,9177.5,8369,247.5,198,192.5,332,489,333.5,1266,6580,4938,5027,4693,4779.5,5168,5023
52079,9111.5,8813.5,7250.5,176,463.5,258.5,51.5,227.5,58.5,2274,7436,4217,4054.5,3981,4269,4486,4452
52083,7703.5,7352.5,8254.5,381.5,120.5,179,522.5,635,522,743,7281,5714,5803.5,5571,5248,5659,5227
52110,7440,6827,7307.5,178.5,51.5,40.5,145.5,116,180.5,1050,6660,5189,5153,5237,5132.5,5284.5,5262
52203,7068,6556.5,7701,307.5,176,142,111.5,79,179,1401,8455,5949.5,6230.5,5324,5234.5,5730,5031
52207,9261,8993.5,7678,213.5,54,57.5,154.5,98,272,1101,6908,5170,5423,5564,4999,5341.5,5346
52210,4924,4528.5,5396,103.5,48,18.5,395,301,269.5,640,7003,5151,5455.5,5312,5133,5542,5297
52215,10149.5,9821,9055,147.5,52.5,132,349.5,304,237,733,7045,4968,5106.5,5018,4775.5,5146,4971
52224,6241.5,6101.5,6256.5,104,38,86.5,359,432.5,271.5,608,7778,4848.5,5011,5302,4828.5,5171.5,5173
52227,7392,7016.5,7669.5,142.5,50,39.5,94,162,202.5,788,7214,5002.5,5077.5,5149,4844,5276,5074
52233,4160.5,3978.5,8359.5,222,136,238.5,94,388.5,275,782,5036,4689.5,4559,4872,4747.5,4921.5,4874
52240,7745,7721.5,7872,301,390,228.5,222.5,639.5,751.5,923,6912,5023,5256,5276,4904.5,5323,5359
52250,6902.5,6558,7988.5,198,403,200.5,84.5,94.5,169.5,1866,7820,4021.5,3947.5,3967,4060.5,4388,4354
52254,7831.5,7517.5,7878,123,18,100,116,50,35,1465,7513,5027.5,5111.5,5265,4815,5281.5,5229
52256,5629.5,5540.5,5081,287.5,315.5,271.5,428,423.5,728,1165,6733,4906,4995,4767,4732.5,5160,4874
52258,8955,8735,8727.5,293,213.5,198.5,224.5,247,202.5,876,6258,5104,5171.5,5101,5000,5297.5,5266
52260,8969,8720.5,8553,328.5,178.5,120,19.5,47,0,901,7212,5327.5,5379.5,5405,5229.5,5406,5282
52287,7935.5,7696.5,7226.5,128.5,75.5,100,159,160.5,195.5,1146,6975,4913.5,5068.5,4936,4971.5,5304.5,4996
52317,9925.5,10020,9435,115,78,50.5,404,341.5,329,854,8116,5304,5486,5477,5086.5,5582,5540
52320,7963.5,7533,7699,279.5,114.5,71,300.5,314.5,284,754,7061,5416,5457.5,5477,5122.5,5434.5,5232
52323,10348.5,10356.5,9952.5,174.5,61.5,39.5,459,518.5,597.5,464,7546,5490.5,5790.5,5828,5355,5877,5954
52352,8099.5,7762.5,8234,179,88.5,55.5,434.5,293,516,783,6708,5205.5,5235.5,5119,4992.5,5336.5,5220
52354,9617.5,9504,8885.5,242.5,132,77,62,124.5,215.5,834,7482,5138.5,5297,5185,4790.5,5322,5049
52356,7730,7428.5,8980,263.5,84,115.5,185.5,429.5,393.5,466,7244,5310.5,5323.5,5400,5177,5440.5,5464
52378,8278.5,7756.5,8168,151,158.5,111,147,237,193,1016,6852,5711.5,5757,4961,5179,5595,4951
52381,8166,7433,8010.5,139.5,24,59,124,254.5,300,1248,7527,4902,5293.5,5404,4873.5,5362,5205
52385,6243,6510.5,6683,323,348,32.5,453,232.5,160.5,630,6726,4997,5125.5,4729,4891.5,5230.5,5116
52390,4844.5,4342,5999,134.5,2.5,48.5,54.5,9.5,41.5,1674,7579,4151.5,3752.5,3459,3973.5,4187,4068
52399,9919,9681.5,9526,259,27,76.5,489,499,542.5,1056,6696,5109,5347.5,5177,4996.5,5356.5,5183
52405,5053.5,4701.5,6049.5,206.5,125.5,159,76.5,20,172,1458,6897,4734,4689,4886,4592.5,4773.5,4953
52411,8176,7721,8305.5,194,71,141.5,98,87,220,1079,7281,5315,5099,5742,5021,5112,5514
52418,2973,2729.5,6049.5,206.5,200,208.5,52,102.5,152,922,7359,5047,5310,5073,5021.5,5422,5157
52427,5207,4405,3742.5,251.5,276.5,21,260,8,11.5,1636,6443,4108,3716,3714,4101.5,4149.5,4140
52435,6665,6912.5,7826.5,137.5,116,198.5,31.5,45,52.5,855,6931,4743.5,4625,4424,4655.5,5027.5,4714
52473,4243,3486,4094.5,229,16,13.5,8,299.5,983.5,1213,7015,4339.5,4295,4327,4218.5,4596,4743
52480,6164,6046,6385,162.5,74.5,177.5,378.5,0,8.5,584,6945,5112.5,5139.5,5258,5023.5,5273.5,5278
52490,6365.5,6474,7100.5,150,93,92.5,0,21,48.5,1605,6745,4201.5,3783,4007,4301,4307,4435
52506,6395,6156.5,7187.5,98.5,13.5,59.5,52.5,73,75,638,7005,5407,5465.5,5531,5236,5332,5390
52520,4512.5,4337,4337,254.5,120,155.5,0,171,466,1749,7673,4150.5,3928,4035,4269.5,4425.5,4437
52540,6720.5,6536.5,8643.5,95,151.5,89,170,353.5,364,913,6956,5155.5,5080,4862,4978,5262.5,5016
52560,9088,9648,10341,170.5,43.5,66.5,192,189,264.5,551,7057,5193,5181,5243,5083.5,5292,5345
52565,2621.5,2510.5,4640.5,183,72.5,81.5,0,33,0,592,7357,5023,5054,4885,4902,5202.5,4970
52573,9158,8943.5,8949,149.5,182.5,91.5,455,725,710.5,548,7645,5433,5727,5516,5242.5,5676,5480
52585,8920.5,8765,9725.5,141.5,149.5,148,127,76,138.5,377,7207,5403.5,5511.5,5489,5293.5,5540.5,5558
52612,7985,7704,7381.5,163,73,112.5,156,417.5,574,2311,6989,4708,4675.5,4657,4559,4925.5,4874
52621,6659.5,5623.5,6739,57,149.5,112.5,26.5,15,42.5,2139,7753,4019,3540,3520,4139,4140,4080
52678,4439.5,4209.5,6327,225.5,83,96,77.5,68,164,1437,6513,5193,5191.5,5124,5037,5237,5154
52683,6811.5,6381,7611,250.5,177,196.5,634,790,797,1074,7030,5341,5505,5512,5048,5430.5,5497
52685,3332.5,3177,5347.5,283.5,91.5,118,678,725.5,780,972,7049,5427.5,5693.5,5382,5166,5590.5,5356
52687,7876,7518.5,8077.5,189,121.5,103.5,93.5,49,58,1180,7340,4921,5059.5,4853,4910.5,5252,4937
52693,7006.5,6657,7302.5,259,293.5,239,838.5,972.5,1117,1244,7824,5549.5,5552.5,5110,5230,5486.5,5148
52694,6647,6104,6625,377,314.5,256,47.5,46.5,127.5,1265,7029,4874.5,5247,4859,4809,5284,4843
52696,7226.5,7084.5,6593.5,244.5,97.5,101.5,6.5,44,190,1645,7574,4046,3670.5,3781,4133.5,4222,4270
52699,2301.5,2007,4254,208,155,145.5,75,205,434,1124,6505,4874.5,5135.5,5011,4841.5,5198.5,5153
52720,7691.5,7657,7736.5,311,139.5,71.5,140.5,125.5,315,604,7181,5205,5443.5,5343,5062.5,5583,5106
52786,8277.5,7504.5,8423.5,366.5,190.5,183,171,229,121.5,1510,6764,4916.5,5271.5,5006,4732.5,5273.5,5033
52788,8283.5,7824.5,6781.5,171,130.5,55.5,92,38,31.5,773,6415,4994,5135.5,5213,4879,5316.5,5136
52835,8527,7822,7058,292,144,162,321,343,292,1172,7304,4201.5,3999.5,4116,4265.5,4419.5,4481
52838,8955,8727,8769.5,149,151,103,593,476.5,464.5,566,7664,5294,5354.5,5232,5146.5,5309,5199
52885,7945,7503.5,7772,167.5,125.5,145.5,20.5,60.5,79,942,7318,5058,5062.5,5138,4868,5134.5,5152
54000,8649.5,8940.5,9285.5,298,422,360,209.5,154.5,139,640,6903,5107,5162,5315,5000,5309.5,5394
54001,9329,9387,9750,358.5,444.5,345,287,248,218.5,0,0,5120.5,5252.5,5418,5032,5373.5,5479
54003,6707.5,7245,8454,239.5,577.5,411.5,235.5,90,169.5,1713,6442,4994,5003,5176,4879.5,5227,5190
54051,7652.5,8047.5,8162.5,166.5,333.5,236,30,29.5,140.5,1070,7231,4788.5,5012,5479,4602,5175,5359
54099,8106.5,8515,8585.5,371,462.5,456,238.5,77.5,49,761,7704,5252.5,5238,5358,4980.5,5229.5,5360
54109,9473,9959,8679.5,120.5,273.5,365.5,162.5,66.5,148.5,1402,7517,4740,4505,4684,4563.5,4867.5,4792
54125,10604.5,11702.5,11186.5,356,628,215.5,28,0,0,606,7992,4968,5058.5,5304,4973.5,5292,5212
54128,7901,7704,7432,200,487.5,358,167,63,60,1035,7403,4976.5,5063.5,4943,4726.5,5123,4934
54172,8057,8391,8870,176.5,247,291.5,112,281.5,297,434,7414,5303,5246.5,5531,5233,5355.5,5607
54174,6916,7637,8139,86,112.5,178,0,0,5,765,7069,5028,5418.5,5297,5000.5,5540.5,5520
54206,12513,14500.5,12777,247,443.5,404.5,0,6,111,1679,7236,4963,4861,5001,4923,5176.5,5242
54223,7738,7444.5,7632,123.5,193.5,192.5,34,39.5,3.5,1290,7789,4871.5,4816,4766,4642,4885.5,4939
54239,9010,8709,9137.5,243.5,375.5,316,249.5,224.5,303,996,7034,4820.5,4865.5,5140,4507.5,4981.5,5054
54245,7324.5,7632,7921,228,476.5,443,41.5,43.5,4,2179,7234,4685.5,4729.5,4559,4664.5,5039.5,4877
54250,12338,15084.5,12939,614.5,155.5,339,0,18,36,1578,6329,4404,4205,4154,4528.5,4665.5,4647
54261,9457,9501,9820,173.5,444.5,361.5,47.5,10.5,11,834,6416,4688,4672,4806,4672,4960,4969
54313,6644,7705,8218.5,125,300,248.5,79.5,0,0,607,6801,4861.5,4818.5,4926,4800.5,5108.5,5088
54344,7084,7591,8356.5,469,209.5,147,0,0,23.5,1930,6898,4245.5,4517.5,4576,4302.5,4840.5,4748
54347,4632.5,5027.5,5114,77,312,241,371,85,49.5,397,6779,4977.5,5249,5643,4946,5287.5,5300
54377,6916.5,6976,7244,138,216.5,117,108,15,39,828,7548,4888.5,4918,4905,4739.5,5133.5,5007
54385,7352.5,7725.5,8403,456.5,492.5,353,191,114,154,1374,6837,4631.5,4933.5,4895,4618.5,4995.5,5005
54398,8381.5,9053,9212.5,227,235.5,260.5,209,151,275,2291,6932,4626,4707,5028,4726,4921.5,5259
54405,8247,8503,8478.5,236.5,304,306.5,262.5,183,41,270,7303,5224,5259.5,5308,5109,5358,5447
54418,8106.5,9400,8434,116.5,401,428,272.5,194.5,57.5,897,6268,5080,5381,5096,4661.5,5444,5443
54480,8912.5,9290,9092.5,31,249.5,354.5,264.5,43.5,122,672,7227,5272.5,5479,5778,4730,5174,5273
54498,8879,9469,9275,236.5,448,367,240,72,46,929,7091,5211.5,5396.5,5653,5131,5445.5,5636
54518,6755.5,6968,8213.5,189.5,357,361.5,239,87.5,62,373,8051,5381,5532.5,5774,5321,5665.5,5827
54520,8334,8686,8975.5,190,306,243,115.5,15,24,693,7842,5011,5148.5,5320,4895,5118.5,5234
54553,6543,6955,8435.5,595.5,705.5,357.5,248.5,224,27.5,1064,6089,4603,4601.5,4498,4612.5,4970.5,4888
54599,5614,6306.5,7957,169,481,296,35,48.5,100,646,6870,4995.5,4822.5,5104,4759,4962,5308
54660,9094.5,9722.5,9374.5,126.5,279.5,339,86.5,70,49.5,1233,7063,4957.5,4822.5,5107,4742,4950,5087
54670,5944.5,6032,7169.5,136.5,551,435,52,151,41.5,2129,6356,4523,4389,4175,4693,4926.5,4738
54673,8845.5,9997,9258.5,234,444,335.5,140,0,14.5,862,6796,4684,4818,4848,4631.5,5032.5,5306
54680,9538,8849.5,8683.5,185.5,239.5,241.5,68.5,24.5,8,793,7154,4473,5004,4821,4485,5138,5233
54720,7768.5,8399,8580,231,304.5,363,221,99.5,134.5,1114,6765,4747.5,4731,4915,4629,4865.5,4944
54743,8845.5,10396,10817.5,163.5,266.5,265.5,115,168.5,48,687,7322,4882.5,5086.5,5403,4832,5202.5,5634
54800,5284,5804,7492,222.5,406,534,120,98.5,285,1836,6903,4427,4580,4586,4431,4827.5,4757
54810,10338.5,11713,11903,241,496,556.5,10,30.5,33.5,1114,6052,4749,4646,4610,4641.5,4964,4894
54820,8546.5,8730,9797,154.5,284,180.5,260.5,81,183.5,850,7490,4893.5,4763,4865,4727.5,4961,4996
54871,6425.5,7292,7442.5,58.5,791,539,16,0,0,1440,6989,4809,4951.5,4686,4668,5259.5,4729
54874,7740.5,7841,8291.5,294.5,482.5,416,137.5,71.5,39.5,344,6783,5083,5100.5,5237,5058,5263.5,5315
63000,8288,7871.5,8637.5,479,555,405.5,129.5,96.5,106,440,6717,4993,4969,5088,5037.5,5230,5376
63001,8375.5,8106.5,8774.5,403.5,495.5,438.5,139.5,97,113.5,0,0,5118.5,5142,5269,5169,5365.5,5549
63111,9334.5,9327,8475,706.5,715.5,592,91,170,102,735,7015,4428,4505.5,4724,4630,4979.5,5065
63130,8058,7612,8470,470.5,592,321,177.5,142,139.5,460,6647,4989,4940.5,5028,5042.5,5230,5311
63190,7948,7292,7837,435,529.5,361.5,112,22,56.5,473,6821,4952.5,4835,4954,4976.5,5066.5,5310
63212,10387.5,9281,8953.5,554.5,594.5,174.5,353,35.5,71.5,738,6622,4630,4455.5,4415,4666.5,4745,4762
63272,8097,7759,8888.5,444.5,516,215.5,102.5,134,140,681,6873,4896,4837,4904,4898,5108,5288
63302,9615.5,9110,9645.5,550,705.5,582.5,183,373,187,819,6861,4733,4570,4585,4898,4985.5,4894
63401,7149,6493.5,7323.5,683.5,743,504.5,170.5,81.5,98.5,793,6460,4676.5,4555.5,4708,4773.5,4879.5,5022
63470,7956.5,7150,8249,697.5,517.5,326,36.5,108,63.5,736,6133,4717,4596.5,4811,4791,4915.5,5039
63548,10600,10842,11879,412,478.5,513,8,35.5,125.5,828,6613,4791,4903.5,4754,4811,5088.5,5012
63594,8238,7598.5,8569.5,550,710,439,50.5,8,66.5,729,6406,4865.5,4900,4926,4915,5159.5,5230
63690,13248.5,13564,14591,389,634.5,154.5,0,0,0,558,6927,4924,4615,5010,4929.5,4862,5258
66000,8798,8689,9242,436,474.5,461,145,174.5,96,446,6972,5039.5,5061,5099,5094.5,5324.5,5366
66001,9621,9567,10206,496.5,518.5,521.5,102,195.5,64.5,0,0,5105.5,5144.5,5208,5172,5384,5472
66045,5269.5,4784,6602,454,485,371.5,189,179,65.5,771,6932,4524,4436.5,4592,4720,4886,4941
66075,8884,8294,8162,469.5,558.5,428.5,321,196,221.5,1025,6819,4777.5,4587.5,4581,4851.5,4970.5,4916
66088,7646,7515,8283,449,562,459,133,195.5,144,770,6602,4787,4597,4683,4835.5,4950.5,5010
66170,8394,8276,8509.5,318,363.5,372.5,147,80,119,258,7052,5165.5,5241,5252,5212,5474.5,5491
66318,7795,7488.5,8359.5,255,392.5,269.5,127.5,127.5,100,768,7150,4763,4585,4571,4747.5,4890,4918
66383,7116.5,6755,7824,504,615.5,433.5,102,207,77,928,7514,4478,4621,4567,4628,4922.5,5045
66400,9026,8757,9643,411,523,616.5,166,157,89,628,6520,4871.5,4843,4936,4994,5165,5162
66440,7042.5,6650.5,7850,505,658.5,483.5,395,351.5,298,836,6748,4716.5,4875.5,4981,4750,5110,5084
66456,7603.5,7601,7276.5,557,509,358.5,162.5,237.5,213,2268,6525,4345.5,4501,4423,4498,4936,4812
66572,10349.5,11006.5,10176.5,398.5,368,352.5,46,92,67,2144,7497,4183.5,4038.5,3817,4282.5,4455,4381
66594,7474,7148.5,8212.5,338,336,282,187,187,46.5,897,7011,4687.5,4513,4428,4778.5,4912.5,4864
66682,8490,8475,8881.5,389.5,446.5,451.5,259.5,249,125.5,440,6882,5236,5273,5225,5204,5469.5,5411
66687,7251,6885.5,7590,499.5,570,560,350,127.5,199,990,6844,5009.5,4961,4860,5017,5277.5,5030
68000,9394.5,9566.5,9692.5,299.5,332,311,272.5,244.5,182.5,436,7132,5250.5,5336.5,5415,5133.5,5440.5,5519
68001,9951,10174,10345,252.5,394,391,196.5,216,119.5,0,0,5580.5,5725.5,5772,5419.5,5719.5,5816
68013,7208.5,7033.5,7296.5,247.5,35.5,177.5,0,39.5,139,1442,7468,5288.5,5216,5374,5140,5238,5426
68020,5118.5,5299.5,6286.5,347.5,198.5,143.5,317.5,95.5,103.5,1158,7630,4707.5,4813.5,5029,4807,5190.5,5029
68051,9060,9274,9493,173.5,78.5,80,65.5,33,46,1130,7247,4562.5,4654.5,4910,4540,4886,5094
68077,9327.5,9479.5,9560,344.5,349,373,414.5,428.5,358.5,548,6773,5143,5216.5,5178,5056.5,5272.5,5320
68079,8672.5,8924,8381.5,258,186,118,12,58,302,670,7840,5204,5402,5744,5111,5379,5546
68081,11872,12083.5,12124,456,274,244,736.5,537.5,421.5,385,7280,5039.5,5201.5,5206,5047.5,5391.5,5444
68092,9844.5,9803.5,9308.5,277.5,325,412,113.5,189.5,212,856,6824,5055.5,4843.5,4817,4920.5,5053,5028
68101,7783,7710.5,8076.5,381,249.5,221,85.5,67.5,65,1426,7771,4980,4857.5,5143,4840,5006.5,4940
68121,5791,5521,6405.5,249,128.5,33,0,66,470,665,7027,5109.5,5533,5974,5211.5,5709,5761
68132,6704.5,6727,7896.5,80,219,141.5,48,0,122.5,177,8127,4508.5,5258.5,6613,4389,5200.5,6413
68147,9330,8957.5,9550.5,239.5,128.5,199,14.5,375.5,96,1072,8010,4727.5,5159.5,5043,4598,5197.5,5022
68152,7874,8390.5,8563,38,146,110,13,94.5,30,963,8108,4611,4452,4964,4662.5,4679.5,4986
68160,9081,9217,9087.5,159,155,87,175.5,0,288.5,729,7521,4292,4675,4894,4368,4713,5035
68162,8517.5,9435,10462.5,106,198.5,192.5,4.5,12.5,18,689,7114,5080,4871,5178,4947.5,5022,5094
68167,10247,10330.5,9920,176.5,197,227,309.5,124,233.5,752,7609,5453.5,5619,5766,5198,5538,5782
68169,8356,8418.5,8738,103.5,119.5,71.5,0,0,0,519,7926,5220,5259,4943,5075.5,5544,5131
68176,9428,9319,8726.5,204,175,221,10,0,0,1190,6955,5209.5,5447.5,5296,4887,5308,5292
68179,7352,6874,6767,258.5,50.5,68.5,58,22,23.5,1525,7355,4911.5,4519.5,5138,4862,4783,5334
68190,6881,6409.5,7759,477,598.5,439,35.5,24.5,33.5,1007,7007,4604,4586.5,4608,4598,4895.5,4905
68207,8349,8787,9053.5,350,151.5,249.5,136.5,11,112,805,7946,5001,5062,4839,4638.5,5100.5,5068
68209,8205,8540.5,8570.5,311,266.5,250.5,390,196,511.5,716,6934,4807,4443,4656,4826.5,4637,4780
68211,8180.5,7888,8724.5,186.5,215,156,335,113.5,8,1062,7752,5411.5,5721,5861,5085.5,5429,5510
68217,5922,6087,7432,195.5,154.5,114,229.5,140,114,1048,7062,4553,4882,4843,4336,4950,4879
68229,8756.5,8853.5,8477.5,314,188,143.5,185,101,165,868,7151,4891,4817.5,4981,4895.5,5110.5,5184
68235,7416,7529,6769,459,399.5,257.5,49.5,61.5,35,784,6440,4574.5,4557,4898,4636,4798,5108
68245,9142.5,9155,8402.5,140,322,157.5,38.5,27,171.5,967,8229,5269.5,5296,5396,4938,5402.5,5491
68250,7222.5,7128.5,6419.5,308,470,285.5,14.5,0,11.5,1491,6584,4582,4225.5,4731,4578.5,4532.5,4805
68255,10643.5,10359.5,9538.5,385,394,405.5,450,174.5,145,870,6588,4925,4950.5,4972,4810.5,5061,5092
68264,8768,8446,7166,163,336,331,267.5,231.5,199,700,7018,4758.5,4691,5485,4556.5,4883.5,5123
68266,10775,10412,10290.5,255,155.5,68.5,384,119.5,98.5,861,7865,5278.5,5406,5314,4930.5,5237.5,5339
68271,7714.5,7072.5,7453.5,209.5,168,92.5,209.5,103.5,140.5,1404,7418,4825.5,4933.5,4823,4670,5113.5,4911
68276,8818,9375.5,9369.5,229.5,270.5,410,166.5,106.5,124,178,7267,5586,5687,5623,5437,5722,5741
68296,10896,11029.5,10728.5,203.5,259.5,214.5,37,106,133,986,7570,4823,4748.5,5167,4663,5091,5354
68298,6925.5,6932.5,7705.5,219.5,286,210,50.5,26,96,981,7256,4871.5,4519,5160,4396.5,4568,4965
68307,7320.5,7384,8336.5,257.5,432.5,336.5,527,801.5,345,289,6788,5211.5,5180.5,5222,5131,5323,5385
68318,8561.5,8308,8713,256.5,238,224,136.5,280.5,64,593,7113,4471,4629,4438,4278.5,4841,4573
68320,8816.5,8827,9376,228,137,171.5,92,81,0,956,8056,5110,5446,5488,4857,5367.5,5458
68322,9051,8882,8643,392.5,419,306.5,512.5,546.5,628,733,7202,5240.5,5188,5608,4713,5189.5,5338
68324,6884,6142,5877,268,122.5,119.5,260,327.5,270.5,1457,7282,4470.5,4543.5,4585,4497.5,4768,4981
68327,11244,10717,9832.5,282,216,199,0,24,121.5,1202,6930,4850.5,4634,4938,4812,4889.5,5074
68344,9341.5,9414,9035.5,60,109,145.5,288,377,109.5,1171,7688,4626.5,4848.5,5309,4721.5,5114,5527
68368,9070.5,8797.5,8649,169,207,129.5,0,0,229.5,1155,8168,5189.5,5283,5093,4878.5,5426,5089
68370,12816.5,13264,11097,239.5,387.5,347,382.5,246.5,91.5,1564,6667,4544,3689.5,5243,4514,4210,5629
68377,6644,6762.5,8083,333.5,212.5,237,371,113,109.5,671,7486,5027.5,4668,5160,4959.5,4892,5257
