codigo_entidad,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3
23580,7267.5,7414,8131.5,149,468,329.5,81,106.5,34,1447,6976,4701,4549,4484,4753,4970,4792
23586,9836.5,9286.5,9294.5,28.5,187.5,124,183.5,311,253.5,1606,7039,4348,4362,4517,4356,4745.5,4772
23660,10348,10290.5,9971.5,239.5,195,171,358.5,487,429.5,1211,7509,4831,5141.5,5185,4742.5,5301.5,5203
23670,8832,8465,8400,193,280.5,252,439,431.5,251.5,2415,7464,4225.5,4094,3984,4237,4540.5,4422
23672,9491.5,9248,8848.5,223,227.5,193.5,360,627,329,1215,7233,4379,4290,4518,4374,4644,4893
23675,8754,8642,8384,97,188,129.5,236,290.5,240,1385,7295,4724.5,4617.5,4724,4560.5,4826.5,4832
23678,8784,8339.5,8584.5,168,325.5,298,464,482.5,308.5,1532,7313,4550,4441.5,4364,4498,4813.5,4651
23682,0,0,8825,119,306,331.5,52,217,43,1525,7182,4309,4111,4208,4335,4632.5,4637
23686,8729,8382.5,7998.5,162,330,289,320,593.5,396.5,1062,7561,4607,4568,4556,4589.5,5007.5,4894
23807,9311.5,8879.5,9405,228.5,364.5,274.5,229.5,282.5,288,1491,6812,4598,4550,4504,4561.5,4889,4784
23815,0,0,7155,289,457,111.5,402,449,401.5,2776,7378,4350.5,4206,4200,4312.5,4655.5,4532
23855,8530.5,7890,8828.5,213,281,323.5,216,242,349.5,1486,7271,4474,4354,4464,4460,4719.5,4705
25000,9013,9123,9404,293.5,312.5,295.5,236,241.5,192.5,335,7039,5085,5133,5197,5062,5306.5,5365
25001,8863.5,8538,9366,423.5,251.5,227,459,319,417,555,7431,4688,4605,4555,4724.5,4919,4973
25019,8086.5,7834,7763,389.5,365.5,392,0,24,10.5,724,6864,4711.5,4864.5,4828,4619.5,5055.5,4951
25035,10294,9758,9643,370,239,372.5,456.5,611,521,494,7059,4835.5,4835,4957,4873,5104,5219
25040,10982,10957.5,10375.5,180.5,337,265,114.5,214,317.5,813,7422,4850,4915,5178,4881.5,5184.5,5274
25053,6845,6640,8151,346,291.5,235.5,589,569,476.5,659,7009,5332.5,5411.5,5433,5112.5,5412,5480
25086,8664.5,8182,9185.5,254.5,463,194.5,53,602,212.5,1045,6752,4436.5,4576,4265,4305.5,4756,4500
25095,6981.5,7225.5,8449.5,176.5,222.5,232.5,588.5,514.5,162.5,992,7553,5073.5,4982.5,5005,4863,5032.5,5030
25099,6709,6471,7636.5,333.5,395,220,189.5,635.5,257,340,7226,5308.5,5211,5176,5096,5345.5,5263
25120,8462.5,8828.5,8284.5,369,188.5,106.5,0,0,6,634,7316,4724,4321.5,4778,4699,4637,4867
25123,5835.5,5635,6804.5,312.5,493,295,278.5,313,98,652,7201,5000.5,5078.5,5143,4962.5,5267,5300
25126,9963.5,10227.5,9617.5,255,287.5,242.5,428.5,360,233.5,131,7428,5329,5491.5,5573,5314.5,5571,5713
25148,6633,6327,7347.5,242.5,185.5,306.5,113,229,239,1164,3923,4676,4832,4729,4685,5011,4994
25151,9955.5,9127,9138.5,326,303,199.5,99.5,126,111,319,6522,5139,5178.5,5354,4952.5,5249,5283
25154,7547.5,7042,7859,50,84.5,85.5,164.5,264,107.5,533,7290,4932,4868.5,5150,4731,4913,5098
25168,6398,5781.5,6078,68,264,71.5,102.5,29,176,1114,7585,4713.5,4899.5,5042,4658,4708,5094
25175,9819.5,10207.5,10714.5,241.5,281,382,385.5,123,76,130,7681,5524,5586.5,5617,5482,5667.5,5763
25178,8557,8384.5,8313,155,179.5,170,753,825,568.5,423,7384,5384,5304,5356,5087,5243,5317
25181,9989,9648.5,9753,204,217,140,239.5,202,256.5,280,7724,5274.5,5214.5,5372,5163.5,5308,5452
25183,8123,7393.5,7944.5,160,178.5,180.5,95.5,8.5,214,437,7272,5060.5,5118.5,5398,4906.5,5056,5309
25200,7999,7748.5,8477,273.5,332,200.5,315,252,173.5,399,7591,5271,5448.5,5447,5211,5483,5530
25214,22984,23630.5,21530,328.5,295.5,218.5,255,118,146,173,7412,5550.5,5520,5655,5538.5,5576,5775
25224,7796,7379.5,8118,177,194,249,67.5,222,268.5,623,7419,4740,5028,5095,4786,5238.5,5264
25245,9671,9930,9731.5,285.5,367,324.5,160.5,116.5,109,703,7192,4870.5,4979.5,4998,4902.5,5190.5,5176
25258,8154.5,8233,8209,211.5,170.5,156,87,278,315.5,1248,6207,4595.5,4736.5,4629,4491,4953,4824
25260,9952.5,10220,9842.5,222.5,161,202.5,329,342.5,364,171,5941,4887,5170.5,5161,4885.5,5296,5275
25269,8580.5,8506.5,8739,382.5,310.5,256.5,244,52,57.5,217,7016,5134.5,5288,5487,5143.5,5433.5,5593
25279,8762,8927.5,8682,163,370.5,227,333.5,421,296.5,452,6738,5158,5108.5,5277,5024.5,5236,5137
25281,7282.5,7066,7978.5,260,179,311,455.5,445,324,502,7059,4686,4662.5,4801,4734.5,4873,4922
25286,10594.5,11389.5,10879.5,221,276,253.5,199.5,105.5,81.5,140,7140,5155,5226.5,5319,5230,5434.5,5521
25288,11454.5,11132,13243.5,170.5,203,192.5,297.5,508,167.5,518,8889,5177,5206.5,5280,4972.5,5297,5344
25290,9488,9302.5,9554,386,481,577.5,317.5,92.5,38,316,7187,5104,5093,5110,5106.5,5298,5346
25293,6119.5,5499.5,7601.5,160,234.5,67.5,491,345,229,814,7511,4718,4690,4914,4654.5,4899,5058
25295,6409.5,6776,7534.5,257,371.5,333.5,176.5,553,544.5,236,6721,4981.5,5101.5,5317,4960,5207.5,5346
25297,7815,7070,8542.5,80.5,70.5,130,335,203.5,380.5,607,7317,5031.5,5177,5315,4878.5,5213,5352
25299,7846,7957.5,7890.5,150,119.5,365,291,355,398,524,7714,5220,4529,5038,5013.5,4860.5,5066
25307,8877,9023,9641,627.5,511,447,207,154,205,356,6575,4771,4886.5,4811,4867.5,5193.5,5116
25312,7524.5,7151.5,8165,454.5,115.5,172,373,423.5,290.5,389,7204,4856.5,4885,4911,4767.5,5182,5258
25317,10713.5,11080.5,10473,172.5,346.5,364.5,165,225,248,586,7110,4977,4999.5,4836,4763,5136,4899
25320,6035,5459,7566.5,232,258.5,204,200,235,457.5,578,7329,4991.5,5126.5,5028,4925,5229.5,5253
25322,9519.5,8926.5,9123,407,304.5,234,312.5,209,183,362,7043,5070.5,4972.5,5138,4954,5185.5,5294
25324,7378,7067.5,7819,282.5,382.5,377,10,146,217,1128,7391,4502.5,4234.5,4350,4562,4706,4667
25326,7281.5,7305.5,8149.5,92.5,171,108,116.5,111,157.5,381,7282,5177.5,4984,5149,4953,5074.5,5307
25328,9128,8992.5,9113.5,268.5,372.5,286,257,484.5,326,692,7184,4519.5,4953.5,4726,4698,5340.5,4947
25335,14366,14267,11000.5,312,220,181,0,14.5,0,530,6252,4742,4730.5,4767,4865.5,4883,4977
25339,7568.5,7290,7877.5,145,248,407,7,0,7.5,491,6722,4455,4479,4717,4413,4826.5,4879
25368,6740.5,6288.5,8344.5,112.5,189.5,165,10,0,0,940,8058,4574.5,4479,4830,4642.5,4836.5,4957
25372,6409,5816.5,6855,103.5,105.5,136,235,100.5,111.5,543,7887,4873.5,4732,4779,4699.5,4944,4893
25377,13119.5,13108,14706,324,216.5,221.5,463.5,439,441.5,146,7596,5388,5483.5,5349,5395.5,5648.5,5531
25386,9102,8615.5,8909.5,288,376.5,297,346.5,220,320.5,563,7174,5300,5409.5,5353,5305.5,5566.5,5553
25394,7742,7186.5,7816,154,219.5,153.5,95,21.5,240,1645,7757,4693,4447,4473,4710,4802.5,4793
25398,6875,6504.5,7633,60,16,72,71.5,139.5,44,1468,7729,4677,4731,4434,4753.5,5037,4623
25402,10282,10637,10020.5,233.5,312.5,263.5,27.5,39.5,66,527,7342,5063,5070,5075,5028,5313.5,5398
25407,8008.5,8151.5,8783,180.5,213.5,166.5,195,392.5,185,428,7565,5231.5,5219.5,5299,4968,5137,5096
25426,9120,8695,9315.5,76,135.5,51.5,85.5,378,192.5,809,7601,5124.5,5140.5,5168,4846.5,5052.5,5166
25430,9170.5,9998,9612,225,310,349.5,640.5,328,320,179,6814,5134.5,5191.5,5302,5108,5336.5,5426
25436,5867.5,5333,7111,143.5,133,46.5,597,282,199,968,7912,4825.5,4885.5,4891,4761.5,4922.5,5046
25438,7380,7126.5,8186,241,574,426,56,252,53,774,7199,4793,4732.5,5064,4654,4897,5050
25473,12332,13154,11366.5,285,353.5,492.5,167.5,60.5,107.5,124,7008,5223,5404.5,5384,5249.5,5542.5,5583
25483,8372,7632.5,7904,57.5,346,279.5,11,81.5,381.5,1160,7167,4489.5,4320,4370,4587,4828,4670
25486,8824.5,8815,9050.5,308,337,318.5,18,178,106.5,337,7205,4983.5,4960.5,5092,4904.5,5122.5,5121
25488,4770,4643,7794,168,343,362,13.5,111,186.5,563,7572,5155.5,5143,5213,5033,5336.5,5208
25489,3903.5,3503.5,6006,94.5,386.5,257,408,538,169.5,1284,7706,4797,4629,4640,4828.5,4821.5,4869
25491,7312.5,7067.5,7742.5,212.5,269.5,287,32,15,27.5,471,7729,5001.5,4965.5,4706,5065.5,5195,5094
25506,13833.5,14474,12392,139.5,341.5,218,11,147.5,23.5,845,7136,4718,4833,5123,4696,4989.5,4945
25513,8415.5,7965,8893,208.5,245.5,373.5,46,24.5,88.5,700,7164,4944.5,5079,5198,4869.5,5195,5266
25518,9942.5,8989.5,8406,385.5,306,223,10,32,230,1303,6824,4594,4700.5,4464,4651.5,4968.5,4746
25524,6936,6767.5,7728,218.5,279.5,164,48.5,57.5,0,661,6851,4817.5,4903.5,4804,4786,5120,5092
25530,11084,11518.5,11042.5,386,452.5,401.5,52.5,38,12,645,6700,4942.5,4795.5,4811,4770.5,5025,5054
25535,8649,7830.5,9460.5,274,314.5,153.5,68,121.5,124.5,602,7281,5010.5,5112.5,4906,4954,5160.5,5086
25572,7948,7620.5,9059.5,495,426,311.5,105.5,141.5,117.5,803,7446,4929.5,5053.5,4962,4803.5,5203.5,5219
25580,7825,7267.5,7363.5,125.5,146.5,221,10,415,752,1155,7368,5037,4994.5,4666,4928.5,4998,4828
25592,8005,7506,8223,182.5,173,207.5,97.5,153.5,67,1107,7959,4863.5,4909.5,5012,4776.5,5163.5,5226
25594,9475,9286.5,10582,153.5,225.5,198.5,37.5,88,0,646,7707,5089.5,4937,5139,4923,5095,5036
25596,6140,5713,8199.5,192,227,322.5,103,271,171.5,1192,8025,4534.5,4746.5,4653,4616.5,4963.5,4861
25599,7922.5,7537.5,7362.5,215,264.5,128,469,235,343.5,755,7179,4492,4530.5,4379,4515.5,4836,4789
25612,8736,8850,7798.5,390,330,499.5,583,640.5,521,605,7097,4818,4780,4594,4889.5,5009,4942
25645,7778,7467,8109,91.5,348.5,280.5,648,312,488.5,573,7805,5064,5073.5,5239,4960.5,5252,5312
25649,8633,7860.5,8584.5,136,242,185,325,212,191,571,7386,4913,4990,5052,4835.5,5202.5,5165
25653,8029,7406,7974.5,343,222,162.5,210.5,132.5,151,817,8122,4660.5,4426,4579,4534,4695,4714
25658,7786,7631.5,7977.5,366.5,321,461.5,12,42,18,670,7163,5017.5,4971,4922,4922.5,5176.5,5245
25662,8213.5,7938,8818.5,257,297.5,208,76,80.5,32,991,7176,4746,4708,4999,4696.5,5023,4991
25718,10426,10215,9729,254,251.5,260.5,293.5,295,362,714,7697,4843.5,4796,4879,4857.5,5064.5,5146
25736,7280,6772,8126,121,193.5,178,56,42.5,174,316,7302,5147,5315.5,5278,5121.5,5352.5,5223
25740,7944,8120.5,8969.5,268.5,406,276.5,626.5,290.5,633.5,625,6572,5028,5102,5090,4989,5251,5275
25743,8088.5,8479.5,8751.5,401,328.5,325.5,18,17,45.5,530,7372,4808,4904,4907,4803,5162.5,5120
25745,8451,7905,8077.5,313.5,227,212.5,785,769,513,524,7776,4971,5118.5,5139,4910,5238.5,5208
25754,8744,9367,9426,346.5,323,282.5,188,413.5,137,176,6867,5030.5,5051,5106,5090,5294.5,5354
25758,8913.5,8622.5,9182,230.5,143,159.5,185,117.5,71,152,7295,5313,5253.5,5369,5278,5424.5,5492
25769,12698,12162,12594.5,235,363,193,55.5,59.5,74,286,7148,5206.5,5266.5,5471,5146.5,5426.5,5528
25772,6803.5,6291,6994.5,117,303,330.5,23,122,169.5,337,6880,4805.5,4928.5,4937,4819.5,5157.5,5171
25777,7496,7426.5,8033,151.5,228.5,151.5,166,147.5,70.5,701,7702,5060,4958,5149,4831,5106.5,5147
25779,3752.5,3196,4929.5,145.5,187.5,107,4,319,295.5,353,7603,4897.5,5049.5,4933,4739,5212.5,4915
25781,9273,9061.5,9094.5,290.5,272,115,4.5,9,0,589,7356,5108,5226,5573,4976,5198,5408
25785,6494.5,6519.5,8178.5,211.5,152.5,116,19,2,169.5,196,7414,5083,5227,5204,5164,5397.5,5421
25793,8594.5,8238.5,8747.5,140.5,264,151,19,133,231.5,505,7152,5179.5,5336.5,5229,4909,5301.5,5152
25797,6772.5,6581.5,7434.5,148.5,224,163.5,187.5,240.5,243.5,550,7962,4991,5125.5,5383,4997.5,5430.5,5439
25799,15558.5,15673.5,16192,316,316,388,132.5,95.5,175,206,7164,5241.5,5203.5,5318,5158,5389,5443
25805,7622,7399.5,8721.5,303,461,323.5,66,438,277.5,853,7563,4897.5,5237.5,5228,4853,5311,5286
25807,6517,6235.5,7272.5,262.5,129.5,153.5,29.5,11,23.5,756,7807,4944.5,5025.5,4482,4640.5,5114.5,5118
25815,6886,6336,7286.5,588.5,654,500.5,240.5,34,47.5,868,6776,4728,4522,4602,4736,4810,4876
25817,9890.5,9866,9751.5,162,215,190,140,179,199.5,180,7121,5087.5,5142,5300,5109,5320,5419
25823,7496,7008.5,7578.5,187,253,198,23.5,13,27.5,1469,7833,4582,4401.5,4207,4623.5,4812,4573
25839,7420,7171.5,9133,189,197,168.5,257.5,168.5,216.5,902,7362,4723.5,4679.5,4558,4523,4878.5,4724
25841,9614.5,9984.5,9599.5,196.5,153.5,161,387,405,296,689,6977,4977.5,5045,5130,4919.5,5100.5,5182
25843,10094,10108.5,10086,198.5,251,253,616.5,432,811.5,301,7221,5234.5,5164.5,5225,5068,5249,5287
25845,7027,6412.5,7159,137,271.5,171,108.5,198,129.5,457,6661,4876,5083.5,4843,4859,5218,5015
25851,6527,5901.5,7393,164.5,65.5,89,0,0,246,1239,7092,4576,4620,4370,4591,4897,4620
25862,6407.5,6190.5,7257,244,242.5,144,227,201.5,19,1305,7345,4700,4955,5001,4690.5,5178.5,5047
25867,8376,7993.5,7681.5,80.5,310.5,343.5,660,106.5,252,692,7951,5047,4974.5,4958,4939,5262.5,5202
25871,8210.5,7938,9503,228.5,276.5,413.5,170,163,313,935,7514,4851,5050.5,5281,4722.5,5134,4915
25873,8796.5,8755,9414,266,317,176.5,456,503.5,543.5,343,7783,5048,5282.5,5417,4877.5,5259.5,5280
25875,10069.5,9853.5,10157.5,275,292.5,300.5,5,109,286,552,7402,4934,4944.5,5021,4976.5,5195,5291
25878,10626,10400,10216,368.5,364.5,275.5,107.5,184.5,222,904,7506,4744.5,4804,4897,4774,4986.5,5152
25885,6936,6584,7882.5,299.5,223.5,172.5,286,312,300,1940,7256,4408,4371.5,4657,4420.5,4701.5,4853
25898,6686,5945.5,6755,269,414.5,256.5,82.5,147,191,596,7183,4806,4795.5,5177,4865,5136,5370
25899,8706,8723.5,9016,325,407.5,377,292.5,274.5,238,189,7246,5283,5474,5587,5177.5,5517,5597
27000,8081,7952,8122,415.5,298,298,26,208.5,118.5,1481,7552,4267.5,4013.5,4094,4334.5,4537,4505
27001,9803.5,9530,9966,204.5,111,142,11,119,88.5,0,0,4296,4243,4364,4456.5,4685,4789
27006,11800,13226.5,11783.5,187,486.5,551.5,1.5,315.5,170.5,858,7134,4126.5,3975.5,4232,4158,4558,4722
27025,4592,4824,6490.5,243.5,166.5,121,4.5,233.5,81,2861,7151,3599,3374,3130,3652.5,3854.5,3740
27050,4949.5,4665.5,6551,336,572.5,508.5,25.5,338.5,117,1640,7528,4202.5,3767,4046,4145,4191,4466
27073,15088,14002,11484,850,274,96.5,70.5,550.5,0,2587,7861,4023.5,3832.5,3511,3904,4243.5,3977
27075,10494.5,10431,10353,430.5,630.5,455,0,162.5,154.5,873,7344,4374.5,4047.5,4150,4483,4562.5,4527
27077,9100.5,8516,6699.5,590.5,197.5,363,43.5,366.5,201.5,2527,8357,3974.5,3714,3660,4029.5,4190.5,4067
27099,10811.5,11475,10596.5,229.5,350.5,153,1.5,218,60,1975,8000,4015.5,3608,3334,3914,4033.5,3839
27135,5962.5,5666,6833.5,252.5,165.5,287,0,21.5,45.5,1609,7830,4112,4010.5,3839,4126.5,4465.5,4421
27150,16136,17066,11827,619,405.5,561.5,3.5,267,284,1688,7353,3738,3442,3664,3723.5,4064,4207
27160,4419,4203.5,6035,725,99,132,0,9,9,1784,7670,4001.5,3779,3850,4004.5,4189,4318
27205,8087.5,7633,8237,440.5,217.5,395.5,39.5,180,114,1097,8015,4418.5,4210.5,4359,4297.5,4563.5,4628
27245,4616,4798,7823.5,461,326,293,230.5,289.5,189.5,1357,6810,4975,5106,4863,5042.5,5224.5,5064
27250,7404,6639,5506,579.5,376.5,348.5,2,138.5,219,1913,6569,3938.5,3369.5,3138,4052.5,3899.5,3627
27361,12196.5,12017.5,11383.5,458,354.5,384.5,5,144,125.5,1116,7720,4395.5,4425,4327,4437,4786,4579
27372,10798.5,11044.5,8406.5,267.5,553.5,447.5,0,181.5,213,1308,7197,3928.5,3654.5,3202,3914.5,4130.5,3648
27413,7478.5,7792,9052.5,337.5,222.5,119,196.5,148.5,17,2549,7069,3818,3635.5,3409,3876.5,4209.5,3900
27425,2311.5,2397,4087,362,538.5,674.5,21,170.5,101,2293,7487,3900,3525,3707,4500,3675.5,4079
27430,7435,6876.5,6188,873,437.5,525,59.5,202.5,352,2770,7447,4009.5,3682,3634,4148.5,4196.5,4077
27450,5407,4810,6264,447.5,197,238,46,121.5,46,2026,8393,4123,3831,3952,4156.5,4314,4213
27491,7742.5,7798.5,7632,384,330,195,88.5,302.5,31,1827,7704,4223,4468,4324,4089,4837.5,4564
27495,7152,7330.5,5884,112.5,275,224,0,417,209,1690,7412,4127,3755,3842,4170,4413.5,4219
27580,5003.5,4730,7043,367,293,152,70.5,230,245,2795,7781,3893,3730.5,3693,3906.5,4181,4067
27600,7440,7872,8549.5,362,623,340,0,113,0,2104,7441,4056,3610.5,3673,4033,4203,4181
27615,9248.5,9676,8698,722.5,536,496.5,26,424.5,183.5,1485,7141,4084,3720.5,3718,4115,4202,4218
27660,7885.5,7696.5,7409.5,732,944,985,46,248,215.5,1887,6849,4692.5,4663,4906,4790,5133,5133
27745,6561,6511,6832,765,284,309,48,593.5,274.5,1962,7432,3607,3770,3157,3879,3810,3629
27787,9298,9211.5,9982,350,334,257.5,9,148.5,61,1566,7308,3941,3931.5,3870,4096.5,4400,4426
27800,7582.5,7665.5,8472.5,810,343.5,539,0,13,11.5,1190,7544,4356,4073.5,4291,4201,4406,4689
27810,5041,4981.5,7134.5,508.5,245,407.5,12.5,192,49,1146,7637,4171.5,4078,4202,4079.5,4523.5,4445
41000,8793.5,8550.5,8954,425,468.5,434.5,308.5,383.5,273.5,561,7117,5013,5001.5,5095,4953,5210,5251
41001,9991.5,10076.5,9914.5,406,560,495,226.5,368.5,254,0,0,5155.5,5323,5378,5120,5449.5,5506
41006,8251.5,8046,9606,385,414.5,322,328.5,189,70.5,567,6650,4595,4415.5,4835,4668,4818,5036
41013,8764,8493.5,8479.5,606.5,212,108.5,58,43,91,960,6878,4957.5,5024,4887,4874,5228,5171
41016,5440,4969.5,6693,475,367,414,377,381.5,49,841,6987,4503.5,4283,4457,4489,4654,4838
41020,8850.5,8638,8681,699.5,563.5,617.5,402.5,530.5,493.5,960,6546,4925.5,4938,5156,4864.5,5140,5308
41026,6715.5,6139.5,6905.5,410.5,488,365,431,14.5,203.5,581,7056,5066,5084.5,4997,5130.5,5351.5,5139
41078,6327,6028.5,6334,459.5,645.5,526,469,548.5,584.5,1221,6596,4737.5,4761.5,4958,4695,5000,5134
41132,8358,7905.5,8434.5,651.5,619.5,428.5,314,480,140,763,6812,4808,4645,4628,4807.5,4913,4857
41206,4867,4777,6623.5,395.5,548.5,404,440,410.5,264.5,1058,7352,4864.5,4883.5,5138,4741,4975,5055
41244,7450,7256,7471.5,412.5,404.5,350,391,209.5,143,702,7271,5102,5166.5,5232,4933.5,5327,5257
41298,7243,6813,8031,498.5,453.5,445,247,353,250,562,7088,5025.5,4910,4930,4989.5,5164.5,5194
41306,7447,6846.5,8258.5,494,541.5,506.5,477,552,280.5,743,7191,5068.5,5055,5391,4879.5,5202,5251
41319,7794,7349.5,8122,399,304.5,334.5,392.5,92,104,791,7116,4602,4571,4653,4595,4841,4853
41349,9770,8879,8656,748.5,968.5,743.5,675.5,157.5,256,805,6466,4611,4730.5,4481,4636.5,4922,4716
41357,8403,8065.5,8753.5,539.5,571.5,471,428,757.5,505,801,6935,4848,4725.5,4813,4817,5012,4951
41359,8138,8084.5,8833,231.5,222,397.5,377,236,74,792,6732,4854.5,4723.5,4628,4811,5027.5,4901
41378,8764.5,8193.5,8383,461,581.5,545.5,304,415.5,199.5,639,7032,4925,4863,4799,4896,5134.5,4991
41396,8667,8387,8622,302.5,348,346,332,268,185.5,676,7183,4851.5,4798.5,4850,4884,5082.5,5070
41483,9175.5,8971,9334,329.5,305,267,145,219,56.5,831,6964,4551,4704,4273,4570,5027.5,4671
41503,6617,6334.5,7237.5,337,143,200.5,332.5,275,153.5,752,7259,5044,5049,5089,4828.5,5064,5129
41518,9441.5,9332,8108.5,391.5,448.5,363,234.5,590.5,487,601,7664,5605.5,4933,5398,5069,5002,5182
41524,7976,7667,9234,433.5,395.5,471.5,413.5,674,492,700,6837,5049,5182,5081,4878,5181.5,5064
41530,8885,8738,8993.5,245.5,427,425,119,177.5,170,685,6914,4800.5,4612.5,4795,4797.5,4897.5,4977
41548,9651.5,9574,9420.5,541.5,354,271.5,343.5,89.5,28.5,671,7071,4806.5,4960.5,4844,4862.5,5262.5,5030
41551,9857.5,9568.5,9833,454,543,498,244,546,557,445,6856,5163.5,5142.5,5340,5070,5315,5451
41615,11795,11476,10616.5,363,477,320.5,381.5,429.5,267,548,7104,4940.5,5176.5,5096,4830,5239,5170
41660,8710.5,8489,8524.5,390,412,545,134,225.5,0,812,6846,4940,4801,4841,4833.5,5057,4993
41668,8930,8500.5,8581.5,451,333,304.5,322,236,138,719,6800,5066.5,4931.5,4893,4937.5,5123.5,5190
41676,8154,7863.5,8269,473.5,480.5,340.5,500.5,478.5,171,769,6902,4951.5,4863.5,5199,4824.5,5051.5,5302
41770,9301,9017,9180,312.5,294.5,363,397.5,260,152.5,697,6701,4881.5,4507,4660,4886.5,4817,4942
41791,9068.5,8579,8600,268,252,338,266,369,234,634,6766,4801,4792.5,4793,4775,4971.5,4948
41797,10237,9647.5,9055.5,321,327.5,288,914.5,577.5,465,614,7241,5024,4959.5,5033,4891.5,5134,5062
41799,6526,6362.5,7469,183.5,403.5,376.5,535.5,411,243.5,975,6505,4705,4672.5,4604,4670,4859,4787
41801,7890,7328,7921.5,704.5,605.5,526,464.5,899,600.5,925,6890,4947,4733,4912,4717.5,4945.5,5030
41807,8836,8691.5,8612,413.5,447,425,385.5,310,172.5,708,6954,4917.5,4779.5,4879,4946.5,5080,5091
41872,6452,6360.5,7860,311,388,259.5,544,601.5,549,1001,6550,4698,4655.5,5211,4770,4905.5,5159
41885,8371.5,7311.5,7888.5,341.5,238,343,396,603.5,580.5,720,7192,4948.5,4920.5,5208,4797.5,5011,5123
44000,7447.5,7551.5,8526,338.5,380,264,364.5,467.5,417,1702,6926,4568.5,4375.5,4445,4582,4791.5,4732
44001,6997,6691,8808,392,339.5,307.5,313.5,815.5,402.5,0,0,4558,4605.5,4575,4626,4954,4899
44035,8396,9203,9257.5,555.5,755,315,215,232,305.5,1169,6965,4603.5,4390,4339,4679,4795.5,4791
44078,6736,6709,7238,421,314,174,104,267.5,150,785,7147,4543,4244,4273,4515,4602.5,4548
44090,7492,7119.5,6800.5,274.5,290,314.5,294,351.5,235,2663,6821,4310.5,4168,4250,4388,4580.5,4601
44098,5177,5303,6685,285,656.5,361,494.5,476,382,845,7038,4219,4197.5,4084,4291.5,4650,4515
44110,5968,6496.5,7924,451.5,570,371,312,925.5,569,825,7317,4648,4871,4702,4708.5,4984,4900
44279,11524,11516,10940.5,496.5,529.5,278.5,550.5,711.5,537,549,6992,4709,4632.5,4566,4702,4882.5,4833
44378,5769,5641.5,7062.5,326.5,369,205,309,266.5,213,748,6818,4407.5,4140.5,4179,4451,4575,4542
44420,8815.5,9069,8140,76.5,230,173,809.5,584,632.5,1136,8175,4411.5,4387.5,4178,4501.5,4889.5,4661
44430,9410.5,9424.5,9630.5,266,231,196.5,188.5,186.5,147,1221,6503,4499.5,4378,4477,4518.5,4740,4758
44560,6680,7472,8771,223,288,303,390.5,415.5,432.5,3350,6989,4337.5,3845.5,3949,4290.5,4338,4274
44650,11160.5,11237.5,10501,523,467.5,243,307.5,461.5,466.5,753,7230,4846,4800,4772,4830.5,5094,4984
44847,6032,6480.5,7662,254,555.5,259.5,693.5,395,766.5,3459,6012,4215.5,3882,3914,4226.5,4369,4136
44855,4711.5,4975,6353,466,316,189,252,630.5,330.5,662,7353,4786,4812,5035,4727.5,5133.5,5135
44874,8677.5,9126.5,9007,597,426,267.5,547,680.5,480.5,700,7537,4818,4867.5,5093,4787.5,5151.5,5143
47000,9176.5,9281.5,9612,325,288.5,338,155.5,391.5,161.5,911,6985,4518.5,4431.5,4458,4565,4833.5,4829
47001,8756.5,8867.5,9701.5,337,319,375.5,144,99,102.5,0,0,4674.5,4656,4693,4794,5022,5085
47030,10852.5,10289,9802,363,300,187,104,457.5,345,1429,7202,4149,4069.5,4077,4198,4536.5,4568
47053,8064,7950,8021,188.5,257.5,375.5,70,702,283,1257,7010,4279,4174,4294,4359.5,4657.5,4645
47058,9510,9193,9671,445,209,125,34,465.5,37,1383,7146,4499.5,4468.5,4405,4521.5,4792,4693
47161,8982.5,9600.5,9587,334.5,224.5,478.5,47.5,495,186.5,2239,7128,3998.5,3870,3754,4003,4320,4278
47170,11550,10849,9862,522.5,295.5,448,264.5,250,101.5,1456,7247,4298.5,4292,4176,4294,4628,4487
47189,9129.5,10107.5,9907.5,182,360.5,380.5,220.5,246,173.5,730,6692,4459.5,4350.5,4333,4493.5,4724.5,4726
47205,12128,12339,11542,379.5,164,203,39.5,334.5,88,2174,7348,4220,4140.5,4143,4232.5,4519,4445
47245,9803,10539.5,10623.5,303,163,214.5,133.5,459,127.5,1218,7098,4490.5,4344.5,4406,4461.5,4741.5,4762
47258,9127,9451.5,8424.5,316,221,378,6,424.5,137.5,1865,6910,4208,3913,3954,4227.5,4435.5,4292
47268,9144,9665.5,10300,155.5,127,360.5,55,644.5,259,1424,7400,4227.5,3956,3874,4280.5,4535,4303
47288,10552.5,11233,10737.5,413,350,311,177.5,510,201,1002,7218,4567,4538.5,4508,4562.5,4872.5,4816
47318,9003,9584,9886.5,249.5,260.5,291,184.5,679,319,1461,7381,4467.5,4355,4443,4401,4724,4720
