codigo_entidad,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3
13430,1.31,6.4,0,-30.080000000000002,0,2.58,0,8.89,0
13430,-2.11,0,27.16,0,-2.26,0,-1.4000000000000001,0,-1.76
13433,2.73,-50.55,0,-1.37,0,-8.04,0,3.6700000000000004,0
13433,1.34,0,-18.15,0,-49.7,0,-0.44,0,0.8200000000000001
13440,1.76,-58.040000000000006,0,-43.53,0,-3.82,0,10.2,0
13440,5.220000000000001,0,11.89,0,34.37,0,-2.94,0,-5.6899999999999995
13442,2.8400000000000003,-22.24,0,26.08,0,-7.12,0,5.779999999999999,0
13442,6.5,0,12.5,0,-4.5600000000000005,0,0.44,0,-2.1999999999999997
13458,7.8,331.02,0,2271.4300000000003,0,0.05,0,8.03,0
13458,22.27,0,7.82,0,-89.16,0,-5.7700000000000005,0,-5.83
13468,5.37,-9.67,0,32.22,0,-2.9499999999999997,0,7.199999999999999,0
13468,0.8099999999999999,0,-13.919999999999998,0,24.14,0,1.1400000000000001,0,0.37
13473,12.07,27.310000000000002,0,-19.16,0,-2.75,0,6.529999999999999,0
13473,1.9300000000000002,0,-30.5,0,-61.14000000000001,0,-2.37,0,-2.1
13549,4.81,-27.26,0,-58.120000000000005,0,-2.15,0,7.1499999999999995,0
13549,4.78,0,7.84,0,-25.230000000000004,0,3.11,0,0.54
13580,8.34,-20.810000000000002,0,-36.01,0,-4.44,0,6.08,0
13580,44.07,0,15.340000000000002,0,57.489999999999995,0,-2.23,0,-1.8800000000000001
13600,8.83,-25.56,0,-93.58999999999999,0,-6,0,4.2700000000000005,0
13600,55.1,0,-27.529999999999998,0,680,0,3.19,0,3.34
13620,4.83,44.34,0,28.49,0,-7.53,0,6.7,0
13620,-7.41,0,-81.42,0,-72.49,0,-1.92,0,-2.23
13647,3.26,-63.1,0,-63.970000000000006,0,-2.6,0,9.81,0
13647,4.65,0,26.179999999999996,0,-58.45,0,-2.86,0,-1.43
13650,2.58,-21.09,0,0.26,0,-1.79,0,11.219999999999999,0
13650,3.9699999999999998,0,5.970000000000001,0,-9.34,0,-2.9000000000000004,0,-1.9300000000000002
13654,2.04,-14.02,0,-71.75,0,-3.09,0,4.53,0
13654,-5.91,0,-20.560000000000002,0,61.06,0,0.9400000000000001,0,2.6100000000000003
13655,4.569999999999999,150.38,0,-0.51,0,-7.049999999999999,0,4.2,0
13655,10.549999999999999,0,2.7,0,48.22,0,-1.3299999999999998,0,-2.29
13657,2.92,3.54,0,-41.6,0,-3.49,0,5.7,0
13657,0.7000000000000001,0,-11.76,0,-60.96,0,-2.02,0,-2.2399999999999998
13667,2.67,-20.810000000000002,0,8.84,0,-6.21,0,4.52,0
13667,11.68,0,-30.97,0,4.2700000000000005,0,1.16,0,-0.16999999999999998
13670,5.93,-9.02,0,174.67999999999998,0,-2.44,0,3.32,0
13670,11.72,0,-19.42,0,13.13,0,3.6700000000000004,0,2.2800000000000002
13673,-2.19,-49.15,0,-23.03,0,-2.97,0,7.5200000000000005,0
13673,9.120000000000001,0,-18.9,0,-56.93,0,-0.31,0,-0.69
13683,1.63,-72.96000000000001,0,-58.60999999999999,0,-3.35,0,9.45,0
13683,9.969999999999999,0,-28.88,0,78.22,0,5.140000000000001,0,0.8999999999999999
13688,4.21,-5.81,0,-45.32,0,-3.75,0,1.13,0
13688,29.34,0,-5.58,0,57.89,0,3.18,0,1.96
13744,-2.1999999999999997,-13.969999999999999,0,8.64,0,0.8999999999999999,0,5.26,0
13744,14.29,0,19.46,0,-12.97,0,3.9899999999999998,0,3.2300000000000004
13760,1.6500000000000001,35.21,0,29.409999999999997,0,0.91,0,9.43,0
13760,-2.63,0,16.669999999999998,0,18.18,0,-1.83,0,-2.5
13780,7.9,-43.669999999999995,0,0,0,-2.36,0,8.9,0
13780,-0.83,0,-48.1,0,-8.82,0,5.2299999999999995,0,-1.5
13810,16.950000000000003,68.28,0,111.32,0,-7.290000000000001,0,1.31,0
13810,13.61,0,17.28,0,-9.82,0,1.43,0,0.9900000000000001
13836,13.239999999999998,-3.71,0,-10.86,0,2.18,0,8.21,0
13836,-9.33,0,-16.98,0,-46.85,0,2.56,0,2.58
13838,1.9900000000000002,-79.97,0,-81.62,0,-2.44,0,6.41,0
13838,11.18,0,60.38,0,313.25,0,-7.199999999999999,0,-4.859999999999999
13873,3.7800000000000002,34.25,0,594.87,0,1.73,0,9.47,0
13873,-3.4799999999999995,0,-39.46,0,-73.99,0,2.58,0,1.09
13894,11.5,91.11,0,-73.75,0,-5.01,0,5.1,0
13894,-4.2299999999999995,0,-61.35,0,-94.94,0,-0.44999999999999996,0,-0.7000000000000001
15000,-0.16999999999999998,12.17,0,-3.0300000000000002,0,2.4699999999999998,0,6.49,0
15000,7.66,0,-10.63,0,-19.42,0,1.72,0,0.76
15001,0.25,8.94,0,-10.82,0,3.45,0,6.03,0
15001,12.030000000000001,0,-11.19,0,-36.74,0,1.63,0,1.51
15022,-4.4799999999999995,307.35,0,-100,0,4.66,0,9.44,0
15022,3.85,0,42.6,0,0,0,4.06,0,5.21
15047,1.9300000000000002,-24.16,0,68.34,0,1.54,0,7.41,0
15047,4.44,0,-7.26,0,-33.6,0,2.67,0,0.5700000000000001
15051,0.43,15.22,0,-100,0,3.37,0,6.4799999999999995,0
15051,-2.68,0,77.74,0,0,0,-5.38,0,-2.4899999999999998
15087,1.05,83.84,0,65.22,0,3.3099999999999996,0,6.38,0
15087,-3.1399999999999997,0,-48.9,0,134.21,0,-2.06,0,-0.83
15090,-3.82,-27.200000000000003,0,40.739999999999995,0,4.93,0,7.24,0
15090,41.69,0,19.46,0,95.61,0,0.96,0,0.77
15092,-6.78,0,0,356.67,0,9.67,0,9.610000000000001,0
15092,14.219999999999999,0,34.03,0,273.36,0,-1.13,0,-3.0700000000000003
15097,-0.09,-48.82,0,60,0,8.870000000000001,0,9.17,0
15097,19.009999999999998,0,52.15,0,248.21,0,1.24,0,1.68
15104,2.15,150.51000000000002,0,-49.24,0,0.8099999999999999,0,4.390000000000001,0
15104,-4.55,0,59.68,0,25.369999999999997,0,-0.37,0,-0.98
15106,-7.39,47.699999999999996,0,0,0,5.87,0,13.01,0
15106,5.74,0,-18.87,0,0,0,-3.95,0,-3.26
15109,-0.25,87.78,0,-42.52,0,-0.8200000000000001,0,3.44,0
15109,18.16,0,3.1300000000000003,0,-23.189999999999998,0,3.47,0,-0.03
15114,31.230000000000004,-14.940000000000001,0,-49.64,0,6.1899999999999995,0,11.97,0
15114,27.57,0,-40.9,0,-66.79,0,-9.25,0,-14.24
15131,-9.69,149.42,0,193.2,0,7.470000000000001,0,9.19,0
15131,-3.64,0,-54.949999999999996,0,111.92,0,-5.35,0,-2.87
15135,-1.03,50.27,0,215.79000000000002,0,-0.5499999999999999,0,6.09,0
15135,17.54,0,-53.52,0,276.67,0,-3.93,0,-2.6599999999999997
15162,0.37,28.720000000000002,0,27.87,0,6.959999999999999,0,11.42,0
15162,0.89,0,-65.34,0,-100,0,-0.27999999999999997,0,-6.890000000000001
15172,-3.0700000000000003,-0.37,0,103.44,0,-2.94,0,3.84,0
15172,7.3999999999999995,0,9.89,0,5.18,0,-1.9,0,-0.8099999999999999
15176,-5.3100000000000005,9.68,0,2.96,0,2.02,0,5.13,0
15176,11.77,0,1.96,0,0.72,0,2.75,0,3.2199999999999998
15180,-0.63,-53.76,0,56.2,0,-0.6,0,4.9,0
15180,13.209999999999999,0,12.5,0,-76.19,0,4.79,0,2.33
15183,-2.62,57.14,0,-3.19,0,1.48,0,6.36,0
15183,9.46,0,-0.77,0,-35.39,0,-2.2399999999999998,0,-1.0999999999999999
15185,-2.34,39.58,0,566.67,0,3.62,0,8.200000000000001,0
15185,-3.05,0,-41.79,0,-100,0,-5.01,0,-5.75
15187,-7.7299999999999995,-43.7,0,118.6,0,6.88,0,15.229999999999999,0
15187,56.84,0,-11.92,0,-33.42,0,-1.92,0,-3.8699999999999997
15189,2.88,11.4,0,135.42000000000002,0,7.59,0,15.190000000000001,0
15189,-5.55,0,-32.81,0,6.1899999999999995,0,0.86,0,-5.47
15204,10.34,-41.86,0,199.56,0,-1.3299999999999998,0,4.26,0
15204,11.35,0,75.92,0,102.05,0,6.370000000000001,0,2.15
15212,2.11,100,0,-72.28,0,6.64,0,8.110000000000001,0
15212,2.8000000000000003,0,-35.49,0,77.57,0,6.38,0,8.02
15215,3.38,30.570000000000004,0,0,0,3.4799999999999995,0,7.16,0
15215,-2.68,0,-29.220000000000002,0,1082.6100000000001,0,0.27,0,-1.1400000000000001
15218,-1.02,59.79,0,-43.81,0,4.74,0,10.870000000000001,0
15218,8.72,0,-23.150000000000002,0,62.99,0,-0.25,0,-0.12
15223,9.22,-17.91,0,32.07,0,3.16,0,7.28,0
15223,-11.64,0,423.64,0,11.5,0,5.08,0,0.11
15224,-0.38999999999999996,186.17999999999998,0,-29.299999999999997,0,0.5499999999999999,0,4.2299999999999995,0
15224,19.439999999999998,0,-19.08,0,23.830000000000002,0,1.58,0,-2.04
15226,4.569999999999999,35.03,0,0,0,8.32,0,5.34,0
15226,-3.53,0,-68.51,0,0,0,-3.44,0,-3.2399999999999998
15232,-2.46,2.94,0,350,0,0.86,0,7.95,0
15232,6.76,0,-47.14,0,-73.33,0,1.6500000000000001,0,-2.8000000000000003
15236,2.03,22.49,0,-23.95,0,-0.04,0,8.23,0
15236,-3.61,0,-45.33,0,6.67,0,9.74,0,5.34
15238,1.83,-6.63,0,-0.58,0,1.25,0,5.19,0
15238,3.38,0,-13.889999999999999,0,-48.42,0,1.49,0,1.1900000000000002
15244,0.66,42.05,0,-55.669999999999995,0,1.7500000000000002,0,5.4,0
15244,11.99,0,0.7000000000000001,0,180.8,0,5.029999999999999,0,2.98
15248,-2.58,11.88,0,19.57,0,4.96,0,5.0200000000000005,0
15248,2.06,0,-33.98,0,-73.77,0,-0.5700000000000001,0,2.45
15272,2.94,28.08,0,-65.47,0,1.48,0,3.4099999999999997,0
15272,-4.75,0,30.48,0,177.07999999999998,0,7.000000000000001,0,2.96
15276,-7.8100000000000005,36.15,0,-100,0,3.5999999999999996,0,6.2,0
15276,20.72,0,-77.97,0,0,0,-0.64,0,-0.15
15293,5.24,18.970000000000002,0,0,0,-6.959999999999999,0,-3.44,0
15293,-2.7199999999999998,0,68.53,0,13.33,0,-2.8400000000000003,0,-5.949999999999999
15296,4.45,-10.58,0,-45.269999999999996,0,6.54,0,7.16,0
15296,6.529999999999999,0,-28.73,0,-65.64,0,-8.09,0,-6.890000000000001
15299,-0.88,-29.959999999999997,0,0.65,0,1.1400000000000001,0,3.1,0
15299,10.41,0,20.51,0,4.52,0,-1.7399999999999998,0,-0.29
15317,-0.11,121.54,0,-87.36,0,1.41,0,5.54,0
15317,-8.66,0,-18.060000000000002,0,14.29,0,-0.79,0,-0.9199999999999999
15322,2.09,50.55,0,186.95999999999998,0,3.54,0,8.37,0
15322,-3.05,0,-19.82,0,-42.42,0,-0.98,0,-0.73
15325,0.5499999999999999,20.21,0,0,0,7.249999999999999,0,5.220000000000001,0
15325,12.4,0,-17.1,0,1144.44,0,-1.27,0,1.28
15332,1.46,44.39,0,0,0,-1.68,0,3.8699999999999997,0
15332,46.089999999999996,0,-37.78,0,0,0,10.01,0,7.61
15362,6.5600000000000005,-19.950000000000003,0,-19.38,0,9.790000000000001,0,7.920000000000001,0
15362,23.28,0,-5.34,0,119.68,0,8.870000000000001,0,4.83
15367,-4.44,53.75,0,16.39,0,6.510000000000001,0,6.11,0
15367,5.29,0,-60.57,0,-32.39,0,-6.17,0,-2.3
15368,7.109999999999999,44.97,0,0,0,-2.4299999999999997,0,5.949999999999999,0
15368,8.790000000000001,0,-37.81,0,0,0,19.18,0,3.1399999999999997
15377,2.13,11.559999999999999,0,0,0,-3.2800000000000002,0,2.31,0
15377,36.720000000000006,0,-66.60000000000001,0,34.32,0,2.71,0,0.79
15380,2.35,143.94,0,15.659999999999998,0,6.64,0,5.609999999999999,0
15380,-10.56,0,56.52,0,-73.54,0,-2.27,0,-3
15401,-6.510000000000001,-0.59,0,24.83,0,-7.42,0,-5.38,0
15401,36.05,0,-70.73,0,-100,0,10.4,0,7.199999999999999
15403,3.18,-7.71,0,-100,0,9.8,0,12.44,0
15403,-2.87,0,72.7,0,0,0,-8.07,0,-5.6000000000000005
15407,2.68,18.72,0,123.58,0,6.069999999999999,0,6,0
15407,9.13,0,77.31,0,-10.13,0,-1.5,0,0.41000000000000003
15425,-3.47,-25.77,0,-77.92999999999999,0,-1.4000000000000001,0,3.55,0
15425,0.41000000000000003,0,-19.35,0,-100,0,3,0,1.6500000000000001
15442,-9.969999999999999,90.84,0,-44.3,0,2.27,0,8.37,0
15442,18.34,0,-38.550000000000004,0,-5.45,0,-1.37,0,-1.7399999999999998
15455,-2.52,70.93,0,-42.75,0,4.67,0,6.02,0
15455,3.9899999999999998,0,3.44,0,165.82,0,1.78,0,2.5700000000000003
15464,1.73,74.21,0,-27.029999999999998,0,3.04,0,5.08,0
15464,3.1199999999999997,0,-27.439999999999998,0,-31.85,0,-5.970000000000001,0,-6.15
15466,-2.2800000000000002,-26.3,0,-24.86,0,-3.8,0,2.39,0
15466,13.950000000000001,0,14.48,0,-40,0,-3.94,0,-4.15
15469,0.65,18.48,0,18.66,0,2.31,0,6.52,0
15469,-1.54,0,-27.93,0,22.009999999999998,0,-0.5499999999999999,0,-1.1400000000000001
15476,-7.720000000000001,-59.46,0,-94.35,0,1.69,0,3.4000000000000004,0
15476,18.52,0,18.18,0,2560,0,0.62,0,0.19
15480,6.72,200.92,0,24.82,0,2.08,0,8.290000000000001,0
15480,2.11,0,-47.48,0,-82.39,0,-0.5499999999999999,0,-3.58
15491,1.63,71.28,0,4.24,0,2.29,0,6.0600000000000005,0
15491,13.919999999999998,0,-37.269999999999996,0,239.84,0,-0.22999999999999998,0,1.1900000000000002
15494,-4.03,-25.650000000000002,0,14.81,0,3.38,0,7.85,0
15494,18.63,0,27.52,0,76.77000000000001,0,0.9400000000000001,0,0.09
15500,-9.43,-3.93,0,203.08,0,-2.96,0,1.77,0
15500,18.69,0,-23.06,0,-86.8,0,10.4,0,4.25
15507,-1.9300000000000002,31.019999999999996,0,-43.89,0,-4.73,0,3.58,0
15507,19.05,0,-50.31,0,89.52,0,3.6700000000000004,0,3.27
15511,1.38,3.2800000000000002,0,-4.9399999999999995,0,1.6400000000000001,0,6.04,0
15511,-0.21,0,29.48,0,54.2,0,2.85,0,-4.81
15514,-3.05,-15.45,0,170.59,0,4.46,0,7.02,0
15514,6.4,0,20.51,0,-79.35,0,0.8999999999999999,0,-0.33999999999999997
15516,0.32,-8.04,0,4.46,0,1.7000000000000002,0,5.35,0
15516,-1.4200000000000002,0,26.21,0,115.64000000000001,0,2.93,0,0.9199999999999999
15518,-0.11,-47.32,0,-42.51,0,-2.21,0,1.44,0
15518,-12.35,0,18.25,0,165.49,0,4.6,0,1.9300000000000002
15522,-7.449999999999999,95.77,0,-21.279999999999998,0,10.6,0,14.69,0
15522,-11.08,0,49.88,0,-20.72,0,12.7,0,0.1
15531,-7.090000000000001,8.790000000000001,0,500,0,5.43,0,8.260000000000002,0
15531,26.729999999999997,0,-30.69,0,-41.67,0,-0.13999999999999999,0,-0.5499999999999999
15533,-5.779999999999999,-18,0,38.800000000000004,0,2.23,0,12.16,0
15533,-16.41,0,-53.480000000000004,0,-36.44,0,0.6,0,2.4699999999999998
15537,-4.74,42.18,0,0,0,8.42,0,7.739999999999999,0
15537,17.75,0,31.580000000000002,0,-100,0,2.5,0,2.08
15542,1.05,25.64,0,67.57,0,6.92,0,7.1,0
15542,8.4,0,-48.72,0,50,0,-4.07,0,-2.64
15550,-1.22,-10.25,0,643.37,0,-0.6,0,8.08,0
15550,-9.84,0,32.87,0,-89.95,0,9.21,0,-0.48
15572,-5.35,12.989999999999998,0,-44.64,0,0.33,0,6.8500000000000005,0
15572,9.08,0,-14.42,0,55.48,0,1.1199999999999999,0,2.1999999999999997
15580,0.37,190.6,0,76.69,0,0.12,0,6.9,0
15580,21.43,0,-18.63,0,-44.6,0,1.9900000000000002,0,1.6099999999999999
15599,1.94,12,0,-89.8,0,3.5999999999999996,0,5.74,0
15599,1.77,0,0.24,0,8,0,0.16,0,-2.21
15600,-1.76,88.32,0,45.16,0,3.91,0,6.959999999999999,0
15600,87.48,0,59.3,0,56.830000000000005,0,3.4000000000000004,0,-0.64
15621,-5.28,-45.540000000000006,0,-2.5100000000000002,0,-0.09,0,4.3,0
15621,3.45,0,45.45,0,98.64,0,-0.5,0,2.37
15632,-1.23,15.379999999999999,0,142.07,0,5.01,0,9.700000000000001,0
15632,-6.6000000000000005,0,-21.73,0,-53.900000000000006,0,0.62,0,-0.33999999999999997
15638,-0.48,45.989999999999995,0,0,0,0.9900000000000001,0,7.1,0
15638,-2.27,0,102.49999999999999,0,267.61,0,-1.97,0,-0.01
15646,-0.01,-3.3000000000000003,0,37.5,0,2.18,0,5.8999999999999995,0
15646,22.54,0,-5.680000000000001,0,-79.65,0,-2.69,0,-2.8000000000000003
15660,-6.99,-37.99,0,-25.4,0,2.1999999999999997,0,6.16,0
15660,25.21,0,-16.61,0,-84.26,0,-10.59,0,-5.47
15664,-0.2,10.45,0,-100,0,2.2800000000000002,0,6.83,0
15664,11.75,0,27.88,0,0,0,-0.22,0,2.09
15667,0.32,-23.51,0,57.66,0,7.4399999999999995,0,8.34,0
15667,-1.44,0,19.009999999999998,0,133.25,0,1.08,0,-0.35000000000000003
15673,-0.97,25.740000000000002,0,38.71,0,-0.76,0,5.56,0
15673,14.069999999999999,0,60.24,0,-70.7,0,3.95,0,4.89
15676,-0.19,17.22,0,-71.19,0,4.5600000000000005,0,6.78,0
15676,24.5,0,18.72,0,242.35000000000002,0,-4.31,0,-1.63
15681,-7.35,-2.01,0,-84.09,0,6.460000000000001,0,14.000000000000002,0
15681,21.310000000000002,0,-9.76,0,2128.5699999999997,0,2.46,0,-1.44
15686,-4.87,763.89,0,-6.529999999999999,0,1.1199999999999999,0,5.9799999999999995,0
15686,-0.35000000000000003,0,-31.509999999999998,0,43.6,0,-0.72,0,0.8200000000000001
15690,1.37,107.92999999999999,0,-79.93,0,4.42,0,6.87,0
15690,16.939999999999998,0,-14.37,0,313.51,0,-1.47,0,0.13999999999999999
15693,-2.73,-25.71,0,1.23,0,1.78,0,7.06,0
15693,3.4000000000000004,0,7.33,0,-22.42,0,9.93,0,6.29
15696,-6.1,-18.37,0,53.37,0,3.05,0,11.61,0
15696,3,0,-43.09,0,-82.97,0,4.61,0,-1.72
15720,7.8100000000000005,-46.839999999999996,0,818.8700000000001,0,-2.0500000000000003,0,5.58,0
15720,11.23,0,20.979999999999997,0,-70.43,0,1.4500000000000002,0,3.29
15723,-5.75,-78.28,0,387.93,0,7.91,0,14.14,0
15723,4.17,0,776.74,0,-100,0,4.31,0,-5.93
15740,-3.54,-30.28,0,-13.08,0,1.0699999999999998,0,6.23,0
15740,13.43,0,-34.58,0,184.95,0,2.03,0,-2.4699999999999998
15753,1.6500000000000001,-6.1,0,-46.43,0,5.35,0,8.58,0
15753,-7.64,0,-28.999999999999996,0,126.66999999999999,0,-0.77,0,-1.6400000000000001
15755,-0.04,144.35,0,40.400000000000006,0,8.780000000000001,0,10.7,0
15755,5.24,0,-33.73,0,-70.86,0,-10.68,0,-5.96
15757,-0.22999999999999998,-34.589999999999996,0,-69.47,0,3.0700000000000003,0,3.88,0
15757,8.68,0,14.14,0,102.49999999999999,0,1.8599999999999999,0,2.67
15759,5.18,1.3599999999999999,0,-17.52,0,4.81,0,6.75,0
15759,1.9300000000000002,0,-9.92,0,-18.759999999999998,0,2.85,0,2.17
15761,-6.81,71.11,0,0,0,-0.33999999999999997,0,8.23,0
15761,20.560000000000002,0,-14.940000000000001,0,1347.6200000000001,0,0.64,0,-1.4200000000000002
15762,-10.17,23.31,0,-41.18,0,3.01,0,5.66,0
15762,3.42,0,-23.380000000000003,0,-100,0,0.5700000000000001,0,-0.84
15763,1.96,-40.26,0,-80.58,0,2.23,0,9.53,0
15763,1.02,0,150.72,0,110.00000000000001,0,4.36,0,0.26
15764,8.02,73.61,0,-32.6,0,11.05,0,14.610000000000001,0
15764,7.24,0,-39.08,0,101.64,0,1.47,0,-3.17
15774,-3.8699999999999997,-72.82,0,0,0,5.220000000000001,0,8.9,0
15774,17.669999999999998,0,103.85,0,8.16,0,0.77,0,2.62
15776,0.47000000000000003,94.46,0,297.33,0,4.71,0,4.19,0
15776,3.4299999999999997,0,-24.099999999999998,0,34.23,0,-8.83,0,-4.49
15778,-8.540000000000001,12.09,0,-100,0,3.73,0,5.76,0
15778,-5.55,0,84.31,0,0,0,0.75,0,0.45999999999999996
15790,-1.35,38.82,0,-83.65,0,2.85,0,11.5,0
15790,5.9799999999999995,0,-12.04,0,-100,0,5.510000000000001,0,1.92
15798,-3.26,110.35999999999999,0,-100,0,10.489999999999998,0,10.42,0
15798,3.17,0,-50.760000000000005,0,0,0,1.83,0,2.86
15804,-0.66,37.5,0,-60.589999999999996,0,4.04,0,6.329999999999999,0
15804,1.73,0,3.6900000000000004,0,-63.21,0,-1.95,0,-0.5499999999999999
15806,2.45,-3.84,0,193.69,0,7.21,0,7.33,0
15806,12.809999999999999,0,33.4,0,-11.66,0,0.3,0,-1.8800000000000001
15808,2.4299999999999997,-2.13,0,0,0,-4.05,0,4.67,0
15808,13.96,0,-12.26,0,0,0,7.7700000000000005,0,2.76
15810,6.49,53.25,0,70.65,0,5.62,0,4.91,0
15810,-1.91,0,20.76,0,17.2,0,-1.1900000000000002,0,-0.6
15814,0.33999999999999997,6.4799999999999995,0,1.7500000000000002,0,0.32,0,5.88,0
15814,13.01,0,11.09,0,14.95,0,-1.77,0,-0.13
15816,4.49,-4.22,0,-40.18,0,-0.9900000000000001,0,6.77,0
15816,9.370000000000001,0,14.74,0,-13.530000000000001,0,1.7999999999999998,0,-1.39
15820,-3.19,-0.95,0,-11.59,0,4.58,0,8.97,0
15820,-2.5,0,39.489999999999995,0,200,0,-3.27,0,-1.38
15822,0.42,25.7,0,-57.47,0,-0.76,0,4.760000000000001,0
15822,-3.2,0,-5.2,0,-45.95,0,7.88,0,3.8600000000000003
15832,-9.3,12.17,0,-100,0,-5.08,0,5.7,0
15832,21.97,0,55.720000000000006,0,0,0,10.52,0,6.550000000000001
15835,1.35,0,0,-80.65,0,4.95,0,9.26,0
15835,5.5,0,-53.790000000000006,0,1350,0,3.91,0,1.02
15837,-3.5000000000000004,-9.969999999999999,0,257.14,0,6.81,0,8.469999999999999,0
15837,14.099999999999998,0,-1.9900000000000002,0,-88,0,4.42,0,2.09
15839,-1.02,116.06,0,0,0,-1.8399999999999999,0,8.790000000000001,0
15839,-12.839999999999998,0,-51.01,0,-100,0,0.9400000000000001,0,-2.02
15842,-5.0200000000000005,4.96,0,150,0,1.31,0,7.2700000000000005,0
15842,25.91,0,-9.46,0,-100,0,1.49,0,0.79
15861,-2.1399999999999997,21.92,0,825,0,6.6000000000000005,0,8.459999999999999,0
15861,2.23,0,-15.6,0,-96.22,0,2.35,0,1.7999999999999998
15879,-12.42,93.69,0,0,0,2.32,0,4.569999999999999,0
15879,1.7999999999999998,0,3.5999999999999996,0,-85.42999999999999,0,0.04,0,-0.83
15897,1.11,152.6,0,-72.8,0,0.47000000000000003,0,6.8500000000000005,0
15897,-5.510000000000001,0,-43.7,0,105.63,0,3.39,0,3.83
17000,-4.17,22.63,0,-41.71,0,0.45999999999999996,0,4.96,0
17000,4.62,0,-19.1,0,34.160000000000004,0,0.05,0,0.73
17001,-3.61,-5.7700000000000005,0,-21.81,0,0.8,0,3.8699999999999997,0
17001,-0.91,0,-11.35,0,61.49,0,-0.22,0,1.13
17013,-4.2700000000000005,34.489999999999995,0,-20.74,0,-1.24,0,4.6899999999999995,0
17013,4.87,0,-24.169999999999998,0,7.91,0,2.86,0,3.8600000000000003
17042,-6.39,11.21,0,-59.599999999999994,0,-2.58,0,3.02,0
17042,0.6,0,-18.65,0,41.099999999999994,0,2.19,0,3.01
17050,-3.35,36.720000000000006,0,-70.09,0,-0.35000000000000003,0,5.88,0
17050,4.63,0,-36.57,0,218.98,0,-0.79,0,0.13
17088,-2.37,30.55,0,-38.84,0,-0.8699999999999999,0,6.88,0
17088,0.29,0,-31.65,0,10.15,0,-3.01,0,-2.08
17174,-3.2300000000000004,46.379999999999995,0,-58.41,0,-3.54,0,1.27,0
17174,11.219999999999999,0,-25.430000000000003,0,-5.26,0,1.1400000000000001,0,2.37
17272,-6.81,65.59,0,-7.340000000000001,0,-3.5999999999999996,0,4.41,0
17272,-0.5599999999999999,0,-20.13,0,-27.87,0,4.71,0,1.7000000000000002
17380,-5.88,51.24999999999999,0,-70.22,0,3.17,0,6.81,0
17380,5.800000000000001,0,-20.22,0,9.07,0,0.91,0,0.96
17388,-10.2,70.97,0,-69.98,0,-2.26,0,4.5600000000000005,0
17388,-1.55,0,-28.46,0,28.78,0,0.41000000000000003,0,-0.27
17433,-2.2399999999999998,129.94,0,-88.8,0,5.99,0,10.77,0
17433,14.75,0,-48.38,0,931.71,0,-6.79,0,-5.7
17442,-8.34,27.85,0,-69.82000000000001,0,-1.7999999999999998,0,4.51,0
17442,6.460000000000001,0,22.84,0,21.740000000000002,0,5.390000000000001,0,-1.24
17444,-1.9800000000000002,5.1499999999999995,0,-0.64,0,2.86,0,5.84,0
17444,12.24,0,-2.52,0,18.709999999999997,0,2.88,0,0.22999999999999998
17446,-13.170000000000002,-8.62,0,-10.93,0,-10.76,0,-3.6700000000000004,0
17446,38.37,0,22.75,0,-11.91,0,12.879999999999999,0,5.33
17486,-4.7,17.5,0,-41.77,0,3.7199999999999998,0,6.1,0
17486,43.730000000000004,0,-5.050000000000001,0,24.2,0,-2.04,0,-1.73
17495,-1.8599999999999999,14.75,0,-22.16,0,-7.3999999999999995,0,4.47,0
17495,5.89,0,-26.240000000000002,0,3.01,0,4.99,0,3.5700000000000003
17513,-5.37,32.43,0,-77.25999999999999,0,-0.9900000000000001,0,6.76,0
17513,14.360000000000001,0,-7.66,0,67.17999999999999,0,2.1,0,-0.5499999999999999
17524,-2.86,78.32000000000001,0,-34.14,0,-4.130000000000001,0,3.53,0
17524,16.2,0,-26.090000000000003,0,12.559999999999999,0,5.66,0,5.79
17541,-6.7299999999999995,4.71,0,-20.44,0,-1.2,0,5.16,0
17541,18.5,0,-9.26,0,-44.68,0,2.77,0,1.66
17614,-6.23,37.18,0,-33.56,0,-1.02,0,5.67,0
17614,11.12,0,-17.990000000000002,0,-42.59,0,-1.34,0,-0.91
17616,-6.72,13.99,0,-53.33,0,-0.86,0,3.1199999999999997,0
17616,1.05,0,-35.67,0,54.410000000000004,0,6.92,0,0.69
17653,-5.83,26.31,0,-75.22999999999999,0,-0.6,0,4.760000000000001,0
17653,2.13,0,-44.83,0,24.240000000000002,0,-5.029999999999999,0,-2.07
17662,-1.7500000000000002,-7.64,0,-68.94,0,-2.44,0,3.3000000000000003,0
17662,15.229999999999999,0,-13.55,0,-28.04,0,0.29,0,1.49
17665,-1.91,21.69,0,279.03,0,1.58,0,3.6900000000000004,0
17665,39.94,0,-31.979999999999997,0,-90.21000000000001,0,-1.1900000000000002,0,-2.44
17777,-2.2399999999999998,37.84,0,-88.25,0,-3.9899999999999998,0,4.279999999999999,0
17777,-0.33,0,-5.07,0,-20,0,-0.6,0,-0.91
17867,-3.7900000000000005,79.2,0,-90.08,0,2.91,0,7.1499999999999995,0
