codigo_entidad,ine_coberturaNeta_r,ine_tasaDesercion_r_2,ine_tasaDesercion_r_3,ine_tasaRepitencia_r_2,ine_tasaRepitencia_r_3,ine_pruebaLecturaMatematicas_r_2,ine_pruebaLecturaMatematicas_r_3,ine_pruebaLecturaCritica_r_2,ine_pruebaLecturaCritica_r_3
17867,-11.81,0,-47.32,0,51.67,0,1.08,0,0.5599999999999999
17873,-2.17,49.309999999999995,0,-76.39,0,-0.05,0,3.62,0
17873,-0.95,0,-19.05,0,-15.440000000000001,0,-2.16,0,0.01
17877,-1.76,7.6499999999999995,0,-8.89,0,3.66,0,7.82,0
17877,4.18,0,-11.700000000000001,0,-4.88,0,-2.5,0,-1.7500000000000002
18000,-1.78,49.559999999999995,0,5.63,0,-2.29,0,3.84,0
18000,9.26,0,-20.5,0,-9.06,0,2.83,0,1.49
18001,-2.71,33.839999999999996,0,-42.39,0,0.06999999999999999,0,3.58,0
18001,2.2399999999999998,0,-35.89,0,-9.06,0,3.7900000000000005,0,2.87
18029,-0.8500000000000001,58.379999999999995,0,101.71,0,2.29,0,6.98,0
18029,19.27,0,-2.92,0,-15.5,0,1.72,0,0.65
18094,-8.39,28.24,0,221.74,0,-5.24,0,-0.1,0
18094,7.46,0,49.04,0,41.06,0,5.92,0,3.85
18150,2.19,67.33,0,311.11,0,-4.08,0,2.2800000000000002,0
18150,9.370000000000001,0,-19.1,0,-38.33,0,-3.55,0,0.5499999999999999
18205,-4.02,142.88,0,755.5600000000001,0,-0.9900000000000001,0,3.46,0
18205,18.83,0,-45.629999999999995,0,-68.17999999999999,0,4.130000000000001,0,1.5599999999999998
18247,-5.55,28.71,0,127.37,0,2.23,0,6.63,0
18247,5.800000000000001,0,-9.01,0,-29.21,0,1.5699999999999998,0,1.8900000000000001
18256,-4.16,30.099999999999998,0,19.82,0,2.03,0,6.29,0
18256,5.33,0,-14.64,0,5.37,0,0.44,0,-1.18
18410,-0.69,16.470000000000002,0,169.82999999999998,0,-4.01,0,3.9,0
18410,25.729999999999997,0,-11.16,0,26.36,0,-8.450000000000001,0,-4.24
18460,5.71,119.51,0,-10.879999999999999,0,-6.9,0,2.41,0
18460,2.08,0,-18.67,0,33.53,0,5.19,0,2.73
18479,1.21,42.58,0,186.32,0,-1.44,0,5.609999999999999,0
18479,4.38,0,25.21,0,-81.25,0,-0.62,0,-1.78
18592,-3.1199999999999997,88.5,0,-4.3999999999999995,0,0.44999999999999996,0,5.11,0
18592,7.64,0,-9.99,0,37.36,0,2.04,0,1.87
18610,2.33,52.23,0,228.57,0,0.33,0,6.1899999999999995,0
18610,0.19,0,9.19,0,29.79,0,0.83,0,0.15
18753,0.19,54.92,0,59.589999999999996,0,-3.52,0,4.24,0
18753,19.139999999999997,0,-10.56,0,-14.580000000000002,0,2.32,0,1.6500000000000001
18756,1.3,89.53999999999999,0,384.03000000000003,0,-3.81,0,8.18,0
18756,39.35,0,-23.59,0,-69.73,0,2.17,0,-4.46
18785,-4.79,71.15,0,410.70000000000005,0,-7.85,0,1.69,0
18785,6.05,0,-33.33,0,-40.21,0,10.05,0,2.6599999999999997
18860,-5.54,274.6,0,-44.81,0,0.4,0,8.82,0
18860,23.54,0,-12.5,0,1.7399999999999998,0,1.4200000000000002,0,-0.8699999999999999
19000,0.22,-16.54,0,-23.46,0,-1.49,0,5.680000000000001,0
19000,0.5599999999999999,0,-4.29,0,-8.469999999999999,0,2.16,0,0.38999999999999996
19001,5.029999999999999,-27.939999999999998,0,-26.85,0,2.6100000000000003,0,5.94,0
19001,-1.35,0,29.95,0,-14.940000000000001,0,1.73,0,2.32
19022,0.21,7.580000000000001,0,-63.65,0,1.72,0,5.680000000000001,0
19022,7.33,0,-25.35,0,-51.480000000000004,0,4.16,0,-1.51
19050,0.7100000000000001,50.739999999999995,0,-62.629999999999995,0,1.17,0,4.89,0
19050,6.959999999999999,0,-9.4,0,-4.2299999999999995,0,0.37,0,0.05
19075,-1.95,-13.889999999999999,0,-36.89,0,-0.5700000000000001,0,4.84,0
19075,14.610000000000001,0,6.05,0,-13.420000000000002,0,1.73,0,2.4
19100,-5.36,18.65,0,-25.77,0,0.4,0,6.4799999999999995,0
19100,15.61,0,-13.950000000000001,0,-40.410000000000004,0,-1.52,0,-1.77
19110,2.93,-0.22999999999999998,0,87.72,0,-3.8,0,6.1899999999999995,0
19110,3.63,0,24.19,0,21.5,0,-0.31,0,-1.1400000000000001
19130,-2.11,-2.16,0,-44.5,0,-3.2099999999999995,0,3.6900000000000004,0
19130,-4.91,0,-16.89,0,18.970000000000002,0,4.5,0,2.08
19137,3.26,-25.679999999999996,0,-53.33,0,-6.13,0,2.22,0
19137,-6.279999999999999,0,-35.24,0,-14.29,0,1.53,0,-1.51
19142,4.18,-12.370000000000001,0,-56.02,0,-2.27,0,5.390000000000001,0
19142,-20.39,0,-13.139999999999999,0,47.949999999999996,0,0.86,0,0.37
19212,-4.07,-17.73,0,165.33,0,-2.86,0,4.5,0
19212,13.459999999999999,0,1.67,0,10.05,0,-0.54,0,-1.28
19256,-3.44,-15.49,0,-21.26,0,-2.04,0,5.489999999999999,0
19256,-3.63,0,-25.72,0,-16,0,2.79,0,0.09
19290,2.39,15.8,0,-12.379999999999999,0,5.13,0,8.72,0
19290,10.02,0,-5.46,0,-15.22,0,-5.3100000000000005,0,-6.77
19318,-4.01,-8.15,0,0,0,-6.21,0,5.36,0
19318,3.39,0,-54.1,0,0,0,1.17,0,-0.19
19355,1.9300000000000002,-11.48,0,-8.33,0,-0.4,0,6.65,0
19355,13.25,0,-46.58,0,52.15,0,4.4799999999999995,0,2.62
19364,-2.25,-23.71,0,-84.82,0,-4.92,0,6.4799999999999995,0
19364,2.96,0,-32.5,0,-67.5,0,-1.8900000000000001,0,-4.16
19392,-2.65,-24.47,0,44.98,0,-0.69,0,4.8500000000000005,0
19392,-0.7799999999999999,0,-41.23,0,-59.64,0,1.69,0,2.2800000000000002
19397,-8.48,32.18,0,-10.780000000000001,0,-6.38,0,1.4200000000000002,0
19397,46.18,0,-22.46,0,-37.55,0,-2.08,0,0.18
19418,2.9000000000000004,29.75,0,-53.010000000000005,0,-10.74,0,3.82,0
19418,-3.3300000000000005,0,2.6,0,66.67,0,-1.92,0,-1.83
19450,-2.34,-15.559999999999999,0,-15.040000000000001,0,1.92,0,5.7299999999999995,0
19450,-7.249999999999999,0,22.49,0,-16.669999999999998,0,0.13999999999999999,0,-2.3800000000000003
19455,-1.59,-40.19,0,-15.049999999999999,0,-2.64,0,4.66,0
19455,32.73,0,3.44,0,-39.660000000000004,0,-0.8099999999999999,0,-0.27999999999999997
19473,4.08,-41.46,0,-12.68,0,-0.52,0,4.95,0
19473,-13.530000000000001,0,3.6799999999999997,0,-32.26,0,2.97,0,0.5700000000000001
19513,-1.9300000000000002,-72.1,0,0,0,-3.75,0,6.11,0
19513,-5.4399999999999995,0,77.03,0,0,0,-2.27,0,0.42
19517,-2.44,-22.08,0,-50.23,0,-4.67,0,4.67,0
19517,-11.73,0,11.690000000000001,0,23.36,0,3.0700000000000003,0,1.41
19532,-1.6400000000000001,-40.58,0,-10.24,0,-3.19,0,1.72,0
19532,5.24,0,28.64,0,-18.25,0,4.88,0,3.8600000000000003
19533,5.06,10.09,0,221.76999999999998,0,2.4,0,6.260000000000001,0
19533,-11.940000000000001,0,-2.8899999999999997,0,5.88,0,-0.7000000000000001,0,-5.3
19548,-5.8500000000000005,-9.45,0,-18,0,-1.35,0,4.95,0
19548,6.11,0,-24.01,0,36.59,0,2.32,0,0.3
19573,1.59,-18.88,0,-45.56,0,-0.91,0,4.6899999999999995,0
19573,10.39,0,12.72,0,-12.24,0,-0.83,0,0.2
19585,1.09,-54.65,0,16.43,0,-0.45999999999999996,0,6.460000000000001,0
19585,-0.47000000000000003,0,84.84,0,-27.91,0,4.41,0,-0.26
19622,-6.61,-37.68,0,50,0,0.84,0,5.75,0
19622,15.02,0,-39.019999999999996,0,-75.68,0,4.95,0,2.36
19693,-9.54,-61.31999999999999,0,-27.229999999999997,0,-4.92,0,5.56,0
19693,6.4,0,43.230000000000004,0,-52.26,0,5.88,0,-3.5700000000000003
19698,0.75,-12.389999999999999,0,-39.37,0,-0.67,0,4.44,0
19698,-2.23,0,4.04,0,18.66,0,2,0,0.49
19701,-12.64,11.790000000000001,0,-94.59,0,-0.44999999999999996,0,9.51,0
19701,49.03,0,-19.36,0,1917.65,0,-1.3,0,-4.390000000000001
19743,0.29,13.450000000000001,0,-43.480000000000004,0,-1.55,0,5.7299999999999995,0
19743,-6.47,0,-24.9,0,-49.45,0,0.69,0,-3.08
19760,-2.48,-35.33,0,772.73,0,2.6599999999999997,0,7.630000000000001,0
19760,14.31,0,-32.56,0,60.940000000000005,0,-0.7100000000000001,0,0.06999999999999999
19780,4.569999999999999,-47.96,0,-60.089999999999996,0,-5.390000000000001,0,4,0
19780,-15.98,0,18.83,0,6.59,0,1.94,0,0.36
19785,-5.71,33.09,0,-32.18,0,0.69,0,4.16,0
19785,-6.79,0,-6.68,0,59.31999999999999,0,7.920000000000001,0,5.99
19807,-3.2099999999999995,-43.480000000000004,0,-41.91,0,4.33,0,7.86,0
19807,1.6099999999999999,0,6.68,0,125.95,0,5.510000000000001,0,3.2
19809,-1.5,-40.26,0,733.33,0,-5.99,0,5.07,0
19809,-11.21,0,16.63,0,-98.18,0,-1.18,0,0.2
19821,1.24,6.370000000000001,0,-58.48,0,-3.9899999999999998,0,2.4899999999999998,0
19821,-9.39,0,10.07,0,-57.75,0,-0.8999999999999999,0,-2.52
19824,3.26,78.17,0,-25,0,-2.93,0,6.6000000000000005,0
19824,-6.069999999999999,0,-27.21,0,36.36,0,4.54,0,1.0999999999999999
19845,-3.8899999999999997,-36.449999999999996,0,40.31,0,-5.28,0,3.62,0
19845,-3.4299999999999997,0,21.58,0,4.97,0,1.53,0,1.4200000000000002
20000,2.52,-3,0,-33.44,0,0.53,0,6.550000000000001,0
20000,-2.33,0,-10.61,0,9.48,0,0.18,0,-0.06
20001,0.5499999999999999,-34.27,0,-45.43,0,3.36,0,8.25,0
20001,3.29,0,-17.57,0,52.6,0,0.6799999999999999,0,0.52
20011,3.2199999999999998,37.55,0,-50.17,0,1.32,0,6.58,0
20011,-4.390000000000001,0,-15.870000000000001,0,-50.690000000000005,0,0.48,0,-0.53
20013,4.79,9.379999999999999,0,-0.26,0,0.84,0,7.19,0
20013,-1.04,0,-1.68,0,-63.05,0,-0.69,0,-1.77
20032,2.79,15.85,0,-48.209999999999994,0,-0.61,0,8.83,0
20032,2.5700000000000003,0,-12.879999999999999,0,45.739999999999995,0,-1.04,0,-3.9899999999999998
20045,8.559999999999999,30.349999999999998,0,39.53,0,-8.110000000000001,0,1.8399999999999999,0
20045,-17.51,0,-38.190000000000005,0,24.169999999999998,0,5.25,0,2.69
20060,0.5499999999999999,-27.87,0,65.25999999999999,0,-2.81,0,5.24,0
20060,1.27,0,21.25,0,61.150000000000006,0,2.87,0,0.51
20175,2.07,19.28,0,9.3,0,-4.24,0,3.45,0
20175,-4.08,0,-26.07,0,-80.85,0,-0.61,0,-1.69
20178,5.56,69.49,0,-2.65,0,-2.5700000000000003,0,5.42,0
20178,-8.9,0,-23.810000000000002,0,31.630000000000003,0,-7.109999999999999,0,-3.5000000000000004
20228,6.550000000000001,-1,0,-5.88,0,-0.6799999999999999,0,4.89,0
20228,-13.28,0,18.09,0,-3.47,0,-1.2,0,-1.48
20238,-0.47000000000000003,-1.9,0,-83.45,0,-0.35000000000000003,0,7.090000000000001,0
20238,-2.02,0,6.859999999999999,0,225,0,-0.22,0,-0.6799999999999999
20250,6.61,19.11,0,-7.2700000000000005,0,-2.74,0,5.57,0
20250,-13.58,0,-23.79,0,90.2,0,0.58,0,-0.42
20295,1.55,69.23,0,-65.22,0,-0.22999999999999998,0,9.28,0
20295,4.93,0,10.76,0,-100,0,1.4000000000000001,0,-2.03
20310,6.88,-1.46,0,-39.269999999999996,0,-0.36,0,1.96,0
20310,27.13,0,30.81,0,-65.75,0,8.74,0,3.85
20383,7.8100000000000005,54.33,0,-86.95,0,3.4799999999999995,0,6.950000000000001,0
20383,-5.3,0,-17.560000000000002,0,48.53,0,2.5,0,-1.04
20400,12.659999999999998,-9.92,0,-40.78,0,-1.97,0,4.4799999999999995,0
20400,-20.5,0,-25.06,0,33.07,0,-1.9800000000000002,0,0.33
20443,1.87,-14.14,0,-29.07,0,2.33,0,11.35,0
20443,34,0,26.91,0,36.480000000000004,0,-0.22,0,-2.07
20517,3.01,38.66,0,-22.68,0,-0.08,0,7.870000000000001,0
20517,-7.06,0,-27.98,0,-6.25,0,-5.390000000000001,0,-4.91
20550,2.58,8.02,0,-61.57,0,-3.1399999999999997,0,5.38,0
20550,-1.7000000000000002,0,5.88,0,-1.2,0,2.5100000000000002,0,2.25
20570,5.53,35.5,0,-16.53,0,1.49,0,7.7,0
20570,-9.34,0,-7.6899999999999995,0,31.680000000000003,0,4.47,0,0.63
20614,4.390000000000001,-6.09,0,-39.14,0,1.44,0,8.85,0
20614,-10.530000000000001,0,-1.5,0,23.91,0,-1.3299999999999998,0,-5
20621,3.37,65.47,0,-6.22,0,0.06,0,9.139999999999999,0
20621,-3.38,0,-13,0,-29.28,0,4.81,0,1.23
20710,-5.11,-30.599999999999998,0,-42.38,0,2.78,0,7.19,0
20710,0.26,0,15.14,0,27.91,0,1.95,0,-0.35000000000000003
20750,9.69,99.51,0,436.36,0,-0.88,0,8.89,0
20750,-8.61,0,19.89,0,10.17,0,4.390000000000001,0,2.59
20770,4.22,0.75,0,14.74,0,4.21,0,6.21,0
20770,-10.97,0,1.03,0,-36.08,0,0.26,0,0.33
20787,2.98,10.979999999999999,0,-53.790000000000006,0,-1.08,0,8.81,0
20787,-2.94,0,9.89,0,79.10000000000001,0,-1.67,0,-3.38
23000,-2.02,38.67,0,6.18,0,-0.29,0,7.430000000000001,0
23000,1.7000000000000002,0,-19.64,0,-10.37,0,0.75,0,-0.44999999999999996
23001,-0.86,4.08,0,-34.56,0,2.88,0,8.01,0
23001,-0.04,0,-12.23,0,28.28,0,-0.12,0,0.33999999999999997
23068,-4.569999999999999,87.5,0,23.580000000000002,0,-4.25,0,7.249999999999999,0
23068,6.950000000000001,0,-34.31,0,-34.870000000000005,0,0.22,0,-1.59
23079,-1.3299999999999998,163.82000000000002,0,198.35,0,-0.8500000000000001,0,8.28,0
23079,0.89,0,-50.64999999999999,0,-38.37,0,0.42,0,-3.82
23090,-4.17,94.72,0,-9.48,0,-2.88,0,7.61,0
23090,17.630000000000003,0,-22.009999999999998,0,-20.849999999999998,0,0.5700000000000001,0,-0.48
23162,-0.89,31.53,0,28.13,0,-1.23,0,6.58,0
23162,-1.13,0,-20.41,0,-42.970000000000006,0,0.5599999999999999,0,-0.21
23168,-4.96,155.96,0,40.36,0,3.27,0,11.07,0
23168,-2.7,0,-55.559999999999995,0,-39.64,0,-1.5599999999999998,0,-1.7000000000000002
23182,-0.26,84.73,0,-8.67,0,2.82,0,9.47,0
23182,7.48,0,-36.02,0,-9.07,0,0.41000000000000003,0,-1.09
23189,0.04,246.76,0,20.89,0,3.37,0,9.370000000000001,0
23189,10.17,0,-23.65,0,-10.190000000000001,0,0.49,0,-0.26
23300,-2.3,67.80000000000001,0,-21.98,0,-1.9900000000000002,0,6.39,0
23300,-11.55,0,-6.67,0,-16.669999999999998,0,0.74,0,1.59
23350,-1.51,194.74,0,-61.53999999999999,0,-5.36,0,4.88,0
23350,7.95,0,-48.3,0,46.67,0,6.39,0,0.7100000000000001
23417,-0.63,-15.870000000000001,0,46.26,0,-1.17,0,7.21,0
23417,8.68,0,-3.11,0,-26.889999999999997,0,2.5700000000000003,0,0.73
23419,-1.38,296.24,0,77.14,0,2.03,0,10.05,0
23419,19.02,0,-4.4799999999999995,0,-25.81,0,-1.97,0,-2.19
23464,-0.8699999999999999,-22.73,0,-37.059999999999995,0,-0.26,0,8.18,0
23464,-10.73,0,77.31,0,67.60000000000001,0,3.9600000000000004,0,0.52
23466,-2.33,75.22,0,68.94,0,-1.51,0,4.760000000000001,0
23466,-0.5499999999999999,0,-26.46,0,4.93,0,1.1400000000000001,0,0.7000000000000001
23500,-4.2700000000000005,71.23,0,7.89,0,-1.6099999999999999,0,8.110000000000001,0
23500,-5.24,0,-21.72,0,-34.55,0,1.8800000000000001,0,-0.9199999999999999
23555,0.7799999999999999,33.1,0,6.23,0,-0.95,0,5.71,0
23555,3.65,0,5.04,0,-6.34,0,-0.96,0,-0.83
23570,-5.99,38.7,0,47.38,0,3.27,0,8.97,0
23570,6.11,0,-21.16,0,-19.470000000000002,0,-1.96,0,-3.8600000000000003
23574,-7.470000000000001,175.38,0,-27.98,0,-3.81,0,6,0
23574,11.07,0,-11.92,0,-23.71,0,1.79,0,-1.23
23580,2.02,214.08999999999997,0,31.480000000000004,0,-3.2300000000000004,0,4.569999999999999,0
23580,9.68,0,-29.59,0,-68.08,0,-1.43,0,-3.58
23586,-5.59,557.89,0,69.48,0,0.32,0,8.94,0
23586,0.09,0,-33.87,0,-18.490000000000002,0,3.55,0,0.5599999999999999
23660,-0.5599999999999999,-18.58,0,35.839999999999996,0,6.43,0,11.790000000000001,0
23660,-3.1,0,-12.31,0,-11.81,0,0.8500000000000001,0,-1.8599999999999999
23670,-4.16,45.34,0,-1.71,0,-3.11,0,7.16,0
23670,-0.77,0,-10.16,0,-41.71,0,-2.69,0,-2.6100000000000003
23672,-2.5700000000000003,2.02,0,74.17,0,-2.03,0,6.17,0
23672,-4.32,0,-14.95,0,-47.53,0,5.3100000000000005,0,5.36
23675,-1.28,93.81,0,23.09,0,-2.26,0,5.83,0
23675,-2.9899999999999998,0,-31.119999999999997,0,-17.380000000000003,0,2.31,0,0.11
23678,-5.06,93.75,0,3.9899999999999998,0,-2.3800000000000003,0,7.01,0
23678,2.94,0,-8.450000000000001,0,-36.059999999999995,0,-1.7399999999999998,0,-3.38
23686,-3.9699999999999998,103.69999999999999,0,85.47,0,-0.8500000000000001,0,9.11,0
23686,-4.58,0,-12.42,0,-33.19,0,-0.26,0,-2.27
23807,-4.64,59.519999999999996,0,23.09,0,-1.04,0,7.180000000000001,0
23807,5.92,0,-24.69,0,1.95,0,-1.01,0,-2.15
23855,-7.51,31.919999999999998,0,12.04,0,-2.68,0,5.82,0
23855,11.89,0,15.120000000000001,0,44.42,0,2.53,0,-0.31
25000,1.22,6.47,0,2.33,0,0.9400000000000001,0,4.83,0
25000,3.08,0,-5.4399999999999995,0,-20.29,0,1.25,0,1.0999999999999999
25001,-3.6700000000000004,-40.61,0,-30.5,0,-1.77,0,4.12,0
25001,9.700000000000001,0,-9.74,0,30.72,0,-1.09,0,1.0999999999999999
25019,-3.1199999999999997,-6.16,0,0,0,3.25,0,9.44,0
25019,-0.91,0,7.249999999999999,0,-56.25,0,-0.75,0,-2.07
25035,-5.21,-35.410000000000004,0,33.839999999999996,0,-0.01,0,4.74,0
25035,-1.18,0,55.86,0,-14.729999999999999,0,2.52,0,2.25
25040,-0.22,86.7,0,86.9,0,1.34,0,6.21,0
25040,-5.3100000000000005,0,-21.36,0,48.36,0,5.35,0,1.73
25053,-2.9899999999999998,-15.75,0,-3.4000000000000004,0,1.48,0,5.86,0
25053,22.759999999999998,0,-19.21,0,-16.259999999999998,0,0.4,0,1.26
25086,-5.57,81.93,0,1035.85,0,3.1399999999999997,0,10.459999999999999,0
25086,12.26,0,-57.989999999999995,0,-64.7,0,-6.800000000000001,0,-5.38
25095,3.49,26.06,0,-12.57,0,-1.79,0,3.49,0
25095,16.939999999999998,0,4.49,0,-68.42,0,0.44999999999999996,0,-0.05
25099,-3.55,18.44,0,235.36,0,-1.8399999999999999,0,4.9,0
25099,18.01,0,-44.3,0,-59.56,0,-0.67,0,-1.54
25120,4.32,-48.92,0,0,0,-8.52,0,-1.32,0
25120,-6.16,0,-43.5,0,0,0,10.56,0,4.96
25123,-3.44,57.76,0,12.389999999999999,0,1.5599999999999998,0,6.140000000000001,0
25123,20.75,0,-40.160000000000004,0,-68.69,0,1.27,0,0.63
25126,2.65,12.75,0,-15.989999999999998,0,3.05,0,4.83,0
25126,-5.96,0,-15.65,0,-35.14,0,1.48,0,2.55
25148,-4.61,-23.51,0,102.64999999999999,0,3.34,0,6.959999999999999,0
25148,16.13,0,65.23,0,4.37,0,-2.13,0,-0.33999999999999997
25151,-8.32,-7.06,0,26.63,0,0.77,0,5.99,0
25151,0.13,0,-34.160000000000004,0,-11.899999999999999,0,3.39,0,0.65
25154,-6.7,69,0,60.49,0,-1.29,0,3.85,0
25154,11.600000000000001,0,1.18,0,-59.28,0,5.779999999999999,0,3.7699999999999996
25168,-9.64,288.24,0,-71.71,0,3.95,0,1.0699999999999998,0
25168,5.13,0,-72.92,0,506.9,0,2.91,0,8.200000000000001
25175,3.95,16.36,0,-68.08999999999999,0,1.13,0,3.38,0
25175,4.97,0,35.94,0,-38.21,0,0.5499999999999999,0,1.69
25178,-2.02,15.809999999999999,0,9.56,0,-1.49,0,3.0700000000000003,0
25178,-0.8500000000000001,0,-5.29,0,-31.09,0,0.98,0,1.41
25181,-3.4099999999999997,6.370000000000001,0,-15.659999999999998,0,-1.1400000000000001,0,2.8000000000000003,0
25181,1.08,0,-35.480000000000004,0,26.979999999999997,0,3.02,0,2.71
25183,-8.98,11.559999999999999,0,-91.10000000000001,0,1.15,0,3.05,0
25183,7.449999999999999,0,1.1199999999999999,0,2417.65,0,5.46,0,5
25200,-3.1300000000000003,21.39,0,-20,0,3.37,0,5.220000000000001,0
25200,9.4,0,-39.61,0,-31.15,0,-0.03,0,0.86
25214,2.81,-10.05,0,-53.73,0,-0.5499999999999999,0,0.6799999999999999,0
25214,-8.89,0,-26.06,0,23.73,0,2.45,0,3.5700000000000003
25224,-5.34,9.6,0,228.89,0,6.08,0,9.45,0
25224,10.01,0,28.349999999999998,0,20.95,0,1.3299999999999998,0,0.49
25245,2.68,28.549999999999997,0,-27.41,0,2.2399999999999998,0,5.87,0
25245,-2,0,-11.58,0,-6.4399999999999995,0,0.37,0,-0.27999999999999997
25258,0.96,-19.39,0,219.54,0,3.0700000000000003,0,10.290000000000001,0
25258,-0.29,0,-8.5,0,13.489999999999998,0,-2.27,0,-2.6
25260,2.69,-27.639999999999997,0,4.1000000000000005,0,5.800000000000001,0,8.4,0
25260,-3.6900000000000004,0,25.779999999999998,0,6.279999999999999,0,-0.18,0,-0.4
25269,-0.86,-18.82,0,-78.69,0,2.9899999999999998,0,5.64,0
25269,2.73,0,-17.39,0,10.58,0,3.7600000000000002,0,2.94
25279,1.8900000000000001,127.3,0,26.240000000000002,0,-0.96,0,4.21,0
25279,-2.75,0,-38.73,0,-29.57,0,3.3000000000000003,0,-1.8900000000000001
25281,-2.97,-31.15,0,-2.31,0,-0.5,0,2.93,0
25281,12.91,0,73.74000000000001,0,-27.189999999999998,0,2.97,0,1.01
25286,7.5,24.89,0,-47.12,0,1.39,0,3.91,0
25286,-4.4799999999999995,0,-8.15,0,-22.75,0,1.77,0,1.59
25288,-2.82,19.06,0,70.76,0,0.5700000000000001,0,6.529999999999999,0
25288,18.970000000000002,0,-5.17,0,-67.03,0,1.41,0,0.89
25290,-1.96,24.610000000000003,0,-70.87,0,-0.22,0,3.75,0
25290,2.7,0,20.06,0,-58.919999999999995,0,0.33,0,0.91
25293,-10.13,46.56,0,-29.74,0,-0.59,0,5.25,0
25293,38.22,0,-71.22,0,-33.62,0,4.78,0,3.25
25295,5.72,44.55,0,213.31000000000003,0,2.41,0,4.99,0
25295,11.19,0,-10.23,0,-1.54,0,4.22,0,2.6599999999999997
25297,-9.53,-12.42,0,-39.25,0,2.8899999999999997,0,6.859999999999999,0
25297,20.830000000000002,0,84.39999999999999,0,86.98,0,2.67,0,2.67
25299,1.4200000000000002,-20.330000000000002,0,21.990000000000002,0,-13.239999999999998,0,-3.05,0
25299,-0.84,0,205.43999999999997,0,12.11,0,11.24,0,4.2299999999999995
25307,1.6400000000000001,-18.57,0,-25.6,0,2.42,0,6.7,0
25307,6.8500000000000005,0,-12.520000000000001,0,33.12,0,-1.55,0,-1.49
25312,-4.96,-74.59,0,13.54,0,0.59,0,8.690000000000001,0
25312,14.17,0,48.92,0,-31.4,0,0.53,0,1.47
25317,3.4299999999999997,100.86999999999999,0,36.36,0,0.44999999999999996,0,7.829999999999999,0
25317,-5.48,0,5.19,0,10.22,0,-3.27,0,-4.61
25320,-9.54,11.42,0,17.5,0,2.7,0,6.18,0
25320,38.61,0,-21.08,0,94.67999999999999,0,-1.92,0,0.44999999999999996
25322,-6.23,-25.180000000000003,0,-33.12,0,-1.9300000000000002,0,4.67,0
25322,2.1999999999999997,0,-23.150000000000002,0,-12.44,0,3.3300000000000005,0,2.09
25324,-4.21,35.4,0,1360,0,-5.949999999999999,0,3.16,0
25324,10.63,0,-1.44,0,48.63,0,2.73,0,-0.83
25326,0.33,84.86,0,-4.72,0,-3.74,0,2.45,0
25326,11.55,0,-36.84,0,41.89,0,3.3099999999999996,0,4.58
25328,-1.48,38.73,0,88.52,0,9.6,0,13.68,0
25328,1.35,0,-23.22,0,-32.71,0,-4.590000000000001,0,-7.37
25335,-0.69,-29.49,0,0,0,-0.24,0,0.36,0
25335,-22.900000000000002,0,-17.73,0,-100,0,0.77,0,1.9300000000000002
25339,-3.6799999999999997,71.03,0,-100,0,0.54,0,9.370000000000001,0
25339,8.06,0,64.11,0,0,0,5.3100000000000005,0,1.09
25368,-6.710000000000001,68.44,0,-100,0,-2.09,0,4.18,0
25368,32.690000000000005,0,-12.93,0,0,0,7.84,0,2.4899999999999998
25372,-9.24,1.9300000000000002,0,-57.230000000000004,0,-2.9000000000000004,0,5.2,0
25372,17.849999999999998,0,28.910000000000004,0,10.95,0,0.9900000000000001,0,-1.03
25377,-0.09,-33.18,0,-5.29,0,1.77,0,4.6899999999999995,0
25377,12.19,0,2.31,0,0.5700000000000001,0,-2.45,0,-2.08
25386,-5.34,30.73,0,-36.51,0,2.07,0,4.92,0
25386,3.4099999999999997,0,-21.12,0,45.68,0,-1.04,0,-0.24
25394,-7.180000000000001,42.53,0,-77.37,0,-5.24,0,1.96,0
25394,8.76,0,-30.070000000000004,0,1016.2800000000001,0,0.58,0,-0.2
25398,-5.390000000000001,-73.33,0,95.1,0,1.15,0,5.96,0
25398,17.349999999999998,0,350,0,-68.46,0,-6.279999999999999,0,-8.219999999999999
25402,3.45,33.83,0,43.64,0,0.13999999999999999,0,5.680000000000001,0
25402,-5.800000000000001,0,-15.68,0,67.09,0,0.1,0,1.59
25407,1.79,18.279999999999998,0,101.27999999999999,0,-0.22999999999999998,0,3.4000000000000004,0
25407,7.75,0,-22.009999999999998,0,-52.87,0,1.52,0,-0.8
25426,-4.66,78.29,0,342.11,0,0.31,0,4.25,0
25426,7.140000000000001,0,-61.99,0,-49.07,0,0.53,0,2.25
25430,9.02,37.78,0,-48.79,0,1.11,0,4.47,0
25430,-3.8600000000000003,0,12.740000000000002,0,-2.44,0,2.13,0,1.68
25436,-9.11,-7.32,0,-52.76,0,1.24,0,3.38,0
25436,33.339999999999996,0,-65.03999999999999,0,-29.43,0,0.11,0,2.5100000000000002
25438,-3.4299999999999997,138.17,0,350,0,-1.26,0,5.220000000000001,0
25438,14.87,0,-25.779999999999998,0,-78.97,0,7.000000000000001,0,3.1199999999999997
25473,6.67,24.04,0,-63.88,0,3.4799999999999995,0,5.58,0
25473,-13.59,0,39.32,0,77.69,0,-0.38,0,0.73
25483,-8.83,501.74,0,640.91,0,-3.7800000000000002,0,5.25,0
25483,3.56,0,-19.220000000000002,0,368.1,0,1.16,0,-3.27
25486,-0.11,9.42,0,888.89,0,-0.45999999999999996,0,4.44,0
