codigo_entidad,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
15740,11623805000,11886795000,12249415000,2773955000,-808595000,822615000,98703.79000000001,71739.645,45518.17,0,1,2,942777094.82,367958249.82,63.957499999999996,80.18,68.54,64.89500000000001,63.13,7.574999999999999,7.175,4.8149999999999995,31.6,29.665,30.96
15753,13764605000,11000745000,12200715000,62440000,922615000,662855000,125383.04999999999,179397.58,42938.93,2,0,0,2227875238.1,0,70.14,73.015,70.69,63.495,67.73,7.195,6.98,5.355,29.625,31.345,34.97
15755,13748040000,11456170000,16979135000,2105590000,377335000,-2130225000,223608.14500000002,0,383169.75,1,1,1,2017049189.61,87240000,69.87625,78.6675,69.1,64.61,65.31,8.655000000000001,5.665,3.9,22.23,21.92,21.65
15757,9473505000,7197595000,10540780000,1102645000,116595000,-473555000,108736.945,0,124064.545,0,1.5,2,1684911348.88,0,75.62125,67.29571428571428,71.715,69.805,72.63,9.065000000000001,8.364999999999998,6.23,26.47,28.625,27.395
15759,116093575000,157790015000,178589745000,13409185000,2760985000,24370235000,2994.935,879.475,3381.015,1,4,2,6029297529.95,0,61.67857142857143,72.4557142857143,79.655,77.485,77.44,69.47999999999999,70.29499999999999,69.7,18.205,19.805,21.950000000000003
15761,5590540000,8858830000,7364240000,50415000,-2071720000,1649380000,151076.83500000002,2355.23,134108.065,0,2,1,275814463,0,67.775,69.36,60.815,66.555,65.49,4.890000000000001,3.89,3.17,17.315,17.255000000000003,17.54
15762,7478995000,7205985000,6745385000,1375100000,-849510000,503415000,73784.415,47700.695,48794.405,1,1,0,288755278.08,0,66.84875,80.40125,68.215,61.025,64.93,4.205,3.355,2.61,15.92,15.440000000000001,18.215
15763,11087730000,10764285000,11786280000,-381055000,-153235000,-35645000,194301.005,0,6579.295,1.5,1,0,604850448.25,0,63.40875,56.230000000000004,71.24000000000001,74.045,75.63,7.575,6.805,4.825,28.66,28.075000000000003,28.98
15764,10190745000,10520505000,11670990000,949755000,-1024435000,3348630000,85775.025,0,39605.77,0,2,1,178588457,0,74.75999999999999,72.64625,72.555,67.72,70.46,7.115,6.415,5.225,26.71,25.785,29.83
15774,5634020000,5275900000,7161975000,-859830000,-967085000,-2162205000,19803.435,15843.08,50505.32,1,1,0,0,0,71.35125,74.848,59.349999999999994,55.765,55.74,3.9749999999999996,2.605,1.745,15.73,15.785,14.415
15776,9857260000,9560420000,20047520000,1099800000,-334090000,47395000,118505.62,52765.49,1073551.135,0,3,2,225909346,0,67.65428571428572,69.8375,73.465,67.765,77.84,6.11,4.545,3.555,29.56,28.685000000000002,33.205
15778,9083250000,8828160000,10699545000,236765000,-365300000,178275000,133615.465,119501.735,129586.205,0,2.5,0,963618530.18,0,67.90125,62.9225,67.735,64.48,64.65,3.69,2.8550000000000004,2.05,18.83,18.03,16.695
15790,8576945000,6293920000,8691885000,497330000,-533450000,-731000000,136167.89,0,144932.045,1,1.5,0,1219859779.37,0,65.8575,82.17125,66.4,60.01,62.62,6.904999999999999,6.49,4.225,24.305,25.085,22.395000000000003
15798,7061835000,7270745000,7538320000,187905000,581325000,294610000,162140.64,165430.69,140982.265,0,2,3,642379774,262172318,65.4075,72.58375,63.47,66.5,67.55,5.39,3.8,3.0999999999999996,27.475,23.915,23.1
15804,14022920000,12517370000,13590485000,-2370000,870370000,1242885000,165374.155,66331.565,0,0,1,4,1083348267.58,0,67.345,81.35857142857142,74.05,70.11500000000001,70.97,6.6,6.04,4.385,32.42,33.225,34.815
15806,14425785000,15570700000,22472405000,52775000,-700655000,-948870000,4597.145,2458.48,226921.38,1,0,0,0,0,63.35,80.03333333333333,83.07,83.095,83.93,9.455,8.66,6.890000000000001,36.18,36.08,36.745
15808,6771350000,6172925000,7694965000,-142995000,91065000,3249035000,118523.78,19168.475,104337.145,1,2,0,194227640,0,50.055,55.2925,67.315,60.66,62.95,4.13,2.5650000000000004,2.175,15.079999999999998,13.955,17.2
15810,6648855000,9447560000,8647635000,1005730000,-2169040000,2967235000,78235.36,184058.545,7207.265,0,2,2,3986964980.25,0,57.8725,76.28,63.465,61.935,62.17,3.91,3.18,2.65,16.58,15.73,19.255000000000003
15814,14211490000,13539665000,15164760000,1243970000,-2025695000,-83835000,194334.685,50870.57,171460.83000000002,2,2.5,2,1188631449.5,458205653.95,84.282,86.20833333333333,73.65,60.555,68.61,7.9,7.185,5.665,30.47,29.86,34.715
15816,9065095000,8168725000,9049010000,-782590000,60930000.00000001,856085000,97925.69,118909.98999999999,80434.51,1,2,1,9207222689.3,0,67.76,70.20875,66.525,67.355,63.87,5.9,5.115,3.51,28.02,28.545,27.28
15820,4297320000,5197070000,6757815000,724540000,605265000,53960000,135223.51,0,142948.415,1,4,0,823349581.43,63891934.39,65.28375,73.5175,61.724999999999994,67.6,65.38,5.84,5.324999999999999,3.52,19.990000000000002,20.37,18.715
15822,11630130000,10046560000,11438300000,1056540000,-993860000,-1085075000,84028.905,0,76074.905,1,1,0,1125492618,0,86.4525,90.48285714285714,70.61500000000001,67.715,66.86,5.925,4.895,3.205,22.955,22.45,22.305
15832,11263570000,9518780000,9502065000,2353105000,-588140000,4743530000,1762592.38,67423.805,256574.735,1,2,1,421377208.5,0,63.4775,76.18875,73.94,76.875,69.47,3.7649999999999997,2.8,2.39,17.060000000000002,16.91,18.630000000000003
15835,10781835000,8832340000,10729020000,100345000,964340000,1124205000,243938.52500000002,36833.455,140086.635,1,2,2,12638158825.87,328628648,63.8375,78.01499999999999,71.185,66.08000000000001,65.23,8.04,7.47,5.4350000000000005,33.345,33.045,35.855
15837,18090040000,15939000000,21427825000,2139030000,-265790000,3071555000,69394.605,0,52914.155,0,1.5,2,1342508213.28,0,61.125,69.8475,77.905,79.68,84.48,9.355,7.870000000000001,6.12,30.990000000000002,29.12,32.665
15839,5718995000,4875060000,6781985000,-625535000,227980000,948030000,113033.33499999999,77812.20999999999,44669.92,1,0,1,63155111.15,0,64.8225,70.01875,64.795,60.925,69.74,4.07,3.04,1.915,15.655000000000001,16.355,13.215
15842,10985600000,11163165000,19128845000,2190310000,915250000,-2634990000,105293.35,38634.83,732189.47,1,2.5,1,723151537,0,72.84875,81.0775,67.16499999999999,68.22999999999999,68.19,7.32,5.87,3.9450000000000003,32.07,29.28,28.735
15861,17084720000,18867510000,20070615000,-548255000,-1544470000,-1489800000,67354.55500000001,4.455,0,2.5,2,0,138869726,0,52.23625,50.120000000000005,75.785,77.94999999999999,77.32,9.735,8.285,6.42,46.965,44.245,45.644999999999996
15879,6847110000,6088685000,6394370000,-613020000,-605010000,-307675000,80034.14,34905.255,47667.58,0,2,1,105453723,108784189.5,76.11666666666667,86.28714285714285,63.74,58.989999999999995,63.02,4.640000000000001,3.15,2.51,22.275,20.14,21.880000000000003
15897,10555340000,11059430000,12807795000,-111010000,190720000,3110000,400270.595,98747.73999999999,159596.235,1.5,5,1,22227472586.95,45952581056.25,95.15666666666667,80.11875,70.19999999999999,81.10499999999999,81.28,6.77,5.46,4.6850000000000005,28.425,27.02,29.564999999999998
17001,367528820000,445749980000,479211640000,36670000,-15860825000,36348785000,121.635,42.985,129.075,0,2,0,150045975,3910541159,73.67999999999999,0,79.275,79.195,78.33,72.28,75.225,76.525,15.184999999999999,14.525,14.59
17013,19153890000,21069240000,27240910000,-365875000,-556240000,-2091640000,61003.67,0,0,1,3,0,224641030,0,62.89125,63.9325,66.43,68.975,72.69,8.11,8.035,7.12,48.65,51.04,52.43000000000001
17042,27527520000,29133025000,35626580000,727085000,471520000,-758860000,59239.08500000001,0,11684.075,1,2,0,1031954537,0,69.41375,74.54,70.2,69.7,70.84,10.629999999999999,9.14,8.075,62.455,61.845,64.41
17050,11520345000,11611905000,17269195000,1792605000,-394399999.99999994,-1182160000,104259.955,0,0,1,2,0,373305782.31,0,63.41625,69.57571428571428,66.995,64.89,68.37,7.895,7.48,6.515,48.91,49.61,48.775
17088,12789320000,13878020000,19170395000,-905740000,-182780000,-1160905000,245086,1938.44,98109.835,0,4,2,0,0,64.11375000000001,74.24125,68.71000000000001,73.055,76.69,7.675000000000001,6.635,5.62,39.185,41.16,44.225
17174,43182705000,46416045000,51313740000,-32255000,-376840000,-1784580000,31581.92,19339.54,33322.555,1,1,0,1259205304.51,0,58.68125,72.3375,76.565,73.16999999999999,71,12.495000000000001,11.305,10.09,56.989999999999995,59.14,64.63
17272,11110185000,11017380000,13885670000,-168140000,508490000,1214385000,72408.505,18255.995,73289.405,2,3,0,781741383,0,65.315,51.20375,66.6,65.48500000000001,64.42,7.94,7.015,5.68,43.685,45.195,41.53
17380,63261735000,81498680000,92048510000,292505000,-5185545000,-7512100000,93860.61499999999,72246.635,24933.545,5,1.5,0,161435560.79,1519753983,68.45375,73.88,74.575,74.35499999999999,74.78,10.375,10.43,8.975,55.540000000000006,59.400000000000006,61.665
17388,6403615000,8078840000,8744380000,363005000,-908955000,1094715000,91594.20999999999,63514.37,83008.95,1,2,1,683903217,0,76.46,73.28,58.19,63.254999999999995,48.41,7.49,7.199999999999999,6.324999999999999,34.605000000000004,36.035,36.665000000000006
17433,16877370000,18948415000,23634200000,107720000,749955000,-744170000,56487.265,27307.98,68818.23999999999,1.5,0,1,622467743,572303357,66.7825,72.93875,66.93,65.38,67.5,7.890000000000001,6.905,5.9,42.58,44.995,48.64
17442,10380875000,11267765000,11377405000,1297375000,319965000,-176190000,222103.605,0,131368.59,0,1.5,0,0,0,50.92375,65.61625,63.584999999999994,65.565,67.47,8.01,7.495,6.07,32.714999999999996,30.08,32.455
17444,11942825000,13606580000,17277700000,-20250000,-393415000,-658730000,62644.634999999995,17293.995,42551.850000000006,0,20,2,305792010,0,58.10375,75.955,63.504999999999995,64.905,66.45,9.51,8.175,6.51,45.96,46.21,48.254999999999995
17446,6445535000,3114250000,5137290000,-347330000,-52755000,-76180000,668283.895,1982.48,0,1,1,2,253715000,0,69.965,83.18625,66.36,63.5,70.26,5.1899999999999995,4.365,3.57,26.065,27.424999999999997,25.759999999999998
17486,20719645000,20631090000,22652075000,-127865000,-99665000,-465965000,56596.72499999999,27735.785,9091.385,1.5,2,4,3503635.69,201662580,61.36625,72.5025,72.67500000000001,71.745,73.29,9.57,8.945,8.495000000000001,44.815,49.82,54.335
17495,9760670000,10776630000,11891885000,1434140000,1164970000,990885000,155597.2,4363.365,0,1.5,0,0,319007572,0,74.61,69.28750000000001,68.025,66.43,67.87,7.305,6.609999999999999,5.135,29.325,30.42,33.900000000000006
17513,12083750000,14472235000,18081935000,228875000,543040000,2616855000,67654.115,21016.745,27353.84,0,4,0,623949783,0,63.875,69.99,64.94,68.08,70.62,8.06,7.88,6.705,47.53,50.285,49.010000000000005
17524,18757765000,19360765000,18684080000,-750740000,-4306255000,2103810000,94364.655,32223.125,4013.8099999999995,0,3,0,1251282079,0,65.27250000000001,73.01875,73.09,71.41499999999999,71.41,9.925,8.9,8.149999999999999,41.585,41.894999999999996,42.97
17541,16409190000,18543105000,23790065000,590230000,188055000,675285000,36908.065,10111.925,0,1.5,4,0,533947270,0,76.58625,78.80125,69.49000000000001,68.565,58.15,10.370000000000001,9.17,8.004999999999999,49.305,52.785,54.685
17614,43252585000,45933995000,61479830000,1345365000,-551150000,6231500000,60612.97,9681.015,33790.975,1,4.5,0,800000000,680435187,64.82875,63.46125,75.87,75.78,80.78,10.265,7.24,5.97,29.995,46.85,48.17
17616,9996420000,10506570000,12959905000,-150050000,69210000,-334145000,14828.86,0,71108.25,0,3,0,0,0,71.34428571428572,69.93,62.19,64.95,69.21,8.86,7.960000000000001,6.220000000000001,43.24,47.78,49.5
17653,16150100000,17289385000,17919575000,583725000,297510000,-687365000,59344.41,5217.135,0,2,4,4,19785945470,0,68.69875,76.93375,68.935,68.18,70.84,8.235,7.825,7.33,48.59,48.555,52.89
17662,22396610000,24236675000,25330210000,271865000,244200000,392020000,113675.32500000001,33960.75,0,6,2.5,1,1824882942.5,0,65.50375,77.75714285714285,67.74,67.765,64.01,10.415,8.595,7.535,48.92,51.985,57.19
17665,6348495000,8910465000,9074640000,53095000,-1050175000,830250000,5255.14,0,60696.615,2,2,4,29999999,0,58.651250000000005,53.605000000000004,67.94999999999999,67.89,71.32,5.84,4.99,4.449999999999999,29.475,29.424999999999997,31.15
17777,23095805000,23577035000,28924815000,400795000,-847985000,1175540000,47894.39,7758.155,12621.815,1,1,0,546053317,0,56.505,69.2125,71.08500000000001,71.43,74.18,9.530000000000001,8.67,6.885,45.165000000000006,52.875,54.53
17867,12409300000,13647535000,17197660000,2333490000,767200000,-59740000,186606.25999999998,27039.65,90762.33,1,3.5,0,4136425062.37,19666627484,83.24875,87.41625,70.91,63.035,75.41,8.04,7.635,6.62,38.405,38.14,42.364999999999995
17873,28943095000,31075555000,34680465000,-63255000,2765780000,-838695000,41300.635,16786.739999999998,5079.9349999999995,3,3,2,852417767.6,0,56.488749999999996,45.47875,78.285,79.315,80.05,13.7,12.344999999999999,11.815000000000001,43.05,44.315,47.83
17877,13524730000,11683815000,13401435000,-23395000,501700000,471670000,48743.43,0,19544.975,2.5,6,2,25242657298,0,72.49,80.60249999999999,72.245,68.55,70.01,10.57,9.455,8.350000000000001,44.879999999999995,43.989999999999995,44.785
18001,332219330000,250374770000,289062910000,-145308525000,-27524785000,-3964885000,0,0,0,1,0,2,239995948.87,0,0,0,71.505,73.69,73.49,66.88499999999999,66.815,65.11000000000001,21.229999999999997,23.515,25.65
18029,9239385000,8717195000,7388340000,-252580000,10239730000,808395000,93628.895,277562.42,22897.875,1,2.5,0,539894564.72,0,62.1525,71.50875,67.58500000000001,63.065,60.14,6.365,5.105,4.665,27.82,27.58,30.735
18094,11799570000,21642405000,22261520000,8560860000,-1303220000,-6388030000,56316.665,708220.0700000001,776558.8049999999,0,2,1,1717539249,112020650,73.46249999999999,79.3975,68.11,70.305,68.77,9.21,7.94,5.465,35.625,35.73,36.224999999999994
18150,42871385000,34688930000,36056410000,1528545000,1411200000,2086540000,324513.2,174236.14500000002,45698.275,1,3.5,2,1170071612,0,60.1775,67.09375,79.765,68.135,72.89,12.364999999999998,11.504999999999999,8.365,47.69,54.03,56.53
18205,14315590000,10867850000,13815030000,-547940000,1042265000,-472855000,37087.255000000005,21429.7,5935.74,0,4,1,384858892,0,69.47285714285714,59.67625,68,49.915,63.02,8.71,6.82,5.775,38.85,40.44499999999999,41.99
18247,19348545000,24653035000,27225275000,2449630000,-1725620000,1042475000,110702.19,122748.78,15475.565,4,4.5,3,16655808951.04,266082787,65.2825,72.6175,68.56,69.215,70.11,9.76,8.735,6.875,46.305,47.480000000000004,50.555
18256,24565995000,21037145000,18206030000,4739790000,5265660000,3674690000,327470.95,149732.77,0,1,1.5,1,0,0,62.3475,59.64,71.705,69.11500000000001,64.57,8.835,6.965,5.24,41.815,39.995000000000005,42.36
18410,20314150000,21078780000,21769060000,-1079445000,-779790000,983120000,67983.67,67330.27,22285.445,3,4,4,436087086,14614661104.38,65.735,70.8425,69.225,68.245,69.3,11.35,8.780000000000001,6.955,33.455,34.795,37.894999999999996
18460,14314335000,10464895000,17460890000,561745000,837110000,695575000,62497.215000000004,0,284595.75,1.5,2,4,340201227,0,81.55625,78.24375,68.58500000000001,61.765,66.58,10.195,7.41,6.960000000000001,31.275,30.315,32.22
18479,7516300000,8053645000,6960310000,-611775000,-768980000,249485000,48329.73,68296.43,0,0,3,1,176616891,76321840,78.44333333333333,73.62142857142857,67.495,62.825,60.21,5.045,4.72,3.3899999999999997,25.845,28.04,29.535
18592,31183550000,25795200000,28504870000,3420555000,-1792440000.0000002,2271040000,151709.80000000002,0,0,1,5.5,1,4781640395.21,316666904,68.75125,68.365,70.35499999999999,70.785,77.5,14.38,10.775,9.02,50.71,53.36,54.845
18610,17969310000,14608270000,17263270000,-298240000,683545000,12409275000,92692.43,0,78938.22,1,4,2,7149901354.47,0,62.45,57.9475,73.66499999999999,67.58,70.36,10.515,7.91,6.390000000000001,33.095,34.445,40.995000000000005
18753,48357855000,50610010000,58044315000,3655710000,-7421690000,902760000,124828.66,21741.915,0,2,10,4,26919040387.21,6339441481,59.9,54.74,72.15,73.39,76.24,13.719999999999999,11.155000000000001,8.815,53.870000000000005,55.585,60.93
18756,17721375000,17811775000,18440350000,4161085000,980670000,-6848064999.999999,73996.755,0,73047.885,1,4,0,1146053695,860417670,63.7675,64.71000000000001,66.445,62.879999999999995,67.7,7.305,5.075,4.265000000000001,33.2,32.81,38.725
18785,23063625000,10062090000,10542975000,1181295000,-212895000,1693495000,1422381.645,14257.355,0,4,1,4,847251661.12,200305223,45.96,54.98625,68.57,59.650000000000006,63.38,8.665,6.5,4.535,34.4,32.845,35.58
18860,12980365000,10027140000,10959055000,-451005000,-236125000,792100000,59135.64,37818.8,26317.98,4,5.5,2,378011866.6,4617516476,72.32,66.65,67.655,59.105000000000004,52.04,8.975000000000001,6.175,5.51,35.785,34.36,35.515
19001,291896515000,368193565000,437844395000,5315760000,-25527050000,60375995000,0,1643.75,27.745,2.5,4.5,3,10200596005.7,202146510.625,66.8875,71.7375,78.1,77.93,77.76,68.53,67.16499999999999,66.87,18.945,22.895,24.375
19022,22391960000,17305895000,23791570000,-2142845000,1479110000,2422325000,108157.565,59666.555,45511.85,1,1.5,1,691119879,0,50.84375,55.6475,64.145,63.730000000000004,62.4,7.52,5.984999999999999,4.545,31.9,35.3,37.745000000000005
19050,25211335000,32775645000,36905485000,-1422065000,-1918335000,5522910000,96330.86,15891.05,61121.075,2,2.5,2,2456360667.4,1322850465,68.34,70.13875,66.785,67.875,72.24,12.55,10.434999999999999,7.49,47.245,47.685,50.635
19075,18332965000,22791005000,24067620000,1396815000,-856555000,1208425000,31355.62,15623.985,44362.22,1,5,5,1690365815.6,684067546,64.845,69.45,59.075,61.41,64.18,10.34,8.25,5.885,51.8,54.07,57.565
19100,35224875000,36610895000,43751095000,5922975000,-1384980000,-2453540000,78779.505,15371.2,26803.765,0,8.5,2,1300098444.02,0,73.2875,75.19,68.505,60.650000000000006,57.57,11.45,9.09,6.6,55.235,56.959999999999994,61.475
19110,18906685000,20416270000,35587215000,-651800000,-441090000,-10178205000,32749.07,5791.88,180819.875,2.5,7.5,1,1223007966,0,59.94625,53.885,63.405,60.05,61.88,11.32,9.385,6.95,45.305,48.565,48.505
19130,32784070000,35175805000,48635540000,-973380000,2034525000,-5478225000,100803.625,40429.89,173691.19999999998,4,4.5,1,1033326342,0,63.582499999999996,63.05,67.94999999999999,67.675,65.94,11.43,9.875,7.26,54.315,55.695,57.06
19137,27161335000,32830420000,38884360000,1976925000,27250000,294420000,63311.79,54963.46,10849.6,1,4.5,4,1593490772,503318747,71.00625,76.44,58.43,64.73,63.59,12.129999999999999,9.565,8.844999999999999,31.044999999999998,47.42,49.900000000000006
19142,25351935000,31515660000,35181015000,-1037065000,6317115000,6606960000,77388.54000000001,53273.26,68741.82,0,2.5,0,0,1380537159,61.532,69.79375,73.36,72.88499999999999,67.39,11.565000000000001,10.175,8.715,34.19,42.375,46.6
19212,21719830000,24428940000,30358830000,615605000,-646740000,2574615000,55691.52,40087.12,59297.630000000005,2,1,4,144669371,589626438,71.12625,68.70375,69.555,67.895,64.4,9.844999999999999,8.61,6.695,40.885000000000005,47.71,50.76
19256,40452140000,43226900000,53486110000,1920410000,-3181850000,-5636990000,74509.715,16924.565,96872.84,0,16,5,1063786062,58462848,69.80625,80.74875,64.95,62.3,65.58,11.495000000000001,9.425,6.805,57.61,59.945,63.68000000000001
19290,8804485000,10592315000,10155840000,106560000,107910000,634275000,126728.63,16152.595,77911.97,0,2,4,2172881658.28,0,86.455,85.03,61.725,62.47,59.36,5.824999999999999,4.699999999999999,3.145,33.1,29.945,30.505000000000003
19300,20662245000,23629660000,31150865000,2213410000,337305000,1760465000,59709.255,19599.95,23672.835,0,2,2,816315175,695091372,56.705,61.362857142857145,77.83500000000001,76.53999999999999,78.15,10.7,10.415,8.515,35.59,35.260000000000005,36.195
19318,21928545000,26744340000,32962705000,-6720495000,-1452670000,1359625000,16847.62,64753.81,86374.19,1.5,1.5,1,1607897513,1476391576,40.93375,41.015,52.715,57.54,71.96,16.51,15.6,11.295,41.06,45.265,42.36
19355,29817975000,28155755000,33785090000,-5583910000,139080000,-3894500000,54737.485,0,113924.91500000001,0,2.5,5,438471872,0,69.91625,64.87875,74.91,67.905,65.86,11.295,9.11,7.99,34.885000000000005,42.245000000000005,47.55
19364,12711585000,20327380000,22776215000,3174910000,475100000,460790000,74241.63500000001,12316.21,47200.149999999994,0,2.5,2,1222011368,548869317.75,70.09166666666667,84.995,58.105000000000004,64.39,64.25,5.095000000000001,5.25,5.345000000000001,34.575,34.295,35.54
19392,14276345000,15506610000,16220290000,401835000,-2089625000,-171225000,54277.52,73012.23,58333.595,2.5,3,1,0,7249865,63.13125,70.01875,65.265,60.135000000000005,60.32,7.385,6,4.29,34.95,40.345,40.05
19397,28429440000,23295690000,27309565000,-2765135000,1374660000,705480000,78460.195,38391.565,42705.865000000005,2,7.5,1,872740661,1757374130,71.92399999999999,69.7125,72.46000000000001,62.045,63.23,8.975,5.74,4.27,33.025,36.415,36.59
19418,15719260000,16806110000,19696025000,1424770000,-2128620000,3707100000,52595.985,56494.295,30668.115,2,2,1,3628148681.2,516119251,58.31875,62.78375,68.66499999999999,59.07,65.92,11.605,10.305,9.075,39.94,37.795,41.135000000000005
19450,21088810000,19984595000,20650930000,-6170740000,-2155230000,-2739365000,117171.70000000001,56522.085,28072.565,4,3.5,1,906810854,419889572,73.82124999999999,67.73875,60.055,59.91,63.02,9.125,7.15,5.42,40.69,42.995000000000005,45.66
19455,31294725000,32448255000,41050870000,1001080000.0000001,602760000,3483545000,84270.705,36481.57,211119.77500000002,1,4.5,1,2477753705.56,469756936,78.1275,86.395,76.005,76.195,74.68,11.21,11.71,8.215,38.695,40.445,42.605000000000004
19473,26658300000,29136820000,34806600000,6211040000,-1481165000,1620759999.9999998,110222.9,52373.6,37531.565,2,5,1,726314457.96,0,65.9725,77.695,69.025,65.655,68.2,10.855,9.864999999999998,8.23,40.635,48.879999999999995,53.065
19513,12218140000,8890225000,9441385000,1354375000,-278510000,-752430000,48331.479999999996,2840.47,43886.19,0,5.5,1,733887208,0,63.2975,54.22875,72.28999999999999,66.365,65.69,8.68,9.215,7.555,37.82,36.59,41.725
19517,36612080000,33689785000,39586375000,-1896765000,-1492380000,-112025000,69085.26000000001,58112.5,7750.5250000000005,1,2,1,806278063.69,446207655,61.83,63.7475,74.03999999999999,69.75,70.78,10.54,8.200000000000001,7.285,31.195,43.269999999999996,45.735
19532,27094865000,31182730000,38289840000,-567760000,-1400900000,-314400000,58191.08500000001,34990.875,78253.51,5,2,0,3673335614.99,587229532,52.5275,56.88625,67.505,66.83500000000001,68.85,10.21,8.989999999999998,7.215,60.045,60.455,63.94
19533,14914205000,14883250000,16072990000,398115000,-381465000,-2836640000,307772.495,323173.265,238606.195,1,2.5,2,1577529631.89,1406878088.95,63.405,64.43375,68.57,60.865,61.73,9.3,5.85,3.79,24.785,24.990000000000002,27.535
19548,30499110000,35351360000,44572145000,1963565000,225860000,-1818930000,93204.98000000001,39194.025,96937.185,1,6,4,4666090285,0,56.9525,63.457499999999996,72.025,71.63,71.17,11.49,9.595,6.59,53.290000000000006,56.84,59.69
19573,29087735000,37041800000,42017730000,2629625000,527510000,4442815000,55347.82000000001,481.525,42646.235,0,3,0,3970311644,0,75.60333333333334,73.35666666666667,71.83500000000001,72.14500000000001,77.14,13.504999999999999,12.094999999999999,10.25,53.855000000000004,56.245,57.96
19585,16662230000,16769265000,20466725000,6094805000,260335000,-1069930000,38603.015,30853.815,95566.135,1,2,1,4077920984.56,0,64.4125,74.25,68.845,64.955,62.61,5.595000000000001,4.88,4.6,25.81,39.39,41.965
19622,14944735000,15345795000,14327475000,-3721150000,-415875000,879840000,108983.87,53571.515,37518.255,1,3,1,836955828.06,0,65.67750000000001,74.16666666666667,64.01,64.075,61.67,7.355,6.035,4.16,30.995,33.735,36.08
19693,16496070000,16111260000,16525740000,-90165000,-325205000,-652435000,88848.365,38714.575,27210.965,1,3.5,0,448248593,186954676,70.67666666666666,73.355,65.545,62.370000000000005,62.32,6.335,4.545,3.29,25.75,29.025,29.225
19698,60909775000,69473375000,90624425000,7418165000,765215000,1492625000,32175.26,20173.985,14839.03,3,4.5,3,4584465866,0,70.96875,74.675,73.155,70.265,72.88,12.79,11.120000000000001,8.36,51.265,57.685,62.845
19701,12445450000,9527000000,10565505000,-2456760000,1169030000,704940000,148953.99,0,42024.655,1,1,0,778392262.54,0,65.49875,54.75125,62.485,62.35,59.51,6.734999999999999,4.4399999999999995,3.26,18.975,18.325,17.6
19743,26656605000,28953120000,34892190000,267910000,-1794445000,113485000,76918.925,60839.77,3486.47,1,3.5,3,3718524848.59,14252099.08,65.505,68.44375,54.375,58.98,63.86,8.905000000000001,6.9399999999999995,5.86,30.4,49.019999999999996,48.345
19760,14481640000,17363325000,16736410000,-242555000.00000012,-835740000,25645000,74579.31,0,24309.835,1,2.5,0,797161332,0,70.7875,75.59,66.64,67.65,63.22,6.49,4.39,3.665,29,31.34,33.93
19780,20292815000,24383310000,30185645000,-454425000,-2093165000,-5244440000,111746.605,57019.41,138017.315,0,6.5,2,2064576592,0,68.01,66.78999999999999,61.845,62.17,65.86,9.94,8.735,6.475,39.599999999999994,45.205,45.345
19785,13077705000,16981330000,19185595000,1776350000,-3097100000,-2065380000,174506.1,235344.16999999998,93521.92,1,2,0,2846996678.16,0,54.46,48.11375,65.025,63.03,64.38,4.995,3.9050000000000002,3.1,25.215,24.950000000000003,28.189999999999998
19807,25599210000,27197605000,33744170000,-29360000,762550000,419405000,74343.315,5770.525,15503.36,2.5,5.5,3,11867084890.01,0,69.13,68.55875,66.74,66.91,66.68,9.825,9.17,6.67,60.015,60.225,62.65
19809,30994330000,28325620000,32699365000,3911385000,1947315000,-2143695000,103226.61499999999,58962.85,121582.99,1.5,1.5,1,6752053637.08,1748227344,63.519999999999996,68.21375,73.95500000000001,67.765,74.35,12.025,11.42,8.655,39.97,43.53,46.44
19821,25998875000,29466490000,38546600000,-1382680000,199085000,-791390000,77150.22,34630.4,39245.775,2,2.5,1,2325801955.2,105226835,67.85875,69.86625,68.75999999999999,69.655,68.48,8.35,6.37,6.46,23.635,43.975,46.585
19824,22006645000,21578535000,27276280000,-579415000,-1880485000,4478325000,160687.725,56949.03,13916.34,5.5,6,3,2340916747.6,2772813640.44,57.557500000000005,59.655,71.525,67.63,67.63,8.205,6.625,5.795,24.28,38.435,42.224999999999994
19845,23033675000,28114060000,27588110000,1657495000,-4619010000,-2745285000,50347.62,54495.93,527.16,2,4,4,709694185.495,645178120.65,74.02,68.61875,78.19999999999999,77.07,77.58,8.190000000000001,9.315000000000001,6.695,34.865,35.585,38.675
20001,544116305000,603054095000,709125470000,19200885000,-14550680000,16720520000,0,8134.73,14004.17,3,7,9,52198703862.56,4740021652.42,59.632,71.34,78.89,77.695,78.11,63.94,61.41,59.675,25.255,28.075000000000003,29.195
