codigo_entidad,inf_ingresos_m,inf_ingresos_sd,inf_financiamiento_m,inf_financiamiento_sd,inf_desempennofiscal_m,inf_desempennofiscal_sd,inf_igpr_m,inf_igpr_sd,inf_nproyectos_m,inf_nproyectos_sd,inf_peducacion_m,inf_peducacion_sd,inf_psalud_m,inf_psalud_sd,inf_regaliaspc_m,inf_regaliaspc_sd,inf_vproyectos_m,inf_vproyectos_sd
73283,25664205000,4380031385.091892,122431666.66666667,1812506665.8792367,68.69,1.8291938114918291,80.11375,7.158873718446683,1.75,1.5,10.345,1.988484347436509,60.625,4.980183731550473,17799.559999999998,15248.490501109936,601912148,107625742.00221492
73319,30641400000,6700904856.333957,1101880000,2034470552.355084,74.276,0.9845963639989791,67.3275,2.172320188185891,2.5,2.3804761428476167,9.963333333333333,1.3887212343255457,55.98166666666667,2.885088675702476,34702.50833333333,24633.6256492376,638725571.9233333,599452906.6811916
73347,9073428333.333334,1535266226.9901812,306770000,1422283339.0432441,68.578,2.9231866173749492,68.010625,2.4087759469282277,2,1,7.691666666666666,1.9484600757179162,31.083333333333332,1.65638964820077,45389.66166666667,48477.410849628686,112024444.5,158426488.72921208
73349,22947420000,4338074918.850526,76955000.00000007,2526079466.950713,75.902,1.3398768600136344,64.365625,5.498866313083698,2.5,2.1213203435596424,9.876666666666667,1.9004069739575964,43.55833333333334,3.0169084617645714,21646.23833333333,20001.88932511468,NaN,NA
73352,11208698333.333334,884047189.6096195,1112606666.6666667,2724369652.133621,63,1.8682210789946696,66.645625,4.3433192832018825,5,4.242640687119285,9.665,2.1867121438360377,36.585,3.3995926226534863,73931.57666666666,54488.502048793256,1024574390,700404845.7418784
73408,18420151666.666668,2213418395.1292777,1155890000,1916176857.9648383,73.622,0.457022975352445,67.385625,6.853265150945688,1.6666666666666667,0.5773502691896257,8.361666666666666,1.3466910063807016,46.485,1.0711069040950107,37976.97,26278.175572865784,627866209,887936908.1235802
73411,36078188333.333336,3811274144.195963,-786593333.3333334,2812052297.9110236,73.394,1.9004420538390534,64.640625,3.32668464528375,1.4,0.8944271909999159,10.395,2.141968720593277,56.288333333333334,4.19523737906053,11516.606666666667,20479.02827722416,955233534.33,1350904219.4830716
73443,36895421666.666664,3021279840.5537777,-661766666.6666667,1692789043.9114578,74.846,0.8275445607337386,60.08,3.408425222885199,3.5,2.0816659994661326,9.993333333333334,1.495134330642791,60.18,3.634985557055215,82654.98,24737.227166577908,1441463950.6,1813405815.820465
73449,62882281666.666664,14463521615.832594,3393260000,14807745565.110174,77.798,2.2316070442620504,72.345625,3.318377725510866,5.8,4.658325879540846,13.133333333333333,1.537161886941862,49.31166666666667,2.327800821949048,510663.1116666667,317405.26040803303,11545110456.08,16799712876.936811
73461,9767916666.666666,2275850939.219585,-781018333.3333334,1059874504.9375736,65.906,5.068217635421747,59.41625,3.1134282417725108,2,1.4142135623730951,4.575,1.5022749415469858,25.615000000000002,1.8475361972096787,295776.29333333333,276097.7435510347,1002372931,NA
73483,22976910000,4249325050.037946,-1565980000,5903478264.9993725,71.682,1.650566569393675,67.124375,10.120893071389503,2.4,0.8944271909999159,6.423333333333333,1.8157826595346334,34.045,4.905143219111956,62004.238333333335,42178.704262947394,354525408.1666667,363900948.35635906
73504,35366928333.333336,4488128025.528758,3325748333.3333335,7055021393.7291975,69.67399999999999,2.5692080491855838,59.183125,8.18934200017519,4.25,2.9860788111948193,12.063333333333333,3.5388171281752707,49.071666666666665,5.651935656628328,138328.29,98543.40699519415,2695627495.94,3052243484.930195
73520,12510158333.333334,2690224847.453585,1341431666.6666667,1261082667.7330344,61.498000000000005,2.4822308514721185,66.801875,4.067726317715257,2.3333333333333335,1.1547005383792515,5.706666666666667,1.1638671172718416,40.446666666666665,3.306252662254758,64469.11666666667,72885.06307577834,1347975169.84,1906324766.929904
73547,12310295000,2918450799.6589556,210945000,2688748046.5357847,71.98,2.3174447134721476,64.3775,4.079361163221518,4.8,2.7748873851023217,6.6883333333333335,1.469073404111131,22.471666666666668,0.9261623327833335,581073.5566666666,447321.0932910971,2698920755.4266667,3732105396.365277
73555,32635716666.666668,5270345028.776263,-668838333.3333334,3454282273.9979815,68.796,2.4074737797118395,55.825624999999995,2.9679842872169413,2,1.7320508075688772,11.42,2.7789638356768878,53.49333333333333,5.812203254073853,157806.35333333333,125582.25820148842,1164440197.68,1646767120.1314638
73563,12108816666.666666,1002835750.5527346,1279396666.6666667,2139963344.0754695,67.692,4.953182815119988,59.85125,3.2368635152978955,4.5,6.3508529610858835,7.048333333333334,1.6185353461283034,36.64,3.455007959469847,116935.11,132604.21010525528,3215833682.7433333,5079788830.305036
73585,36920131666.666664,8904621255.924177,1993353333.3333333,5070913856.853286,68.76,2.7161645752788983,70.3175,2.084839122490428,13,10.51189802081432,8.463333333333333,1.21434207152131,53.89666666666667,3.749328828826123,406810.76333333337,376969.5319297113,7793471041.87,9513146353.830185
73616,27306496666.666668,4265136405.4373064,-76603333.3333333,1341008522.2050853,65.656,1.4876424301558484,66.63125,5.316078794562773,2.6,1.51657508881031,9.551666666666666,2.7517297590182555,45.6,2.7525987720697698,56558.528333333335,40568.573204238,648887692.405,917665775.0561322
