codigo_entidad,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
27787,341100.94,0,75405.95000000001,0,37.66,0,-219.89000000000001,0,352.34999999999997,0,-66.67,0,-8.68,0,30.470000000000002,0,-22.96,0,5.82
27800,23038.685,94021.615,0,-26.840000000000003,0,-114.58,0,-75.5,0,150,0,0,0,0.65,0,8.18,0,2.18,0
27800,0,0,23038.685,0,-42.61,0,214.45,0,-100,0,60,0,21.44,0,6.510000000000001,0,-23.41,0,7.93
27810,46235.37,593321.92,0,-30.04,0,-78.61,0,-92.21000000000001,0,-25,0,-76.57000000000001,0,0.44,0,9.36,0,8.7,0
27810,24865.97,0,46235.37,0,12.13,0,-80.86,0,-46.22,0,-33.33,0,-1.95,0,-17.07,0,-35.32,0,-2.06
41001,25822.605,55452.72,0,15.73,0,-187.62,0,-53.43,0,600,0,-96.41,0,-4.590000000000001,0,-2,0,16.05,0
41001,40316.135,0,25822.605,0,17.810000000000002,0,9.09,0,56.13,0,-59.18,0,11.34,0,1.47,0,0.44999999999999996,0,2.56
41006,63078.590000000004,72710.255,0,38.91,0,-223.76999999999998,0,-13.25,0,0,0,0,0,6.54,0,-13.389999999999999,0,0.62,0
41006,156381.945,0,63078.590000000004,0,5.4,0,62.470000000000006,0,147.92000000000002,0,-66.67,0,19.38,0,0.43,0,-25.669999999999998,0,8.21
41013,348485.46,428648.815,0,-6.4,0,-83.50999999999999,0,-18.7,0,300,0,0,0,-4.45,0,0.27,0,-1.32,0
41013,403190.17000000004,0,348485.46,0,16.830000000000002,0,678.57,0,15.7,0,-75,0,3.5999999999999996,0,-5.2,0,-32.15,0,10.51
41016,570795.39,1194712.56,0,-39.28,0,-558.46,0,-52.22,0,175,0,-58.3,0,-8.92,0,-18.310000000000002,0,-5.09,0
41016,207125.2,0,570795.39,0,-19.79,0,-213.22,0,-63.71,0,-9.09,0,-5.29,0,7.3999999999999995,0,-21.38,0,6.2
41020,77594.835,114158.745,0,15.909999999999998,0,-105.45,0,-32.029999999999994,0,250,0,-54.74,0,0.2,0,-14.469999999999999,0,2.93,0
41020,84652.545,0,77594.835,0,11.540000000000001,0,-129.16,0,9.1,0,-42.86,0,21.84,0,0.44,0,-29.080000000000002,0,9.28
41026,52638.235,96947.95999999999,0,3.47,0,-176.69,0,-45.7,0,0,0,0,0,-5.55,0,-26.939999999999998,0,-7.580000000000001,0
41026,59950.78,0,52638.235,0,19.57,0,315.53,0,13.889999999999999,0,0,0,3.7199999999999998,0,4.89,0,-10.620000000000001,0,15.1
41078,37400.7,121818.51,0,-3.5700000000000003,0,-39.73,0,-69.3,0,400,0,172.67,0,-6.88,0,-31.180000000000003,0,-5.62,0
41078,251092.13999999998,0,37400.7,0,44.05,0,458.53999999999996,0,571.3599999999999,0,-40,0,1.48,0,4.1000000000000005,0,-26.16,0,10.5
41132,43944.44,44383.770000000004,0,3.11,0,-108.64,0,-0.9900000000000001,0,0,0,-95.78,0,-1.97,0,-9.6,0,3.1,0
41132,37117.865,0,43944.44,0,22.5,0,-887.19,0,-15.53,0,-69.23,0,-10.03,0,0.8500000000000001,0,-18.78,0,5.01
41206,21403.14,112155.82,0,-2.9899999999999998,0,-78.14999999999999,0,-80.92,0,0,0,0,0,-2.31,0,-37.89,0,-7.7,0
41206,103175.61,0,21403.14,0,26.16,0,-103.81,0,382.06,0,-50,0,3.2099999999999995,0,2.59,0,-24.92,0,1.73
41244,24666.605,164043.375,0,21.099999999999998,0,-126.13000000000001,0,-84.96000000000001,0,0,0,0,0,-2.4299999999999997,0,-18.099999999999998,0,-5.43,0
41244,89709.445,0,24666.605,0,24.94,0,-521.1700000000001,0,263.69,0,0,0,11.07,0,0.74,0,-33.93,0,1.1199999999999999
41298,30830.114999999998,55761.58,0,13.389999999999999,0,673.4,0,-44.71,0,300,0,-72.26,0,-0.83,0,-7.26,0,4.09,0
41298,29530.905,0,30830.114999999998,0,20.28,0,-25.380000000000003,0,-4.21,0,125,0,11,0,-1.34,0,-27.150000000000002,0,8.04
41306,52907.775,184411.025,0,-6.460000000000001,0,-19.34,0,-71.31,0,350,0,0,0,-3.6700000000000004,0,-4.05,0,-3.7900000000000005,0
41306,23596.605,0,52907.775,0,-7.199999999999999,0,-183.54,0,-55.400000000000006,0,-33.33,0,4.1000000000000005,0,-6.68,0,-17.78,0,20.57
41319,33821.19,66020.24,0,1.16,0,-1906.69,0,-48.77,0,0,0,-75.66000000000001,0,-7.21,0,-20.349999999999998,0,-0.05,0
41319,63811.28,0,33821.19,0,27,0,101.05999999999999,0,88.67,0,0,0,0.8699999999999999,0,2.69,0,-25.89,0,8.34
41349,27417.825,85261.475,0,-10.059999999999999,0,1760.63,0,-67.84,0,200,0,0,0,1.01,0,-7.6899999999999995,0,-6.710000000000001,0
41349,20519.305,0,27417.825,0,9.1,0,-186.19,0,-25.16,0,-66.67,0,15.76,0,0.33999999999999997,0,-30.669999999999998,0,0.03
41357,17980.275,81505.225,0,-6.2,0,50.23,0,-77.94,0,0,0,0,0,-7.6499999999999995,0,-16.59,0,10.86,0
41357,112936.56,0,17980.275,0,30.520000000000003,0,-535,0,528.11,0,0,0,3.9699999999999998,0,3.02,0,-24.41,0,7.630000000000001
41359,14312.59,88902.595,0,-3.2399999999999998,0,-110.83000000000001,0,-83.89999999999999,0,0,0,-84.77,0,-7.000000000000001,0,-21.45,0,5.27,0
41359,0,0,14312.59,0,10.57,0,-88.28,0,-100,0,100,0,14.09,0,-0.8699999999999999,0,-24.709999999999997,0,13.15
41378,37964.535,129205.255,0,20.22,0,-188.93,0,-70.62,0,150,0,-71.81,0,0.33,0,-21.33,0,1.43,0
41378,255079.685,0,37964.535,0,17.79,0,88.32,0,571.89,0,-60,0,9.879999999999999,0,-0.5700000000000001,0,-29.020000000000003,0,12.3
41396,45127.36,71203.895,0,11.91,0,-100.19,0,-36.620000000000005,0,175,0,-53.52,0,-3.4799999999999995,0,-12.42,0,4.12,0
41396,91877.72,0,45127.36,0,20.06,0,32411.98,0,103.60000000000001,0,-72.72999999999999,0,1.2,0,4.569999999999999,0,-28.999999999999996,0,9.87
41483,36616.5,72236.8,0,-14.69,0,-74.95,0,-49.309999999999995,0,0,0,-61.18,0,-3.75,0,-15.049999999999999,0,-2.4,0
41483,0,0,36616.5,0,-3.7900000000000005,0,-445.91,0,-100,0,-33.33,0,0,0,-2.32,0,-24.89,0,9.15
41503,87556.135,46607.06,0,59.46,0,-261.16,0,87.86,0,0,0,9.77,0,1.29,0,-7.7299999999999995,0,4.16,0
41503,0,0,87556.135,0,-23.53,0,-137.42000000000002,0,-100,0,0,0,0,0,-6.460000000000001,0,-21.2,0,12.659999999999998
41518,189534.59,303507.42,0,-11.29,0,-209.20000000000002,0,-37.55,0,75,0,-93.17999999999999,0,-5.28,0,-22.98,0,-1.7399999999999998,0
41518,284016.79500000004,0,189534.59,0,6.510000000000001,0,-213.54000000000002,0,49.85,0,-42.86,0,14.6,0,-0.64,0,-31.39,0,4.6
41524,169567.995,470286.525,0,-12,0,-136.74,0,-63.94,0,42.86,0,-99.76,0,3.4799999999999995,0,-14.680000000000001,0,-1.38,0
41524,44130.23,0,169567.995,0,6.67,0,51.92,0,-73.97,0,20,0,-1.1199999999999999,0,1.7500000000000002,0,-26.08,0,4.91
41530,34624.125,53571.505000000005,0,1.05,0,312.15999999999997,0,-35.370000000000005,0,250,0,69.17999999999999,0,-5.3100000000000005,0,-19.189999999999998,0,-4.02,0
41530,48522.03999999999,0,34624.125,0,23.68,0,32.75,0,40.14,0,-14.29,0,19.38,0,4.26,0,-36.63,0,3.52
41548,0,118602.815,0,-5.609999999999999,13.969999999999999,527.24,-49.78,-100,0,0,-66.67,43.87,13.04,-4.5600000000000005,-0.05,-10.82,-25.15,1.02,12.29
41551,95840.53,46733.37,0,17.919999999999998,0,-277.62,0,105.08,0,466.66999999999996,0,-70.08,0,-3.37,0,0.22,0,3.6900000000000004,0
41551,10894.635,0,95840.53,0,11.09,0,-227.87,0,-88.63,0,-52.94,0,10.52,0,-1.23,0,-3.2199999999999998,0,9.16
41615,30977.125,65211.725,0,12.85,0,85.05,0,-52.5,0,0,0,0,0,-0.83,0,-4.130000000000001,0,0.33,0
41615,29279.7,0,30977.125,0,14.760000000000002,0,-74.79,0,-5.48,0,-66.67,0,15.83,0,-0.05,0,-28.549999999999997,0,4.68
41660,1416.41,89237.45000000001,0,-5.47,0,163.76999999999998,0,-98.41,0,200,0,6817.72,0,-7.99,0,-19.98,0,6.5600000000000005,0
41660,69757.595,0,1416.41,0,15.5,0,-108.67,0,4824.96,0,0,0,17.25,0,-0.64,0,-25.31,0,16.59
41668,40598.47,136403.665,0,-7.9,0,-94.27,0,-70.24000000000001,0,133.32999999999998,0,-49.05,0,-7.199999999999999,0,-15.299999999999999,0,5.94,0
41668,97145.96,0,40598.47,0,30.630000000000003,0,863.63,0,139.28,0,-57.14,0,-16.07,0,6.419999999999999,0,-26.810000000000002,0,8.559999999999999
41676,0,77686.39499999999,0,20.3,-1.59,-124.98,-589.71,-100,0,0,0,0,11.87,-3.82,3.02,-20.65,-26.02,4.859999999999999,13.059999999999999
41770,34421.385,101839.92,0,0.5,0,-109.33999999999999,0,-66.2,0,0,0,-96.73,0,-2.1,0,-17.849999999999998,0,2.2399999999999998,0
41770,131422.2,0,34421.385,0,42.82,0,-858.1899999999999,0,281.8,0,-86.67,0,10.83,0,3.66,0,-21.2,0,7.55
41791,133031.005,149842.785,0,13.62,0,-87.58,0,-11.219999999999999,0,33.33,0,0,0,-3.8600000000000003,0,-13.58,0,0.5,0
41791,26077.395,0,133031.005,0,4.9799999999999995,0,2053.34,0,-80.4,0,-25,0,15.64,0,2.07,0,-29.75,0,7.75
41797,157250.76499999998,211079.02500000002,0,-16.38,0,-80.03,0,-25.5,0,0,0,-43.59,0,-9.790000000000001,0,-5.4399999999999995,0,16.76,0
41797,98711.54000000001,0,157250.76499999998,0,10.59,0,476.3,0,-37.230000000000004,0,-77.78,0,13.96,0,4.38,0,-27.389999999999997,0,2.78
41799,29987.94,132288.04,0,-13.83,0,-2306.6800000000003,0,-77.33,0,225,0,0,0,-8.129999999999999,0,-25.39,0,-6.3,0
41799,162507.14,0,29987.94,0,23.62,0,-27.889999999999997,0,441.91,0,-84.61999999999999,0,6.4799999999999995,0,-5.319999999999999,0,-18.34,0,14.149999999999999
41801,19676.51,116661.705,0,-0.7799999999999999,0,-166.42999999999998,0,-83.13000000000001,0,0,0,0,0,-1.6099999999999999,0,-21.87,0,-0.24,0
41801,85686.015,0,19676.51,0,34.160000000000004,0,-684.6,0,335.46999999999997,0,-60,0,0,0,2.41,0,-24.34,0,8.07
41807,896.155,37018.315,0,-9.180000000000001,0,228.39000000000001,0,-97.58,0,66.67,0,-24.560000000000002,0,-7.95,0,-10.66,0,0.42,0
41807,18712.415,0,896.155,0,13.86,0,-49.86,0,1988.0800000000002,0,-60,0,21.099999999999998,0,6.859999999999999,0,-23.01,0,10.4
41872,61486.94,134226.53,0,17.91,0,-93.11,0,-54.190000000000005,0,100,0,15.98,0,-1.68,0,-21.81,0,-7.93,0
41872,0,0,61486.94,0,1.3,0,-12507.52,0,-100,0,-83.33,0,-20.05,0,4.17,0,-10.639999999999999,0,4.91
41885,681428.47,1418722.83,0,-41.15,0,-75.03999999999999,0,-51.970000000000006,0,250,0,-93.72,0,-13.139999999999999,0,-10.12,0,5.140000000000001,0
41885,813332.6799999999,0,681428.47,0,27.189999999999998,0,-667.59,0,19.36,0,-42.86,0,-13.209999999999999,0,7.12,0,-9.07,0,9.78
44001,107621.275,214486.10499999998,0,13.58,0,-1279.77,0,-49.82,0,33.33,0,-14.39,0,-6.279999999999999,0,-2.2399999999999998,0,20.18,0
44001,94899.175,0,107621.275,0,4.52,0,-154.1,0,-11.82,0,-25,0,6.01,0,-0.11,0,0.44999999999999996,0,2.5700000000000003
44035,789554.055,1428872.085,0,-15.370000000000001,0,-382.03999999999996,0,-44.74,0,109.09,0,-78.97,0,-0.72,0,1.7500000000000002,0,11.15,0
44035,745576.2549999999,0,789554.055,0,6.3,0,-351.25,0,-5.57,0,-47.83,0,5.82,0,-0.13,0,5.82,0,-0.73
44078,569694.4450000001,530563.4199999999,0,-43.36,0,-91.31,0,7.380000000000001,0,50,0,-99.99,0,-12.479999999999999,0,-1.39,0,18.18,0
44078,817800.185,0,569694.4450000001,0,47.22,0,499.44,0,43.55,0,-11.110000000000001,0,-8.94,0,-0.5499999999999999,0,-23.66,0,5.36
44090,64597.950000000004,152083.215,0,8.59,0,-46.82,0,-57.52,0,30,0,-55.48,0,-3.2199999999999998,0,-10.37,0,13,0
44090,151160.655,0,64597.950000000004,0,10.33,0,-116.36,0,134,0,-69.23,0,13.74,0,0.84,0,-20.150000000000002,0,11
44098,24971.56,110087.615,0,-12.7,0,-16.74,0,-77.32,0,66.67,0,0,0,-16.07,0,12.49,0,12.950000000000001,0
44098,1426545.795,0,24971.56,0,159.65,0,-1132.34,0,5612.68,0,-60,0,-12.379999999999999,0,6.76,0,-12.55,0,8.1
44110,578235.22,11744.5,0,55.69,0,-36.99,0,4823.46,0,0,0,-51.580000000000005,0,-6.98,0,4.22,0,-3.5900000000000003,0
44110,334191.17,0,578235.22,0,1.87,0,-307.56,0,-42.199999999999996,0,-50,0,24.27,0,-1.48,0,-36.69,0,4.79
44279,50183.774999999994,74828.025,0,22.53,0,-105.85,0,-32.93,0,-37.5,0,-63.88,0,7.049999999999999,0,16.29,0,10.03,0
44279,119514.25,0,50183.774999999994,0,26.63,0,-473.09999999999997,0,138.15,0,-60,0,3.58,0,-1.3,0,-29.56,0,9.92
44378,218013.755,800867.8049999999,0,-42.29,0,41.93,0,-72.78,0,500,0,-54.290000000000006,0,-7.93,0,23.34,0,41.58,0
44378,534441.235,0,218013.755,0,27.76,0,41.38,0,145.14000000000001,0,-66.67,0,0.79,0,2.64,0,-11.219999999999999,0,5.04
44420,520473.445,58818.63,0,25.52,0,-152.64,0,784.88,0,0,0,0,0,-10.5,0,4.02,0,-4.96,0
44420,3582737.5,0,520473.445,0,127.3,0,39,0,588.36,0,0,0,19.3,0,-4.859999999999999,0,-32.09,0,-5.93
44430,40811.5,132457.72,0,34.239999999999995,0,3057.5,0,-69.19,0,-20,0,-82.08,0,-6.67,0,-2.97,0,22.88,0
44430,59472.72,0,40811.5,0,4.82,0,-308.83,0,45.73,0,-37.5,0,5.29,0,-29.99,0,-0.61,0,6.65
44560,118771.46,144190.3,0,3.8699999999999997,0,-9.82,0,-17.630000000000003,0,-28.000000000000004,0,-83.62,0,-3.01,0,10.09,0,39.76,0
44560,291655.92000000004,0,118771.46,0,31.630000000000003,0,33.19,0,145.56,0,0,0,-5.62,0,-1.1400000000000001,0,20.73,0,2.26
44650,49246.865000000005,85508.175,0,0.61,0,-271.66,0,-42.41,0,0,0,-85.49,0,-8.27,0,11.01,0,10.54,0
44650,59697.759999999995,0,49246.865000000005,0,24.92,0,-679.98,0,21.22,0,42.86,0,7.86,0,4.06,0,-19.72,0,5.3100000000000005
44847,128967.63,305574.25,0,7.26,0,-24.099999999999998,0,-57.79,0,0,0,-46,0,-3.16,0,-10.96,0,45.97,0
44847,279051.755,0,128967.63,0,22.36,0,-127.73,0,116.36999999999999,0,-50,0,8.709999999999999,0,-1.96,0,5.24,0,0.26
44855,75937.16500000001,72869.26000000001,0,-3.4000000000000004,0,776.77,0,4.21,0,450,0,-60.029999999999994,0,-8.14,0,16.74,0,4.77,0
44855,339191.905,0,75937.16500000001,0,16.72,0,-363.73,0,346.67,0,-63.63999999999999,0,-5.510000000000001,0,-1,0,-24.16,0,0.8099999999999999
44874,0,50436.854999999996,0,-2.65,0,-120.71000000000001,0,-100,0,33.33,0,398.81,0,-15.42,0,10.59,0,9.75,0
44874,620783.2849999999,0,0,0,83.25,0,4623.66,0,0,0,-50,0,7.670000000000001,0,10.67,0,-22.7,0,7.920000000000001
47001,8653.800000000001,12590.455,0,31.330000000000002,0,944.57,0,-31.269999999999996,0,350,0,0,0,-0.44,0,-2.33,0,14.21,0
47001,32772.375,0,8653.800000000001,0,13.8,0,-111.23,0,278.71000000000004,0,33.33,0,5.17,0,-6.03,0,0.26,0,1.7999999999999998
47030,25570.93,74010.905,0,12.65,0,-74.94,0,-65.45,0,0,0,0,0,-6.859999999999999,0,10.57,0,7.46,0
47030,95032.875,0,25570.93,0,12.709999999999999,0,28.71,0,271.64,0,-66.67,0,11.14,0,-4.92,0,-19.67,0,5.6899999999999995
47053,17291.13,80471.56,0,8.14,0,555.59,0,-78.51,0,20,0,0,0,0.65,0,6.260000000000001,0,3.8699999999999997,0
47053,169028.385,0,17291.13,0,44.62,0,2048.9,0,877.54,0,-66.67,0,0.01,0,9.07,0,-25.35,0,11.33
47058,32782.405,48578.95,0,111.92999999999999,0,-153.56,0,-32.519999999999996,0,200,0,166.29,0,-9.58,0,5.779999999999999,0,4.3999999999999995,0
47058,128724.04000000001,0,32782.405,0,21.32,0,-321.89,0,292.66,0,-66.67,0,-4.46,0,-0.27999999999999997,0,-20.86,0,4.95
47161,0,35756.495,0,64.53,0,-179.21,0,-100,0,0,0,0,0,-0.44999999999999996,0,29.020000000000003,0,5.79,0
47161,68581.325,0,0,0,-7.26,0,-138.5,0,0,0,-75,0,-11.66,0,4.1000000000000005,0,-25.240000000000002,0,8.17
47170,150173.4,105119.61,0,1.27,0,-28.410000000000004,0,42.86,0,0,0,0,0,-1.01,0,22.689999999999998,0,-0.6799999999999999,0
47170,0,0,150173.4,0,14.34,0,-5.6000000000000005,0,-100,0,0,0,9.950000000000001,0,4.45,0,-20.990000000000002,0,5.99
47189,249093.80000000002,440225.62,0,2.5700000000000003,0,-132.22,0,-43.419999999999995,0,580,0,-36.230000000000004,0,-8.01,0,0.22,0,8.309999999999999,0
47189,240820.95500000002,0,249093.80000000002,0,16.73,0,-131.1,0,-3.32,0,-76.47,0,13.38,0,-0.79,0,-1.95,0,10.61
47205,55542.07,74637.62,0,19.07,0,-87.97,0,-25.580000000000002,0,0,0,20.94,0,-10.280000000000001,0,8.219999999999999,0,1.28,0
47205,21393.19,0,55542.07,0,4.09,0,110.46000000000001,0,-61.480000000000004,0,0,0,-28.499999999999996,0,16.27,0,-26.51,0,7.2700000000000005
47245,42496.97,88216.67499999999,0,7.470000000000001,0,-135.79000000000002,0,-51.83,0,200,0,9.76,0,1.58,0,7.35,0,-0.24,0
47245,58168.215,0,42496.97,0,19.64,0,-710.5,0,36.88,0,-16.669999999999998,0,0.5700000000000001,0,-8.23,0,-17.61,0,7.3
47258,26479.945,60514.985,0,16.520000000000003,0,-25.180000000000003,0,-56.24,0,0,0,0,0,-3.53,0,21.38,0,1.92,0
47258,132179.44999999998,0,26479.945,0,16.53,0,222.87,0,399.16999999999996,0,0,0,-6.15,0,-2.2800000000000002,0,-31.44,0,-0.91
47268,48055.104999999996,81501.705,0,9.26,0,-137.81,0,-41.04,0,166.67000000000002,0,10.32,0,0.59,0,5.11,0,0.7799999999999999,0
47268,39863.36,0,48055.104999999996,0,29.5,0,-286.54,0,-17.05,0,0,0,7.6899999999999995,0,8.33,0,-15.39,0,5.609999999999999
47288,32373.365,90163.065,0,11.33,0,207.34,0,-64.09,0,450,0,0,0,-1.5599999999999998,0,7.88,0,7.8100000000000005,0
47288,67140.16500000001,0,32373.365,0,25.4,0,90.16999999999999,0,107.39000000000001,0,-63.63999999999999,0,13,0,4.06,0,-29.830000000000002,0,9.31
47318,19341.49,76281.9,0,-15.39,0,5.3100000000000005,0,-74.64,0,0,0,0,0,-6.08,0,3.4099999999999997,0,-0.21,0
47318,37990.74,0,19341.49,0,23.57,0,-153.57,0,96.41999999999999,0,-50,0,-6.239999999999999,0,23.47,0,-23.02,0,10.870000000000001
47460,0,55784.225,0,-7.79,0,-103.25999999999999,0,-100,0,100,0,0,0,-8.290000000000001,0,0.24,0,11.450000000000001,0
47460,223611.92500000002,0,0,0,48.199999999999996,0,1032.4299999999998,0,0,0,50,0,-5.81,0,2.79,0,-17.560000000000002,0,4.08
47541,33202.75,81729.175,0,22.400000000000002,0,-563.02,0,-59.37,0,0,0,0,0,-0.04,0,23.51,0,1.27,0
47541,350145.6,0,33202.75,0,28.970000000000002,0,-166.94,0,954.57,0,0,0,-6.17,0,-11.25,0,-27.839999999999996,0,6.75
47545,38569.815,74218.98999999999,0,2.53,0,-130.6,0,-48.03,0,0,0,-44.22,0,-7.84,0,1.78,0,-0.22999999999999998,0
47545,103872.5,0,38569.815,0,8.72,0,-658.06,0,169.31,0,-75,0,-8.63,0,3.4799999999999995,0,-14.92,0,13.74
47551,2340.755,17511.894999999997,0,11.33,0,-59.07,0,-86.63,0,50,0,-31.44,0,-4.21,0,7.4399999999999995,0,3.75,0
47551,35465.68,0,2340.755,0,25.740000000000002,0,105.41,0,1415.14,0,0,0,6.18,0,5.28,0,-19.86,0,9.229999999999999
47555,15300.96,86936.7,0,8.23,0,-103.05,0,-82.39999999999999,0,300,0,-60.42999999999999,0,6.370000000000001,0,17.330000000000002,0,2.35,0
47555,0,0,15300.96,0,3.66,0,-6177.48,0,-100,0,0,0,22.34,0,-2.27,0,-18.89,0,-0.33
47570,19854.02,73459.01000000001,0,7.199999999999999,0,-99.53,0,-72.97,0,0,0,0,0,16.75,0,21.33,0,0.15,0
47570,46583.96,0,19854.02,0,27.560000000000002,0,1162.42,0,134.63,0,0,0,-0.54,0,3.38,0,-27.060000000000002,0,7.489999999999999
47605,212782.76,41008.375,0,23.66,0,-387.65,0,418.87999999999994,0,0,0,0,0,0.16999999999999998,0,26.950000000000003,0,12.67,0
47605,0,0,212782.76,0,-19.56,0,-79.41,0,-100,0,0,0,10.25,0,-1,0,-38.129999999999995,0,-10.73
47660,49863.935,87396.565,0,-6.35,0,-136.29,0,-42.95,0,100,0,0,0,19.5,0,6.63,0,6.29,0
47660,42785.52,0,49863.935,0,9.21,0,-203.2,0,-14.2,0,0,0,0.27999999999999997,0,4.93,0,-22.720000000000002,0,7.19
47675,22529.015,53972.585,0,-14.67,0,-16.97,0,-58.26,0,-25,0,-92.54,0,-0.9199999999999999,0,6.67,0,7.969999999999999,0
47675,442910.92,0,22529.015,0,64.17,0,112.53,0,1865.96,0,33.33,0,-13.38,0,16.72,0,-24.68,0,-3.81
47692,25246.245,59826.995,0,-12.15,0,-95.14,0,-57.8,0,0,0,0,0,-8.52,0,11.64,0,1.9,0
47692,41713.075,0,25246.245,0,-9,0,-559.45,0,65.22,0,-80,0,12.67,0,-0.75,0,-19.24,0,7.3
47703,58402.79,111658.4,0,9.64,0,-5.7299999999999995,0,-47.699999999999996,0,0,0,-52.769999999999996,0,13.88,0,8.82,0,11.600000000000001,0
47703,47136.405,0,58402.79,0,-12.18,0,-751.9499999999999,0,-19.29,0,-80,0,-1.18,0,4.83,0,-26.340000000000003,0,8.9
47707,60829.04,83682.88,0,4.08,0,-93.36,0,-27.310000000000002,0,400,0,-84.76,0,12.02,0,0.8099999999999999,0,2.32,0
47707,140900.36,0,60829.04,0,30.95,0,1281.53,0,131.63,0,-40,0,9.49,0,1.44,0,-22.009999999999998,0,10.67
47720,12001.685,321386.825,0,-34.44,0,-76.77000000000001,0,-96.27,0,50,0,0,0,-10.16,0,14.32,0,-0.51,0
47720,72433.235,0,12001.685,0,16.669999999999998,0,194.82,0,503.53000000000003,0,0,0,13.33,0,-0.96,0,-16.33,0,8.98
47745,34136.6,72825.965,0,1.46,0,-76.03,0,-53.13,0,50,0,0,0,-5.04,0,4.19,0,13.68,0
47745,0,0,34136.6,0,27.229999999999997,0,67.96,0,-100,0,-33.33,0,12.67,0,8.25,0,-22.259999999999998,0,5.93
47798,219921.505,45511.7,0,43.91,0,6535.97,0,383.21999999999997,0,-66.67,0,0,0,-3.9699999999999998,0,9.229999999999999,0,1.44,0
47798,41118.165,0,219921.505,0,-19.91,0,-34.64,0,-81.3,0,0,0,20.26,0,3.71,0,-17.47,0,13.120000000000001
47960,0,67881.39,0,-14.17,11.81,27.839999999999996,-138.47,-100,0,0,300,-93.41000000000001,4.390000000000001,-18.7,-1.32,11.1,-18.84,-12.9,19.78
47980,5362.27,71102.915,0,5.07,0,-19.07,0,-92.46,0,-25,0,-91.14999999999999,0,7.75,0,10.11,0,-2.6100000000000003,0
47980,104601.47,0,5362.27,0,16.259999999999998,0,42.18,0,1850.69,0,0,0,-0.06999999999999999,0,1.8900000000000001,0,-15.89,0,6.3
50001,23510.739999999998,32438.02,0,18.42,0,-158.14,0,-27.52,0,37.93,0,-99.47,0,-4.279999999999999,0,-2.76,0,22.63,0
50001,0,0,23510.739999999998,0,5.7,0,-431.1,0,-100,0,-30,0,0.67,0,-1.4000000000000001,0,-2.4699999999999998,0,9.24
50006,302565.825,428893.885,0,-21.529999999999998,0,-118.39999999999999,0,-29.45,0,133.32999999999998,0,-97.05,0,-3.75,0,-3.01,0,3.5999999999999996,0
50006,257354.455,0,302565.825,0,8.309999999999999,0,-1251.6,0,-14.940000000000001,0,-85.71,0,5.53,0,-3.2399999999999998,0,-27.68,0,7.41
50110,120114.49,2093485.3399999999,0,-43.93,0,-86.76,0,-94.26,0,50,0,0,0,3.71,0,3.2,0,3.65,0
50110,633529.845,0,120114.49,0,78.91,0,-2004.72,0,427.44,0,0,0,7.53,0,2.36,0,-27.87,0,3.4000000000000004
50124,895805.99,3727820.185,0,-46.45,0,-592.59,0,-75.97,0,0,0,0,0,-1.9900000000000002,0,-4.67,0,4.44,0
50124,10089.705,0,895805.99,0,-57.3,0,-113.58,0,-98.87,0,-11.110000000000001,0,15.7,0,5.67,0,-33.96,0,2.11
50150,1903370.21,3220081.24,0,-40.36,0,-26.5,0,-40.89,0,1066.67,0,-71.77,0,-6.1,0,10.01,0,20.02,0
50150,1557958.44,0,1903370.21,0,3.47,0,-23.549999999999997,0,-18.15,0,-31.430000000000003,0,20.65,0,-3.17,0,-27.339999999999996,0,18.13
50223,124688.965,142679.35499999998,0,-30.459999999999997,0,-129.96,0,-12.61,0,-70,0,14.27,0,-15.86,0,-15,0,-7.85,0
50223,1892.535,0,124688.965,0,6.61,0,-120.44999999999999,0,-98.48,0,233.32999999999998,0,-5.58,0,0.44999999999999996,0,-19.54,0,20.11
50226,94502.105,79075.26000000001,0,7.630000000000001,0,-308.04,0,19.509999999999998,0,120,0,-98.45,0,-0.44999999999999996,0,-11.26,0,13.780000000000001,0
50226,201271.96,0,94502.105,0,45.989999999999995,0,-245.84,0,112.97999999999999,0,-63.63999999999999,0,28.93,0,0.33999999999999997,0,-24.54,0,7.93
50245,109643.61,99969.45000000001,0,-34.949999999999996,0,-226.18,0,9.68,0,100,0,0,0,-11.35,0,-12.540000000000001,0,12.04,0
50245,0,0,109643.61,0,-2.9499999999999997,0,-69.19999999999999,0,-100,0,0,0,50.2,0,3.1199999999999997,0,-7.9,0,7.9399999999999995
50251,0,57411.095,0,-12.16,0,-64.2,0,-100,0,-20,0,-95.89,0,-7.06,0,-16.8,0,15.17,0
50251,68841.92,0,0,0,9.139999999999999,0,-40.67,0,0,0,50,0,16.49,0,0.22999999999999998,0,-31.879999999999995,0,-0.89
50270,60780.305,98290.16,0,-4.9799999999999995,0,-84.17,0,-38.16,0,0,0,-99.03999999999999,0,7.22,0,4.8500000000000005,0,10.9,0
