codigo_entidad,inf_regaliaspc_m,inf_regaliaspc_m1_2,inf_regaliaspc_m1_3,inf_ingresos_m_r_2,inf_ingresos_m_r_3,inf_financiamiento_m_r_2,inf_financiamiento_m_r_3,inf_regaliaspc_m_r_2,inf_regaliaspc_m_r_3,inf_nproyectos_m_r_2,inf_nproyectos_m_r_3,inf_vproyectos_m_r_2,inf_igpr_m_r_3,inf_desempennofiscal_m_r_2,inf_desempennofiscal_m_r_3,inf_peducacion_m_r_2,inf_peducacion_m_r_3,inf_psalud_m_r_2,inf_psalud_m_r_3
15272,36660.3,0,0,0,20.87,0,-71.61,0,0,0,0,0,37.4,0,-3.7699999999999996,0,-28.04,0,-6.800000000000001
15276,0,57302.495,0,41.14,0,-786.26,0,-100,0,0,0,0,0,4.31,0,-36.52,0,-1.3599999999999999,0
15276,84073.32,0,0,0,11.18,0,-378.39,0,0,0,0,0,0,0,3.4299999999999997,0,-21.66,0,6.52
15293,45070.16,82373.82,0,2.98,0,-352.31,0,-45.29,0,0,0,0,0,-6.370000000000001,0,-22,0,4.08,0
15293,44668.615,0,45070.16,0,25.55,0,87,0,-0.89,0,0,0,8.459999999999999,0,0.7799999999999999,0,-27.3,0,-1.2
15296,0,161947.735,0,-14.82,0,-47.46,0,-100,0,0,0,0,0,-4.1000000000000005,0,-8.82,0,-5.63,0
15296,33771.725,0,0,0,29.54,0,500.41,0,0,0,0,0,55.76,0,2.11,0,-25.03,0,-0.9900000000000001
15299,41929.76,133542.045,0,2.87,0,-21.94,0,-68.60000000000001,0,0,0,0,0,0.02,0,-17.77,0,-1.37,0
15299,53159.175,0,41929.76,0,19.78,0,-127.07,0,26.779999999999998,0,-66.67,0,20.02,0,-2.21,0,-12.08,0,6.950000000000001
15317,60174.31,117344.855,0,10.24,0,-147.45,0,-48.72,0,0,0,0,0,-2.56,0,-29.86,0,1.5,0
15317,13821.27,0,60174.31,0,6.16,0,-134.5,0,-77.03,0,0,0,15.42,0,-5.319999999999999,0,-28.000000000000004,0,12.35
15322,7819.445,371267.5,0,-22.67,0,-151.44,0,-97.89,0,0,0,0,0,-2.4699999999999998,0,-2.68,0,-3.66,0
15322,0,0,7819.445,0,38.36,0,107.36000000000001,0,-100,0,0,0,0,0,5.56,0,-11.87,0,10.03
15325,801.515,198743.41999999998,0,-17.36,0,-49.6,0,-99.6,0,0,0,0,0,-10.23,0,-37.09,0,-2.4899999999999998,0
15325,161246.455,0,801.515,0,29.87,0,-132.42000000000002,0,20017.71,0,0,0,-11.01,0,6.370000000000001,0,-25.69,0,-2.04
15332,77118.29,108848.75499999999,0,-6.93,0,-283.81,0,-29.15,0,200,0,0,0,1.97,0,-41.699999999999996,0,14.89,0
15332,0,0,77118.29,0,14.48,0,-22.81,0,-100,0,-66.67,0,-0.88,0,-1.49,0,-28.65,0,-9.91
15362,26873.505,294282.98,0,0.64,0,-82.78999999999999,0,-90.86999999999999,0,-66.67,0,0,0,0.32,0,-25.69,0,-19.66,0
15362,132123.86,0,26873.505,0,3.04,0,527.02,0,391.65000000000003,0,0,0,4.25,0,-6.710000000000001,0,-7.46,0,9.26
15367,57001.62,77461.83499999999,0,5.59,0,-352.96,0,-26.41,0,0,0,0,0,-0.8999999999999999,0,-17.919999999999998,0,-6.36,0
15367,93692.555,0,57001.62,0,18.41,0,-127.99000000000001,0,64.37,0,0,0,15.379999999999999,0,0.01,0,-19.040000000000003,0,22.66
15368,0,107127.405,0,-0.19,0,-111.16999999999999,0,-100,0,0,0,0,0,-5.08,0,-29.17,0,-10.2,0
15368,16971.72,0,0,0,-0.97,0,-326.56,0,0,0,0,0,-28.38,0,-1.0999999999999999,0,-17.79,0,11.84
15377,0,87131.65999999999,0,13.59,0,-163.76,0,-100,0,0,0,0,0,4.3,0,-35.54,0,-2.17,0
15377,506668.845,0,0,0,17.84,0,-95.49,0,0,0,0,0,7.21,0,-4.9799999999999995,0,-23.880000000000003,0,-0.88
15380,171881.285,49835.88,0,-2.67,0,-346.28999999999996,0,244.89000000000001,0,0,0,-48.29,0,-6.819999999999999,0,-12.08,0,1.6,0
15380,0,0,171881.285,0,22.75,0,-136.25,0,-100,0,0,0,4.1000000000000005,0,6.260000000000001,0,-18.709999999999997,0,7.8
15401,8836.06,271116.79000000004,0,-42.28,0,-197.08,0,-96.74000000000001,0,0,0,-75.27000000000001,0,-17.740000000000002,0,-33.269999999999996,0,-5.970000000000001,0
15401,48647.86,0,8836.06,0,35.510000000000005,0,-27.08,0,450.56,0,0,0,-1.25,0,5.74,0,-17.75,0,10.9
15403,30808.3,101975.3,0,-15.86,0,-248.25,0,-69.78999999999999,0,0,0,0,0,-11,0,-27.96,0,0.5499999999999999,0
15403,220217.97,0,30808.3,0,24.22,0,-30.320000000000004,0,614.8,0,0,0,15.17,0,6.75,0,-5.7299999999999995,0,20.43
15407,17912.825,56716.884999999995,0,4.49,0,887.57,0,-68.42,0,150,0,-76.29,0,1.13,0,-8.799999999999999,0,8.82,0
15407,16600.57,0,17912.825,0,29.95,0,-45.29,0,-7.33,0,-60,0,-11.53,0,0.76,0,-25.96,0,12.13
15425,350559.045,342524.73,0,-17.380000000000003,0,-134.62,0,2.35,0,0,0,0,0,-12.120000000000001,0,-38.14,0,-13.719999999999999,0
15425,60910.105,0,350559.045,0,11.01,0,-220.67999999999998,0,-82.62,0,0,0,7.5200000000000005,0,0.29,0,-10.73,0,8.95
15442,139132.13999999998,111859.20000000001,0,7.340000000000001,0,-133.17000000000002,0,24.38,0,0,0,-71.00999999999999,0,-4.130000000000001,0,-29.12,0,-1.48,0
15442,311451.42000000004,0,139132.13999999998,0,7.33,0,-158.35,0,123.85,0,-50,0,10.82,0,-0.02,0,-8.200000000000001,0,9.700000000000001
15455,19514.53,67971.47,0,-7.580000000000001,0,-92.15,0,-71.28999999999999,0,100,0,0,0,0.2,0,-7.2700000000000005,0,9.78,0
15455,61108.55,0,19514.53,0,28.87,0,188.56,0,213.14000000000001,0,-50,0,12.25,0,1.01,0,-15.76,0,10.979999999999999
15464,183461.11,311495.945,0,57.45,0,-1917.7499999999998,0,-41.099999999999994,0,0,0,0,0,10.05,0,-16.53,0,7.32,0
15464,77120.64499999999,0,183461.11,0,-33.71,0,-111.14999999999999,0,-57.96,0,-60,0,-3.81,0,-10.84,0,-28.34,0,-0.5599999999999999
15466,163369.97,123122.22,0,4.9799999999999995,0,-502.59000000000003,0,32.690000000000005,0,200,0,-29.270000000000003,0,-0.84,0,-15.39,0,7.22,0
15466,225745.445,0,163369.97,0,11.799999999999999,0,-132.22,0,38.18,0,-66.67,0,27.089999999999996,0,2.76,0,-18.02,0,7.17
15469,137954.855,104186.805,0,23.09,0,-157.67,0,32.41,0,50,0,232.54000000000002,0,0.54,0,-6.88,0,2.7,0
15469,84449.84,0,137954.855,0,9.45,0,-136.94,0,-38.78,0,-66.67,0,-0.45999999999999996,0,0.38,0,-18.21,0,8.94
15476,22247.65,69964.415,0,-6.88,0,-241.45,0,-68.2,0,-50,0,0,0,-5.5,0,-15.809999999999999,0,-8.68,0
15476,40571.68,0,22247.65,0,8.35,0,-197.23999999999998,0,82.36,0,0,0,24.83,0,4.3,0,-22.31,0,16.7
15480,31619.92,99223.55,0,21.47,0,-881.78,0,-68.13,0,250,0,0,0,4.18,0,-14.32,0,0.8999999999999999,0
15480,165499.11000000002,0,31619.92,0,34.27,0,-990.9100000000001,0,423.4,0,-42.86,0,2.39,0,-4.49,0,-36.01,0,-2.65
15491,0,6059.94,0,-10.71,0,47.67,0,-100,0,0,0,-98.76,0,-3.6999999999999997,0,-8.85,0,11.12,0
15491,126028.55,0,0,0,40.23,0,-77.73,0,0,0,-50,0,-8.469999999999999,0,0.26,0,-21.38,0,3.5999999999999996
15494,0,171733.54499999998,0,-0.61,1.76,-138.54999999999998,-463.41999999999996,-100,0,300,-50,0,0.61,-4.1000000000000005,3.32,-14.540000000000001,-16.24,2.97,13.62
15500,26714.94,113450.155,0,-32.769999999999996,0,48.64,0,-76.44999999999999,0,0,0,0,0,-9.46,0,-21.7,0,0.61,0
15500,0,0,26714.94,0,16.669999999999998,0,-172.04,0,-100,0,0,0,1.55,0,0.7799999999999999,0,-30.18,0,-3.11
15507,52511.09,63899.295,0,36.16,0,-694.56,0,-17.82,0,0,0,4.9799999999999995,0,4.29,0,-24.310000000000002,0,-1.15,0
15507,137044.03,0,52511.09,0,19.31,0,1.5,0,160.98,0,0,0,-8.32,0,0.25,0,-33.2,0,-6.35
15511,52701.665,79125.245,0,-5.36,0,-191.28,0,-33.39,0,0,0,0,0,-2.55,0,-25.629999999999995,0,-0.65,0
15511,50475.58,0,52701.665,0,22.8,0,70.00999999999999,0,-4.22,0,0,0,15.28,0,-3.9,0,-30.669999999999998,0,2.02
15514,0,320039.675,0,5.33,0,-22.919999999999998,0,-100,0,0,0,230.05,0,4.55,0,-29.709999999999997,0,10.83,0
15514,85866.08,0,0,0,-3.49,0,321.64,0,0,0,-50,0,10.54,0,-2.19,0,-24.4,0,2.77
15516,39317.725,49237.715,0,18.54,0,-36.61,0,-20.150000000000002,0,350,0,0,0,-1.76,0,-9.5,0,1.95,0
15516,41799.91,0,39317.725,0,3.85,0,-560.85,0,6.3100000000000005,0,-77.78,0,-13.26,0,0.16,0,-21.25,0,4.9799999999999995
15518,130500.79,713279.385,0,-39.71,0,167.11,0,-81.69999999999999,0,-50,0,0,0,-8.649999999999999,0,-7.829999999999999,0,18.25,0
15518,924834.9099999999,0,130500.79,0,54.52,0,-47.9,0,608.6800000000001,0,200,0,2.78,0,15.190000000000001,0,-21.67,0,6.93
15522,56800.26,86058.45,0,-3.88,0,-195.59,0,-34,0,0,0,0,0,-3.94,0,-28.549999999999997,0,0.79,0
15522,27724.885,0,56800.26,0,13.29,0,-166.48000000000002,0,-51.190000000000005,0,0,0,44.17,0,3.53,0,-27.839999999999996,0,-11.95
15531,123538.715,169213.84999999998,0,-8.76,0,-171.92000000000002,0,-26.99,0,150,0,0,0,-2.94,0,-21.95,0,1.55,0
15531,32831.86,0,123538.715,0,-2.79,0,-198.26,0,-73.42,0,0,0,-20.45,0,0.32,0,-30.240000000000002,0,8.68
15533,0,75692.55,0,-15.42,0,-14.719999999999999,0,-100,0,0,0,0,0,4.61,0,-28.71,0,11.08,0
15533,1130628.755,0,0,0,49.7,0,-123.34,0,0,0,0,0,-0.5,0,6.01,0,-22.52,0,5.510000000000001
15537,72580.29000000001,139032.47499999998,0,-10.41,0,-282.29,0,-47.8,0,0,0,0,0,7.7,0,-16.78,0,-9.8,0
15537,43390.75,0,72580.29000000001,0,29.42,0,-76.9,0,-40.22,0,100,0,-3.47,0,-3.3099999999999996,0,-22.220000000000002,0,-6.7299999999999995
15542,0,65729.46,0,-19.33,0,152.89999999999998,0,-100,0,0,0,0,0,-7.51,0,-22.1,0,-3.84,0
15542,57346.44,0,0,0,7.02,0,-137.25,0,0,0,0,0,0,0,-0.98,0,-29.959999999999997,0,5.36
15550,111090.85,47382.375,0,-23.96,0,-288.7,0,134.46,0,0,0,0,0,-8.790000000000001,0,-46.489999999999995,0,-14.680000000000001,0
15550,1453978.395,0,111090.85,0,23.89,0,-121.41,0,1208.8200000000002,0,0,0,7.6499999999999995,0,2.35,0,-24.22,0,25.779999999999998
15572,173392.715,590822.985,0,-28.26,0,-251.66,0,-70.65,0,1800,0,-68.12,0,-3.26,0,-13.87,0,2.4899999999999998,0
15572,355963.565,0,173392.715,0,28.849999999999998,0,-153.84,0,105.28999999999999,0,-47.370000000000005,0,-11.39,0,-3,0,-31.630000000000003,0,10.22
15580,38993.99,141926.67,0,-11.66,0,-100.66999999999999,0,-72.53,0,0,0,0,0,-3.0300000000000002,0,-27.889999999999997,0,1.01,0
15580,69604.44,0,38993.99,0,27.750000000000004,0,-11203.7,0,78.5,0,0,0,8.85,0,0.86,0,-28.71,0,-14.540000000000001
15599,25039.275,139604.91,0,3.66,0,-184.27,0,-82.06,0,-66.67,0,0,0,2.02,0,-4.82,0,-2.08,0
15599,80784.65,0,25039.275,0,23.35,0,-683.72,0,222.63000000000002,0,0,0,28.939999999999998,0,3.01,0,-32.59,0,8.16
15600,16961.635,134520.63,0,-11.66,0,491.46000000000004,0,-87.39,0,0,0,-25.05,0,-2.64,0,-21.81,0,-4.390000000000001,0
15600,266377.38,0,16961.635,0,48.809999999999995,0,-250.3,0,1470.47,0,-80,0,16.900000000000002,0,-0.29,0,-32.29,0,-2.32
15621,23284.85,76546.82,0,37.16,0,-178.85,0,-69.58,0,100,0,0,0,-6.800000000000001,0,-35.53,0,-10.63,0
15621,96987.43,0,23284.85,0,-14.56,0,-136.84,0,316.53,0,0,0,0.95,0,-7.13,0,-26.61,0,12.33
15632,63346.745,57632.08,0,9.8,0,-1487.28,0,9.92,0,100,0,0,0,-2.94,0,-20.06,0,-0.26,0
15632,98659.305,0,63346.745,0,6.460000000000001,0,-105.85,0,55.74,0,0,0,13.469999999999999,0,1.08,0,-27.650000000000002,0,8.1
15638,214007.27,260642.025,0,6.4799999999999995,0,-211.50000000000003,0,-17.89,0,0,0,0,0,-1.5,0,-15.229999999999999,0,2.1399999999999997,0
15638,63176.765,0,214007.27,0,10.77,0,-207.35000000000002,0,-70.48,0,0,0,14.67,0,3.2800000000000002,0,-25.069999999999997,0,17.91
15646,52801.15,127634.025,0,-12.030000000000001,0,34.81,0,-58.63,0,100,0,-87.61,0,-4.29,0,-9.959999999999999,0,4.09,0
15646,29215.645,0,52801.15,0,32.01,0,5.7299999999999995,0,-44.67,0,-50,0,0.04,0,2.71,0,-25.080000000000002,0,7.51
15660,0,426905.45,0,-20.84,0,82.71,0,-100,0,-50,0,0,0,-9.53,0,-30.220000000000002,0,-7.4399999999999995,0
15660,783310.59,0,0,0,29.970000000000002,0,-314.81,0,0,0,0,0,17.669999999999998,0,5.06,0,-5.1,0,13.74
15664,202334.53,106525.86499999999,0,1.7500000000000002,0,-159.73,0,89.94,0,0,0,0,0,-1,0,-19.3,0,0.51,0
15664,192034.035,0,202334.53,0,49.28,0,-32.24,0,-5.09,0,0,0,5.319999999999999,0,-0.36,0,-21.349999999999998,0,0.44999999999999996
15667,0,117400.395,0,-8.09,0,-135.23000000000002,0,-100,0,0,0,0,0,-11.129999999999999,0,-40.71,0,-9.62,0
15667,106495.69,0,0,0,19.54,0,-283.01,0,0,0,-50,0,4.49,0,4.35,0,-6.03,0,22.61
15673,26778.745,228768.88,0,-20,0,-91.02,0,-88.29,0,0,0,0,0,-3.25,0,-33.61,0,-4.78,0
15673,83877.89,0,26778.745,0,17.31,0,891.6,0,213.23,0,0,0,40.89,0,-7.12,0,-23.09,0,8.91
15676,25576.394999999997,209440.82,0,-15.03,0,-107.88,0,-87.79,0,100,0,0,0,-1.2,0,-8.02,0,-5.17,0
15676,178032.985,0,25576.394999999997,0,15.93,0,326.42,0,596.08,0,0,0,5.140000000000001,0,5.08,0,-18.19,0,7.5
15681,55307.72,54633,0,11.360000000000001,0,-219.98000000000002,0,1.24,0,0,0,-58.540000000000006,0,-6.05,0,-32.29,0,-8.04,0
15681,51326.15,0,55307.72,0,35.14,0,-89.09,0,-7.199999999999999,0,-77.78,0,27.1,0,3.84,0,-23.669999999999998,0,-6.4
15686,96387.89499999999,138522.685,0,-7.4399999999999995,0,-143.52,0,-30.42,0,100,0,0,0,-7.249999999999999,0,-4.62,0,7.71,0
15686,0,0,96387.89499999999,0,15.989999999999998,0,-358.94,0,-100,0,-50,0,25.71,0,4.6,0,-31.15,0,4.49
15690,1173.43,257982.6,0,13.900000000000002,0,-719.58,0,-99.55000000000001,0,0,0,0,0,3.88,0,-29.099999999999998,0,0.52,0
15690,72715.43,0,1173.43,0,5.6000000000000005,0,-143.4,0,6096.83,0,0,0,4.62,0,0.89,0,-24.86,0,-8.08
15693,8999.665,132954.575,0,5.66,0,-139.43,0,-93.23,0,0,0,0,0,-4.68,0,-5,0,-0.22,0
15693,24412.1,0,8999.665,0,16.57,0,-3000.92,0,171.26,0,0,0,0.15,0,5.319999999999999,0,-9.629999999999999,0,11.12
15696,138013.74000000002,65300.455,0,19.66,0,-206.39,0,111.35,0,0,0,0,0,5.33,0,-20.02,0,4.26,0
15696,510339.03,0,138013.74000000002,0,35.28,0,9.56,0,269.77000000000004,0,-33.33,0,21.09,0,-0.83,0,-29.25,0,1.7000000000000002
15720,29112.75,98032.425,0,-8.540000000000001,0,53.769999999999996,0,-70.3,0,0,0,0,0,-8.7,0,-43.59,0,-9.31,0
15720,89400.94,0,29112.75,0,2.11,0,-94.22,0,207.09,0,0,0,0,0,-4.84,0,-20.41,0,13.819999999999999
15723,34961.875,133885.565,0,-8.82,0,-215.68,0,-73.89,0,0,0,0,0,-6.800000000000001,0,-34.06,0,-11.31,0
15723,475179.13999999996,0,34961.875,0,55.36,0,226.71,0,1259.14,0,0,0,7.249999999999999,0,3.1300000000000003,0,-37.46,0,-4.87
15740,71739.645,98703.79000000001,0,2.26,0,-129.15,0,-27.32,0,0,0,-60.97,0,-5.319999999999999,0,-5.28,0,-6.12,0
15740,45518.17,0,71739.645,0,3.05,0,-201.73000000000002,0,-36.55,0,100,0,25.36,0,-2.7199999999999998,0,-32.89,0,4.37
15753,179397.58,125383.04999999999,0,-20.080000000000002,0,1377.6,0,43.08,0,0,0,0,0,-10.18,0,-2.9899999999999998,0,5.81,0
15753,42938.93,0,179397.58,0,10.91,0,-28.15,0,-76.06,0,0,0,4.1000000000000005,0,6.67,0,-23.28,0,11.559999999999999
15755,0,223608.14500000002,0,-16.669999999999998,0,-82.08,0,-100,0,0,0,-95.67,0,-6.5,0,-34.55,0,-1.39,0
15755,383169.75,0,0,0,48.209999999999994,0,-664.5400000000001,0,0,0,0,0,12.58,0,1.08,0,-31.16,0,-1.23
15757,0,108736.945,0,-24.02,0,-89.42999999999999,0,-100,0,0,0,0,0,-2.6599999999999997,0,-7.720000000000001,0,8.14,0
15757,124064.545,0,0,0,46.45,0,-506.15,0,0,0,33.33,0,-11.01,0,4.05,0,-25.52,0,-4.3
15759,879.475,2994.935,0,35.92,0,-79.41,0,-70.63000000000001,0,300,0,0,0,-2.7199999999999998,0,1.17,0,8.790000000000001,0
15759,3381.015,0,879.475,0,13.18,0,782.66,0,284.44,0,-50,0,17.47,0,-0.06,0,-0.8500000000000001,0,10.83
15761,2355.23,151076.83500000002,0,58.46,0,-4209.33,0,-98.44000000000001,0,0,0,0,0,9.44,0,-20.45,0,-0.35000000000000003,0
15761,134108.065,0,2355.23,0,-16.869999999999997,0,-179.61,0,5594.05,0,-50,0,2.34,0,-1.6,0,-18.509999999999998,0,1.6500000000000001
15762,47700.695,73784.415,0,-3.65,0,-161.78,0,-35.35,0,0,0,0,0,-10.54,0,-20.21,0,-3.02,0
15762,48794.405,0,47700.695,0,-6.39,0,-159.26,0,2.29,0,0,0,20.27,0,6.4,0,-22.21,0,17.97
15763,0,194301.005,0,-2.92,0,-59.79,0,-100,0,-33.33,0,0,0,3.94,0,-10.17,0,-2.04,0
15763,6579.295,0,0,0,9.49,0,-76.74,0,0,0,0,0,-11.32,0,2.1399999999999997,0,-29.099999999999998,0,3.2199999999999998
15764,0,85775.025,0,3.2399999999999998,0,-207.85999999999999,0,-100,0,0,0,0,0,-6.660000000000001,0,-9.84,0,-3.46,0
15764,39605.77,0,0,0,10.94,0,-426.88,0,0,0,-50,0,-2.83,0,4.05,0,-18.55,0,15.690000000000001
15774,15843.08,19803.435,0,-6.36,0,12.47,0,-20,0,0,0,0,0,-6.04,0,-34.47,0,0.35000000000000003,0
15774,50505.32,0,15843.08,0,35.75,0,123.58,0,218.78000000000003,0,0,0,4.9,0,-0.04,0,-33.01,0,-8.68
15776,52765.49,118505.62,0,-3.01,0,-130.38,0,-55.47,0,0,0,0,0,-7.76,0,-25.61,0,-2.96,0
15776,1073551.135,0,52765.49,0,109.69,0,-114.19,0,1934.5700000000002,0,-33.33,0,3.2300000000000004,0,14.87,0,-21.78,0,15.76
15778,119501.735,133615.465,0,-2.81,0,-254.29,0,-10.56,0,0,0,0,0,-4.81,0,-22.63,0,-4.25,0
15778,129586.205,0,119501.735,0,21.2,0,-148.8,0,8.44,0,0,0,-7.33,0,0.26,0,-28.199999999999996,0,-7.3999999999999995
15790,0,136167.89,0,-26.619999999999997,0,-207.26,0,-100,0,50,0,0,0,-9.62,0,-6.01,0,3.2099999999999995,0
15790,144932.045,0,0,0,38.1,0,37.03,0,0,0,0,0,24.77,0,4.35,0,-34.9,0,-10.72
15798,165430.69,162140.64,0,2.96,0,209.37,0,2.03,0,0,0,-59.19,0,4.77,0,-29.5,0,-12.959999999999999,0
15798,140982.265,0,165430.69,0,3.6799999999999997,0,-49.32,0,-14.78,0,50,0,10.97,0,1.58,0,-18.42,0,-3.4099999999999997
15804,66331.565,165374.155,0,-10.74,0,-36824.47,0,-59.89,0,0,0,0,0,-5.3100000000000005,0,-8.48,0,2.48,0
15804,0,0,66331.565,0,8.57,0,42.8,0,-100,0,300,0,20.810000000000002,0,1.22,0,-27.400000000000002,0,4.79
15806,2458.48,4597.145,0,7.9399999999999995,0,-1427.63,0,-46.52,0,0,0,0,0,0.03,0,-8.41,0,-0.27999999999999997,0
15806,226921.38,0,2458.48,0,44.32,0,35.43,0,9130.15,0,0,0,26.340000000000003,0,1,0,-20.44,0,1.8399999999999999
15808,19168.475,118523.78,0,-8.84,0,-163.68,0,-83.83,0,100,0,0,0,-9.89,0,-37.89,0,-7.46,0
15808,104337.145,0,19168.475,0,24.66,0,3467.8199999999997,0,444.32,0,0,0,10.459999999999999,0,3.7800000000000002,0,-15.2,0,23.25
15810,184058.545,78235.36,0,42.089999999999996,0,-315.66999999999996,0,135.26,0,0,0,0,0,-2.41,0,-18.67,0,-5.13,0
15810,7207.265,0,184058.545,0,-8.469999999999999,0,-236.79999999999998,0,-96.08,0,0,0,31.81,0,0.38,0,-16.669999999999998,0,22.41
15814,50870.57,194334.685,0,-4.73,0,-262.84000000000003,0,-73.82,0,25,0,-61.45,0,-17.78,0,-9.049999999999999,0,-2,0
15814,171460.83000000002,0,50870.57,0,12,0,-95.86,0,237.04999999999998,0,-20,0,2.29,0,13.3,0,-21.16,0,16.259999999999998
15816,118909.98999999999,97925.69,0,-9.89,0,-107.79,0,21.43,0,100,0,0,0,1.25,0,-13.309999999999999,0,1.87,0
15816,80434.51,0,118909.98999999999,0,10.780000000000001,0,1305.03,0,-32.36,0,-50,0,3.61,0,-5.17,0,-31.380000000000003,0,-4.43
15820,0,135223.51,0,20.94,0,-16.46,0,-100,0,300,0,-92.24,0,9.520000000000001,0,-8.82,0,1.9,0
15820,142948.415,0,0,0,30.03,0,-91.08000000000001,0,0,0,0,0,12.61,0,-3.2800000000000002,0,-33.900000000000006,0,-8.12
15822,0,84028.905,0,-13.62,0,-194.07000000000002,0,-100,0,0,0,0,0,-4.109999999999999,0,-17.380000000000003,0,-2.1999999999999997,0
15822,76074.905,0,0,0,13.850000000000001,0,9.180000000000001,0,0,0,0,0,4.66,0,-1.26,0,-34.53,0,-0.65
15832,67423.805,1762592.38,0,-15.49,0,-124.99,0,-96.17,0,100,0,0,0,3.9699999999999998,0,-25.629999999999995,0,-0.88,0
15832,256574.735,0,67423.805,0,-0.18,0,-906.5300000000001,0,280.54,0,-50,0,20.02,0,-9.629999999999999,0,-14.64,0,10.17
15835,36833.455,243938.52500000002,0,-18.08,0,861.0200000000001,0,-84.89999999999999,0,100,0,-97.39999999999999,0,-7.17,0,-7.090000000000001,0,-0.8999999999999999,0
15835,140086.635,0,36833.455,0,21.47,0,16.580000000000002,0,280.32,0,0,0,22.21,0,-1.29,0,-27.24,0,8.5
15837,0,69394.605,0,-11.89,0,-112.43,0,-100,0,0,0,0,0,2.2800000000000002,0,-15.870000000000001,0,-6.03,0
15837,52914.155,0,0,0,34.44,0,-1255.63,0,0,0,33.33,0,14.27,0,6.02,0,-22.24,0,12.17
15839,77812.20999999999,113033.33499999999,0,-14.760000000000002,0,-136.45000000000002,0,-31.16,0,0,0,0,0,-5.970000000000001,0,-25.31,0,4.47,0
15839,44669.92,0,77812.20999999999,0,39.12,0,315.84,0,-42.59,0,0,0,8.02,0,14.469999999999999,0,-37.01,0,-19.2
15842,38634.83,105293.35,0,1.6199999999999999,0,-58.209999999999994,0,-63.31,0,150,0,0,0,1.59,0,-19.81,0,-8.7,0
15842,732189.47,0,38634.83,0,71.36,0,-387.9,0,1795.1499999999999,0,-60,0,11.3,0,-0.06,0,-32.79,0,-1.8599999999999999
15861,4.455,67354.55500000001,0,10.43,0,181.70999999999998,0,-99.99,0,-20,0,0,0,2.86,0,-14.89,0,-5.79,0
15861,0,0,4.455,0,6.38,0,-3.54,0,-100,0,0,0,-4.05,0,-0.8099999999999999,0,-22.509999999999998,0,3.16
15879,34905.255,80034.14,0,-11.08,0,-1.31,0,-56.38999999999999,0,0,0,3.16,0,-7.449999999999999,0,-32.11,0,-9.58,0
15879,47667.58,0,34905.255,0,5.0200000000000005,0,-49.15,0,36.559999999999995,0,-50,0,13.36,0,6.83,0,-20.32,0,8.64
15897,98747.73999999999,400270.595,0,4.78,0,-271.8,0,-75.33,0,233.32999999999998,0,106.74,0,15.53,0,-19.35,0,-4.9399999999999995,0
15897,159596.235,0,98747.73999999999,0,15.809999999999999,0,-98.37,0,61.62,0,-80,0,-15.8,0,0.22,0,-14.19,0,9.42
17001,42.985,121.635,0,21.279999999999998,0,-43352.86,0,-64.66,0,0,0,2506.23,0,-0.1,0,4.07,0,-4.35,0
17001,129.075,0,42.985,0,7.51,0,-329.17,0,200.28,0,0,0,0,0,-1.09,0,1.73,0,0.44999999999999996
17013,0,61003.67,0,10,29.29,52.03,276.03,-100,0,200,0,0,1.66,3.83,5.390000000000001,-0.9199999999999999,-11.39,4.91,2.7199999999999998
17042,0,59239.08500000001,0,5.83,0,-35.15,0,-100,0,100,0,0,0,-0.7100000000000001,0,-14.02,0,-0.98,0
17042,11684.075,0,0,0,22.29,0,-260.94,0,0,0,0,0,7.39,0,1.6400000000000001,0,-11.65,0,4.15
17050,0,104259.955,0,0.79,48.72,-122,199.74,-100,0,100,0,0,9.71,-3.1399999999999997,5.36,-5.26,-12.9,1.43,-1.68
17088,1938.44,245086,0,8.51,0,-79.82000000000001,0,-99.21,0,0,0,0,0,6.32,0,-13.55,0,5.04,0
17088,98109.835,0,1938.44,0,38.129999999999995,0,535.14,0,4961.28,0,-50,0,15.8,0,4.9799999999999995,0,-15.299999999999999,0,7.449999999999999
17174,19339.54,31581.92,0,7.489999999999999,0,1068.31,0,-38.76,0,0,0,0,0,-4.43,0,-9.520000000000001,0,3.7699999999999996,0
17174,33322.555,0,19339.54,0,10.549999999999999,0,373.56,0,72.3,0,0,0,23.27,0,-2.97,0,-10.75,0,9.28
17272,18255.995,72408.505,0,-0.84,0,-402.4200000000001,0,-74.79,0,50,0,0,0,-1.67,0,-11.65,0,3.46,0
17272,73289.405,0,18255.995,0,26.029999999999998,0,138.82000000000002,0,301.45,0,0,0,-21.6,0,-1.63,0,-19.03,0,-8.110000000000001
17380,72246.635,93860.61499999999,0,28.83,0,-1872.8100000000002,0,-23.03,0,-70,0,841.4,0,-0.3,0,0.53,0,6.950000000000001,0
17380,24933.545,0,72246.635,0,12.94,0,44.87,0,-65.49000000000001,0,0,0,7.93,0,0.5700000000000001,0,-13.950000000000001,0,3.81
17388,63514.37,91594.20999999999,0,26.16,0,-350.4,0,-30.659999999999997,0,100,0,0,0,8.7,0,-3.8699999999999997,0,4.130000000000001,0
17388,83008.95,0,63514.37,0,8.24,0,-220.44000000000003,0,30.69,0,-50,0,-4.16,0,-23.47,0,-12.15,0,1.7500000000000002
