codigo_entidad,ine_coberturaNeta_m,ine_coberturaNeta_sd,ine_tasaDesercion_m,ine_tasaDesercion_sd,ine_tasaRepitencia_m,ine_tasaRepitencia_sd,ine_tasaAnalfabetismo_m,ine_porcentajeAsistencia_m,ine_pruebaLecturaMatematicas_m,ine_pruebaLecturaMatematicas_sd,ine_pruebaLecturaCritica_m,ine_pruebaLecturaCritica_sd
5086,9223.166666666666,605.0670761714495,356.3333333333333,98.73736206050204,469.5,232.58611308502492,720,7015,4588.4,179.43884752193432,4780.2,200.73166167797245
5088,8046.166666666667,242.58476181876443,353.8333333333333,77.74166622003072,208,54.302854436944656,206,6830,4919.6,41.97975702645264,5198.8,142.89926521854477
5091,7996.166666666667,796.3075829518809,562.8333333333334,164.04562373518735,476,378.7933473544645,1250,6815,4704.8,155.2778155436249,4913,296.2127613726323
5093,8787.666666666666,444.3758169237686,549.8333333333334,205.02625848087524,363.6666666666667,361.8423229345438,1519,6594,4339.8,134.1163673829559,4667.4,171.05642343975276
5101,8291.5,460.59646112405164,712.8333333333334,178.82775698047175,568,352.5370902472533,1060,6655,4906.8,130.07382519169644,5210,163.38451579020577
5107,8298.666666666666,415.876263649017,502.6666666666667,191.40184603777118,508.8333333333333,394.6387799832483,1337,6932,4280.2,165.0021211984864,4529.4,91.7676413557633
5113,10057.333333333334,1312.8132642027451,545.8333333333334,206.00137539993918,226.66666666666666,160.89706854590816,1106,6282,4322,210.31761695112465,4680.2,198.64843316774486
5120,7412.333333333333,773.2535591037823,592,178.87202128896516,362,217.95412361320444,1721,7354,4561.6,198.53538727390642,4776.8,218.69545034133654
5125,7794.666666666667,444.20880975805363,337.5,171.44182686847455,2.3333333333333335,5.715476066494082,1223,6990,4277,232.73912434311512,4594.8,131.319077060418
5129,8307,622.8084777843025,329.3333333333333,80.79768973594892,391.8333333333333,248.9943105106353,287,6532,5035.8,81.05985442868744,5257.4,158.40864875378492
5134,8235.5,924.63414386448,341,125.74418475619458,425.5,351.0542693088919,1515,6671,4560.2,162.36286521246168,4911.6,210.6900567183938
5138,7723.5,607.7923165029317,293,94.760751368908,218.33333333333334,158.11978581653426,1091,6921,4326.2,170.7137955761045,4669.4,141.2526105953444
5142,7268.166666666667,682.1951089436707,263.8333333333333,123.29220034806202,106,171.83247655783816,1042,6749,4446,244.87037387156496,4760.4,125.72708538735796
5145,7521,713.3487225754316,358.5,134.1234505968289,330,206.0931828081657,810,7146,4542.6,193.49754520406714,4883.6,149.35293770127188
5147,8423.833333333334,621.9351788302914,399.1666666666667,74.30051592463316,232.66666666666666,122.04534676367906,774,6607,4721.8,135.9308647805935,4958.6,148.3940699623809
5148,8543.666666666666,91.32506045257603,229,33.88214869219483,442.1666666666667,222.85189401633244,465,6598,5205.4,49.827703137913154,5337.8,167.84725198822886
5150,9718.833333333334,804.6386559609641,248.83333333333334,90.28048884818173,404.8333333333333,269.9914196167476,674,7216,4919,295.6856438855292,5113.6,326.8108015350778
5154,8067.333333333333,587.4097944933048,402.6666666666667,99.5221918300972,476.5,358.62389769785284,834,7046,4837.8,142.7574866688259,5026.6,273.75956604290565
5172,7777.333333333333,1008.1973351812961,597.5,127.20338045822525,503.6666666666667,337.12173864446453,954,6782,4614.2,61.941101055761024,4841.6,163.22469175954967
5190,8797,562.449642190303,281.8333333333333,144.18240761849785,196.66666666666666,147.37254380198053,525,6878,4471.6,115.25536863851505,4750.4,145.91195975656004
5197,10176.5,158.26654731812405,391.5,63.09912836165013,468.5,439.32664385397794,1037,7045,4976,165.30728961543105,5059.2,214.3541462160226
5206,10064.333333333334,2589.7729372797658,204.16666666666666,134.90058067579497,197.33333333333334,206.52522041306884,756,7162,4395,238.45964019095558,4680,278.3783396746234
5209,7881.833333333333,411.65345457880795,397,134.11338486519531,574.3333333333334,365.06529096405023,1627,6568,4466.4,126.79234992695734,4746.4,93.56708823085177
5212,10021.166666666666,219.4670058725609,326.8333333333333,63.0346465577992,412.5,181.64993806770207,254,7242,5197.6,51.4664939548052,5363,135.2312833629852
5234,9168.833333333334,597.3707112561401,472.8333333333333,148.23686001351575,300.5,293.2635333620599,1940,6893,4313.4,130.84074288997292,4587.2,113.72202952814376
5237,7791.833333333333,984.9197767669541,396,112.37081471627765,435.5,344.0225283320847,344,6465,5117.6,188.5704112526671,5281,238.58751015088782
5240,7319,682.5560782822171,315.3333333333333,111.74554428104356,487.5,373.8442188933781,1295,7417,4666.2,163.11560317762368,4928.8,134.76906173154134
5250,10887.666666666666,808.4453393190332,519.3333333333334,45.15159650185879,258.1666666666667,158.82747453342785,1243,6766,4361.4,117.8677224688761,4637.4,136.46721217933631
5264,8583.166666666666,482.82229305062816,393.1666666666667,154.74290506083523,564.3333333333334,80.14154145427119,278,6639,5222.8,136.22848453976135,5273.4,59.894073162542554
5266,7173.833333333333,1262.0574339809843,220.66666666666666,98.49196244702745,404.5,61.98951524249887,88,7703,5654.8,68.60539337399065,5714.8,182.04312675846896
5282,7495.5,535.8924332363725,394.1666666666667,112.43738998512312,256.5,73.26322406228107,890,6700,4495.8,168.2875515301117,4838.2,126.02658449708142
5284,11319.333333333334,1071.5352848444454,361.6666666666667,44.64825491177305,528,386.385299927417,1461,7176,4761.2,96.66540229058171,5058.2,216.69725425117872
5306,12708.833333333334,1794.9361455680441,426.3333333333333,222.42541821173825,214.66666666666666,147.93331831155098,635,6551,4455,349.3429547021093,4834.6,239.9756237620813
5308,6941.833333333333,1014.3160092725869,352.8333333333333,101.79079853634447,291.8333333333333,195.22542525671872,340,7170,5138.4,116.71675115423663,5318.4,232.01249966327245
5310,6226.833333333333,934.9032926814766,409.1666666666667,132.35016685545457,712.3333333333334,313.54149114059317,629,7647,4906.6,182.58094095496386,5043.2,219.9208948690415
5313,8920,370.5833239637207,365.5,173.6660588601008,326.5,325.45767774013257,817,6683,5192.2,118.49345973512631,5214.2,149.78885138754487
5315,8787,1144.2067994903718,176.33333333333334,54.29794348469071,660.3333333333334,452.71344873624713,1149,7165,4591,234.93084088727048,4816.4,341.7327903494191
5318,6349,563.4408575884429,288.8333333333333,70.04974422984473,415,284.53400499764524,345,7196,5208.4,112.34678455567831,5258.2,204.82114148690803
5321,11803.666666666666,1252.976403076557,244.16666666666666,68.55484422465466,193,236.64826219518284,235,6647,4930.8,120.5267605140037,5099.6,173.88300664527284
5347,7763.166666666667,1057.2202072731427,429.3333333333333,173.8075564141751,317,230.77868185774872,1066,6884,4499.2,215.1201989586287,4861.8,150.5944886109714
5353,9837.333333333334,603.2248889648591,164.83333333333334,151.49576451725198,754.5,377.3638827444937,1018,6895,5281.2,220.83862886732473,5283.8,197.81102092653987
5360,7479.5,705.5020198411908,313.3333333333333,135.3316912872468,337.8333333333333,156.14021476437986,181,6923,5002.4,64.19345761056964,5304,155.0564413366952
5361,9179.333333333334,497.12801838828864,534.8333333333334,81.51911841198154,397.8333333333333,274.4058429892969,1262,6802,4153.2,219.31871785144102,4509.4,56.77411381959212
5364,8662.833333333334,417.694824802351,351.5,114.05218104008358,278.1666666666667,215.59723251161333,655,6570,5168.8,176.97655211920025,5343.6,173.76219381672183
5368,8409,461.12818174559663,256.1666666666667,73.07097006791868,287,166.56290103141217,748,6956,5073.8,116.55556614765337,5263.2,254.41639098139882
5376,8948.333333333334,267.3676619688078,191.16666666666666,22.639935217810734,205.33333333333334,110.69537780172516,254,6843,5266.4,75.40755930276487,5298,101.44949482377919
5380,10116.166666666666,876.1192650927536,407.3333333333333,120.32566919268169,13.666666666666666,20.412414523193153,237,6936,5244.8,89.9427595751876,5489,185.7134890092801
5390,10553,806.8893356588623,655.6666666666666,265.8071982973122,294.1666666666667,389.47421823102314,1027,5795,4397.8,110.48846093597287,4714,172.8742317408815
5400,9210.5,241.3907620436209,276.6666666666667,83.0678437583802,207.83333333333334,210.9923379335531,489,6488,4895.4,137.89778823461964,5042.4,129.19094395506212
5411,10057.5,572.6250955031572,172,58.86594941050386,355.5,152.24158433227106,876,7371,4393.8,207.0077293242936,4699.6,138.64090305533932
5425,12654,1597.8948651272399,421,185.30083647949354,626.6666666666666,254.25315468380458,941,7358,4666.4,170.81364114144984,4899.4,317.1471267408866
5440,9143.166666666666,399.25601644391867,345.8333333333333,88.87388067743338,241.66666666666666,234.29696256389383,271,6598,5163.2,39.65728180296779,5289,164.57976789386962
5467,8067.333333333333,810.7220649930941,219,161.32699712075473,72.66666666666667,74.58060516425611,879,7084,4648.2,195.37067333660903,4897.8,322.2773650134306
5475,10643,1854.9396755689927,277.8333333333333,139.72317870227067,316.5,457.3229712139988,2269,7167,4192.4,515.634851421042,4489,229.06003579847794
5480,9762,1384.1989741363054,558.1666666666666,205.2933673226358,234.16666666666666,280.6994240583095,1636,7062,4342.2,158.61809480636185,4572.2,77.42221903303987
5483,5441.833333333333,1050.2090109433773,510.6666666666667,223.32457694276883,348.3333333333333,379.71972119797346,1317,6795,4211.4,137.35465044912021,4555.8,120.0653988457957
5490,9028.333333333334,1282.1153874229365,457.1666666666667,102.14385280900005,407,362.46655018084084,1281,7280,4254,199.85744919817225,4483.8,104.2266760479293
5495,9634.833333333334,517.869256344366,487,187.07324768656795,221.16666666666666,162.06840119735452,1149,6940,4271.2,217.82263426926045,4604.6,209.27326632897953
5501,7213.166666666667,401.8539120957598,316.1666666666667,89.06495756843242,658.3333333333334,228.1593010741983,1145,6800,4395.6,90.39247756312469,4751.2,153.95843594944708
5541,8613.166666666666,457.19029590168105,219.33333333333334,59.56061338390217,57,41.74685616905781,372,6431,4963.6,141.0861438979746,5009,102.78375358002839
