codigo_entidad,inf_ingresos_m,inf_financiamiento_m,inf_desempennofiscal_m,inf_igpr_m,inf_nproyectos_m,inf_peducacion_m,inf_psalud_m,inf_regaliaspc_m,inf_vproyectos_m
13042,15410138333.333334,1189935000,64.144,73.926875,2,5.265,30.346666666666668,128667.71166666666,2868386005.7799997
13052,64027650000,962568333.3333334,72.682,65.225625,3.8,10.035,60.324999999999996,71289.995,1971725377.5866666
13062,14187560000,-425636666.6666667,60.236,70.2475,4,5.048333333333333,30.705,90609.95,356860123
13074,14338755000,-2728266666.6666665,46.798,58.02375,1.3333333333333333,9.356666666666667,39.335,9404.411666666667,1469298640
13140,23009138333.333332,1562280000,60.647999999999996,62.225,2,9.06,46.02333333333333,35380.871666666666,NA
13160,30277416666.666668,3057663333.3333335,70.274,65.17937500000001,14,6.734999999999999,30.330000000000002,1775936.7033333334,10349565886.503334
13188,21807525000,-221100000,61.922,68.889375,3.2,7.743333333333333,38.086666666666666,313479.6616666667,5301015127.54
13212,17626488333.333332,2334806666.6666665,59.924,72.49375,2,9.538333333333334,42.77666666666667,151098.87333333335,325218913.5
13222,17683815000,741498333.3333333,65.144,81.25875,1.3333333333333333,6.913333333333333,36.028333333333336,68544.24,1049817794.58
13244,65038968333.33333,1192813333.3333333,67.362,63.4975,2.8,10.96,56.52666666666667,13630.28,4398565383.95
13248,12587740000,48285000,52.048,67.01805555555556,1,5.163333333333333,33.83166666666666,45183.193333333336,546554416.32
13268,13465098333.333334,568010000,59.296,75.318125,1.6666666666666667,6.726666666666667,29.27,41513.73333333333,209885368.5
13300,14674340000,-139450000,55.394,61.684375,1.5,7.961666666666667,33.001666666666665,102910.57166666667,1156805977
13430,201836738333.33334,-5707093333.333333,75.78399999999999,46.361875,4.5,59.24,28.818333333333335,89188.29666666666,9917371265.63
13433,24060523333.333332,-354213333.3333333,63.244,48.260625,1.6666666666666667,10.531666666666666,56.406666666666666,46824.60333333333,7437254555
13440,14967981666.666666,-864928333.3333334,57.964,82.845625,1.5,6.933333333333334,31.493333333333332,39877.615,570173953.715
13442,44566666666.666664,170581666.66666666,64.018,68.121875,4.666666666666667,10.955,59.71,68623.52,1023979728.3333334
13458,14816063333.333334,-1523960000,54.476,64.184375,2,5.615,32.278333333333336,75946.66,0
13468,43907680000,398180000,67.104,74.21541666666667,4,10.458333333333334,61.815,101298.38,1242975465.9566667
13473,21510515000,302985000,58.818,71.104375,3.8,8.638333333333334,38.916666666666664,70946.76166666667,3036448794.3333335
13490,8341853333.333333,-906368333.3333334,56.894,66.259375,1.6666666666666667,5.348333333333334,20.995,30822.328333333335,96739576
13549,28069603333.333332,-88171666.66666667,54.724000000000004,63.946875000000006,1.5,11.193333333333333,47.17666666666666,30501.31,623048359
