codigo_entidad,inf_ingresos_m,inf_financiamiento_m,inf_desempennofiscal_m,inf_igpr_m,inf_nproyectos_m,inf_peducacion_m,inf_psalud_m,inf_regaliaspc_m,inf_vproyectos_m
13580,9815803333.333334,514180000,55.568,63.1325,1.75,4.7,23.678333333333335,40902.17333333333,577789972.4
13600,18303253333.333332,2856510000,53.782000000000004,73.2775,4,5.28,28.766666666666666,264151.58166666667,2985563692.295
13620,11238126666.666666,-732573333.3333334,60.17,59.5875,1,5.9783333333333335,37.876666666666665,62353.31333333333,289594000
13647,19090071666.666668,822468333.3333334,60.112,65.644375,3.5,7.426666666666667,46.028333333333336,51018.198333333334,8295960523.5
13650,15560703333.333332,681575000,51.094,77.78125,3,6.831666666666667,36.52166666666667,53023.57166666667,543123073.5
13654,30647675000,-1807853333.3333333,63.088,62.205625,1,8.996666666666666,44.44166666666666,57827.40833333333,741349841
13655,12069653333.333334,503026666.6666667,53.322,64.993125,1,6.323333333333333,32.214999999999996,39046.825,316965906.5
13657,39698738333.333336,4852330000,65.468,75.215,3.3333333333333335,9.625,57.318333333333335,39666.81833333333,1706089989.08
13667,20839533333.333332,-345026666.6666667,58.884,60.685,2,8.305,38.193333333333335,78907.58833333333,NA
13670,27522375000,953396666.6666666,59.554,68.235,5.666666666666667,9.908333333333333,52.66166666666667,50654.25166666666,2884745491.25
13673,14828325000,997216666.6666666,61.91,53.8275,1.5,7.805000000000001,42.733333333333334,32154.61,14681360769.67
13683,22117481666.666668,2647338333.3333335,66.344,58.17375,2,7.465,36.096666666666664,29758.595,940259848
13688,34476253333.333336,-1101106666.6666667,70.876,72.77437499999999,8.5,9.608333333333334,57.41,74368.33666666667,148606415.33333334
13744,25371350000,-3134066666.6666665,65.184,62.356875,5,7.988333333333333,42.025,262459.53833333333,14783363944.43
13760,10972711666.666666,-434501666.6666667,63.123999999999995,63.18875,2,5.963333333333333,36.473333333333336,42401.933333333334,267991744
13780,17966048333.333332,732488333.3333334,65.428,64.351875,3.75,7.8549999999999995,37.288333333333334,167932.07,695287542
13810,23093171666.666668,823261666.6666666,48.32,72.90916666666666,3.6666666666666665,8.376666666666667,41.12833333333333,35689.37,6670466678.695
13836,69987466666.66667,-1187858333.3333333,77.6,43.144375,1.6,10.088333333333333,56.92666666666666,70473.35333333333,1647046900
13838,18104046666.666668,-160611666.66666666,68.254,67.36125,1.3333333333333333,8.063333333333333,38.696666666666665,58129.97666666667,1977393543.825
13873,23705686666.666668,1495256666.6666667,60.016,64.66229166666666,2.5,8.406666666666666,41.28,57188.915,14221771290.5
13894,24739456666.666668,-6829973333.333333,65.38799999999999,68.97,3,6.881666666666667,38.83,786809.5416666666,27098219016.97
15001,225932926666.6667,-3491345000,77.446,55.991875,2.6666666666666665,71.28666666666666,17.621666666666666,2742.8,24121304950.79
15022,6035945000,344650000,64.31,63.26444444444444,1,2.08,12.834999999999999,73396.475,173035077
15047,21738698333.333332,990666666.6666666,70.086,64.183125,7,7.933333333333334,46.61666666666667,80881.98333333334,763548978.535
15051,9594433333.333334,61841666.666666664,74.494,86.65875,2,5.3,30.505000000000003,144748.40666666668,678096304.99
15087,10285836666.666666,738225000,68.92999999999999,70.279375,2,7.198333333333333,34.37833333333333,153449.56,536819342.1066667
15090,5090476666.666667,-337276666.6666667,63.982,71.93875,2,2.6233333333333335,15.143333333333334,49858.02166666667,0
15092,6149458333.333333,-103706666.66666667,63.182,69.86625000000001,1,2.216666666666667,9.153333333333334,58237.903333333335,198088595.41
15097,11011866666.666666,318151666.6666667,64.066,70.984375,2,5.133333333333334,23.068333333333335,169110.85666666666,NA
15106,6355625000,867256666.6666666,64.21000000000001,81.7775,1.5,3.618333333333333,18.23,411028.255,115713582.97
15109,8297638333.333333,923601666.6666666,64.958,58.388125,1.6666666666666667,4.8933333333333335,25.293333333333333,83755.04166666666,228802183.385
15114,5612708333.333333,272053333.3333333,64.584,67.375,2,0.54,3.651666666666667,76895.46166666667,64111746
15131,7113925000,-514963333.3333333,65.79599999999999,74.80499999999999,2,3.8783333333333334,21.231666666666666,57589.056666666664,702804757.14
15135,9547320000,751996666.6666666,79.176,69.28812500000001,3,3.785,19.293333333333333,70781.08333333333,428275176.5133333
15162,5367236666.666667,1432821666.6666667,64.188,88.12583333333333,2.5,4.895,25.488333333333333,91810.11333333333,192464314.64
15172,7068993333.333333,173976666.66666666,63.660000000000004,71.4825,2.5,3.8716666666666666,20.76,128296.57166666666,2212043535.37
15176,51821531666.666664,-4781861666.666667,79.054,68.905,1.6666666666666667,11.906666666666666,55.52333333333333,39025.66166666667,1697420950.8266666
15180,10105796666.666666,-696001666.6666666,64.78,70.1775,1,4.048333333333333,18.265,91926.51,165899148
15183,17168241666.666668,206466666.66666672,66.036,70.508125,1,7.218333333333334,26.29,46426.70833333333,NA
15185,11601146666.666668,1133436666.6666667,67.59,68.984375,1.25,4.428333333333334,28.303333333333335,298557.01,2393526917.855
15187,8196801666.666667,1615000,67.242,76.645,2.5,2.3983333333333334,13.381666666666666,124096.89333333334,447985288.23
15189,7944886666.666667,-25731666.666666668,64.944,78.685625,2,5.4366666666666665,29.97833333333333,86696.11833333333,742797474.85
15204,15017740000,-435058333.3333333,73.496,80.2675,2.3333333333333335,5.018333333333333,33.16833333333334,89011.11833333333,284711391.535
15212,8000230000,-393556666.6666667,62.342,69.43,2,3.831666666666667,20.653333333333332,137395.32333333333,748075324.84
15215,5941886666.666667,-418941666.6666667,66.81400000000001,69.375,1.75,3.2616666666666667,13.23,482790.81666666665,897681351.12
15218,8783433333.333334,269018333.3333333,62.218,83.14916666666667,1,2.703333333333333,12.548333333333334,47284.41166666667,416151869
15223,13575903333.333334,-400000,63.967999999999996,72.66,1.6666666666666667,4.571666666666666,31.373333333333335,88956.435,833102936.2
15224,7991963333.333333,121518333.33333333,66.974,78.69562499999999,1,4.21,21.951666666666668,100453.09166666667,267565867
15226,5329575000,50171666.666666664,63.972,84.05333333333334,1.5,2.2266666666666666,11.615,69473.65166666667,55902744.98
15232,8907478333.333334,609125000,63.830000000000005,68.368125,1.5,4.333333333333333,26.93,103817.705,192480312.66
15236,6840376666.666667,114296666.66666667,64.776,73.575,1,2.9266666666666667,15.131666666666666,407093.175,546215837
15238,136999861666.66666,-2237933333.3333335,77.49199999999999,NA,1.5,72.03166666666667,18.283333333333335,0,7800759518.43
15244,9678961666.666666,768260000,65.792,80.38166666666666,3,4.241666666666667,20.375,67809.19333333333,NA
15248,7510885000,482475000,63.916,72.26638888888888,1,3.033333333333333,14.435,91264.90833333333,493919426.8
15272,7776075000,778705000,69.664,72.023125,2,4.828333333333333,29.821666666666665,45330.99833333334,696196176.13
15276,7713643333.333333,545783333.3333334,65.982,89.625,1,3.23,17.473333333333333,47125.27166666667,NA
15293,9276716666.666666,-819576666.6666666,67.498,65.088125,1.5,3.325,14.306666666666667,57370.865,223669899.3
15296,7972888333.333333,461158333.3333333,64.936,86.45666666666666,2,4.17,21.028333333333332,65239.82,516727696.6
15299,18907100000,1793170000,75.36,69.83687499999999,2,7.903333333333333,41.11666666666667,76210.32666666668,884697819.895
15317,6077913333.333333,199111666.66666666,61.368,78.61541666666666,1,1.835,8.435,63780.145,98490645
15322,14519431666.666666,413250000,72.918,70.78041666666667,3,7.921666666666667,33.778333333333336,126362.315,534596403.51
15325,8939990000,-372153333.3333333,66.67,75.3325,1.5,3.2216666666666667,18.416666666666668,120263.79666666666,745911468.8
15332,10061876666.666666,915460000,63.73,63.78875,1.6666666666666667,3.2916666666666665,17.888333333333335,61989.01499999999,131358993.065
15362,4034366666.6666665,1040016666.6666666,70.804,79.00375,2,3.216666666666667,18.071666666666665,151093.44833333333,103953136.95
15367,15056156666.666666,-145571666.66666666,80.298,79.884375,4,5.248333333333333,30.391666666666666,76052.00333333333,1169898972.5
15368,9215471666.666666,1539311666.6666667,65.51,80.06875,1,3.3633333333333333,15.605,41366.375,NA
15377,10820688333.333334,-54036666.66666669,66.896,78.946875,1,2.8433333333333333,16.071666666666665,197933.50166666665,382027788.895
15380,5362240000,-22836666.666666668,62.961999999999996,64.93541666666667,1,3.3633333333333333,23.701666666666668,73905.72166666666,403060455.515
15401,4965486666.666667,236578333.33333328,60.172000000000004,54.8675,2.5,1.9649999999999999,11.161666666666667,109533.57,200508612.45
15403,7337436666.666667,-97605000,64.346,76.53,1,3.0033333333333334,14.715,117667.19,150036415.43
15407,22177630000,554488333.3333334,83.774,61.63875,1.75,7.886666666666667,34.998333333333335,30410.09333333333,1284265045.085
15425,14494778333.333334,706291666.6666666,70.604,65.625,1,4.088333333333333,22.571666666666665,251331.29333333333,724676042.89
15442,11353161666.666666,731225000,67.542,78.54479166666667,1.6666666666666667,5.4816666666666665,27.276666666666667,187480.92,1042931815
15455,15339771666.666666,822128333.3333334,83.162,68.3075,1.5,6.703333333333333,38.891666666666666,49531.51666666667,1753492541.95
15464,9778235000,-544878333.3333334,66.824,68.36125,2,4.4399999999999995,19.24,190692.56666666668,689037275.1
15466,6472316666.666666,-98590000,64.848,77.065,1.6666666666666667,5.858333333333333,23.338333333333335,170745.87833333333,468327475.5
15469,26855438333.333332,242698333.33333334,76.83,49.674375,2.25,8.68,46.63166666666667,108863.83333333334,720904194.5966667
15476,9518905000,168323333.33333334,68.434,65.44020833333333,1.5,4.1850000000000005,24.095,44261.24833333334,359403229
15480,14190191666.666666,1193288333.3333333,69.852,63.244375,2.5,6.6899999999999995,32.03666666666667,98780.86,824974980
15491,27401346666.666668,-1464695000,89.014,67.63875,1.6666666666666667,9.351666666666667,35.16833333333334,44029.496666666666,1134007444.2
15494,9152171666.666666,303581666.6666667,71.15,77.45729166666666,2.75,4.536666666666667,32.48166666666667,57244.515,1390526126
15500,7537368333.333334,-179081666.66666666,67.854,68.96375,1,2.415,11.421666666666667,46721.698333333334,145775725.31
15507,21332636666.666668,-1727590000,83.694,59.09,1,6.391666666666667,30.011666666666667,84484.805,1296600973.775
15511,7192885000,-423036666.6666667,67.314,70.76416666666667,1,2.41,14.735,60767.496666666666,243694787.49
15514,10604888333.333334,1264213333.3333333,82.532,62.130625,1.6666666666666667,3.973333333333333,21.833333333333332,135301.91833333333,6906160581.934999
15516,37503668333.333336,1416693333.3333333,81.112,62.362500000000004,2.75,11.073333333333334,51.58833333333334,43451.78333333333,200341613.5
15518,6928688333.333333,639554999.9999999,63.608000000000004,68.926875,2,2.868333333333333,13.816666666666666,589538.3616666667,358117007.8
15522,5017846666.666667,-49023333.333333336,58.838,60.006249999999994,1,2.7466666666666666,12.783333333333333,56861.198333333334,NA
15531,13827801666.666666,516493333.3333333,64.79,54.678125,2,6.091666666666667,26.425,108528.14166666666,2506298619.41
15533,9997121666.666666,-575498333.3333334,62.91,68.56583333333333,1,2.775,10.368333333333332,402107.1016666666,NA
15537,6946348333.333333,913028333.3333334,69.176,76.35875,1.5,5.318333333333333,18.46666666666667,85001.17166666666,777447574.8
15542,11778571666.666666,-259205000,67.374,55.77875,1,5.61,30.956666666666667,41025.3,1046748029.84
15550,8994665000,-127313333.33333333,65.766,61.92375,1,2.1216666666666666,8.2716666666666665,537483.8733333333,0
15572,80746970000,-984851666.6666666,77.324,57.105000000000004,12.25,11.601666666666667,52.345,373393.0883333333,12203942628.963333
15580,11021420000,-644783333.3333334,66.762,67.45395833333333,2,4.7683333333333335,23.221666666666668,83508.36666666667,517374623.765
15599,16025723333.333334,1497528333.3333333,72.562,63.811875,1.6666666666666667,6.911666666666667,35.6,81809.61166666666,347408731.5
15600,12910988333.333332,-112700000,67.334,75.470625,3,4.715,19.32,139286.54833333334,787406748.5
15621,6210038333.333333,137945000,58.87,77.27375,1.5,3.4766666666666666,17.173333333333332,65606.36666666667,65077291.8
15632,17097205000,-418511666.6666667,71.634,74.36270833333333,1.6666666666666667,7.763333333333334,37.93333333333333,73212.71,803057980
15638,9935503333.333334,527325000,77.422,65.28333333333333,2,3.505,23.628333333333334,179275.35333333333,1547562280.21
15646,24139495000,2908698333.3333335,81.182,65.40187499999999,1.4,9.823333333333334,37.06666666666667,69883.60666666667,653219822.23
15660,5797826666.666667,42126666.666666664,62.158,67.125625,1.5,2.6550000000000002,15.413333333333334,403405.3466666667,0
15664,10648471666.666666,-903333.3333333532,67.062,73.345625,4.5,3.7316666666666665,25.745,166964.81,526103009.86
15667,9275888333.333334,490840000,67.73,62.16875,1.5,6.116666666666667,28.221666666666668,74632.02833333334,6954939841.77
15673,8694080000,1465356666.6666667,63.708,71.16375,1,4.421666666666667,19.788333333333334,113141.83833333333,NA
15676,7056856666.666667,-244206666.66666666,69.97,76.75812499999999,1.6666666666666667,4.551666666666667,18.84,137683.4,135923797.815
15681,11553955000,-163231666.6666667,65.018,72.32625,3.3333333333333335,6.296666666666667,27.256666666666668,53755.62333333334,462095192.09
15686,12037585000,517865000,70.008,74.535,1.5,5.651666666666666,33.846666666666664,78303.52666666666,288593548.085
15690,10392748333.333334,-188531666.66666666,75.102,77.928125,3.5,4.621666666666667,20.626666666666665,110623.81999999999,430523625
15693,11003173333.333334,929400000,70.62,72.1625,2,7.671666666666667,37.29333333333334,55455.44666666666,9929076588.2
15696,9598283333.333334,-269908333.3333334,81.504,73.0925,1.3333333333333333,3.7416666666666667,21.616666666666667,237884.40833333335,169633421
15720,6975798333.333333,-79256666.66666667,64.338,56.46,1,2.3016666666666667,11.213333333333333,72182.03833333333,NA
15723,5273075000,-397935000,62.07,73.94479166666666,1,1.7333333333333334,6.958333333333333,214675.52666666667,71777870.92
15740,11920005000,929325000,66,72.06875000000001,1.3333333333333333,6.5216666666666665,30.741666666666667,71987.20166666666,655367672.32
15753,12322021666.666666,549303333.3333334,67.22,71.5775,2,6.51,31.98,115906.51999999999,2227875238.1
15755,14061115000,117566666.66666669,66.546,74.27187500000001,1,6.073333333333333,21.933333333333334,202259.29833333334,1052144594.805
15757,9070626666.666666,248561666.66666666,71.134,72.27020833333333,1.6666666666666667,7.886666666666667,27.496666666666666,77600.49666666667,842455674.44
15759,150824445000,13513468333.333334,78.344,66.653125,2.4,69.825,19.986666666666668,2418.475,3014648764.975
15761,7271203333.333333,-123975000,64.04599999999999,68.5675,1.6666666666666667,3.9833333333333334,17.37,95846.71,275814463
15762,7143455000,343001666.6666667,64.682,73.625,1,3.3899999999999997,16.525,56759.83833333333,288755278.08
15763,11212765000,-189978333.33333334,73.24,59.819375,1.25,6.401666666666667,28.571666666666665,66960.1,604850448.25
15764,10794080000,1091316666.6666667,70.202,73.703125,1.5,6.251666666666667,27.441666666666666,41793.598333333335,178588457
15774,6023965000,-1329706666.6666667,57.194,73.09895833333334,1,2.775,15.31,28717.278333333335,0
15776,13155066666.666666,271035000,72.06,68.68791666666667,2.5,4.736666666666666,30.483333333333334,414940.7483333333,112954673
15778,9536985000,16580000,65.816,65.411875,2.5,2.865,17.851666666666667,127567.80166666667,481809265.09
15790,7854250000,-255706666.66666666,63.088,74.014375,1.25,5.873333333333333,23.928333333333335,93699.97833333333,1219859779.37
15798,7290300000,354613333.3333333,65.498,68.995625,2.5,4.096666666666667,24.83,156184.53166666668,452276046
15804,13376925000,703628333.3333334,71.86,74.80000000000001,2,5.675,33.486666666666665,77235.24,541674133.79
15806,17489630000,-532250000,83.252,71.155,1,8.335,36.335,77992.33499999999,NA
15808,6879746666.666667,1065701666.6666666,63.78,52.67375,1.5,2.956666666666667,15.411666666666665,80676.46666666666,97113820
15810,8248016666.666667,601308333.3333334,62.594,67.07625,2,3.2466666666666666,17.188333333333333,89833.72333333334,3986964980.25
15814,14305305000,-288520000,67.404,85.89166666666667,2.25,6.916666666666666,31.681666666666665,138888.695,823418551.725
15816,8760943333.333334,44808333.333333336,66.32600000000001,69.3925,1.3333333333333333,4.841666666666667,27.948333333333334,99090.06333333332,4603611344.65
15820,5417401666.666667,461255000,64.806,69.400625,2.5,4.895,19.691666666666666,92723.975,295747171.94
15822,11038330000,-340798333.3333333,68.704,88.36729166666666,1,4.675,22.57,53367.93666666667,1125492618
15832,10094805000,2169498333.333333,74.22,69.833125,1.5,2.985,17.533333333333335,695530.3066666666,210688604.25
15835,10114398333.333334,729630000,67.952,68.56333333333333,1.75,6.9816666666666665,34.08166666666666,140286.20500000002,6483393736.935
15837,18485621666.666668,1648265000,79.92999999999999,65.48625,1.6666666666666667,7.781666666666667,30.925,40769.58666666666,671254106.64
15839,5792013333.333333,183491666.66666666,64.236,67.420625,1,3.0083333333333333,15.075,78505.155,31577555.575
15842,13759203333.333334,156856666.6666667,67.79599999999999,76.963125,1.75,5.711666666666667,30.028333333333332,292039.2166666667,361575768.5
15861,18674281666.666668,-1194175000,76.958,51.178125,2.3333333333333335,8.1466666666666665,45.61833333333333,22453.003333333334,138869726
15879,6443388333.333333,-508568333.3333333,61.696,82.91277777777778,1.6666666666666667,3.4333333333333336,21.431666666666665,54202.325,71412637.5
15897,11474188333.333334,27606666.666666668,76.77799999999999,85.13138888888889,2.8,5.638333333333334,28.336666666666666,219538.19,22726684547.733334
17001,430830146666.6667,6841543333.333333,79.054,78.16,2,74.67666666666668,14.766666666666667,97.89833333333333,2030293567
17013,22488013333.333332,-1004585000,68.7,63.411874999999995,2,7.755,50.70666666666666,20334.556666666667,224641030
17042,30762375000,146581666.66666666,70.128,73.05375000000001,1.6666666666666667,9.281666666666666,62.903333333333336,23641.053333333333,1031954537
17050,13467148333.333334,72015000.00000001,66.428,65.93479166666667,1.6666666666666667,7.296666666666667,49.09833333333333,34753.318333333336,186652891.155
17088,15279245000,-749808333.3333334,72.044,69.17750000000001,3,6.6433333333333335,41.52333333333333,115044.75833333333,0
17174,46970830000,-731225000,74.094,65.509375,1,11.296666666666667,60.25333333333333,28081.338333333333,1259205304.51
17272,12004411666.666666,518245000,65.718,58.259375,2.3333333333333335,6.878333333333334,43.47,54651.301666666666,390870691.5
17380,78936308333.33333,-4135046666.6666665,74.528,71.166875,2.6666666666666665,9.926666666666666,58.86833333333333,63680.265,840594771.895
17388,7742278333.333333,182921666.66666666,58.26,74.91166666666666,1.5,7.005,35.76833333333333,79372.51,683903217
17433,19819995000,37835000,66.42399999999999,69.860625,1.3333333333333333,6.898333333333333,45.405,50871.16166666667,597385550
17442,11008681666.666666,480383333.3333333,65.154,58.269999999999996,1.5,7.191666666666666,31.75,117824.065,NA
17444,14275701666.666666,-357465000,64.654,67.029375,11,8.065,46.80833333333334,40830.16,305792010
17446,4899025000,-158755000,65.99600000000001,76.575625,1.3333333333333333,4.375,26.416666666666668,223422.125,253715000
17486,21334270000,-231165000,72.426,66.934375,2.25,9.003333333333334,49.656666666666666,31141.298333333332,68388738.56333333
17495,10809728333.333334,1196665000,67.356,71.94875,1.5,6.35,31.215,53320.18833333333,319007572
17513,14879306666.666666,1129590000,67.332,66.93249999999999,4,7.548333333333334,48.94166666666666,38674.9,623949783
17524,18934203333.333332,-984395000,72.084,69.145625,3,8.991666666666667,42.15,43533.863333333335,1251282079
17541,19580786666.666668,484523333.3333333,66.852,77.69375,2.3333333333333335,9.181666666666667,52.25833333333333,15673.33,533947270
17614,50222136666.666664,2341905000,76.816,64.145,3.3333333333333335,7.825,41.67166666666667,34694.986666666664,740217593.5
17616,11154298333.333334,-138328333.33333334,64.698,70.87361111111112,3,7.680000000000001,46.84,28645.703333333335,NA
17653,17119686666.666666,64623333.333333336,69.014,72.81625,3.5,7.796666666666667,50.01166666666667,21520.515,9892972735
17662,23987831666.666668,302695000,67.004,72.07916666666667,3,8.848333333333333,52.69833333333333,49212.025,912441471.25
17665,8111200000,-55610000,68.6,56.128125,2.6666666666666665,5.093333333333334,30.016666666666666,21983.91833333333,14999999.5
17777,25199218333.333332,242783333.33333334,71.842,62.85875,1,8.361666666666666,50.85666666666667,22758.12,546053317
17867,14418165000,1013650000,68.66,85.3325,2.6666666666666665,7.431666666666667,39.63666666666666,101469.41333333333,7934350848.79
17873,31566371666.666668,621276666.6666666,79.05,50.98375,2.8,12.62,45.065,21055.77,426208883.8
17877,12869993333.333334,316658333.3333333,70.32,76.54625,3.8,9.458333333333334,44.55166666666666,22762.801666666666,25242657298
18001,290552336666.6667,-58932731666.666664,72.776,NA,1.5,66.27000000000001,23.465,0,119997974.435
18029,8448306666.666667,3598515000,64.288,66.830625,1.75,5.378333333333333,28.711666666666666,131363.06333333332,269947282.36
18094,18567831666.666668,289870000,69.12,76.43,1.6666666666666667,7.538333333333333,35.86,513698.5133333333,609853299.6666666
18150,37872241666.666664,1675428333.3333333,73.738,63.635625,2.5,10.745,52.75,181482.54,585035806
18205,12999490000,7156666.666666667,59.77,64.61,2.5,7.101666666666667,40.428333333333335,21484.231666666667,192429446
18247,23742285000,588828333.3333334,69.13199999999999,68.95,4,8.456666666666667,48.11333333333333,82975.51166666667,5640630579.346667
18256,21269723333.333332,4560046666.666667,69.242,60.99375,1.25,7.013333333333334,41.39,159067.90666666668,0
18410,21053996666.666668,-292038333.3333333,68.848,68.28875,3.75,9.028333333333332,35.38166666666667,52533.128333333334,5016916063.46
18460,14080040000,698143333.3333334,65.456,79.9,2.25,8.188333333333333,31.27,115697.655,170100613.5
18479,7510085000,-377090000,64.17,74.60472222222222,2,4.385,27.806666666666665,38875.386666666665,126469365.5
18592,28494540000,1299718333.3333333,71.956,68.558125,3.25,11.391666666666667,52.971666666666664,50569.933333333334,2549153649.605
18610,16613616666.666666,4264860000,70.57,60.198750000000004,2.4,8.2716666666666665,36.178333333333335,57210.21666666667,3574950677.235
18753,52337393333.333336,-954406666.6666666,73.464,57.32,5.6,11.23,56.795,48856.85833333334,11086160622.736666
18756,17991166666.666668,-568769999.9999996,65.27,64.23875,3,5.548333333333334,34.91166666666667,49014.88,668823788.3333334
18785,14556230000,887298333.3333334,63.964,50.473125,3,6.566666666666666,34.275,478879.6666666666,349185628.04
18860,11322186666.666666,34990000,61.112,69.406875,4.25,6.886666666666667,35.22,41090.80666666667,1343385052.3
19001,365978158333.3333,13388235000,77.964,70.12083333333334,3.4,67.52166666666666,22.071666666666665,557.165,4161097006.53
19022,21163141666.666668,586196666.6666666,63.63,53.245625000000004,1.25,6.016666666666667,34.98166666666667,71111.99,345559939.5
19050,31630821666.666668,727503333.3333334,68.312,69.239375,2.25,10.158333333333333,48.52166666666666,57780.994999999995,1259737044.1333334
19075,21730530000,582895000,61.03,66.92395833333333,4,8.158333333333333,54.47833333333333,30447.274999999998,791477787.1999999
19100,38528955000,694818333.3333334,63.176,74.23875000000001,6.333333333333333,9.046666666666667,57.89,40318.15666666666,650049222.01
19110,24970056666.666668,-3757031666.6666665,61.758,56.915625,4.2,9.218333333333334,47.458333333333336,73120.275,611503983
19130,38865138333.333336,-1472360000,67.438,63.316250000000004,3.6,9.5216666666666665,55.69,104974.905,516663171
19137,32958705000,766198333.3333334,61.982,73.723125,3,10.18,42.788333333333334,43041.61666666667,698936506.3333334
19142,30682870000,3962336666.6666665,71.976,67.02,2.5,10.151666666666667,41.055,66467.87333333334,1380537159
19212,25502533333.333332,847826666.6666666,67.86,69.91499999999999,2.25,8.383333333333333,46.45166666666667,51692.09,244765269.66666666
19256,45721716666.666664,-2299476666.6666665,64.016,75.2775,12.333333333333334,9.241666666666667,60.41166666666667,62769.04,374082970
19290,9850880000,282915000,61.55,85.7425,2.6666666666666665,4.556666666666667,31.183333333333334,73597.73166666666,1086440829.14
19300,25147590000,1437060000,77.38,59.76541666666667,2,9.876666666666667,35.681666666666665,34327.346666666665,503802182.3333333
19318,27211863333.333332,-2271180000,58.494,40.974375,1.4,14.468333333333334,42.895,55991.87333333334,1542144544.5
19355,30586273333.333332,-3113110000,70.298,67.39750000000001,3.3333333333333335,9.465,41.56,56220.8,219235936
19364,18605060000,1370266666.6666667,61.848,78.75625,2.3333333333333335,5.23,34.803333333333335,44585.99833333334,590293561.9166666
19392,15334415000,-619671666.6666666,62.224000000000004,66.575,2.25,5.891666666666667,38.44833333333333,61874.448333333334,3624932.5
19397,26344898333.333332,-228331666.66666666,66.448,68.843125,4.5,6.328333333333333,35.343333333333334,53185.875,1315057395.5
19418,17407131666.666668,1001083333.3333334,64.278,60.551249999999996,1.75,10.328333333333333,39.623333333333335,46586.13166666667,2072133966.1
19450,20574778333.333332,-3688445000,60.59,70.78,3,7.2316666666666665,43.115,67255.45,442233475.3333333
19455,34931283333.333336,1695795000,75.816,82.26125,2.75,10.378333333333334,40.58166666666666,110624.01666666666,982503547.1866666
19473,30200573333.333336,2116878333.3333333,67.512,71.83375,2.6666666666666665,9.65,47.526666666666664,66709.355,363157228.98
19513,10183250000,107811666.66666667,68.6,58.763125,4,8.483333333333334,38.711666666666666,31686.046666666665,366943604
19517,36629413333.333336,-1167056666.6666667,71.672,62.78875000000001,1.25,8.675,40.06666666666666,44982.761666666665,417495239.56333333
19532,32189145000,-761020000,67.506,54.706875,3,8.805,61.480000000000004,57145.15666666667,2130282573.495
19533,15290148333.333334,-939996666.6666666,64.12,63.919375,2,6.3133333333333335,25.77,289850.6516666667,1097821452.4475
19548,36807538333.333336,123498333.33333333,71.696,60.205,3,9.225,56.60666666666667,76445.39666666667,2333045142.5
19573,36049088333.333336,2533316666.6666665,73.02,74.48,3,11.95,56.019999999999996,32825.193333333336,3970311644
19585,17966073333.333332,1761736666.6666667,66.042,69.33125,1.5,5.025,35.721666666666664,55007.655,2038960492.28
19622,14872668333.333334,-1085728333.3333333,63.568000000000005,68.50722222222223,1.6666666666666667,5.85,33.60333333333333,66691.21333333333,836955828.06
19693,16377690000,-355935000,63.63,71.749375,2.6666666666666665,4.723333333333334,28,51591.301666666666,211734423
19698,73669191666.66667,3225335000,71.944,72.821875,3.6,10.756666666666666,57.265,22396.091666666667,2292232933
19701,10845985000,-194263333.33333334,61.836,60.125,1,4.8116666666666665,18.3,63659.54833333333,389196131.27
19743,30167305000,-471016666.6666667,58.114,66.974375,2.75,7.235,42.58833333333333,47081.721666666665,1244258982.5566666
19760,16193791666.666668,-350883333.3333334,66.36,75.5475,2,4.848333333333333,31.423333333333332,32963.04833333333,797161332
19780,24953923333.333332,-2597343333.3333335,62.778,67.4,5,8.383333333333333,43.38333333333333,102261.11,1032288296
19785,16414876666.666666,-1128710000,64.098,51.286875,1.3333333333333333,4,26.118333333333332,167790.73,2846996678.16
19807,28846995000,384198333.3333333,66.796,68.844375,3.8,8.555,60.96333333333333,31872.4,5933542445.005
19809,30673105000,1238335000,71.558,65.866875,1.4,10.7,43.31333333333333,94590.81833333333,4250140490.54
19821,31337321666.666668,-658328333.3333334,69.062,68.8625,2,7.0600000000000005,38.065000000000005,50342.13166666667,810342930.0666666
19824,23620486666.666668,672808333.3333334,69.188,58.60625,5.2,6.875,34.98,77184.365,1863661783.9099998
19845,26245281666.666668,-1902266666.6666667,77.624,71.551875,3,8.066666666666666,36.375,35123.57,516141622.90999997
20001,618765290000,7123575000,78.256,63.726875,5.8,61.675,27.508333333333333,7379.633333333333,18979575171.66
20011,88237095000,5150123333.333333,75.762,63.550000000000004,3.8,10.536666666666667,63.391666666666666,62101.916666666664,12385315033.2025
20013,55007788333.333336,1998993333.3333333,70.804,60.626875,5.8,11.971666666666668,62.68,155643.10666666666,17466202461.083332
20032,24890553333.333332,-2715458333.3333335,64.116,75.841875,2,9.105,43.156666666666666,70302.99166666667,668030571.95
20045,49851966666.666664,4747815000,75.858,63.935625,8.75,10.431666666666667,42.56,1783090.065,10664666371.16
20060,38876726666.666664,1341201666.6666667,74.862,67.580625,3.2,10.396666666666667,59.00666666666667,54778.316666666666,3265185364.91
20175,33014563333.333336,396910000,66.208,66.075,3,12.716666666666667,56.401666666666664,72424.58333333333,5166275961.629999
20178,95113668333.33333,10694960000,73.07000000000001,58.42,6.2,10.061666666666667,53.545,2882075.9483333332,21323381592.493332
